year,deux_DET offres_NOUN,deux_DET coffres_NOUN
1851,3.2247193804124663e-09,5.224045551699419e-08
1852,4.557382027314816e-09,5.7943854603337286e-08
1853,4.180352064508952e-09,3.2248433257109355e-08
1854,2.5978321716024766e-09,2.9615287666651113e-08
1855,0.0,7.748128538764831e-08
1856,2.0708756931497874e-09,5.901995692170203e-08
1857,4.3933582327682075e-09,9.079606977380195e-08
1858,6.8511465389775594e-09,6.655399498178838e-08
1859,3.055304009791371e-09,6.568903487824684e-08
1860,1.373155145145688e-09,3.799062686660193e-08
1861,0.0,5.329039165502536e-08
1862,6.325180823552046e-09,6.325181095556687e-08
1863,1.9978483312144135e-09,5.7438139855481296e-08
1864,3.835782358407869e-09,4.5549914728937324e-08
1865,9.413688495385486e-09,6.919061079635469e-08
1866,6.811858188626729e-09,9.244664522789492e-08
1867,1.94112459439566e-09,7.085104591908475e-08
1868,0.0,7.360412546120187e-08
1869,1.3673853160867111e-08,5.3230358232347896e-08
1870,5.734048791339319e-10,9.174477888507226e-08
1871,1.3807530230280918e-08,3.717412200288095e-08
1872,1.6327815988148586e-08,4.7169246175648993e-08
1873,5.9860045809045914e-09,6.704325095086006e-08
1874,0.0,1.2367441204474972e-07
1875,1.7164582089002067e-08,5.492666116380107e-08
1876,3.143927740367758e-08,5.98555458530825e-08
1877,1.6699003513309663e-08,7.731020179591042e-08
1878,2.8383715822144495e-08,6.039088784604019e-08
1879,1.221865053580018e-09,1.1485531814514616e-07
1880,1.2835692508872398e-09,6.353667814096298e-08
1881,6.972507571312292e-10,6.135806596141435e-08
1882,0.0,9.384092880537764e-08
1883,5.055470986281563e-09,9.66858886286559e-08
1884,6.601696966868076e-10,6.667713758901073e-08
1885,1.9336907075562237e-09,1.1086493234557793e-07
1886,4.5174246565693466e-09,1.2906927904232646e-07
1887,3.264462256069578e-09,8.357023606464509e-08
1888,3.1703073499755874e-09,9.320703675541608e-08
1889,6.265136853755848e-09,7.64346701487284e-08
1890,4.5880703680722945e-09,7.865263640383091e-08
1891,6.374220040683554e-10,5.736798058819659e-08
1892,1.0656471260972467e-08,9.528139122139123e-08
1893,3.695050043717174e-09,7.882773278566901e-08
1894,1.2603078580752936e-09,7.687878067486054e-08
1895,9.027921521465032e-09,8.064943468610863e-08
1896,0.0,7.548197267226442e-08
1897,2.913356778044829e-09,6.292850551758988e-08
1898,3.96084842702038e-09,9.279701806974572e-08
1899,4.4220627160029835e-09,8.291367592505594e-08
1900,9.343895657210055e-09,9.291985225701183e-08
1901,1.2295225337854987e-08,5.0857523525849047e-08
1902,2.455141923096704e-09,7.365425691574501e-08
1903,4.860198021816586e-09,5.778235756537242e-08
1904,6.987012746151322e-09,5.0521477668041825e-08
1905,3.612531440655431e-09,5.625227483818662e-08
1906,1.388929815604456e-08,5.349951903710348e-08
1907,1.8514235478050978e-08,7.868550522260875e-08
1908,7.367083831866239e-09,5.500755739795693e-08
1909,9.351672047852588e-09,5.831042404480513e-08
1910,1.2825961626106164e-08,7.428369475093177e-08
1911,1.1172785363555704e-08,7.820950020942519e-08
1912,1.1981668435190329e-08,5.1052328142731085e-08
1913,9.015082513830208e-09,6.575707089950811e-08
1914,1.0045115850232378e-08,6.830678866975859e-08
1915,1.1780761921542648e-09,7.893110431922423e-08
1916,0.0,4.175235690517809e-08
1917,3.289927441585405e-09,2.3029492091097836e-08
1918,5.743188147278033e-09,3.331049214239101e-08
1919,1.1970203273037328e-08,4.327688918337458e-08
1920,6.815008557481406e-09,3.7861158652674476e-08
1921,4.543648624011354e-09,4.998013203305618e-08
1922,5.164554783831932e-09,5.3858929760508545e-08
1923,5.307974060286824e-09,6.900366544826397e-08
1924,1.0313299547703991e-08,4.6409848186712566e-08
1925,1.0998178368026856e-08,4.3992713472107425e-08
1926,1.1146138456652466e-09,7.022067127770981e-08
1927,3.344767462998277e-09,3.3447674407938166e-08
1928,9.140832868403947e-09,3.1992914539813455e-08
1929,5.570202965543558e-09,6.795648177515545e-08
1930,5.2518016602221e-09,3.466189113510154e-08
1931,6.843213995466613e-09,2.9653926425510235e-08
1932,9.863582839386709e-09,6.137340424761106e-08
1933,5.735331320977366e-09,4.244144902187941e-08
1934,3.5944740517379614e-09,4.67281626725935e-08
1935,1.555876938397205e-08,2.5133395809007197e-08
1936,1.33371855781661e-08,4.001155939903356e-08
1937,1.888667711114067e-08,4.406891340735797e-08
1938,5.186085783037697e-09,5.3157380164314816e-08
1939,0.0,5.505857991749963e-08
1940,2.02862628917444e-08,5.832300775665544e-08
1941,5.9030051957620344e-09,6.788455841899577e-08
1942,9.102635090130207e-09,6.371844696317908e-08
1943,1.4516175816936538e-08,4.6451763546784264e-08
1944,9.639558484764166e-09,6.7476911169706e-08
1945,8.714016175304096e-09,5.010559211982013e-08
1946,1.5313215584455975e-08,2.9234318965620787e-08
1947,1.3112958274774655e-08,2.980217805870211e-08
1948,1.1959076839929139e-08,2.5005341797168512e-08
1949,8.835307152565974e-09,3.6322929997112396e-08
1950,4.2541445921528975e-09,3.5096691552993775e-08
1951,1.0661401983469432e-08,4.157946720262373e-08
1952,1.0544803585865736e-08,4.956057908511724e-08
1953,3.232148326759443e-09,2.370241980464982e-08
1954,5.86352189024808e-09,2.638584750691564e-08
1955,2.815682353940474e-09,4.1296673192192657e-08
1956,8.72114114258693e-09,2.3547082284025578e-08
1957,8.835037590415595e-09,3.534015036166238e-08
1958,1.0753916701577992e-08,3.722509556158826e-08
1959,6.200598479111363e-09,3.177806573440023e-08
1960,1.245750003153745e-08,1.9378333382391588e-08
1961,9.03260666262895e-09,4.099413919433914e-08
1962,1.2049717001971771e-08,4.3759500467643875e-08
1963,1.1638895625054602e-08,5.6254662705867986e-08
1964,9.125952438182594e-09,6.023128618082296e-08
1965,1.5321721669181443e-08,4.1587529864273165e-08
1966,4.431259803538978e-09,4.431259759130057e-08
1967,6.4094360374689074e-09,3.9935716511507735e-08
1968,1.0330256650092906e-08,3.682961025042175e-08
1969,9.537691469940768e-09,4.768845707214808e-08
1970,2.0234390163409444e-08,3.770954681847627e-08
1971,1.9012070473500842e-08,4.7787097612328466e-08
1972,1.333838212103089e-08,2.9754851360586088e-08
1973,1.709093200297218e-08,4.300299061288371e-08
1974,1.8564387360697765e-08,4.556712968062371e-08
1975,1.1422959911300268e-08,4.683413878936449e-08
1976,1.7711933031350213e-08,4.399415542977181e-08
1977,2.11564152863275e-08,4.172515044587044e-08
1978,1.7821774500603738e-08,4.2772258068701774e-08
1979,2.2237498065180716e-08,3.218585442610333e-08
1980,1.876099742226245e-08,3.5247933016790967e-08
1981,1.581387387705746e-08,3.4790523462113754e-08
1982,1.551875572491923e-08,3.972801454477093e-08
1983,1.3893695527400496e-08,2.7155859783078995e-08
1984,2.0296528902008504e-08,4.755187088534285e-08
1985,2.2859119819251816e-08,4.3312019637475885e-08
1986,3.2969671548421786e-08,4.136194864390319e-08
1987,1.6499205779396675e-08,3.605381881932601e-08
1988,2.698449264038061e-08,4.377484308371038e-08
1989,1.6464366980883938e-08,2.9087047215270445e-08
1990,2.560865985934413e-08,3.3236769392264165e-08
1991,2.4032007495122798e-08,5.0994746203514296e-08
1992,2.2590770809571836e-08,5.344645814808757e-08
1993,3.7112689144080946e-08,5.483815357365529e-08
1994,5.43317422163625e-08,4.800183317499318e-08
1995,3.416143901091573e-08,4.3921849934847046e-08
1996,3.202855203277011e-08,4.964425759368396e-08
1997,2.0618045382114758e-08,4.267455988582469e-08
1998,3.0516027038629545e-08,4.7681290915591035e-08
1999,3.0620348590026936e-08,5.255731427844523e-08
2000,2.562458201182949e-08,4.683113496994906e-08
2001,2.190605830065806e-08,4.775520734412453e-08
2002,2.1906108038649563e-08,3.592601716118082e-08
2003,3.916907492795829e-08,4.000246045521294e-08
2004,2.55477893285061e-08,4.5369348722346103e-08
2005,2.6121748541996226e-08,3.512924706683407e-08
2006,2.8825229314577427e-08,5.065004682336394e-08
2007,2.9159699765912706e-08,3.435252349248685e-08
2008,5.194076413417292e-08,3.57624931890399e-08
2009,5.6264672032568797e-08,4.815874365959871e-08
2010,3.8735104013198907e-08,3.448368990355277e-08
2011,3.671013071304685e-08,3.594533637407693e-08
2012,2.859572201252547e-08,4.527656027875082e-08
2013,3.988448643577058e-08,3.904775214280676e-08
2014,3.4430579942679174e-08,5.0238326831930635e-08
2015,3.191868658269925e-08,4.787802820871434e-08
2016,3.976972950958668e-08,4.660515129373266e-08
2017,3.899197631440643e-08,3.295450778928455e-08
2018,3.3300920243561904e-08,4.620825300172271e-08
2019,3.367303835766222e-08,4.872386494270131e-08
