year,pas_ADV ouverte_ADJ,pas_ADV couverte_ADJ
1847,1.537068783363793e-07,4.7999691332734074e-08
1848,1.0217431878345451e-07,4.022610866627474e-08
1849,1.0558062513155164e-07,5.446619866233959e-08
1850,1.3917441776811756e-07,4.5486274302675156e-08
1851,7.803821233665076e-08,5.3530342825069965e-08
1852,1.1784086950683559e-07,5.468858077506411e-08
1853,9.196774897191062e-08,3.642878354526147e-08
1854,8.884585867008354e-08,3.688921879074769e-08
1855,9.499417785718833e-08,1.9104973603134567e-08
1856,9.318940641378504e-08,4.866558001026533e-08
1857,9.226052100075322e-08,2.6848299583548396e-08
1858,9.689478730479095e-08,2.8872689128434104e-08
1859,1.0795407234809318e-07,2.3933214521321133e-08
1860,1.286188648919051e-07,3.61597543019343e-08
1861,9.762045038996803e-08,2.782418562219391e-08
1862,1.1566044832989064e-07,2.5752521892741242e-08
1863,8.790532746161261e-08,2.8968800691586694e-08
1864,8.87024640405798e-08,3.0206784629172034e-08
1865,8.001635620757952e-08,4.23615986733239e-08
1866,1.1726127269184872e-07,4.525020003143254e-08
1867,1.0967353603064112e-07,4.707226963773792e-08
1868,7.903798859842937e-08,2.1241458370013788e-08
1869,1.377152329951059e-07,3.1742874995188686e-08
1870,7.97032768673489e-08,1.4335121534259088e-08
1871,6.691341525311145e-08,3.080141297573391e-08
1872,9.312902449210014e-08,9.675742873582749e-09
1873,1.3528369890991598e-07,2.573981916498269e-08
1874,9.43988212043223e-08,5.138164027584935e-08
1875,9.326089411842986e-08,1.3159512590732447e-08
1876,1.227341073217758e-07,2.5997863417615008e-08
1877,8.906135207098487e-08,1.6699003069220453e-08
1878,1.225935051252236e-07,4.1065803202400275e-08
1879,8.858521738375202e-08,2.993569481191116e-08
1880,9.241698251116759e-08,2.3746030919369332e-08
1881,8.506459181489845e-08,5.020205406935929e-08
1882,9.916524135178406e-08,4.19289278852375e-08
1883,1.1374810071629327e-07,3.728409936343269e-08
1884,8.31813835588946e-08,4.15906917794473e-08
1885,9.475084539189993e-08,2.513797880965285e-08
1886,1.1487165352264128e-07,2.968593371122097e-08
1887,1.2404956351019791e-07,3.4603299781110763e-08
1888,8.68664216113757e-08,5.135897751529228e-08
1889,1.2906181723337795e-07,2.192797943223468e-08
1890,1.0290386853739619e-07,5.1124214195397144e-08
1891,8.286485808639554e-08,4.461954006274027e-08
1892,1.3163875678401382e-07,3.2596265242545996e-08
1893,1.1947328459882556e-07,4.0645549148621285e-08
1894,9.200247319540722e-08,4.0329851458409394e-08
1895,8.064943557428705e-08,3.5509824414248214e-08
1896,1.3091404582610267e-07,3.538217541176891e-08
1897,1.1245557374195414e-07,3.1464253424928756e-08
1898,1.0864041399827329e-07,2.6028432742464247e-08
1899,1.1663190235822185e-07,2.819064981451902e-08
1900,1.2614259503607173e-07,3.529916270395006e-08
1901,1.3748297078564065e-07,2.6825947685438223e-08
1902,9.624156405152462e-08,3.1425816615637814e-08
1903,1.1610473649170672e-07,1.9440793863623185e-08
1904,8.00819179858081e-08,2.6335662539622717e-08
1905,1.0166695574298501e-07,2.8900251081154238e-08
1906,7.047533046034005e-08,2.623534101076075e-08
1907,7.817121883135769e-08,2.6228502036929058e-08
1908,8.300247600345756e-08,2.6521501439447093e-08
1909,8.636543924467333e-08,2.9705311987981986e-08
1910,9.726354477379573e-08,4.4890864359103944e-08
1911,6.012022879531287e-08,3.1390207766435196e-08
1912,7.50156630147103e-08,4.167537070998151e-08
1913,6.151468312509678e-08,2.0151361468379037e-08
1914,9.576343273920429e-08,3.3483718908655646e-08
1915,6.125996065975414e-08,3.7698438148936475e-08
1916,1.0547963569251806e-07,1.3184954461564757e-08
1917,8.005489604556715e-08,2.3029491202919417e-08
1918,7.581008532042688e-08,2.412139110674616e-08
1919,8.931613137974637e-08,2.1178051312631396e-08
1920,5.982062845077962e-08,1.2115570768855832e-08
1921,8.405749696294151e-08,1.8931869405491852e-08
1922,7.377935418162451e-08,2.951174238319254e-08
1923,6.794206797167135e-08,1.3800733000834953e-08
1924,8.121723737986031e-08,3.738571052736006e-08
1925,8.908524051776112e-08,3.519416935660047e-08
1926,6.576221522891501e-08,1.3375366592072169e-08
1927,1.0814748208076708e-07,2.2298449309232637e-08
1928,9.712135096151542e-08,2.5137291359556002e-08
1929,8.800920880958074e-08,2.1166771446701205e-08
1930,8.40288265635536e-08,3.151081173768944e-08
1931,7.299428261831054e-08,3.079446386777818e-08
1932,9.315606064319581e-08,3.06867029564728e-08
1933,8.144170493551428e-08,2.064719240024715e-08
1934,5.6313425034204556e-08,8.38710612072191e-09
1935,5.864459140525469e-08,1.0771455727365264e-08
1936,8.48730010716281e-08,2.3036957230715416e-08
1937,6.547381303789734e-08,1.6368453259474336e-08
1938,6.223302762009553e-08,3.3709557811789637e-08
1939,9.176430637580779e-08,2.5999884911698246e-08
1940,4.564409294971483e-08,5.0715658339584024e-09
1941,4.7224041566096275e-08,3.5418032950929046e-08
1942,6.068423630267716e-08,4.5513175450651033e-08
1943,6.096794180621146e-08,1.4516175816936538e-08
1944,4.819779064746399e-08,6.4263723231761105e-09
1945,4.1391576388605245e-08,1.3071024262956144e-08
1946,4.872386583087973e-08,1.2528993842408909e-08
1947,5.722018059373113e-08,1.6689218895749036e-08
1948,3.913879709216417e-08,1.6307831529616124e-08
1949,5.4975245689092844e-08,1.0798709482173763e-08
1950,5.317680873417885e-08,2.7651939404904624e-08
1951,6.076999170545605e-08,1.5992101864981123e-08
1952,6.537778318715937e-08,1.370824520563474e-08
1953,5.171437322815109e-08,1.4005975934594517e-08
1954,4.202190595492539e-08,2.247683283940205e-08
1955,6.757638004728506e-08,1.220129064449793e-08
1956,4.971050771018781e-08,2.2674967681268754e-08
1957,4.240818185508033e-08,1.9437083054185678e-08
1958,5.873292963087806e-08,2.8952852559882558e-08
1959,8.525822892124779e-08,1.4726420971555854e-08
1960,3.737250153790228e-08,1.5225833038812198e-08
1961,4.7247482370949e-08,1.876002997391879e-08
1962,5.89801949502089e-08,1.2683912586908264e-08
1963,7.112658551022832e-08,1.939815952312074e-08
1964,6.38816644027429e-08,1.6426714211092985e-08
1965,6.292849974443016e-08,1.094408652591028e-08
1966,5.095948907296588e-08,1.9386762417639147e-08
1967,7.494109866001963e-08,1.7256175155466735e-08
1968,6.063411461809665e-08,1.9313088017725022e-08
1969,6.494713744586988e-08,1.0446043141598693e-08
1970,5.472482911272891e-08,1.7015283404475667e-08
1971,6.782684636164049e-08,8.735275613958038e-09
1972,5.540558589700595e-08,1.0773308467548759e-08
1973,6.229920046507686e-08,2.6463379043661917e-08
1974,6.18812876496122e-08,1.7439271360331077e-08
1975,5.483020970586949e-08,1.0851811893530794e-08
1976,4.8564977817022736e-08,1.656922776760439e-08
1977,5.3478714789889636e-08,1.645498848290572e-08
1978,6.356432891152508e-08,1.128712323605896e-08
1979,7.783124544857856e-08,1.1118749476679568e-08
1980,7.16328969474489e-08,6.253665585376211e-09
1981,5.819505588533502e-08,1.3283654176632353e-08
1982,4.593551850007316e-08,2.483000827169235e-08
1983,6.567928778622445e-08,1.6419821946556112e-08
1984,7.074790175920498e-08,1.2177918229383522e-08
1985,5.7749357296188464e-08,1.3234227935754461e-08
1986,6.593933932208529e-08,1.9182353483415682e-08
1987,7.944061763964783e-08,1.8332450224534114e-08
1988,6.236415828198005e-08,1.739000587974715e-08
1989,5.597884467078984e-08,1.6464365870660913e-08
1990,6.429408472286013e-08,1.4166492867673242e-08
1991,6.271767460930278e-08,1.1722930182145319e-08
1992,4.958949872957419e-08,1.2672871640972971e-08
1993,5.871559949355287e-08,1.3848018731721368e-08
1994,5.485923537662529e-08,1.2659823411809157e-08
1995,4.880205750623645e-08,1.4098372247417501e-08
1996,6.245567618634595e-08,1.5480466686312866e-08
1997,6.616954095761685e-08,1.5823152565985765e-08
1998,5.769436484115431e-08,1.6688451509594415e-08
1999,6.306877509132391e-08,1.7823785114501334e-08
2000,4.8156543641653116e-08,2.4299172451947015e-08
2001,6.221321058319518e-08,2.3220422917802352e-08
2002,5.914649037208619e-08,1.2267419968736704e-08
2003,6.333722524232144e-08,2.0417921575699438e-08
2004,6.607186975315926e-08,1.8500124099318782e-08
2005,7.251036748812112e-08,1.306087415997581e-08
2006,6.712160427468916e-08,1.317724773741702e-08
2007,7.230007526004556e-08,9.98619853476157e-09
2008,8.003986806670582e-08,2.0009967016676455e-08
2009,7.29533482513034e-08,1.6211854969583328e-08
2010,8.455589295408572e-08,1.8895171649546683e-08
2011,7.762663045696172e-08,1.8355065023456518e-08
2012,9.497865249841198e-08,2.246806829475645e-08
2013,1.1797998666907006e-07,2.2870825233667347e-08
2014,1.3577341917425656e-07,2.3386807157521616e-08
2015,1.1991673432021344e-07,2.3052384889865607e-08
2016,1.1827351897863991e-07,2.651315256230191e-08
2017,1.242711960003362e-07,2.389830733307008e-08
2018,1.3139666066308564e-07,2.1426172835958823e-08
2019,1.2805958249373361e-07,2.2958889900337454e-08
