year,les_DET offres_NOUN,les_DET coffres_NOUN
1845,3.1405522094019034e-06,8.693995319219994e-07
1846,2.6515037632179883e-06,9.45501945182059e-07
1847,3.071440772828282e-06,1.0576112110527447e-06
1848,2.469883064293299e-06,1.0619692645263967e-06
1849,2.9009534046053886e-06,9.460359446933353e-07
1850,2.74139669897977e-06,9.042942750170369e-07
1851,2.608797913694616e-06,8.655146963576499e-07
1852,3.3386078115427154e-06,8.385582592751462e-07
1853,2.4544640240264926e-06,9.602866128943788e-07
1854,2.93555036989801e-06,8.115627618821009e-07
1855,2.5430843493268185e-06,8.692762953899091e-07
1856,3.1125262438536083e-06,7.574227662843214e-07
1857,2.8068676698467243e-06,9.723966130081863e-07
1858,3.164250884424291e-06,8.333930150428159e-07
1859,2.9157785519373647e-06,9.66494489773595e-07
1860,3.0493199290049233e-06,9.017052366999678e-07
1861,2.5579386431218154e-06,7.550258089850104e-07
1862,2.553565906282529e-06,9.695598794934313e-07
1863,2.523781816421433e-06,7.851543841752573e-07
1864,2.3527730448336115e-06,7.978427056798409e-07
1865,2.6377154824785976e-06,7.822775440757823e-07
1866,2.637648847780838e-06,7.780115147681954e-07
1867,2.1992942720316933e-06,7.570385882615938e-07
1868,2.0693132682936266e-06,8.901652819304218e-07
1869,2.0168934184994214e-06,7.408298472455499e-07
1870,2.2460269590851567e-06,8.451987660862414e-07
1871,2.3971997080707297e-06,7.222400473239077e-07
1872,2.4933180071684546e-06,8.145766017264577e-07
1873,2.1208414153761623e-06,8.218784373070775e-07
1874,2.5666921885658667e-06,9.631069772808587e-07
1875,2.5838416917167706e-06,7.483757542559033e-07
1876,2.3845482672868457e-06,7.884003423441754e-07
1877,2.538866894497005e-06,8.875211214842693e-07
1878,2.7967018922936404e-06,7.409961746418503e-07
1879,2.2292927610578772e-06,1.0269775927440605e-06
1880,2.435572568515454e-06,7.239330344077644e-07
1881,2.347643331290783e-06,7.467555782625368e-07
1882,2.630873694897673e-06,8.139535836448886e-07
1883,2.490451493031287e-06,7.595845374908095e-07
1884,3.069128808874666e-06,7.53253601715187e-07
1885,2.43322755011377e-06,7.921686382417192e-07
1886,2.644629418568911e-06,8.602467573837203e-07
1887,2.8067845789792045e-06,7.67148648606053e-07
1888,2.5400503034234134e-06,9.238275460177192e-07
1889,2.594393151866825e-06,8.150942711893094e-07
1890,2.290102685265083e-06,6.63959355051702e-07
1891,3.0806605053612657e-06,7.457837618574104e-07
1892,2.8277259787046205e-06,7.428187309699297e-07
1893,3.069970745173123e-06,7.236139403232755e-07
1894,2.4821764270654967e-06,7.864320892281285e-07
1895,2.636754970808397e-06,7.312616396859539e-07
1896,2.6813789872903726e-06,7.506918109356775e-07
1897,2.604540924266985e-06,5.605298269983905e-07
1898,2.701864502796525e-06,6.252482016577687e-07
1899,3.0197161322575994e-06,6.146667423934105e-07
1900,2.7522963534920564e-06,6.665312284326319e-07
1901,2.6395613588192646e-06,5.806699832078266e-07
1902,2.5661142331045994e-06,6.515946431306929e-07
1903,2.5321632790564763e-06,6.075247895864777e-07
1904,2.4760898895692662e-06,6.137822090579448e-07
1905,2.452908830719025e-06,5.28461729487617e-07
1906,2.3735266410085387e-06,7.474499845727678e-07
1907,2.2854795105331505e-06,7.739979359655536e-07
1908,2.3692541333275585e-06,7.548804958901201e-07
1909,2.3604720382763844e-06,6.606681068888065e-07
1910,2.3856287612034066e-06,6.204558928857296e-07
1911,2.4915311200857104e-06,6.31528415340199e-07
1912,2.509378219883729e-06,6.303399899820761e-07
1913,2.4998294634315243e-06,6.973431432300004e-07
1914,2.573558646190577e-06,7.607500798201272e-07
1915,3.0936281234517082e-06,7.692837620254522e-07
1916,3.070995688858602e-06,8.932806458972209e-07
1917,3.2032925219027675e-06,7.29267249255372e-07
1918,2.980714555178565e-06,7.523576428525303e-07
1919,2.9391451619176223e-06,6.279752611249023e-07
1920,2.3012011638456897e-06,5.807901821697214e-07
1921,2.611840699273671e-06,6.073343570278666e-07
1922,2.4420965587523824e-06,6.418803693009068e-07
1923,2.2887983845976123e-06,5.39290157419714e-07
1924,1.9698402411449933e-06,6.071955382935812e-07
1925,2.207334262038785e-06,6.686892426444047e-07
1926,1.8379981838734238e-06,6.331006652260385e-07
1927,2.0481125488913676e-06,5.061748069579153e-07
1928,2.5537202645864454e-06,5.975819483694522e-07
1929,2.469828046969269e-06,6.30546981739144e-07
1930,2.1238286649349902e-06,6.732809936238482e-07
1931,2.468119248533185e-06,5.907974980345898e-07
1932,2.434113099525348e-06,5.523606283475146e-07
1933,2.3251033098858898e-06,6.64151325935336e-07
1934,2.2321684696180455e-06,5.858992970786403e-07
1935,2.4654665935486264e-06,5.684935153738024e-07
1936,2.3703816225406626e-06,5.577368611398015e-07
1937,2.399867042868209e-06,4.872762850993695e-07
1938,2.5295132957126043e-06,5.354633820786603e-07
1939,2.2161078447879845e-06,5.796445208261503e-07
1940,1.6507946867250212e-06,4.817987449001748e-07
1941,1.4964118406624038e-06,5.076584557173192e-07
1942,1.7295006671247393e-06,5.370554845285369e-07
1943,1.4400046595142157e-06,6.474214480078899e-07
1944,1.2177975889926529e-06,6.844086684054673e-07
1945,1.677448068448939e-06,5.576970352194621e-07
1946,1.432481596452817e-06,4.928071017928914e-07
1947,1.5091823115653824e-06,4.875636179235698e-07
1948,1.3100624443040942e-06,4.598808480693606e-07
1949,1.6747816005135974e-06,4.5060068565305755e-07
1950,1.637845656432546e-06,6.710913034169153e-07
1951,1.537374160420768e-06,4.317867805525566e-07
1952,1.6460438985177461e-06,4.3339144895071513e-07
1953,1.629002738923191e-06,4.1802450923000833e-07
1954,1.6496040871061268e-06,4.475821455685036e-07
1955,1.6894094585495623e-06,4.824202406439326e-07
1956,1.6404467260144884e-06,3.566946817912253e-07
1957,1.5885397317561e-06,4.823930552788624e-07
1958,1.8149302434267156e-06,4.309838761429319e-07
1959,1.7477936751220113e-06,4.766709800207991e-07
1960,1.9468304515157797e-06,4.747691804141141e-07
1961,1.7557998148731713e-06,5.280601200752244e-07
1962,1.9824955757030693e-06,4.5154729733098975e-07
1963,1.7419547475583386e-06,5.437950711950634e-07
1964,1.839183653373766e-06,4.538640290263629e-07
1965,2.094150943321438e-06,4.4049950176372477e-07
1966,2.3690623152106127e-06,5.522457726669927e-07
1967,2.8157147653473658e-06,5.709328583236584e-07
1968,3.0860518336339737e-06,5.587321503242038e-07
1969,4.393696485749388e-06,6.467463364856485e-07
1970,3.223246267225477e-06,4.359591372349314e-07
1971,3.3450968430770445e-06,4.5680352656063405e-07
1972,3.4725963473647425e-06,4.3247137071489306e-07
1973,2.2868769633532793e-06,4.4712082925002505e-07
1974,3.0428718105213193e-06,5.04613803187226e-07
1975,2.691249392228201e-06,4.420685719708217e-07
1976,1.918602322348306e-06,4.925060110849699e-07
1977,1.878219421769245e-06,4.554505927956143e-07
1978,2.8592065746124717e-06,4.651483003215162e-07
1979,2.6099800720658095e-06,5.354555376868575e-07
1980,1.7527319187138346e-06,5.031358440987788e-07
1981,1.8344094030453562e-06,5.92071408789252e-07
1982,1.826247142844295e-06,5.462602210570822e-07
1983,1.6381930265652045e-06,5.27960445140252e-07
1984,2.0627073240575555e-06,5.712023174453407e-07
1985,1.9682905474383006e-06,5.31173775186744e-07
1986,2.3612277857409936e-06,5.227191621770544e-07
1987,1.75013795455925e-06,4.864210350064013e-07
1988,2.0939966134392307e-06,4.959149997318946e-07
1989,2.3845890382290236e-06,5.905219566670894e-07
1990,1.855265679751028e-06,5.737429340513245e-07
1991,2.018102463807736e-06,4.835708793393678e-07
1992,1.9472143151233468e-06,4.84324083060983e-07
1993,1.8794530376453622e-06,5.212394356135519e-07
1994,1.9976147598299576e-06,6.166388963890768e-07
1995,1.9195476284039614e-06,4.771756607624411e-07
1996,1.8096132521350228e-06,5.290049394091056e-07
1997,1.9898812126939447e-06,5.279178694195252e-07
1998,2.105129055962607e-06,5.559638616148277e-07
1999,2.1777009067136532e-06,5.1140550283435e-07
2000,2.1436288761833566e-06,4.771473971487694e-07
2001,2.372426223473667e-06,4.946388223459053e-07
2002,2.1814102240114153e-06,5.36261508088387e-07
2003,2.2513884800900996e-06,5.275324426179395e-07
2004,2.2103242258708633e-06,5.171224870537117e-07
2005,2.1023503506967245e-06,4.7514557799388513e-07
2006,2.019001385633601e-06,5.501501014748555e-07
2007,2.2588781689591997e-06,5.73607234599649e-07
2008,2.3168987013377773e-06,5.236650792994624e-07
2009,2.1685739000076865e-06,5.645539928877952e-07
2010,2.542817725270652e-06,5.81971288937666e-07
2011,2.974667722810409e-06,6.86402984229062e-07
2012,2.691061780524251e-06,6.658718056939961e-07
2013,2.3068854204666422e-06,7.134581991863342e-07
2014,2.405376420711036e-06,8.035966843067399e-07
2015,2.253148920772219e-06,7.946422755367166e-07
2016,2.1500510598571054e-06,7.160622352841983e-07
2017,1.9817986469661264e-06,5.692828572989583e-07
2018,1.7246779435708959e-06,7.12226640331437e-07
2019,2.0619634000240694e-06,6.961645588887677e-07
