year,sommes_VERB en_PRON
1884,6.46966284989503e-08
1885,6.381179673553561e-08
1886,4.5174246565693466e-08
1887,6.920659956222153e-08
1888,6.086990111953128e-08
1889,6.641045047217631e-08
1890,7.275369284798217e-08
1891,8.286485808639554e-08
1892,6.769993632360638e-08
1893,6.77425830986067e-08
1894,5.4823392048319874e-08
1895,6.740847879882494e-08
1896,5.7201180680976904e-08
1897,7.516460698298033e-08
1898,6.733442603490403e-08
1899,5.9145087050183065e-08
1900,6.229263505019844e-08
1901,4.806315345717849e-08
1902,6.727088930347236e-08
1903,5.4542223182352245e-08
1904,5.0521478556220245e-08
1905,6.967025001358707e-08
1906,6.07013745934637e-08
1907,5.091414934099703e-08
1908,6.630375537497457e-08
1909,6.876229718955074e-08
1910,5.344150721953156e-08
1911,5.852411533169288e-08
1912,6.355493553655833e-08
1913,4.719660751106858e-08
1914,4.8216556081115414e-08
1915,6.243804051564439e-08
1916,8.020847275247434e-08
1917,6.031533672512523e-08
1918,8.729645628591243e-08
1919,8.102906434714896e-08
1920,7.723676276327751e-08
1921,6.588290091258386e-08
1922,6.123686802084194e-08
1923,8.598917844437892e-08
1924,4.383152329978657e-08
1925,7.808706214973427e-08
1926,5.795991953050361e-08
1927,4.6826745148109694e-08
1928,6.741364444451392e-08
1929,8.466708578680482e-08
1930,5.146765857944047e-08
1931,1.0606981959426776e-07
1932,6.794912366103745e-08
1933,6.423570653169008e-08
1934,5.391711255242626e-08
1935,6.582556011380802e-08
1936,7.274828561776303e-08
1937,6.295559273894469e-08
1938,7.649476430060531e-08
1939,3.976452944698394e-08
1940,7.100192078723921e-08
1941,7.083606590185809e-08
1942,1.1833425617169269e-07
1943,7.548411673496958e-08
1944,7.069009200222354e-08
1945,8.931866801731303e-08
1946,8.352662916877307e-08
1947,1.4424253436118306e-07
1948,6.958008214041911e-08
1949,8.14811684790584e-08
1950,6.912984673590472e-08
1951,6.076999170545605e-08
1952,7.170466886918803e-08
1953,7.433941107137798e-08
1954,7.231676590890856e-08
1955,6.288357212724804e-08
1956,6.192010459926678e-08
1957,7.509782307124624e-08
1958,7.610464081153623e-08
1959,7.440718263751478e-08
1960,9.481541951572581e-08
1961,1.1881352435239023e-07
1962,1.033738925571015e-07
1963,9.634419484427781e-08
1964,9.004273238133464e-08
1965,9.63079642701814e-08
1966,6.2591546168278e-08
1967,7.642019994591465e-08
1968,1.0375170944598722e-07
1969,8.538504658872625e-08
1970,8.829552200495527e-08
1971,9.043579751732977e-08
1972,6.463984902893571e-08
1973,8.765994152781786e-08
1974,8.044567323395313e-08
1975,8.909908899568109e-08
1976,8.227478787148357e-08
1977,1.010806442991452e-07
1978,8.198016132610064e-08
1979,1.0709111109008518e-07
1980,6.253665674194053e-08
1981,8.09670339663171e-08
1982,8.876727974893583e-08
1983,7.830991677337806e-08
1984,8.872483192590153e-08
1985,8.421780961498371e-08
1986,9.291452585102888e-08
1987,8.310711052672559e-08
1988,7.675588875599715e-08
1989,9.878620232939284e-08
1990,1.0188977483949202e-07
1991,1.2250461622898e-07
1992,8.871010237498922e-08
1993,9.416652346772025e-08
1994,8.59813056308667e-08
1995,1.0899125868490955e-07
1996,9.341661666439904e-08
1997,1.1076205908011616e-07
1998,9.536258716025259e-08
1999,1.2248139569237537e-07
2000,1.2105405744478048e-07
2001,1.1172090097488763e-07
2002,1.0602555988725726e-07
2003,9.958945668131491e-08
2004,1.1496505436525695e-07
2005,1.0718923704189365e-07
2006,9.718220184140591e-08
2007,8.508241222671131e-08
2008,1.0345578260739785e-07
2009,1.0919161042011183e-07
2010,9.683775914481885e-08
2011,1.158663494038592e-07
2012,1.1642543995549204e-07
2013,1.0263980243507831e-07
2014,1.2364691315269738e-07
2015,1.0683893236773656e-07
2016,1.3608703852696635e-07
2017,1.393648716430107e-07
2018,1.7528158480217826e-07
2019,1.4999808684024174e-07
