year,trois_DET heures_NOUN,trois_DET coeurs_NOUN
1886,1.1299369788275726e-05,0.0
1887,1.219994845769179e-05,1.3057849246322917e-09
1888,1.1961569526874882e-05,6.340614699951175e-10
1889,1.1510935536307443e-05,1.2530273485467092e-09
1890,1.1497048916453423e-05,3.932631831293776e-09
1891,1.1599805645801098e-05,1.2748440081367107e-09
1892,1.1012522634246125e-05,3.1342561879199593e-09
1893,1.1470666805735164e-05,1.847525021858587e-09
1894,1.1673601079564833e-05,1.2603078580752936e-09
1895,1.250006002351256e-05,0.0
1896,1.1283374988124706e-05,1.179405795248556e-09
1897,1.144541360531548e-05,5.826713556089658e-10
1898,1.0542080843833901e-05,1.6975064687230201e-09
1899,1.0941841708245192e-05,1.1055156790007459e-09
1900,1.0165638968828716e-05,1.5573159428683425e-09
1901,9.803206893366223e-06,2.235495566438317e-09
1902,9.346234151053068e-06,4.910283846193408e-10
1903,9.820840773500095e-06,1.6200660812870638e-09
1904,9.518461126845068e-06,5.374625189347171e-09
1905,9.860662686378419e-06,4.1286072338664326e-09
1906,9.404598529272334e-06,3.0865106026567446e-09
1907,9.133690127782756e-06,3.08570607954195e-09
1908,9.447547711260995e-06,4.911389073214423e-10
1909,9.535954831108029e-06,2.7504918342913243e-09
1910,9.820411293048892e-06,2.137660271017694e-09
1911,9.215420220698434e-06,1.5961122423746588e-09
1912,8.994586437438556e-06,3.125652792146383e-09
1913,9.52841219259426e-06,2.121195941118259e-09
1914,9.49330348021249e-06,6.696743715117748e-10
1915,1.076054834925344e-05,0.0
1916,1.0151316217843487e-05,1.0987462051303964e-09
1917,1.1125437481496192e-05,0.0
1918,9.333829694924134e-06,4.594550517822427e-09
1919,8.306400019364446e-06,4.603924352863942e-09
1920,7.330677476602432e-06,7.572231730534895e-10
1921,7.668163931384697e-06,3.0290989716519334e-09
1922,7.50114716652206e-06,0.0
1923,6.727326336886108e-06,4.246379248229459e-09
1924,7.136803276353021e-06,3.867487330388997e-09
1925,7.042133432832998e-06,1.0998177923937646e-09
1926,6.989743638996515e-06,6.687683296036084e-09
1927,8.318436385934547e-06,1.1149224876660924e-09
1928,7.271532552977078e-06,0.0
1929,7.615581893105627e-06,4.4561625500705304e-09
1930,7.1382488897597796e-06,1.0503603542488804e-09
1931,6.990343052848402e-06,0.0
1932,7.074380818039572e-06,1.0959536611565568e-09
1933,6.671337303032487e-06,1.1470662197865522e-09
1934,6.188486224800727e-06,4.7926320689839486e-09
1935,6.26659343083702e-06,1.196828414151696e-09
1936,6.1642049615784344e-06,2.424942913137329e-09
1937,6.643073760415064e-06,2.5182236296217297e-09
1938,6.2894257268908405e-06,6.482607339819424e-09
1939,6.059502794641958e-06,7.647025235257843e-09
1940,5.198355040647584e-06,5.0715658339584024e-09
1941,6.351633459189543e-06,0.0
1942,6.86338714217527e-06,3.034211770724937e-09
1943,6.648408799492245e-06,0.0
1944,6.770183460957924e-06,0.0
1945,6.546404421214902e-06,0.0
1946,7.0844499475697376e-06,0.0
1947,6.939139154837903e-06,0.0
1948,6.37744932419082e-06,3.2615663503321457e-09
1949,5.94125336306206e-06,2.945102384188658e-09
1950,6.1525564660769305e-06,3.190608444114673e-09
1951,6.422428526775548e-06,5.330700769690111e-09
1952,5.948323746451933e-06,1.0544803918932644e-09
1953,5.9396109008957865e-06,3.232148326759443e-09
1954,5.921179791812392e-06,3.9090144454689835e-09
1955,6.10064509487529e-06,0.0
1956,6.305385312543876e-06,1.744228317335228e-09
1957,5.379654282933188e-06,2.6505113659425206e-09
1958,5.878256018831962e-06,8.272243445794913e-10
1959,5.572787614482877e-06,1.5501495642666896e-09
1960,6.1927618446588895e-06,9.689166802218097e-09
1961,5.8260314403923985e-06,6.948159270159238e-09
1962,6.371129501303585e-06,4.439369427622353e-09
1963,5.812335245991562e-06,4.526237051827309e-09
1964,5.608810283774801e-06,3.041984220075733e-09
1965,5.3456390958217526e-06,1.0944086747954884e-09
1966,6.096859578974545e-06,2.215629901769489e-09
1967,5.8552666359901195e-06,2.465167847631733e-09
1968,6.129884269512331e-06,8.982831700699023e-10
1969,6.131827092303865e-06,5.904285033109247e-09
1970,5.357974345088223e-06,4.598724956395017e-09
1971,5.307450919644907e-06,3.083038491169532e-09
1972,5.177344291951158e-06,1.5390440033513642e-09
1973,5.438775644961424e-06,2.7566018356850464e-09
1974,5.0354493339455075e-06,1.6876715580593782e-09
1975,4.757663077725738e-06,2.2845920710778955e-09
1976,4.995907886495843e-06,4.570821443561357e-09
1977,4.237159757281006e-06,4.11374712072643e-09
1978,4.477423573234773e-06,5.940591352171509e-10
1979,4.408291630397798e-06,2.925986564150662e-09
1980,4.475350607435757e-06,1.4212877097463661e-08
1981,4.72455312205966e-06,1.2651099057237047e-09
1982,4.5289937133929925e-06,6.2075020679230875e-09
1983,4.415037551552814e-06,2.526126308133314e-09
1984,4.38173080397064e-06,3.4794050973729895e-09
1985,4.553175827481937e-06,1.2031116103372597e-09
1986,4.4473089673147115e-06,7.193382556280881e-09
1987,4.3729007472848025e-06,4.277571907795874e-09
1988,4.492617890150541e-06,5.996553698039975e-09
1989,5.571541777271705e-06,2.1952488715726304e-09
1990,4.667314470907513e-06,1.0352436685678867e-08
1991,4.6856551705332095e-06,2.9307325455363298e-09
1992,4.600803436005663e-06,3.856960972825618e-09
1993,5.163095210036772e-06,5.539207315052863e-09
1994,4.63877046286143e-06,6.329912038971486e-09
1995,4.699638012084506e-06,7.0491861237087505e-09
1996,4.48826807541991e-06,6.4057108506432314e-09
1997,4.453497936651729e-06,2.8769365778558154e-09
1998,4.584556137388063e-06,3.814503490850996e-09
1999,4.418927346705459e-06,6.855301770691824e-09
2000,4.635840625155652e-06,6.185244316725402e-09
2001,4.745728531929672e-06,8.762423564512289e-10
2002,4.870603802942242e-06,1.7524885431718928e-09
2003,4.686954852672898e-06,2.9168461535000745e-09
2004,5.0276287026918e-06,5.726228824443069e-09
2005,4.69831151406197e-06,1.3511248786457486e-09
2006,5.210777800357391e-06,2.8825229980711242e-09
2007,5.63381371421201e-06,1.5977917877663117e-09
2008,5.817365490656812e-06,3.405951742863067e-09
2009,5.788585866639551e-06,3.337734755248789e-09
2010,7.006329724390525e-06,4.723793023408973e-10
2011,7.763810401684168e-06,1.147191591721608e-09
2012,1.0010205528487859e-05,6.808505426114664e-10
2013,1.0299959683379711e-05,1.6734749697100426e-09
2014,1.1058062227675691e-05,5.4136128913029324e-09
2015,1.1057829567562294e-05,1.994917855907552e-09
2016,1.1387191818812425e-05,1.2428040818690533e-09
2017,9.392034996835719e-06,2.515611330355938e-10
2018,1.0697855827856984e-05,2.323319980845895e-09
2019,1.0754453910521988e-05,3.316284080678855e-09
