year,nos_DET hôtes_NOUN,nos_DET côtes_NOUN
1877,3.098592795680588e-07,1.835653404391735e-06
1878,3.0014270713252245e-07,1.4596477804218466e-06
1879,3.024116068672811e-07,2.608071001830581e-06
1880,3.5426512567937607e-07,1.5370741426323775e-06
1881,2.726250514228923e-07,1.8581732765809988e-06
1882,4.246135780761051e-07,1.6758260035221184e-06
1883,3.292375510000056e-07,1.6619860936373243e-06
1884,4.77962867506676e-07,1.9448600072635713e-06
1885,4.176771959407688e-07,1.8795473271104868e-06
1886,3.5235911433062483e-07,1.8024524930382313e-06
1887,4.5245446855801674e-07,1.4892476576378044e-06
1888,3.9628841008720883e-07,1.6434873071347056e-06
1889,6.741287208456015e-07,1.7053701810709754e-06
1890,3.9522949180081923e-07,1.702174209583518e-06
1891,5.800540030520551e-07,1.6674959333329298e-06
1892,5.108837477507677e-07,1.7012742219435495e-06
1893,5.68421857138901e-07,1.760691248797741e-06
1894,5.097945177112706e-07,1.5671928190741369e-06
1895,4.712575076837311e-07,1.2927984451849284e-06
1896,5.590383409526112e-07,1.3586754299410586e-06
1897,4.7604249786559194e-07,1.3657816881895712e-06
1898,4.724726192506523e-07,1.2663398658574465e-06
1899,5.057734249191981e-07,1.5560132879954836e-06
1900,5.746496007930091e-07,1.7955853142126443e-06
1901,5.152817372788832e-07,1.3832129379665048e-06
1902,3.6728923191731155e-07,1.0822265661403208e-06
1903,4.611788213537693e-07,1.0849042570981737e-06
1904,4.778041784447851e-07,1.0222537074611182e-06
1905,4.4743782012801603e-07,1.1849102898864317e-06
1906,4.701784739324921e-07,1.2387196437479986e-06
1907,4.330274059327621e-07,1.0342258498496903e-06
1908,5.053819371880763e-07,9.307082518006382e-07
1909,4.994892961462938e-07,1.0787429136627225e-06
1910,4.954027765791125e-07,9.373640468268718e-07
1911,4.671288564850329e-07,1.3157284919351753e-06
1912,4.813505185552458e-07,1.036674841969898e-06
1913,5.032537195859277e-07,1.1099157961602657e-06
1914,5.303820884705601e-07,1.392252968912544e-06
1915,6.856403302890612e-07,1.4596363779872945e-06
1916,9.504154760975325e-07,1.3877164617426274e-06
1917,7.588766024468896e-07,1.3126810589625393e-06
1918,6.294534458106682e-07,1.5230934602428192e-06
1919,7.67013773383951e-07,1.0524570477343786e-06
1920,4.74778914849594e-07,1.0336096210039614e-06
1921,4.6799579678236114e-07,1.12909665817007e-06
1922,5.3342475325735e-07,1.0041369939983724e-06
1923,5.403517562285742e-07,1.1475839905017438e-06
1924,5.092191592837025e-07,1.2311501143003056e-06
1925,6.005005275255826e-07,9.392444098033081e-07
1926,5.350146246030363e-07,1.0209862747467824e-06
1927,5.373926548202235e-07,9.68867627015868e-07
1928,5.324535266026942e-07,8.500974515435189e-07
1929,4.3670392813055514e-07,8.912325291099421e-07
1930,5.199283670265231e-07,1.0545617752377723e-06
1931,5.23505875094088e-07,8.839151410811041e-07
1932,4.5372483015171383e-07,8.734750545080772e-07
1933,4.2441451242325456e-07,1.1378896953573303e-06
1934,4.900466343826793e-07,7.680193014891756e-07
1935,4.212836159922517e-07,5.684934745175951e-07
1936,4.558892641171042e-07,6.704967190351852e-07
1937,5.162358647226029e-07,7.844266649570386e-07
1938,4.5637555778910155e-07,7.597615896415277e-07
1939,3.9152769204520155e-07,6.331736788212083e-07
1940,3.1950864709529014e-07,8.368083905807566e-07
1941,3.217137987121532e-07,8.70693270371703e-07
1942,3.4286594186028196e-07,7.585529528952861e-07
1943,3.164526454213501e-07,9.174223283281435e-07
1944,3.18105435326288e-07,7.101141310528192e-07
1945,5.511615199793596e-07,6.927642743903561e-07
1946,4.7192543917162766e-07,6.403707892843613e-07
1947,4.48224739102443e-07,7.867774818315354e-07
1948,4.870605820883611e-07,8.056068783179882e-07
1949,4.849602177614543e-07,3.8973522009655426e-07
1950,3.690470400385948e-07,6.80663141849891e-07
1951,4.936229096585976e-07,7.90009873963271e-07
1952,4.439362548680492e-07,5.778552640833823e-07
1953,5.311496771298607e-07,5.289949192022192e-07
1954,4.7299074168449806e-07,5.120808752590023e-07
1955,4.842973524432637e-07,5.021299975815907e-07
1956,4.944887379565444e-07,5.189079044232159e-07
1957,4.6737350345438244e-07,5.088981837042539e-07
1958,4.615911848304677e-07,4.971618308147185e-07
1959,3.4878365084978213e-07,4.1776530679271673e-07
1960,3.591912545175546e-07,4.0902124154307273e-07
1961,3.731161655196047e-07,4.606629593340017e-07
1962,3.8115157607876426e-07,3.297817301461947e-07
1963,3.7438448785565015e-07,4.0542153190159524e-07
1964,3.4435260687359914e-07,4.0397549638804264e-07
1965,3.223033644417228e-07,3.8140141356279855e-07
1966,2.996639345553831e-07,4.2983220738257444e-07
1967,2.9927135614116196e-07,3.7273337527565786e-07
1968,3.4763559142447775e-07,3.328139190628132e-07
1969,2.9657678801697784e-07,8.588463984438022e-07
1970,3.3892601969398584e-07,3.8445341354886864e-07
1971,3.1138687894838313e-07,3.4941103965735465e-07
1972,3.3961572043494925e-07,4.740255774571267e-07
1973,3.004695976471794e-07,4.840592653376774e-07
1974,2.8465392531984435e-07,3.482228785323116e-07
1975,2.9642582966005193e-07,3.820980354340975e-07
1976,3.233856240569821e-07,4.47940496695054e-07
1977,2.5505233125500126e-07,3.467301166182324e-07
1978,2.5841572792728584e-07,3.7544538100675595e-07
1979,2.691907763363588e-07,2.6802037500495146e-07
1980,3.069981460157578e-07,3.8374767763471596e-07
1981,3.017287255602241e-07,2.8401718288328937e-07
1982,2.880281151362851e-07,2.4643785312417066e-07
1983,2.949252717598938e-07,2.8355769066124026e-07
1984,3.0850726062681133e-07,3.206851668657862e-07
1985,3.049887880024471e-07,2.4723944003213205e-07
1986,3.171082791908475e-07,2.391799696077612e-07
1987,3.1287382640243777e-07,2.499324125437852e-07
1988,2.9622975539211893e-07,2.2666974031082532e-07
1989,2.6233223238136816e-07,3.5123981545481797e-07
1990,3.214704022980186e-07,1.961514373149953e-07
1991,3.1417453882909285e-07,1.822915690619098e-07
1992,3.124138316934477e-07,2.5015147286922e-07
1993,2.802838956483811e-07,2.0772027653492842e-07
1994,2.785161221652288e-07,2.3156927353440437e-07
1995,2.71122537753854e-07,2.3153864736613627e-07
1996,3.2348839695828246e-07,2.5195796360399925e-07
1997,2.771448919247632e-07,1.9994709932191768e-07
1998,3.0659072081107297e-07,2.1408900541253217e-07
1999,3.066604854495836e-07,2.047450057551803e-07
2000,3.499080847291225e-07,2.434335280021571e-07
2001,3.211428207805511e-07,2.0460258709498191e-07
2002,3.119429692333142e-07,2.457865213578714e-07
2003,2.9960175496057673e-07,2.1251306425718042e-07
2004,3.136211326193461e-07,2.471087994226906e-07
2005,3.3417821754255783e-07,2.377979808620978e-07
2006,2.845462070411031e-07,2.157774314781591e-07
2007,3.2235448799156075e-07,2.4566047618357345e-07
2008,4.087142038144975e-07,2.4948596255569555e-07
2009,4.5726964970072004e-07,2.3984009578370546e-07
2010,4.69072652720115e-07,2.4327533021395453e-07
2011,5.670950287139931e-07,2.4396941344928536e-07
2012,6.148080586854121e-07,2.6553170173748697e-07
2013,6.002197281418375e-07,2.2870824833987058e-07
2014,6.634923934711878e-07,2.4902620987532487e-07
2015,6.303940125462759e-07,2.9347457641826225e-07
2016,6.721498522210823e-07,3.6248450108189445e-07
2017,5.494095205449412e-07,2.1181447174001278e-07
2018,6.500133125086904e-07,2.6821440091140403e-07
2019,5.425951030701981e-07,2.2040533798062256e-07
