year,aux_ADP heures_NOUN,aux_ADP coeurs_NOUN
1872,1.8172254954151867e-06,4.233137507192453e-09
1873,1.8688306440139968e-06,9.577607151811662e-09
1874,2.115609134989427e-06,1.0156835539287812e-08
1875,1.9401698381216193e-06,1.0298748853720952e-08
1876,1.8325470350077921e-06,6.650616279912924e-09
1877,2.0378967562351136e-06,1.4225077116236662e-08
1878,2.119720065252295e-06,1.2682086270032755e-08
1879,2.0337943595905017e-06,7.942122848270117e-09
1880,2.0684717867425206e-06,1.1552123035940554e-08
1881,2.114761613825067e-06,9.761510488814906e-09
1882,2.3333779211043293e-06,1.1314154724217929e-08
1883,2.1732206079150274e-06,7.583206784733676e-09
1884,2.294749890552339e-06,2.970763546272792e-08
1885,2.24694852590801e-06,1.160214413431504e-08
1886,2.309049406790109e-06,3.872078324640427e-09
1887,2.695140139508112e-06,2.4809914123125054e-08
1888,2.5273691051097558e-06,8.876860579931645e-09
1889,2.45029491452442e-06,2.3181006780781388e-08
1890,2.7010625984758008e-06,1.1797895660414781e-08
1891,2.4336773094546515e-06,8.923907945934673e-09
1892,2.7625335121683747e-06,1.6298132399228393e-08
1893,2.789146847703705e-06,1.662772508570498e-08
1894,2.635303644638043e-06,1.5123694518948128e-08
1895,3.0207425254502596e-06,1.083350631425617e-08
1896,2.9903833649314038e-06,1.061465249030391e-08
1897,3.064851256340262e-06,9.90541271228551e-09
1898,2.9870454909541877e-06,1.3014215927142914e-08
1899,3.186096236618141e-06,1.326618814800895e-08
1900,3.1364343158202246e-06,6.229263549428765e-09
1901,3.155960882850195e-06,7.265360812969135e-09
1902,2.9383138979710566e-06,1.4239823153960884e-08
1903,3.394038330384319e-06,1.0800440541913758e-08
1904,3.226924988553037e-06,1.0749250378694342e-08
1905,3.321980614146014e-06,1.4966201444810423e-08
1906,3.5546315757528646e-06,7.716276506641861e-09
1907,3.488904994242148e-06,1.1828539703273577e-08
1908,3.637865887640146e-06,1.964555629285769e-08
1909,3.5035764938129432e-06,1.3752458727367411e-08
1910,3.5960789261935133e-06,9.0850561518252e-09
1911,3.5199595345147827e-06,1.3300935353122156e-08
1912,3.653367059541779e-06,1.823297429703885e-08
1913,3.7439106677084055e-06,1.8560464387640252e-08
1914,3.8379037619051815e-06,1.4732836506325953e-08
1915,4.404826768222847e-06,1.0602685840410686e-08
1916,4.987209024420736e-06,2.5271163162088328e-08
1917,5.0785509415618435e-06,3.61891991929042e-08
1918,5.46521783917342e-06,1.8378202071289707e-08
1919,5.320294803823344e-06,2.6702760891339494e-08
1920,4.490333225248833e-06,1.4387240288016301e-08
1921,4.034759882642902e-06,1.3630945761011759e-08
1922,4.148613072629814e-06,1.254249004656316e-08
1923,3.9852268969298166e-06,3.078624954966358e-08
1924,3.983512016247914e-06,3.222906019839655e-08
1925,3.5348143399005494e-06,1.9796720707176974e-08
1926,3.689371766313343e-06,2.5636118672345276e-08
1927,3.8877346639765165e-06,2.0068604777989663e-08
1928,3.681470417404853e-06,2.0566874203709062e-08
1929,3.4980875511791965e-06,1.893869061575515e-08
1930,3.344347248912527e-06,3.1510809850310295e-08
1931,3.455823048170714e-06,2.0529641986399838e-08
1932,3.3897846947184007e-06,1.0959536611565568e-08
1933,3.3723747492331313e-06,1.9500125736371388e-08
1934,3.225441332688206e-06,2.3963160344919743e-08
1935,3.3080337971114204e-06,1.795242710045386e-08
1936,3.5040425245824736e-06,3.031178641421661e-08
1937,4.163882778129846e-06,2.895957251780601e-08
1938,3.7780635011586128e-06,2.0744342577039276e-08
1939,4.179864077968887e-06,1.8352860564618823e-08
1940,3.4080921977874823e-06,5.5787225505810056e-08
1941,3.4030825304398604e-06,4.132103725851266e-08
1942,3.6046435241132713e-06,2.730790527039062e-08
1943,3.582592313478017e-06,5.225823351828751e-08
1944,3.4606014196469914e-06,4.498460803858961e-08
1945,4.0454820009472314e-06,2.3963544037997053e-08
1946,3.7085822270910285e-06,2.227376771912759e-08
1947,3.3855274637062394e-06,1.311295805273005e-08
1948,3.3083154278301663e-06,3.913879709216417e-08
1949,3.294587898494683e-06,1.5707213085747185e-08
1950,3.2012437145567674e-06,1.8080114960739024e-08
1951,2.89350455773274e-06,2.3455084208201527e-08
1952,2.7416490695486573e-06,2.952545175016752e-08
1953,2.820588036911431e-06,2.8011951869189033e-08
1954,2.8076496079165736e-06,2.1499580116213224e-08
1955,2.5425611056562047e-06,1.595553333899602e-08
1956,2.48726961160628e-06,2.616342520411763e-08
1957,2.3571879950168295e-06,2.4738105619537265e-08
1958,2.4394847031317113e-06,2.150783323662253e-08
1959,2.478689097529241e-06,1.4726420638488946e-08
1960,2.5814709374571976e-06,1.6610000264094538e-08
1961,2.5638708649466935e-06,3.890969280107015e-08
1962,2.3655498182506562e-06,2.4099434670077358e-08
1963,2.3413578418285397e-06,2.5217608334848762e-08
1964,2.391607878848845e-06,2.8594651868552035e-08
1965,2.402227011089053e-06,2.2435377999840966e-08
1966,2.393987998061675e-06,1.8278946245509076e-08
1967,2.3172577101604475e-06,2.5637745260098654e-08
1968,2.585708102742501e-06,2.6948494880052465e-08
1969,2.2563451693713432e-06,1.952955813733226e-08
1970,2.3002822899798048e-06,3.0351585439403195e-08
1971,2.541451465276623e-06,3.442726326241541e-08
1972,2.27419410236962e-06,2.2059631177295813e-08
1973,2.2130000587594623e-06,3.418186267367673e-08
1974,2.2446029959155567e-06,2.531507187208959e-08
1975,2.155512639490098e-06,2.2845920710778955e-08
1976,1.9357429152933037e-06,3.828063155353334e-08
1977,1.9434518065963857e-06,3.761140415781128e-08
1978,2.0489099625820018e-06,3.386137004124379e-08
1979,2.0639909905639797e-06,2.925986641866274e-08
1980,1.8783737800731615e-06,3.8659023593456965e-08
1981,1.9723062933962865e-06,3.226030198533181e-08
1982,1.9044616550445426e-06,4.593551727882783e-08
1983,1.964063272907879e-06,5.746937747908021e-08
1984,1.9397683956867695e-06,4.233276246212725e-08
1985,1.8570028004205597e-06,2.5265344039127058e-08
1986,1.8534949219883856e-06,3.5367463624425e-08
1987,1.9939594864126775e-06,3.055408487329103e-08
1988,1.9878575585607905e-06,2.998276932286714e-08
1989,1.9982253149919416e-06,3.567279249772071e-08
1990,1.8078623469364175e-06,4.6313531953945386e-08
1991,1.931938982124848e-06,4.571942890940761e-08
1992,1.908644691184236e-06,4.463054925629706e-08
1993,1.8229531519864395e-06,4.043621371074835e-08
1994,2.0055271505725614e-06,8.017888503131232e-08
1995,1.8913508199602802e-06,4.229511796349783e-08
1996,1.9633503427485266e-06,3.896807232450783e-08
1997,1.966386264484754e-06,3.78796669586734e-08
1998,1.8843646500954492e-06,3.671459403165045e-08
1999,2.105034695887298e-06,3.24484275004977e-08
2000,2.0645460807600102e-06,2.474097593463398e-08
2001,1.7844675426204049e-06,2.5411027559929522e-08
2002,1.8620191184481882e-06,2.2782351449812666e-08
2003,1.8855326402444916e-06,1.541761440737588e-08
2004,1.956167750449822e-06,1.0571498704203819e-08
2005,1.7352946812820846e-06,1.5763123695222703e-08
2006,1.884758205505932e-06,1.976587249430395e-08
2007,1.906964470776984e-06,1.3181782027027467e-08
2008,2.115096080501644e-06,1.788124634471977e-08
2009,2.259646393554249e-06,1.9072770252037685e-08
2010,2.2976528839535604e-06,1.606089627959051e-08
2011,2.4278397887655956e-06,8.030341197562407e-09
2012,2.3996578448759465e-06,7.82978107349841e-09
2013,2.281225334854753e-06,1.8687137670614362e-08
2014,2.5747142586851623e-06,2.750115375704798e-08
2015,2.486776011778602e-06,1.5516028115114544e-08
2016,2.642615740455767e-06,1.0149566076478322e-08
2017,1.993118871723709e-06,1.0314006815281829e-08
2018,2.1663668547944326e-06,1.75539729418972e-08
2019,2.349714890215182e-06,2.0918099641331622e-08
