year,sois_VERB en_ADP
2000,1.6346716336101963e-07
2001,1.353794374381323e-07
2002,1.71743877785957e-07
2003,1.854280640145589e-07
2004,1.4888193788920034e-07
2005,1.7249361405902164e-07
2006,1.680099046552641e-07
2007,2.404676706646569e-07
2008,2.3799087500719907e-07
2009,2.369791616274597e-07
2010,3.7365202842920553e-07
2011,3.747492485217663e-07
2012,4.87488989620033e-07
2013,5.567093808167556e-07
2014,6.035095907463983e-07
2015,6.414769018192601e-07
2016,6.798138088015548e-07
2017,7.873863410168269e-07
2018,8.061920766522235e-07
2019,8.237139468292298e-07
