year,ses_DET oeufs_NOUN,ses_DET queues_NOUN
1909,3.850688656825696e-08,1.0451868703853506e-08
1910,3.420256600161764e-08,8.550641084070776e-09
1911,3.2454281040372734e-08,6.384448969498635e-09
1912,3.854971808436858e-08,8.856016364688912e-09
1913,4.4014814126747126e-08,2.6514948014977335e-09
1914,3.415339328016742e-08,4.018046340092951e-09
1915,4.712304846332671e-08,3.534228465440492e-09
1916,2.8567400889301098e-08,5.493730803607377e-09
1917,3.618920063619413e-08,8.773139548168274e-09
1918,2.6418664589300533e-08,1.4932290071101306e-08
1919,4.143531701084058e-08,5.524709134618888e-09
1920,6.284952558388568e-08,1.1358347151713133e-08
1921,3.634918815942356e-08,5.300923255902035e-09
1922,3.762747063928984e-08,4.426761179843197e-09
1923,4.0340601970001444e-08,1.0615948120573648e-09
1924,4.1253197746726755e-08,1.0313299547703991e-08
1925,7.258797296572084e-08,5.499089184013428e-09
1926,3.678225690695314e-08,7.802296586589819e-09
1927,1.4493991917774451e-07,1.7838759802657478e-08
1928,3.770593604013328e-08,2.170947865920425e-08
1929,1.3034275525569683e-07,1.1140406375176326e-09
1930,5.461873797685257e-08,8.402882833991043e-09
1931,7.413481917240006e-08,1.0264820993199919e-08
1932,4.38381477785299e-08,6.575722188983946e-09
1933,5.735331098932761e-08,2.2941324395731044e-09
1934,7.66821095510295e-08,3.5944740517379614e-09
1935,5.385727686046948e-08,4.787313656606784e-09
1936,4.9711331051582874e-08,2.424942913137329e-09
1937,3.903246770242674e-08,3.777335333410292e-09
1938,2.722695080503712e-08,2.5930428915188486e-09
1939,7.799965739963e-08,1.2235240376412548e-08
1940,4.3108308034334186e-08,0.0
1941,8.559357667081713e-08,0.0
1942,9.102635334379272e-08,0.0
1943,4.064529335323641e-08,0.0
1944,5.462416652335378e-08,6.4263723231761105e-09
1945,7.406913615781718e-08,4.357008087652048e-09
1946,5.0115975369635635e-08,4.1763312808029696e-09
1947,4.8875572700168846e-08,1.7881307101674793e-08
1948,1.5111924422939182e-07,5.435944139264848e-09
1949,7.362756315743013e-08,8.835307596655184e-09
1950,4.1477910883713776e-08,6.381216888229346e-09
1951,6.610068936652169e-08,4.264560704569931e-09
1952,1.02284600345115e-07,6.326882129314981e-09
1953,6.24881977273617e-08,9.69644453618912e-09
1954,4.1044653453781166e-08,1.8567819282111486e-08
1955,7.790054246115119e-08,7.508486277174597e-09
1956,3.924513802822105e-08,6.976913269340912e-09
1957,6.272876690305296e-08,8.835037701437898e-10
1958,7.693186110380168e-08,1.6544486891589827e-09
1959,3.100299217351221e-08,8.525822714489095e-09
1960,4.083291771372899e-08,9.689166802218097e-09
1961,3.265634873628187e-08,1.181187059273725e-08
1962,3.868593267952747e-08,5.7077609305622445e-09
1963,3.620989685870768e-08,7.1126584622049904e-09
1964,4.441296730384181e-08,5.475571551727398e-09
1965,2.3529786674636455e-08,1.91521518644322e-08
1966,2.880318916709257e-08,4.985167390003653e-09
1967,3.056808001167255e-08,6.902469706915326e-09
1968,3.2338192984537883e-08,3.5931326802796093e-09
1969,2.7704722072030563e-08,9.991866889436096e-09
1970,3.081145827366072e-08,3.6789800095249348e-09
1971,4.419021948365298e-08,1.0276794526475896e-08
1972,5.797065866230966e-08,6.156176013405457e-09
1973,4.686223320504723e-08,7.16716475057666e-09
1974,4.2191788784951e-08,2.2502286700643026e-09
1975,5.9399392515757654e-08,3.4268881066168433e-09
1976,6.970503108050252e-08,8.570290255249802e-09
1977,6.81706687766237e-08,9.990529292736028e-09
1978,5.287126392250485e-08,7.128709622605811e-09
1979,5.500854882711792e-08,7.022368020415115e-09
1980,7.78865623107805e-08,2.8425752862659692e-09
1981,5.503227940018007e-08,3.1627747087981106e-09
1982,5.648826939541607e-08,1.2415004579935385e-09
1983,7.01000100189475e-08,5.68378455412244e-09
1984,6.842829797237826e-08,6.95881025025713e-09
1985,4.7522909385477874e-08,1.142956040922627e-08
1986,6.414099584794997e-08,8.392279760016663e-09
1987,8.310711008263638e-08,3.0554083707556856e-09
1988,1.0613900491840411e-07,4.1975875553212916e-09
1989,6.530865059861668e-08,1.4269117443177493e-08
1990,6.810813402147176e-08,9.80757214330552e-09
1991,8.909426851833047e-08,9.96449056600568e-09
1992,8.871009926636475e-08,4.958949695321735e-09
1993,6.480872372094382e-08,8.308810806045841e-09
1994,6.962903131846332e-08,8.439882570598911e-09
1995,9.868860217920883e-08,5.964695848348356e-09
1996,7.526710232852452e-08,8.540947504798169e-09
1997,6.712852496093547e-08,4.315404922294874e-09
1998,5.531029856342684e-08,5.72175506974304e-09
1999,5.484241394348999e-08,2.7421207526856506e-09
2000,4.108769169341997e-08,7.510653432518666e-09
2001,3.417345140199757e-08,7.0099388516098315e-09
2002,3.154479494282825e-08,5.695587723675288e-09
2003,2.6668306674082487e-08,7.91715315529018e-09
2004,3.171449841632423e-08,8.80958239690699e-09
2005,3.87322452999328e-08,6.7556245042510454e-09
2006,3.829637512664519e-08,5.7650457740976435e-09
2007,2.1170741604237264e-08,5.192823504529542e-09
2008,4.12971665753048e-08,1.1069342775726909e-08
2009,3.099325018851573e-08,5.721831008997924e-09
2010,1.5588516699693855e-08,9.447585658239888e-09
2011,2.1414243683848255e-08,2.4855818681057684e-08
2012,1.838296517786553e-08,1.3617010630184723e-08
2013,2.370756352343406e-08,1.5898012795112493e-08
2014,2.2953719730489652e-08,2.0355185315068525e-08
2015,1.1969507343612129e-08,1.5072712522545828e-08
2016,1.5120782237421082e-08,1.6777854050520347e-08
2017,2.4652991342799524e-08,1.1068689631521522e-08
2018,1.7037679655995674e-08,1.3939920273653428e-08
2019,1.68365186237196e-08,1.3520234765085348e-08
