year,serez_VERB en_ADP
1901,1.5089595706285763e-07
1902,1.2963148776634625e-07
1903,1.6308665351516538e-07
1904,1.612387592331288e-07
1905,1.8217478725546243e-07
1906,1.738734312084489e-07
1907,1.4245675572510663e-07
1908,1.6502266930729093e-07
1909,1.908841227304947e-07
1910,1.4055116537292633e-07
1911,1.5961121846430615e-07
1912,1.4898944300512085e-07
1913,1.5855938784170576e-07
1914,1.8148175229271146e-07
1915,1.8024566372787376e-07
1916,1.6041694550494867e-07
1917,1.008911070243812e-07
1918,1.4243106249978155e-07
1919,1.4916714974333445e-07
1920,1.4084351107612747e-07
1921,1.4539675419200648e-07
1922,1.586256104246786e-07
1923,1.4013050986250164e-07
1924,1.3922954167355783e-07
1925,2.0016683777157596e-07
1926,1.972866527921724e-07
1927,1.928815862584088e-07
1928,1.5767936645261216e-07
1929,1.8827286396572163e-07
1930,1.3024468614730722e-07
1931,1.3572373802617221e-07
1932,1.5343351833507768e-07
1933,1.5255980656547763e-07
1934,1.4976974682667787e-07
1935,1.3045429625435645e-07
1936,1.1033490210365926e-07
1937,1.1835651037017669e-07
1938,1.387277990261282e-07
1939,1.2847002039961808e-07
1940,7.86092684279538e-08
1941,1.5642963546724786e-07
1942,1.2440268903901597e-07
1943,1.945167582562135e-07
1944,1.767252371109862e-07
1945,1.7428033061150927e-07
1946,1.58700586894156e-07
1947,2.002706338544158e-07
1948,1.6851426209996134e-07
1949,1.2467600640775345e-07
1950,1.414503145724666e-07
1951,1.6098717026125087e-07
1952,1.571175829440108e-07
1953,1.7776815752768016e-07
1954,1.280202184261725e-07
1955,1.5110828144315747e-07
1956,1.1075849926101e-07
1957,1.581471735789819e-07
1958,1.2821976724808337e-07
1959,1.5346481063716055e-07
1960,1.806337479592912e-07
1961,1.5494394745019235e-07
1962,1.572805246041753e-07
1963,1.338473083478675e-07
1964,1.624419496693008e-07
1965,1.5102840222880332e-07
1966,1.7004958863253705e-07
1967,1.5136130571136164e-07
1968,1.7875835567338072e-07
1969,1.430653639999946e-07
1970,1.5911588491235307e-07
1971,1.6853944373451668e-07
1972,1.220974894522442e-07
1973,1.3617612637517595e-07
1974,1.1363654550677893e-07
1975,1.5478111947686557e-07
1976,1.3483924021784333e-07
1977,1.1165885638320105e-07
1978,1.003959937406762e-07
1979,1.2815822003631183e-07
1980,1.159770732783727e-07
1981,1.2651099723370862e-07
1982,1.3346129890123848e-07
1983,1.458838028156606e-07
1984,1.17719871184363e-07
1985,1.3414694421953754e-07
1986,1.246853003067372e-07
1987,1.002173988240429e-07
1988,1.3792073616514244e-07
1989,1.4708167839216912e-07
1990,1.2913302782635583e-07
1991,1.1254013543293695e-07
1992,9.972998782359355e-08
1993,1.3958802469460352e-07
1994,1.47170453601575e-07
1995,1.3989922820201173e-07
1996,1.259789712548809e-07
1997,1.0884410528433364e-07
1998,1.0966697061576269e-07
1999,1.5218769533476006e-07
2000,1.731868337628839e-07
2001,1.5816173970506497e-07
2002,1.5816209497643285e-07
2003,2.087628416802545e-07
2004,1.766321275908922e-07
2005,1.801499820430763e-07
2006,1.8324610095987737e-07
2007,2.4645939333822753e-07
2008,2.7503060096023546e-07
2009,3.242370780753845e-07
2010,3.750691632831149e-07
2011,5.322968945620232e-07
2012,6.137867671895947e-07
2013,5.820904220854572e-07
2014,5.918161605222849e-07
2015,6.215277608134784e-07
2016,6.211948857526295e-07
2017,6.81227561472042e-07
2018,6.853794047856354e-07
2019,6.933584586477082e-07
