year,aurions_VERB omis_VERB,aurions_VERB commis_VERB
1859,2.036869339860914e-09,4.073738679721828e-09
1860,3.204028820036342e-09,9.15436793036406e-09
1861,9.431927461278633e-10,6.6023493339173456e-09
1862,1.8523744316212287e-08,2.1686334505943705e-08
1863,7.991393324857654e-09,2.4973103585068657e-09
1864,2.8768367688059016e-09,2.3973640850272204e-09
1865,7.0602665935837194e-09,7.0602665935837194e-09
1866,4.865612912574591e-10,2.092213513549268e-08
1867,1.455843445796745e-09,1.358787216076962e-08
1868,1.975949626142892e-09,4.44588676984381e-09
1869,5.371870948067681e-09,1.4162205630441349e-08
1870,4.013834153937523e-09,1.204150201772336e-08
1871,0.0,1.274541272522356e-08
1872,6.652073114565837e-09,1.1489944995446422e-08
1873,1.1972008939764578e-09,9.577607151811662e-09
1874,5.377148060148329e-09,4.779687312606029e-09
1875,4.005069165202713e-09,1.716458086775674e-09
1876,1.209202959984168e-09,7.859819461941697e-09
1877,1.2369631985365004e-09,1.2369631985365004e-09
1878,0.0,9.662541877730746e-09
1879,6.10932526790009e-10,6.720257683667796e-09
1880,1.0910338410496934e-08,1.4761046607247863e-08
1881,5.5780060570498335e-09,1.1853263259808955e-08
1882,6.655385131892899e-10,7.986462158271479e-09
1883,0.0,1.3902545781263598e-08
1884,0.0,2.6406787867472303e-09
1885,0.0,8.379326565943757e-09
1886,1.936039106809062e-09,6.4534639854230136e-09
1887,6.528924623161458e-10,7.1818169189441505e-09
1888,0.0,5.706553452000662e-09
1889,6.265136742733546e-10,1.0024218788373673e-08
1890,1.3108772956016423e-09,1.1142456735058204e-08
1891,5.736798147637501e-09,1.0198752065093686e-08
1892,2.820830502514582e-08,9.402768341715273e-09
1893,2.463366621796581e-09,3.695050043717174e-09
1894,2.520615716150587e-09,8.192000855444803e-09
1895,6.018614495673091e-10,6.018614495673091e-09
1896,2.358811590497112e-09,1.0614652268259306e-08
1897,3.4960281336537946e-09,8.157399200570126e-09
1898,2.26334195829736e-09,5.092519295146758e-09
1899,1.1055156790007459e-09,3.3165470370022376e-09
1900,5.191053142894475e-10,8.30568502863116e-09
1901,5.58873880507349e-09,1.5089595351014395e-08
1902,9.820567692386817e-10,1.4239823542538943e-08
1903,1.0800440541913758e-09,9.1803746826713e-09
1904,2.1498500757388683e-09,6.449550227216605e-09
1905,6.708986699521802e-09,9.805441791854719e-09
1906,1.5432553013283723e-09,6.6874399351490865e-09
1907,8.228549397415463e-09,6.685696440911215e-09
1908,3.437972351250096e-09,6.875944702500192e-09
1909,2.2003934230241384e-09,1.320236009405562e-08
1910,2.67207544979442e-09,1.1757131268552712e-08
1911,0.0,6.384448969498635e-09
1912,5.209421227725386e-10,9.897900277167082e-09
1913,2.6514948014977335e-09,5.302989602995467e-09
1914,0.0,2.678697486047099e-09
1915,0.0,8.246533234057551e-09
1916,2.197492410260793e-09,2.0876177231343718e-08
1917,3.289927441585405e-09,7.676496771580332e-09
1918,2.2972752589112133e-09,2.2972752589112133e-09
1919,5.524709134618888e-09,8.287063479883727e-09
1920,7.572231730534895e-10,1.8930579770426448e-08
1921,3.0290989716519334e-09,1.060184651180407e-08
1922,1.4755870969551665e-09,5.164555005876537e-09
1923,1.0615948120573648e-09,1.6985516992917837e-08
1924,2.578324886925998e-09,2.0626599095407983e-08
1925,0.0,1.3197813508725176e-08
1926,0.0,1.671920735191179e-08
1927,1.1149224876660924e-09,7.804457524684949e-09
1928,3.4278122562625413e-09,9.14083297942625e-09
1929,0.0,1.0026365515614089e-08
1930,7.352522590764465e-09,5.2518016602221e-09
1931,0.0,6.843213995466613e-09
1932,3.287861094491973e-09,3.287861094491973e-09
1933,2.2941324395731044e-09,5.735331320977366e-09
1934,2.3963160344919743e-09,1.1981580172459871e-09
1935,3.590485242455088e-09,9.574627313213568e-09
1936,4.849885826274658e-09,1.091224355320719e-08
1937,1.2591118148108649e-09,6.295559185076627e-09
1938,1.2965214457594243e-09,3.8895642262559704e-09
1939,1.5294050470515685e-09,3.058810094103137e-09
1940,0.0,1.5214697057785997e-08
1941,2.9515025978810172e-09,8.854508237732261e-09
1942,0.0,6.068423541449874e-09
1943,2.9032352077962287e-09,0.0
1944,3.2131861615880553e-09,1.927911696952833e-08
1945,2.178504043826024e-09,1.089252066321933e-08
1946,0.0,4.1763312808029696e-09
1947,3.5762612871081956e-09,9.536696765621855e-09
1948,1.0871887834440486e-09,3.2615663503321457e-09
1949,2.945102384188658e-09,1.1780409536754632e-08
1950,4.2541445921528975e-09,1.1698897850465073e-08
1951,1.1727541604500402e-08,8.529121409139861e-09
1952,3.1634410646574906e-09,5.272402070488624e-09
1953,2.1547654771580937e-09,6.464296653518886e-09
1954,2.9317608341017376e-09,6.840775057526116e-09
1955,2.815682353940474e-09,1.8771215692936494e-09
1956,8.72114158667614e-10,1.3953826538681824e-08
1957,0.0,8.835037701437898e-10
1958,0.0,1.2408365002158916e-08
1959,3.8753737996444215e-09,2.325224457422337e-09
1960,0.0,8.305000243069571e-09
1961,5.55852741612739e-09,2.779263708063695e-09
1962,2.5367825617905737e-09,5.0735651235811474e-09
1963,1.939815863494232e-09,5.819448034571906e-09
1964,1.2167936658258327e-09,2.4335873316516654e-09
1965,3.830430195250756e-09,5.47204326295514e-09
1966,3.3234448526542337e-09,3.3234448526542337e-09
1967,1.4791006197611978e-09,9.367637332502454e-09
1968,5.838840522187638e-09,4.940557296606585e-09
1969,2.7250546263957176e-09,3.6334062425424918e-09
1970,4.1388523719376735e-09,5.058597540852361e-09
1971,1.9012070140433934e-08,2.0553589941130213e-09
1972,2.0520587451500205e-09,1.0773308467548759e-08
1973,1.6539611902288698e-09,4.410563025913916e-09
1974,3.3753431161187564e-09,1.0688586016271984e-08
1975,7.4249242310031605e-09,2.2845920710778955e-09
1976,5.713526873840635e-10,3.9994687561772935e-09
1977,3.526069214387917e-09,1.7630346071939584e-09
1978,2.970295565063452e-09,2.970295565063452e-09
1979,2.3407893401383717e-09,4.681578680276743e-09
1980,9.664756106531058e-09,8.527726080842513e-09
1981,2.5302198114474095e-09,3.795329828193417e-09
1982,1.2415004579935385e-09,4.966001831974154e-09
1983,6.315316047889041e-10,3.157658134966823e-09
1984,1.739702604197646e-09,1.1598016991243298e-09
1985,6.015558051686298e-10,6.015558051686298e-10
1986,0.0,4.7955883708539204e-09
1987,1.8332451112712533e-09,4.888653482026939e-09
1988,1.798966087207532e-09,2.99827696004229e-09
1989,1.6464366536794728e-09,3.841685636274406e-09
1990,0.0,4.90378582185258e-09
1991,5.861465202094962e-10,1.7584396161396398e-09
1992,0.0,3.856960972825618e-09
1993,5.539207426075166e-10,1.661762283333701e-09
1994,0.0,5.274926606624319e-10
1995,5.422450821690461e-10,4.337960657352369e-09
1996,0.0,2.135236876199542e-09
1997,4.79489448146353e-10,1.438468344439059e-09
1998,0.0,4.768129224785866e-10
1999,9.140402323914998e-10,5.484241505371301e-09
2000,8.836062992401139e-10,3.97622823555821e-09
2001,1.7524847129024579e-09,2.190605918883648e-09
2002,4.38122149670761e-10,2.1906108038649563e-09
2003,0.0,2.083461403401543e-09
2004,8.809582507929292e-10,5.285749615779878e-09
2005,2.251874686720612e-09,4.053374524914943e-09
2006,1.2353669198716943e-09,3.294311934354255e-09
2007,3.994479469415779e-10,1.1983438685803094e-09
2008,8.514879357157668e-10,1.2772318758180745e-09
2009,1.430457752249481e-09,2.384096253749135e-09
2010,3.7790344187271785e-09,2.3618964561933353e-09
2011,3.82397197240536e-10,1.911985902935953e-09
2012,6.808505426114664e-10,5.7872298064864935e-09
2013,0.0,3.904775169871755e-09
2014,6.496335691608124e-10,7.145969149746634e-09
2015,1.5516027351836215e-09,2.659890530054554e-09
2016,1.0356699942093428e-09,5.799752234025846e-09
2017,7.54683426862357e-10,3.773417134311785e-09
2018,5.162933414126769e-10,5.162933192082164e-09
2019,5.1019755087367e-10,4.3366790158927415e-09
