year,des_DET anneaux_NOUN,des_DET canaux_NOUN
1857,8.791598151702829e-07,1.970665181261211e-06
1858,1.333037403128401e-06,2.0558333417852737e-06
1859,9.965383203081046e-07,2.0552012536256825e-06
1860,9.795173596671702e-07,2.1585999583351168e-06
1861,9.856363973881344e-07,2.2264065577815018e-06
1862,1.024679281869112e-06,2.164115450398185e-06
1863,7.936452348644707e-07,2.0378052312253203e-06
1864,1.08744428217733e-06,1.9922094196545004e-06
1865,9.681979094011695e-07,2.477682961909977e-06
1866,1.290847158941233e-06,2.1233535250075875e-06
1867,1.1748657158250353e-06,2.286159599407256e-06
1868,1.459732732911334e-06,2.449683599081709e-06
1869,1.2228332106900552e-06,2.0750072344810633e-06
1870,1.1966959974074598e-06,2.2918993494158713e-06
1871,9.83521006858723e-07,2.5735112672009564e-06
1872,1.2632891461805684e-06,1.934543867321281e-06
1873,1.4031194321972862e-06,2.2860550359382614e-06
1874,1.3669905456481501e-06,2.4687084803076687e-06
1875,1.3685893449633113e-06,2.2874666001371224e-06
1876,1.2944517351343166e-06,2.613692295483361e-06
1877,1.3142733621407388e-06,2.940261506267916e-06
1878,1.2362014647493424e-06,2.201247895072811e-06
1879,1.2554663477715167e-06,2.203633634678681e-06
1880,1.1423766572704608e-06,2.2956636485105264e-06
1881,1.3331434480789994e-06,2.1977345028290074e-06
1882,1.1427296335853043e-06,2.3739759456020693e-06
1883,1.1975147309328804e-06,2.4247303613833537e-06
1884,1.3850360183198518e-06,2.2340143459587125e-06
1885,1.3290900966467234e-06,2.3107605002792297e-06
1886,1.1216119659707147e-06,1.8185860959363254e-06
1887,1.1941403634807557e-06,2.358900495380567e-06
1888,1.1596984563766455e-06,2.1298125361113307e-06
1889,1.1621828708285875e-06,2.0775193334543474e-06
1890,1.0808183539268157e-06,1.950585435395169e-06
1891,9.650568912888957e-07,2.1576735633743738e-06
1892,9.390231561212659e-07,2.382034637093966e-06
1893,1.1386912355249024e-06,1.9349744277974423e-06
1894,9.622450445334607e-07,1.977422989796196e-06
1895,8.624674663337828e-07,1.6846102290912768e-06
1896,8.639147619504683e-07,1.6877296822315202e-06
1897,1.0744460325895488e-06,1.962437181646237e-06
1898,8.578066257314276e-07,2.003623475133054e-06
1899,9.264221461080524e-07,1.8655577207482565e-06
1900,9.084343250975735e-07,1.7836458852116266e-06
1901,8.483705915551809e-07,1.939292420871652e-06
1902,2.0981643586992504e-06,3.003620591357503e-06
1903,9.38558281760038e-07,1.9764806182820394e-06
1904,8.362916599224945e-07,1.84994595997523e-06
1905,8.86102338171213e-07,1.9368328878499597e-06
1906,9.19780191566133e-07,2.189365019944489e-06
1907,9.236546780755361e-07,1.623081409718452e-06
1908,9.70490468432672e-07,2.0117049430723455e-06
1909,8.036936804955985e-07,1.7812184580634494e-06
1910,1.0474534786197864e-06,1.796169005530146e-06
1911,9.47026583375532e-07,1.6961352997668655e-06
1912,8.564288265233699e-07,1.7118157771278675e-06
1913,9.439321519977284e-07,1.5505941739490936e-06
1914,9.629917734343962e-07,1.4277457083267109e-06
1915,8.211191184770428e-07,1.2110623224259598e-06
1916,6.823213869466827e-07,1.130609899036017e-06
1917,7.39137005822954e-07,1.4914337604921002e-06
1918,7.098580567799218e-07,1.5207961823193727e-06
1919,6.2337131900847e-07,1.4870674807099249e-06
1920,6.565124763824315e-07,1.5288336108199019e-06
1921,7.360710654324976e-07,1.5198504641489308e-06
1922,8.219020308786185e-07,1.3486866272671705e-06
1923,9.14033137178194e-07,1.4182906440396437e-06
1924,9.514018710632399e-07,1.2685358505848399e-06
1925,7.401773807202972e-07,1.3263802749463593e-06
1926,8.025219759844049e-07,1.3943819006101421e-06
1927,7.670666519743463e-07,1.224184872583578e-06
1928,6.695660177413743e-07,1.2100177357865505e-06
1929,8.154777688673676e-07,1.3569015244740967e-06
1930,8.339861174988528e-07,1.2604324766130048e-06
1931,9.557688969152878e-07,1.2180920663240613e-06
1932,7.518242117754426e-07,1.318432275354553e-06
1933,7.777109232165458e-07,1.2617728835095932e-06
1934,6.757611501484462e-07,1.1933653354390117e-06
1935,9.095895912025753e-07,1.1788760403419474e-06
1936,8.547923648904998e-07,1.3082566852062882e-06
1937,7.856857564547681e-07,1.2351886482520058e-06
1938,8.40145890634858e-07,1.277073646832605e-06
1939,8.411727669965785e-07,1.1501126060409206e-06
1940,1.016848947266169e-06,1.1334949086005963e-06
1941,9.887533956032257e-07,1.7797560545318447e-06
1942,9.406056271643592e-07,1.4806953672064083e-06
1943,9.116158441457856e-07,1.4835531700896354e-06
1944,1.0153667915346887e-06,1.3816700388247227e-06
1945,6.644437231528855e-07,1.0827165048965526e-06
1946,7.294658708190127e-07,9.95358938382651e-07
1947,8.320768127845213e-07,1.2290417927829367e-06
1948,8.827972646230364e-07,1.5101052071031518e-06
1949,6.538127319544174e-07,1.3213692682256806e-06
1950,7.785084594758018e-07,1.1220306710413297e-06
1951,6.844619822032882e-07,1.2452517310634903e-06
1952,8.973628160546809e-07,1.7472739628487943e-06
1953,7.240012092069037e-07,1.3391867099699084e-06
1954,6.85054809324015e-07,1.142409526977417e-06
1955,7.320773942609549e-07,1.3956399413928011e-06
1956,8.162988596183141e-07,1.1668886905624731e-06
1957,7.863183313361333e-07,1.3809163803557567e-06
1958,7.246485225209653e-07,1.2259464696739997e-06
1959,6.975673141340621e-07,1.202916095621731e-06
1960,7.253033338372461e-07,1.1287879040366988e-06
1961,6.308928419684889e-07,1.1881352612874707e-06
1962,7.293249737472252e-07,1.2918565133190896e-06
1963,6.304401978241003e-07,1.3100223696937974e-06
1964,7.185166701617618e-07,1.0963311076750415e-06
1965,6.659476898818184e-07,1.0506323526726646e-06
1966,6.087443376046053e-07,1.06184068116022e-06
1967,6.059382204881558e-07,1.1063672715749817e-06
1968,6.274508219661357e-07,1.0932106100369765e-06
1969,6.344835430383e-07,1.1604191172409628e-06
1970,5.205756519188753e-07,9.983832178761531e-07
1971,7.121819045607936e-07,9.547142472143832e-07
1972,5.838106993394376e-07,9.377908334329277e-07
1973,5.320241882600385e-07,1.0293151397888778e-06
1974,5.333041830368757e-07,1.0334175719606264e-06
1975,4.946141878292565e-07,1.038347086534941e-06
1976,5.650678058799485e-07,1.0587164744890742e-06
1977,4.483984668013363e-07,1.0360766005135247e-06
1978,5.45346277469605e-07,9.754451273380482e-07
1979,5.032697290019428e-07,9.064706603112427e-07
1980,4.809637408342837e-07,9.505571689771841e-07
1981,5.420995954352748e-07,9.342836762016304e-07
1982,4.885304392132639e-07,1.0074776248814032e-06
1983,4.824901393973846e-07,8.487784981525692e-07
1984,4.772583892531657e-07,8.930473018864404e-07
1985,5.125255491122971e-07,9.28802151634045e-07
1986,4.777604978301042e-07,9.890901555564824e-07
1987,4.4731178583390374e-07,1.0015629001713933e-06
1988,3.9577255783740384e-07,7.885468118473682e-07
1989,3.929495591137311e-07,8.93466300055934e-07
1990,4.3316776121571365e-07,1.0080004564372302e-06
1991,3.7806451302913047e-07,8.546016232457987e-07
1992,4.160007902598295e-07,9.736071096000387e-07
1993,3.7223473015046693e-07,1.0314004548206412e-06
1994,3.6871736419641366e-07,9.246946142127399e-07
1995,4.0559932834582924e-07,7.895088494080937e-07
1996,3.795383580751377e-07,8.32208549184088e-07
1997,3.3372465946257535e-07,7.978704328337471e-07
1998,3.8955614733993116e-07,8.444356716097445e-07
1999,3.985215535351472e-07,8.587408188986956e-07
2000,3.331195728151215e-07,8.221956342424619e-07
2001,3.8335604202188733e-07,8.543362923774112e-07
2002,4.026342592666765e-07,9.204946600505082e-07
2003,3.8085676035137794e-07,9.367242714830581e-07
2004,3.4004987448099655e-07,8.49243772194086e-07
2005,3.512924635629133e-07,8.701243991993124e-07
2006,3.8008125002875204e-07,9.009943156002009e-07
2007,3.523130862603807e-07,8.596120011361563e-07
2008,4.334073677725314e-07,9.468545805191297e-07
2009,4.2103139819005264e-07,9.388571271529145e-07
2010,3.949090938704103e-07,9.598747503503091e-07
2011,4.309616468134436e-07,9.307547994552579e-07
2012,5.208506905773902e-07,9.831481619926308e-07
2013,4.63831495878253e-07,8.113564895495529e-07
2014,5.114781451709405e-07,8.072779866807878e-07
2015,5.452775440062396e-07,8.644643774147198e-07
2016,5.955102775345722e-07,9.1491088660689e-07
2017,4.860161162412169e-07,8.007191087955334e-07
2018,4.940927240681958e-07,7.79344773604862e-07
2019,4.729531255520669e-07,8.1963234421778e-07
