year,des_DET oeufs_NOUN,des_DET queues_NOUN
2005,1.481733629127291e-07,1.6573798689023533e-07
2006,1.5359729266251065e-07,1.5071477355022012e-07
2007,1.0944873732321447e-07,1.8574329585518967e-07
2008,1.3325786696327668e-07,1.8392139011780273e-07
2009,1.0823797014225534e-07,2.0598591987663895e-07
2010,8.408351298561101e-08,2.385515491809542e-07
2011,1.0057046381795054e-07,2.6882522607962756e-07
2012,1.0451056176030704e-07,2.86638070612355e-07
2013,1.1491195317514524e-07,2.93137041751379e-07
2014,1.2862743994923598e-07,3.181039112121198e-07
2015,8.821969810224317e-08,2.936962477662064e-07
2016,7.27040379011612e-08,3.007585833714188e-07
2017,7.320428646595545e-08,2.835093981801151e-07
2018,1.1797302801319631e-07,2.9790126099271674e-07
2019,1.0459049748501315e-07,2.607109497176907e-07
