year,belles_ADJ ouvertures_NOUN,belles_ADJ couvertures_NOUN
1923,2.1231896241147297e-09,5.307974060286824e-09
1924,2.578324886925998e-09,1.289162443462999e-09
1925,9.898360353588487e-09,7.698724324711748e-09
1926,1.1146138456652466e-09,1.0031524944054127e-08
1927,1.0034302277972529e-08,7.804457524684949e-09
1928,4.570416489713125e-09,6.8556245125250825e-09
1929,3.342121912552898e-09,5.570202965543558e-09
1930,5.2518016602221e-09,1.0503603542488804e-09
1931,6.843213995466613e-09,9.124285327288817e-09
1932,2.1919073223131136e-09,6.575722188983946e-09
1933,0.0,1.1470662197865522e-09
1934,3.5944740517379614e-09,5.990790086229936e-09
1935,1.196828414151696e-09,4.787313656606784e-09
1936,1.2124714565686645e-09,7.274828739411987e-09
1937,7.554670666820584e-09,3.777335333410292e-09
1938,2.5930428915188486e-09,3.8895642262559704e-09
1939,3.058810094103137e-09,3.058810094103137e-09
1940,5.0715658339584024e-09,7.607348528892999e-09
1941,0.0,8.854508237732261e-09
1942,6.068423541449874e-09,3.034211770724937e-09
1943,0.0,8.709705845433291e-09
1944,0.0,1.2852744646352221e-08
1945,0.0,8.714016175304096e-09
1946,1.3921104269343232e-09,5.568441707737293e-09
1947,0.0,3.5762612871081956e-09
1948,7.610321262063735e-09,2.174377566888097e-09
1949,9.817008317369869e-10,1.668891336237266e-08
1950,0.0,2.1270722072586068e-08
1951,0.0,4.264560704569931e-09
1952,5.272402070488624e-09,4.2179215675730575e-09
1953,0.0,1.6160740301529586e-08
1954,6.840775057526116e-09,1.9545072227344917e-09
1955,5.631364707880948e-09,5.631364707880948e-09
1956,6.976913269340912e-09,1.1337483840634377e-08
1957,4.417518795207798e-09,2.6505113659425206e-09
1958,5.790570245522986e-09,8.272243334772611e-09
1959,6.200598257066758e-09,6.200598257066758e-09
1960,2.076250060767393e-09,6.920833239831836e-09
1961,6.25334317660986e-09,1.528595028332802e-08
1962,2.5367825617905737e-09,5.0735651235811474e-09
1963,2.5864212993553792e-09,4.526237162849611e-09
1964,3.041984220075733e-09,7.300761772910391e-09
1965,1.0944086747954884e-09,7.660860390501512e-09
1966,1.6617224263271169e-09,7.200797291773142e-09
1967,8.381570104631919e-09,1.1832804958089582e-08
1968,9.88111459321317e-09,6.737123747768692e-09
1969,4.541757636644661e-09,5.904285060864822e-09
1970,5.518470125309705e-09,5.518470125309705e-09
1971,5.138397263237948e-09,8.221435976452085e-09
1972,1.846852804021637e-08,7.69522046084603e-09
1973,6.615844760915479e-09,6.064523994098181e-09
1974,3.3753431161187564e-09,7.313243344242437e-09
1975,3.4268881066168433e-09,8.567219822452898e-09
1976,3.9994687561772935e-09,6.2848797277581525e-09
1977,2.3507127355770763e-09,1.469195431980097e-08
1978,2.970295565063452e-09,8.910887139279566e-09
1979,3.5111840102075575e-09,5.266775904289034e-09
1980,5.116635559687666e-09,9.096241093686785e-09
1981,2.5302198114474095e-09,5.69299452024552e-09
1982,4.966001831974154e-09,8.069752865935698e-09
1983,3.78918940668882e-09,1.8314416649900522e-08
1984,4.639206796497319e-09,1.2177918229383522e-08
1985,4.210890747202711e-09,1.804667348892508e-08
1986,7.792831269171074e-09,1.1389522214244607e-08
1987,1.099947066762752e-08,4.277571630240118e-09
1988,2.398621523624911e-09,8.395175221664886e-09
1989,2.7440609784434855e-09,1.3171493229435782e-08
1990,5.448650863826288e-09,1.5256222951620657e-08
1991,2.344586080837985e-09,8.20605094986604e-09
1992,2.7549720282848966e-09,1.2121876835635703e-08
1993,3.877445031719162e-09,1.2740176913439427e-08
1994,2.1099706426497278e-09,1.5824779708850656e-08
1995,1.4640617607142303e-08,1.5182862966867106e-08
1996,2.135236876199542e-09,6.4057106285986265e-09
1997,2.876936688878118e-09,9.58978851883785e-09
1998,4.291316191284977e-09,1.2397135762398648e-08
1999,5.0272213059088244e-09,1.3253583119876566e-08
2000,7.95245647111642e-09,9.719669513685858e-09
2001,3.943090742808408e-09,1.095302959441824e-08
2002,6.571832411594869e-09,1.2267419968736704e-08
2003,7.91715315529018e-09,6.667076668520622e-09
2004,9.690540814233373e-09,1.4535810777260849e-08
2005,4.053374524914943e-09,7.205999352777326e-09
2006,5.7650457740976435e-09,7.412201963319376e-09
2007,5.192823504529542e-09,1.3581230362547103e-08
2008,8.940623352771127e-09,1.1495087548496485e-08
2009,4.76819250749827e-09,6.198650481792356e-09
2010,1.0864724231396394e-08,1.2281861749841028e-08
2011,1.1089518636708817e-08,1.1471915861704929e-08
2012,9.872333173177594e-09,1.7702113552786614e-08
2013,3.904775169871755e-09,1.0040849929282558e-08
2014,6.279790909502481e-09,1.0827226226695075e-08
2015,4.654808538617772e-09,8.201329393386914e-09
2016,5.59261792432153e-09,1.5120782848043746e-08
2017,8.301517695485927e-09,1.33327402451755e-08
2018,4.904786798931582e-09,1.7812119779136992e-08
2019,7.90806176098613e-09,1.1734544003161318e-08
