year,avons_VERB en_PRON
1898,1.4202470877133777e-07
1899,1.2326499643222633e-07
1900,9.603448047901253e-08
1901,1.4251284263799846e-07
1902,1.0802624361705426e-07
1903,1.188048488476312e-07
1904,1.3759040218275231e-07
1905,1.3830834044714635e-07
1906,1.0545578188470017e-07
1907,1.1725683179975022e-07
1908,1.3604547377532583e-07
1909,1.2267192717185793e-07
1910,1.2131221682754045e-07
1911,1.2449675934611548e-07
1912,1.2606799115744138e-07
1913,1.0765069152762763e-07
1914,1.399619448116951e-07
1915,1.661087365434355e-07
1916,1.593182048509334e-07
1917,1.1514745357210643e-07
1918,1.263501383519383e-07
1919,1.0404868711066939e-07
1920,1.0449680143409523e-07
1921,7.87565699322812e-08
1922,8.632184744783444e-08
1923,5.201814579081088e-08
1924,3.351822286390416e-08
1925,2.5295808780967377e-08
1926,4.346993842663238e-08
1927,4.459689784130916e-08
1928,2.856510217252861e-08
1929,5.013182757807044e-08
1930,3.991369368350206e-08
1931,5.24646406319107e-08
1932,4.164623845781534e-08
1933,4.244145035414704e-08
1934,3.71428985346256e-08
1935,5.2660449334496207e-08
1936,2.667437204451062e-08
1937,2.8959572295761404e-08
1938,4.537825049055755e-08
1939,6.576441879957429e-08
1940,2.5357829613881222e-08
1941,3.836953510472085e-08
1942,4.247896612241675e-08
1943,3.774205858952939e-08
1944,5.1410978585408884e-08
1945,4.574858669670334e-08
1946,5.150808490839154e-08
1947,3.933887549045778e-08
1948,4.783630558335972e-08
1949,4.712163814701853e-08
1950,5.211327058773918e-08
1951,2.4521223385143287e-08
1952,4.217921600879748e-08
1953,3.2321482601460616e-08
1954,3.518112912104243e-08
1955,4.6928040120519654e-08
1956,5.2326847965744605e-08
1957,5.1243220333674344e-08
1958,5.294235772002054e-08
1959,4.727956159911173e-08
1960,3.5988332314218496e-08
1961,6.253343043383097e-08
1962,4.693047728210331e-08
1963,4.978861101179177e-08
1964,4.623815796911401e-08
1965,4.760677657644763e-08
1966,6.923843187678358e-08
1967,5.669885755343884e-08
1968,6.557466913914567e-08
1969,5.6771971901348195e-08
1970,8.645603344348274e-08
1971,6.936836616233677e-08
1972,6.566587984480066e-08
1973,5.458071644648399e-08
1974,6.863197488105044e-08
1975,4.740528680713396e-08
1976,5.5421210731765314e-08
1977,7.463512974315023e-08
1978,5.4653441328156305e-08
1979,4.9156575698816596e-08
1980,6.48107203460313e-08
1981,7.464148410463167e-08
1982,6.579952460672445e-08
1983,6.504775740268087e-08
1984,6.320919521130008e-08
1985,4.2108904807491854e-08
1986,7.792831024922009e-08
1987,5.010869941202145e-08
1988,5.336933028843305e-08
1989,8.122420780409811e-08
1990,5.721083540244365e-08
1991,6.447611866633451e-08
1992,4.573253775674857e-08
1993,5.760775678709251e-08
1994,7.437646587504787e-08
1995,5.802022273737606e-08
1996,6.298948562744044e-08
1997,6.712852496093547e-08
1998,4.863491942508347e-08
1999,6.626791559938283e-08
2000,6.450326139884055e-08
2001,6.221320400512376e-08
2002,6.878517400110695e-08
2003,6.45873021731802e-08
2004,7.752432545915511e-08
2005,5.1793120126042425e-08
2006,6.3415506790232e-08
2007,4.2740931155416106e-08
2008,4.8960555693033925e-08
2009,4.911238238314297e-08
2010,4.7237928679777497e-08
2011,4.588766430724256e-08
2012,3.778720480962505e-08
2013,3.960557393156705e-08
2014,3.18320445558129e-08
2015,3.125371268730692e-08
2016,3.562705003234967e-08
2017,3.999822101308226e-08
2018,4.259419950081167e-08
2019,3.34179401373369e-08
