year,pas_ADV ouvert_VERB,pas_ADV couvert_VERB
1837,4.5017554839432705e-07,1.1828414869796688e-07
1838,3.7746727343801467e-07,1.0604431821548133e-07
1839,3.7893795479249093e-07,8.599514700335931e-08
1840,4.1657764882074844e-07,1.0382592563473736e-07
1841,4.077048458839272e-07,7.447836480878323e-08
1842,3.991417827364785e-07,1.2678620464612322e-07
1843,3.904468144355633e-07,1.0100817604552503e-07
1844,4.0889781871555897e-07,1.125155080217155e-07
1845,3.8168758464962593e-07,1.3448349989175767e-07
1846,4.0103333276420017e-07,1.3114083685650257e-07
1847,3.796829446400807e-07,1.1163972857275439e-07
1848,3.8536612123607483e-07,1.126331028444838e-07
1849,3.628286719958851e-07,8.798385664476882e-08
1850,4.996701363779721e-07,7.671565782629841e-08
1851,3.456899264620006e-07,9.867641637129054e-08
1852,3.89330608641103e-07,1.3932567810570617e-07
1853,4.007166296560172e-07,1.0152284346531815e-07
1854,3.8707699445694743e-07,1.5794819319125963e-07
1855,4.6223422600633057e-07,1.358575900667347e-07
1856,4.359193326308741e-07,7.66223990922299e-08
1857,3.6904208400301286e-07,1.0007093464992067e-07
1858,4.6489921601278184e-07,1.0863961108498188e-07
1859,5.194016807763546e-07,8.045633848041689e-08
1860,4.4947947230866703e-07,1.327383358784573e-07
1861,4.862158675678074e-07,1.0799556804386157e-07
1862,3.908058090473787e-07,1.1701584412548982e-07
1863,5.628937742585549e-07,9.789457067199692e-08
1864,4.900211934000254e-07,1.261013409248335e-07
1865,4.5515184865507763e-07,9.601962602800995e-08
1866,4.636929133994272e-07,1.0898973101802767e-07
1867,4.687815930992656e-07,1.3248175889657432e-07
1868,3.4282726346646086e-07,1.1015919199053315e-07
1869,3.9751844838065153e-07,1.372268911836727e-07
1870,3.985163914421719e-07,1.2328204945788457e-07
1871,4.089153264885681e-07,1.2001930826954776e-07
1872,4.245232219091122e-07,7.438227100919903e-08
1873,3.9866790757514536e-07,1.2810049554445868e-07
1874,4.5944744897497003e-07,1.0336074041106258e-07
1875,3.2612703648737806e-07,1.1671915700617319e-07
1876,3.7545751752077194e-07,1.027822520427435e-07
1877,3.7912923289695755e-07,1.0452338727873212e-07
1878,3.61741399501625e-07,1.1655441056745985e-07
1879,4.1543412976352556e-07,9.836013958874901e-08
1880,4.4218961647857213e-07,1.0461089061664097e-07
1881,4.099834427506721e-07,1.324776377487069e-07
1882,3.693738790389034e-07,1.1646923780972429e-07
1883,3.899032208209974e-07,1.1122036625010878e-07
1884,4.436340361735347e-07,1.2675258176386706e-07
1885,3.854490273624833e-07,1.1602143956679356e-07
1886,3.949519964407955e-07,1.1487165352264128e-07
1887,4.021817687771545e-07,1.2274378491383686e-07
1888,4.1531026795382786e-07,1.11594815166427e-07
1889,4.20390676936222e-07,7.894072240333116e-08
1890,3.9916213268043066e-07,1.0945825579256052e-07
1891,4.003010189990164e-07,1.0963658780838159e-07
1892,4.212440387618699e-07,9.277398049789554e-08
1893,3.966020187817776e-07,1.0530892069482434e-07
1894,3.969969668560225e-07,1.0271509154335945e-07
1895,3.5870942838300834e-07,1.101406468251298e-07
1896,4.405080744618317e-07,1.1970968216701294e-07
1897,3.944685147416749e-07,1.1886495343560455e-07
1898,4.2041577330564905e-07,1.2901048762614664e-07
1899,4.2728180460471776e-07,1.0999880828421738e-07
1900,3.7790866258546885e-07,1.0330195721053315e-07
1901,3.6606240882974816e-07,1.0003842731975965e-07
1902,3.461749997768493e-07,1.1146344292001231e-07
1903,3.472341632004827e-07,1.306853363303162e-07
1904,3.515004891596618e-07,1.2092907297756028e-07
1905,3.741550358427048e-07,1.2127783577398077e-07
1906,3.770687158066721e-07,8.590787814455325e-08
1907,3.898275338087842e-07,1.295996554517842e-07
1908,4.2385286747048667e-07,1.1836447555424456e-07
1909,4.1202366674042423e-07,9.186642557779123e-08
1910,4.264632309514127e-07,1.0955508855658991e-07
1911,3.6710582662635716e-07,1.3141324473053828e-07
1912,3.875809397868579e-07,1.245051635123673e-07
1913,3.961333447932702e-07,9.65144124620565e-08
1914,3.7635700778082537e-07,8.30396231776831e-08
1915,4.0879243101699103e-07,1.1073916539316997e-07
1916,3.131426637992263e-07,1.593182048509334e-07
1917,3.4105579516108264e-07,1.2063067345025047e-07
1918,3.273617323884537e-07,1.5851199464123056e-07
1919,4.0146218793779553e-07,1.1601888871837218e-07
1920,4.550911398837343e-07,1.4235796186312655e-07
1921,3.869674003453838e-07,1.2949398353612196e-07
1922,3.8070146501922864e-07,1.3206503979290574e-07
1923,4.1720676335899043e-07,1.1783702547063513e-07
1924,3.2873643363018346e-07,1.0571132236236735e-07
1925,4.124316603792977e-07,1.1768050711680189e-07
1926,3.5444719514998724e-07,1.4378518642388372e-07
1927,4.961405011272291e-07,1.4271007842125982e-07
1928,3.587776973290602e-07,1.165456211538185e-07
1929,3.8991422002254694e-07,1.169742702700205e-07
1930,3.035541453755286e-07,1.2184180775420828e-07
1931,3.3303641089332814e-07,1.1405356303839653e-07
1932,3.660485106138367e-07,8.438843224212178e-08
1933,3.2347267620025377e-07,9.520649513206081e-08
1934,3.438713633840962e-07,1.0064527344866292e-07
1935,3.099785601534677e-07,1.0651773152403621e-07
1936,3.297922432921041e-07,1.1882220007919386e-07
1937,3.9284287822738406e-07,9.821071955684602e-08
1938,3.6821208482251677e-07,1.2316954212110431e-07
1939,3.9152769204520155e-07,1.1623478712863289e-07
1940,3.6008117376695736e-07,1.1157445101162011e-07
1941,2.715382265705557e-07,1.8004165269758232e-07
1942,2.973527557514899e-07,1.8508691823626577e-07
1943,3.4548497751529794e-07,1.3645205854118103e-07
1944,4.1128782868327107e-07,1.4459337194239197e-07
1945,4.5095032419339987e-07,6.535512397931598e-08
1946,3.800461456648918e-07,1.266820532919155e-07
1947,4.4703264734380355e-07,1.1324827653425018e-07
1948,4.544449154764152e-07,1.0763169200345146e-07
1949,3.8089993381618115e-07,1.2762110657149606e-07
1950,4.105249615804496e-07,1.1486190487630665e-07
1951,3.9980255905902595e-07,1.3859822445283498e-07
1952,4.007025609098491e-07,1.0333907596304925e-07
1953,3.716970411460352e-07,1.0019659413273985e-07
1954,4.4660490061687597e-07,1.1238416419701025e-07
1955,3.9794977624296735e-07,1.267057001541616e-07
1956,4.3344073219486745e-07,9.767678932348645e-08
1957,3.8609115904364444e-07,9.453490434907508e-08
1958,4.086488161192392e-07,1.3980091750909196e-07
1959,4.2009054368463694e-07,1.2013659045351233e-07
1960,4.166341796008055e-07,1.0865708333085422e-07
1961,4.981829988537356e-07,9.58845944865061e-08
1962,4.0778780885375454e-07,1.0654486715111489e-07
1963,3.5369311035537976e-07,1.2350162137408915e-07
1964,3.784228397307743e-07,1.0586104792764672e-07
1965,3.8085423170741706e-07,9.302473813477263e-08
1966,3.921664983863593e-07,1.135510316885302e-07
1967,4.2893918816844234e-07,1.0649524995187676e-07
1968,3.7952463571855333e-07,1.1363282226284355e-07
1969,3.6515731949293695e-07,1.371610807154866e-07
1970,3.4674386029109883e-07,1.5865600744291442e-07
1971,3.632846983236959e-07,1.562072782235191e-07
1972,3.580842644623772e-07,1.2568860086048517e-07
1973,3.368567433881253e-07,1.455485829637837e-07
1974,3.9547768437842024e-07,1.8170597115840792e-07
1975,3.7010391906733275e-07,1.4849848639642005e-07
1976,3.7823548382220906e-07,1.2112677438835817e-07
1977,3.2381066716880014e-07,1.1518492470941055e-07
1978,3.427721253501659e-07,1.229702348837236e-07
1979,3.797930787641235e-07,1.3283980138112383e-07
1980,3.553219301011268e-07,1.0972340902526412e-07
1981,3.763701954540011e-07,1.1765521890083619e-07
1982,3.6065588915334956e-07,1.0863129062954613e-07
1983,3.6376221146383614e-07,1.0483424972562716e-07
1984,3.827345551599137e-07,1.2873799448698264e-07
1985,3.2363701052418037e-07,1.1128782517744185e-07
1986,4.130200466079259e-07,1.1809136424290045e-07
1987,3.360949278885528e-07,1.008284797876513e-07
1988,4.287535944058618e-07,1.037403833947792e-07
1989,4.439890801677393e-07,1.1854343995310046e-07
1990,4.0265530287797446e-07,1.1605626326627316e-07
1991,3.8392596479752683e-07,1.1547086131713513e-07
1992,4.08286865649643e-07,1.1405584388057832e-07
1993,4.2541114453342743e-07,1.0801454664033372e-07
1994,3.9192704548440815e-07,1.3240065754871466e-07
1995,4.0668382439434936e-07,9.380839571804245e-08
1996,3.8434262705777655e-07,1.1797183674389089e-07
1997,3.835915549643687e-07,1.0213125278824009e-07
1998,4.0576779269940744e-07,1.0108433912137116e-07
1999,3.6195993402543536e-07,1.2430946583208424e-07
2000,4.228056127431046e-07,1.2061225618253957e-07
2001,3.9562343090437935e-07,1.1654023523988144e-07
2002,4.486370812628593e-07,1.1697861168613599e-07
2003,4.6419521027019073e-07,1.150070758626498e-07
2004,4.206575567877735e-07,1.193698437873536e-07
2005,4.494742142924224e-07,1.0448699327980648e-07
2006,4.978529091204109e-07,8.565211118138905e-08
2007,5.548332069338358e-07,1.1424211265875783e-07
2008,5.675167358276667e-07,1.2176278119113704e-07
2009,5.955472488494706e-07,1.6736355235025258e-07
2010,7.425802550642402e-07,1.8753458164155745e-07
2011,8.554225132684223e-07,2.25996743097312e-07
2012,9.896162964651012e-07,2.5021256533364067e-07
2013,9.6838425633905e-07,1.8380333699496987e-07
2014,1.102428086596774e-06,2.087489150426336e-07
2015,1.0726008667916176e-06,2.0237332876149594e-07
2016,1.0288346175002516e-06,1.7047128153535596e-07
2017,1.1828404922198388e-06,1.6527566515378567e-07
2018,1.1614018831096473e-06,1.6521386214662925e-07
2019,1.1122306204924826e-06,1.6300812433200917e-07
