year,derniers_ADJ arts_NOUN,derniers_ADJ quarts_NOUN
1962,6.341956571009888e-09,2.7904608401740916e-08
1963,5.819448034571906e-09,1.4225316924409981e-08
1964,6.083968440151466e-09,9.734349326606662e-09
1965,1.0944086803466035e-08,1.2038495533772675e-08
1966,2.769537488234164e-09,1.7725039214155913e-08
1967,6.409436092980059e-09,1.2818872185960117e-08
1968,2.245707925174756e-09,1.4821671889819754e-08
1969,2.2708788183223305e-09,1.8167030546578644e-08
1970,4.1388523719376735e-09,2.0694262303777577e-08
1971,3.083038491169532e-09,2.8261185391897925e-08
1972,5.130146862875051e-10,1.539044092169206e-08
1973,2.205281512956958e-09,1.929621262775072e-08
1974,0.0,2.0814615808717463e-08
1975,5.711480177694739e-09,1.5420996035686585e-08
1976,0.0,1.8283285996290033e-08
1977,0.0,1.5867311020656416e-08
1978,2.3762365408686037e-09,1.9603952239322098e-08
1979,0.0,1.2289143924704149e-08
1980,0.0,2.5014662341504845e-08
1981,1.8976649140967083e-09,2.84649726012276e-08
1982,1.2415004579935385e-09,1.9864007327896616e-08
1983,2.5261264191556165e-09,1.8314416649900522e-08
1984,2.3196033982486597e-09,1.275781880138993e-08
1985,2.4062232206745193e-09,2.045289804186723e-08
1986,2.3977941854269602e-09,2.1580147446798037e-08
1987,2.4443267410134695e-09,1.9554613928107756e-08
1988,1.798966087207532e-09,1.2592763276586538e-08
1989,3.841685525252103e-09,1.3720305780395847e-08
1990,4.903785877363731e-09,2.45189291092629e-08
1991,5.861465202094962e-10,1.2309077312977479e-08
1992,1.65298330578878e-09,1.7080827419135858e-08
1993,0.0,9.970573700002205e-09
1994,1.0549853213248639e-09,1.160483886764041e-08
1995,2.1689803286761844e-09,2.3858783393393423e-08
1996,2.6690460952494277e-09,1.7615704450690828e-08
1997,9.58978896292706e-10,1.102825741838842e-08
1998,4.291316191284977e-09,1.382757464085671e-08
1999,2.285100553223174e-09,1.5995704316651427e-08
2000,3.5344251969604557e-09,1.3254094710646314e-08
2001,1.7524847129024579e-09,3.417345340039901e-08
2002,2.6287327870022636e-09,1.270554239596322e-08
2003,5.416999959706459e-09,7.083769126836614e-09
2004,3.0833537945085254e-09,1.1011977996133737e-08
2005,2.251874686720612e-09,1.5312748402607212e-08
2006,3.706100981659688e-09,1.0294725072412803e-08
2007,2.3966877371606188e-09,1.0385647009059085e-08
2008,2.1287198670449925e-09,1.958422224390688e-08
2009,3.814554005998616e-09,7.1522885392028e-09
2010,1.4171379625338432e-09,7.558068837454357e-09
2011,1.1471915639660324e-09,6.118355155848576e-09
2012,0.0,4.425528388196653e-09
2013,0.0,5.857162754807632e-09
2014,8.661780737106994e-10,7.145969149746634e-09
2015,2.21657536769726e-09,8.422986752520956e-09
2016,2.278474076078396e-09,6.8354220061905835e-09
2017,2.515611330355938e-10,7.54683426862357e-09
2018,1.0325866828253538e-09,7.228107001822082e-09
2019,3.5713829116268414e-09,1.020395146156261e-08
