year,trois_DET ouvertures_NOUN,trois_DET couvertures_NOUN
1902,2.4305905022004026e-07,9.820567470342212e-09
1903,1.101644917511635e-07,1.9440792975444765e-08
1904,1.150169763874942e-07,1.827372564378038e-08
1905,1.3572796930816367e-07,2.37394921498435e-08
1906,1.2294600981732628e-07,1.8519063615940468e-08
1907,1.4348532495489508e-07,9.257118072092396e-09
1908,1.2229359436233267e-07,1.3260750275634337e-08
1909,1.4522596047950032e-07,2.0353638774395222e-08
1910,1.175713117973487e-07,1.5498036631811374e-08
1911,1.1225989515750712e-07,1.3832972989291648e-08
1912,1.078350173600029e-07,1.1460726923040454e-08
1913,1.3257474273942194e-07,1.378777370053541e-08
1914,1.2723812758963504e-07,1.0045115850232378e-08
1915,9.542417256369617e-08,4.123266661437697e-08
1916,5.82335484278218e-08,3.29623865980011e-08
1917,7.566832671557222e-08,1.4256351654751143e-08
1918,7.121553213806919e-08,4.5945506954581106e-08
1919,9.392005001496173e-08,1.4732557507279864e-08
1920,8.329454770361622e-08,5.300562211374427e-09
1921,7.497020093616413e-08,9.087297137000405e-09
1922,1.180469668682349e-07,2.951174193910333e-09
1923,8.386599148479945e-08,2.866306081372727e-08
1924,6.059063628605088e-08,1.2891624656674594e-08
1925,7.698724568960813e-08,1.2097995494286806e-08
1926,7.133528578950887e-08,2.229227646921572e-08
1927,6.801027296887696e-08,1.56089151603922e-08
1928,1.016917652307825e-07,1.1426041446327417e-08
1929,7.686880509893967e-08,1.6710609784809094e-08
1930,7.877702812297827e-08,1.6805765667982087e-08
1931,7.983749306106347e-08,1.4826963656844327e-08
1932,8.110056848309455e-08,7.6716757391182e-09
1933,6.652983741695095e-08,2.294132506186486e-08
1934,8.027658715548114e-08,3.354842448288764e-08
1935,8.976213372591246e-08,1.0771455727365264e-08
1936,7.153581238483753e-08,1.2124714565686645e-08
1937,7.80649314080506e-08,3.777335333410292e-09
1938,7.13086780734784e-08,3.889564337278273e-09
1939,9.941132805835196e-08,1.3764645423464117e-08
1940,6.593035606350384e-08,1.5214697057785997e-08
1941,7.378756849973911e-08,3.246652768851277e-08
1942,4.2478965012193726e-08,6.978687139280737e-08
1943,1.1322617177178529e-07,7.548411673496958e-08
1944,1.0924833127035072e-07,4.4984606262232774e-08
1945,7.624763886937558e-08,5.010559434026618e-08
1946,6.542919273044845e-08,3.062642850437669e-08
1947,6.198853230721113e-08,2.0265479960812627e-08
1948,6.631851490190854e-08,9.784699273041042e-09
1949,5.595694729798595e-08,6.8719057111366055e-09
1950,5.211327058773918e-08,1.0635361258337639e-08
1951,4.797630936970165e-08,2.2388944032059044e-08
1952,6.11598611754971e-08,2.8470971358274255e-08
1953,5.710128547775639e-08,9.69644453618912e-09
1954,6.547599085138245e-08,1.1727043114362345e-08
1955,7.414630154300994e-08,1.6894093679553635e-08
1956,7.587392936159176e-08,1.6570168570595456e-08
1957,4.947621201623065e-08,4.417518850718949e-09
1958,6.121460299768344e-08,1.7371711180658167e-08
1959,4.4954337696800906e-08,1.8601794438133368e-08
1960,8.02816667588857e-08,1.8686249214638906e-08
1961,4.8637113170268975e-08,2.1539293681982485e-08
1962,5.58092175251268e-08,1.5854891288746842e-08
1963,7.241979371741536e-08,1.681173822376536e-08
1964,7.239922572566115e-08,2.311907953966852e-08
1965,8.317506061672475e-08,1.805774313412556e-08
1966,6.203763680545649e-08,1.550940953443103e-08
1967,6.064312652043213e-08,1.5284040200125304e-08
1968,6.557467147061402e-08,1.616909739432515e-08
1969,5.677197312259352e-08,1.180856989968504e-08
1970,5.610444686610094e-08,1.5635665040480973e-08
1971,8.015899854996178e-08,1.6956711590410123e-08
1972,9.439470272099015e-08,9.747278872929144e-09
1973,7.608221386234959e-08,1.5436970424165253e-08
1974,5.2880374301622624e-08,1.1813700295792984e-08
1975,7.596268591925082e-08,2.056132775152264e-08
1976,4.7422273663499936e-08,1.9997344113953375e-08
1977,5.406639402849578e-08,1.5867311464745626e-08
1978,8.019798158898084e-08,1.6633655786080226e-08
1979,6.144571873534233e-08,1.1703946478647254e-08
1980,7.561250203735881e-08,2.4446148216838992e-08
1981,6.19903841592162e-08,1.960920292809476e-08
1982,7.20070295612274e-08,1.3035754697909852e-08
1983,5.746937770112481e-08,1.38936957494451e-08
1984,9.510373999432886e-08,9.858314165001048e-09
1985,6.496802740230123e-08,3.067934639666703e-08
1986,4.915477913591815e-08,1.7384008066390066e-08
1987,4.888653615253702e-08,2.5054349706010726e-08
1988,4.617346460733529e-08,1.619069489589009e-08
1989,8.17730212432366e-08,1.9757239400064464e-08
1990,5.7210834736309835e-08,1.1987032311200352e-08
1991,5.5683918809279476e-08,8.206051227421796e-09
1992,6.556833387350025e-08,1.597883780846132e-08
1993,6.037736177688657e-08,2.2710751057530842e-08
1994,5.7496698846470906e-08,2.6902126526451298e-08
1995,5.097103805695724e-08,1.3013881527967897e-08
1996,5.978663430994402e-08,1.3879039473252419e-08
1997,6.856699297230762e-08,1.1507746866534774e-08
1998,5.292623450614542e-08,2.5271085224432e-08
1999,7.540831958863237e-08,1.782378494796788e-08
2000,5.6109001000947956e-08,1.5021306976059634e-08
2001,6.221320614230308e-08,2.9792240230364087e-08
2002,3.724038233343663e-08,1.6648641576466616e-08
2003,5.792022950146247e-08,1.5834307920403745e-08
2004,5.021462146093114e-08,2.1142998241074906e-08
2005,5.584649431789046e-08,2.296912304800003e-08
2006,4.817931364975436e-08,2.429554957217306e-08
2007,3.9145898300674276e-08,2.1570188524222544e-08
2008,4.2574398451122875e-08,2.0861454119724954e-08
2009,5.531103264289072e-08,2.2410505007286474e-08
2010,3.495606937242712e-08,1.8895172759769707e-08
2011,3.288615824104113e-08,2.676780305743698e-08
2012,4.119145824432735e-08,2.8595722345592378e-08
2013,2.984363867142292e-08,2.7333425800524225e-08
2014,3.5080212179572356e-08,3.616293609010057e-08
2015,3.391360237081642e-08,2.1279123019191104e-08
2016,4.0805399503796025e-08,3.272717308266948e-08
2017,2.9935774747968935e-08,2.7671724467381864e-08
2018,2.6847254419593014e-08,4.0012734237038217e-08
2019,3.2142445371974304e-08,2.55098775436835e-08
