year,aux_ADP ouvertures_NOUN,aux_ADP couvertures_NOUN
1847,2.4700965095547645e-07,6.957258591455684e-08
1848,3.3950834676943487e-07,3.942158599556933e-08
1849,2.983071727413744e-07,4.692472543865733e-08
1850,2.858167436059489e-07,6.85688590351674e-08
1851,3.373056343125569e-07,5.804495017969202e-08
1852,2.7214079212356523e-07,4.557381672043448e-08
1853,2.896387041317894e-07,8.121827477225452e-08
1854,2.8212456637533023e-07,7.741540031247496e-08
1855,3.046181902277567e-07,6.845948519185185e-08
1856,3.0441874032671734e-07,5.901995692170203e-08
1857,3.6220796317820714e-07,4.735063896532665e-08
1858,3.337487055610211e-07,5.236233491245912e-08
1859,2.7344971087472913e-07,6.874434177461808e-08
1860,3.327612692061166e-07,5.5841642421228244e-08
1861,3.645440087574059e-07,6.790988038574142e-08
1862,3.176144440786288e-07,9.307051840323766e-08
1863,3.3014444866807935e-07,5.943598679891693e-08
1864,2.77614756072353e-07,5.9454627887589595e-08
1865,2.847640878655966e-07,5.2245972881337366e-08
1866,3.4837787810104714e-07,4.81695678899996e-08
1867,3.348439943096082e-07,9.560038449762942e-08
1868,3.033082691672462e-07,8.595380762699278e-08
1869,3.423346903730362e-07,4.8346841197144386e-08
1870,2.586056009334925e-07,5.9060702994884196e-08
1871,3.717412155879174e-07,3.823623728749226e-08
1872,3.4409361671094985e-07,6.410179764770874e-08
1873,4.058510949533911e-07,6.824045328812645e-08
1874,3.441374722967794e-07,5.855116924635695e-08
1875,2.563244265729736e-07,7.724061390490533e-08
1876,2.8053508493997015e-07,6.892457093954363e-08
1877,2.405893368973011e-07,5.6281827198745304e-08
1878,3.8046259653867764e-07,5.012443438090486e-08
1879,2.3581994890164992e-07,6.048232137345622e-08
1880,3.144744633587493e-07,6.995452395130997e-08
1881,3.737264078207403e-07,8.2972839265949e-08
1882,2.815227855279545e-07,6.122954232523625e-08
1883,2.1422558749151221e-07,7.962366765923434e-08
1884,2.2643821218082394e-07,5.8755102116947455e-08
1885,2.662047529078393e-07,5.9299846810745294e-08
1886,3.723648660525214e-07,4.7755634113855194e-08
1887,2.970660837320338e-07,4.961982824625011e-08
1888,3.018132588294975e-07,5.833365435137239e-08
1889,3.7026958299435364e-07,3.821733329800736e-08
1890,3.2837477093039524e-07,6.357755211183758e-08
1891,3.199858422675561e-07,8.095259573792646e-08
1892,3.1530618405106736e-07,7.710270466532165e-08
1893,2.900614222145492e-07,4.618812354806323e-08
1894,2.760074222507569e-07,5.8604314290278126e-08
1895,2.4375388996134006e-07,4.634333095054899e-08
1896,2.71263330020588e-07,5.248355705589347e-08
1897,2.388952626830587e-07,8.914872040577393e-08
1898,2.076616207880022e-07,7.865113360594478e-08
1899,2.7306236027868636e-07,7.95971288880537e-08
1900,2.2684902312164468e-07,4.775768758236154e-08
1901,2.3584477748528343e-07,4.806315345717849e-08
1902,6.044559404116967e-07,6.923499995536986e-08
1903,2.0466835426447005e-07,4.644189388613995e-08
1904,2.692687139926875e-07,4.622177840474251e-08
1905,2.7093984433790297e-07,5.3155819301764495e-08
1906,2.217143535432342e-07,5.555719440053508e-08
1907,2.113708683637583e-07,8.125692829707987e-08
1908,2.1610111589076553e-07,2.4556944921982904e-08
1909,2.2994111725793687e-07,5.941062397596397e-08
1910,2.340738007866605e-07,5.71824116946118e-08
1911,1.8568106074923207e-07,4.8415405018431557e-08
1912,2.3234018708961912e-07,3.542406545875565e-08
1913,2.285588509565173e-07,4.8787505591008085e-08
1914,2.323770029732941e-07,5.022557658662663e-08
1915,1.8024566006413778e-07,3.062998032987707e-08
1916,1.9667557094038557e-07,6.59247731960022e-08
1917,2.2042513325715163e-07,5.9218692172180454e-08
1918,2.527002713748061e-07,5.168869421368072e-08
1919,2.633444591282341e-07,5.064316610514652e-08
1920,1.7264688878526613e-07,5.3762846619065385e-08
1921,1.6205678976533022e-07,6.361107551811074e-08
1922,1.9551529639727505e-07,7.599273743608137e-08
1923,1.85779098771377e-07,5.944930947521243e-08
1924,1.7532609231096785e-07,7.09039369439779e-08
1925,2.0566592073834045e-07,7.808706214973427e-08
1926,1.8168205073720856e-07,5.015762383209221e-08
1927,1.627786838653833e-07,6.689534615134107e-08
1928,2.1480957457242766e-07,8.341010016010841e-08
1929,3.141594635547307e-07,3.78773812315103e-08
1930,2.1112243864251923e-07,3.361153133596417e-08
1931,2.0643695464173106e-07,5.930785462737731e-08
1932,2.531652949500085e-07,4.931791508511196e-08
1933,2.2941324751002412e-07,5.391211388428019e-08
1934,2.00092387103723e-07,6.709684896577528e-08
1935,1.819179145101657e-07,5.744776387928141e-08
1936,1.5762128668939113e-07,3.394919900756577e-08
1937,2.329356858510323e-07,6.295559273894469e-08
1938,2.0225734465029177e-07,4.537825049055755e-08
1939,1.5905812222882787e-07,6.576441791139587e-08
1940,1.8004058066622974e-07,5.325144059042941e-08
1941,2.2136269706152234e-07,6.493305448884712e-08
1942,8.49579322448335e-08,5.158160121254696e-08
1943,1.4225852873472888e-07,6.67744117777147e-08
1944,1.4459338082417617e-07,4.4984606262232774e-08
1945,2.156718976742411e-07,4.7927088075994106e-08
1946,1.2668204707466657e-07,1.266820532919155e-07
1947,2.24112374880292e-07,5.602809238780537e-08
1948,2.446174738324203e-07,4.783630558335972e-08
1949,1.6198064134442802e-07,4.22131343214005e-08
1950,1.2124312043226837e-07,2.9779013033248702e-08
1951,1.7911154781558025e-07,4.157946520422229e-08
1952,2.014057507437883e-07,5.061505703451985e-08
1953,1.7238123106722014e-07,5.171437322815109e-08
1954,1.768829029913377e-07,5.1794440736330216e-08
1955,1.5861676727624285e-07,9.010183532609517e-08
1956,1.3256135833472626e-07,5.5815306154727296e-08
1957,1.3871009674204515e-07,7.244730682032241e-08
1958,1.6958099247066372e-07,5.542403158642628e-08
1959,1.418386852414244e-07,5.115493451057773e-08
1960,1.4533749848055777e-07,5.813500081330858e-08
1961,1.3757354944132771e-07,7.08712235564235e-08
1962,1.4396240777259095e-07,3.7417542841922113e-08
1963,1.635911504038745e-07,6.918676831446646e-08
1964,1.612251567806311e-07,7.665800438871884e-08
1965,1.5048119061944476e-07,6.019247678068496e-08
1966,1.3792296216230682e-07,5.428293192721867e-08
1967,1.6911050959578233e-07,4.6345153492666213e-08
1968,1.5225899208104465e-07,5.973583228069401e-08
1969,2.057416250700328e-07,4.6325929758950224e-08
1970,1.8854772676490938e-07,4.7826741678136386e-08
1971,1.7162248244773082e-07,4.881477622120656e-08
1972,1.4980028595346084e-07,7.849124727954404e-08
1973,1.3011161414944183e-07,4.520827090459534e-08
1974,1.2882558531046584e-07,4.106667361725158e-08
1975,1.1651419917768635e-07,5.02610255637137e-08
1976,1.6912039191296913e-07,4.513686135965145e-08
1977,1.1342188876994896e-07,5.582942819160053e-08
1978,1.5326725377740047e-07,6.653462492067774e-08
1979,1.7263321017146893e-07,7.49052588844279e-08
1980,1.586157054589421e-07,5.002932468300969e-08
1981,1.499155259931939e-07,4.8074177527723805e-08
1982,1.6884405784622913e-07,5.710901973543514e-08
1983,1.5030451905317932e-07,8.525676520321213e-08
1984,1.4961442068583963e-07,5.0451372857196475e-08
1985,1.4196716591197145e-07,5.594468888148185e-08
1986,1.486632421610068e-07,7.852776207073475e-08
1987,1.4177095764011938e-07,6.660790319301668e-08
1988,1.2832624907144208e-07,5.696726290693732e-08
1989,1.723270330877824e-07,6.805271368648391e-08
1990,1.389405959173473e-07,6.865300150593612e-08
1991,1.6001800684506406e-07,5.7442360201775955e-08
1992,1.7742019764455108e-07,7.548623415232214e-08
1993,1.412497910857624e-07,7.921066469407378e-08
1994,1.4611546794718322e-07,6.171664068688187e-08
1995,1.1712493819260317e-07,5.585124185358836e-08
1996,1.5693991151088937e-07,7.206424612604678e-08
1997,1.452853004568766e-07,6.904647875671799e-08
1998,1.2921629566342574e-07,8.29654496214971e-08
1999,1.5492981697562414e-07,6.535387342410104e-08
2000,1.0779997028365074e-07,9.101145082013318e-08
2001,1.5202805214720172e-07,7.097563070601609e-08
2002,1.1960734980220877e-07,7.053766637454828e-08
2003,1.3584168973013178e-07,7.083769304472298e-08
2004,1.317032582992539e-07,5.109557932314601e-08
2005,1.4366961409439938e-07,6.440362199100491e-08
2006,1.3341963578383798e-07,7.4945596395537e-08
2007,1.254266501771184e-07,9.22724723295687e-08
2008,1.1665384586079242e-07,7.748540298280204e-08
2009,1.573503474183724e-07,8.487382530120158e-08
2010,1.5210613479865742e-07,6.943975705553385e-08
2011,1.9884654856028305e-07,1.0171765296718149e-07
2012,1.256169213093017e-07,1.0076588097263084e-07
2013,1.0738131650533944e-07,1.0933370475640913e-07
2014,1.0545717865628745e-07,1.1628440432787102e-07
2015,1.3742767368540854e-07,1.0683893236773656e-07
2016,1.3194435677377214e-07,1.0708828312999685e-07
2017,9.55932299151474e-08,1.0062445454650515e-07
2018,9.499797504197716e-08,1.0635643121759131e-07
2019,1.0280480383650925e-07,1.1096796725951208e-07
