year,pourrons_VERB oser_VERB,pourrons_VERB causer_VERB
1895,0.0,1.8657704714541978e-08
1896,0.0,2.4767521367152767e-08
1897,0.0,2.855089675790623e-08
1898,0.0,2.772593887812036e-08
1899,0.0,3.040167939616367e-08
1900,0.0,1.86877908703309e-08
1901,0.0,1.7325090695408107e-08
1902,4.910283846193408e-10,3.1425816615637814e-08
1903,0.0,1.7820726228023887e-08
1904,0.0,1.8811189050893518e-08
1905,0.0,2.7868098939620722e-08
1906,0.0,2.572092228092515e-08
1907,0.0,2.982849167665336e-08
1908,0.0,2.7994918383456024e-08
1909,0.0,4.015717891547865e-08
1910,0.0,3.90122991689168e-08
1911,0.0,2.8197982615552064e-08
1912,0.0,2.344239469209697e-08
1913,0.0,3.181793672979438e-08
1914,1.3393487430235496e-09,2.209925398233281e-08
1915,0.0,2.0027295377644805e-08
1916,3.2962386153911893e-09,8.789969641043172e-09
1917,0.0,2.7416060532914344e-08
1918,0.0,2.756730310693456e-08
1919,0.0,1.9336480860943084e-08
1920,0.0,4.619061400035207e-08
1921,0.0,1.6660044011018726e-08
1922,0.0,3.24629176873259e-08
1923,0.0,3.927900849021171e-08
1924,0.0,3.480738541838946e-08
1925,0.0,4.6192347724627325e-08
1926,0.0,2.5636119005412183e-08
1927,0.0,5.797597069090443e-08
1928,1.1426041224282812e-09,2.2852082892654835e-08
1929,0.0,3.5649300400564243e-08
1930,0.0,5.2518018378577835e-08
1931,0.0,2.9653927313688655e-08
1932,0.0,3.06867029564728e-08
1933,0.0,2.982372038218273e-08
1934,0.0,1.4377896206951846e-08
1935,0.0,2.8723881939640705e-08
1936,0.0,2.7886843056990074e-08
1937,0.0,1.510934133364117e-08
1938,0.0,2.2040865133021725e-08
1939,0.0,3.5176316970364496e-08
1940,0.0,1.0143131667916805e-08
1941,0.0,1.4757512545315876e-08
1942,0.0,3.6410540360520827e-08
1943,0.0,3.193558839598154e-08
1944,0.0,1.927911696952833e-08
1945,0.0,3.921307367704685e-08
1946,0.0,2.645009899993056e-08
1947,0.0,4.887557025767819e-08
1948,0.0,3.8051606310318675e-08
1949,0.0,1.47255123650325e-08
1950,0.0,2.1270722072586068e-08
1951,2.1322803522849654e-09,2.6653504292539765e-08
1952,0.0,2.5307528517259925e-08
1953,0.0,1.4005975934594517e-08
1954,0.0,1.5636057781875934e-08
1955,0.0,2.5341140741375057e-08
1956,0.0,2.616342520411763e-08
1957,1.7670075402875796e-09,3.710716001137371e-08
1958,0.0,9.926692356998501e-09
1959,0.0,2.7902691712711203e-08
1960,0.0,2.145458388724819e-08
1961,0.0,2.709782087606527e-08
1962,0.0,1.2049716779927166e-08
1963,0.0,1.8751554975438012e-08
1964,0.0,1.7035111099517053e-08
1965,0.0,1.7510538796727815e-08
1966,0.0,2.7141465963609335e-08
1967,0.0,1.5284040699725665e-08
1968,0.0,9.88111459321317e-09
1969,0.0,1.1808570121729645e-08
1970,0.0,1.7015283404475667e-08
1971,0.0,1.284599360218408e-08
1972,1.0260293725750103e-09,6.669190977248718e-09
1973,5.513203782392395e-10,1.874489363729026e-08
1974,0.0,6.750686232237513e-09
1975,0.0,1.313640396460869e-08
1976,0.0,1.3712464053128315e-08
1977,0.0,5.876781727920388e-09
1978,1.1881182704343018e-09,1.1881182260253809e-08
1979,0.0,1.345953837272873e-08
1980,0.0,1.2507331170752423e-08
1981,0.0,1.2018544381930951e-08
1982,6.207502289967692e-10,8.069752865935698e-09
1983,0.0,8.209910973278056e-09
1984,1.1598016991243298e-09,6.958810416790584e-09
1985,0.0,1.0226449020933615e-08
1986,0.0,4.7955883708539204e-09
1987,6.110816852533674e-10,7.944062296871834e-09
1988,0.0,2.99827696004229e-09
1989,0.0,1.4817929994137558e-08
1990,0.0,1.0352437129768077e-08
1991,0.0,1.582595565707834e-08
1992,0.0,7.713921945651236e-09
1993,0.0,1.827938511667071e-08
1994,0.0,1.2659823411809157e-08
1995,0.0,1.5182862966867106e-08
1996,0.0,7.473328622609188e-09
1997,9.58978896292706e-10,1.006927874414032e-08
1998,0.0,1.3350762273489636e-08
1999,0.0,8.683382013430219e-09
2000,0.0,3.092622158362701e-09
2001,4.3812117822561447e-10,1.9277331730904734e-08
2002,1.3143663935011318e-09,5.257465574004527e-09
2003,0.0,7.91715315529018e-09
2004,0.0,5.285749615779878e-09
2005,4.5037495954858286e-10,9.908249332113428e-09
2006,4.1178899179428186e-10,6.58862386870851e-09
2007,0.0,9.18730247434496e-09
2008,4.257439678578834e-10,9.79211112195344e-09
2009,0.0,1.1443662017995848e-08
2010,0.0,8.502827775203059e-09
2011,3.82397197240536e-10,1.414869643667771e-08
2012,0.0,1.5659562535574878e-08
2013,2.789125042035323e-10,2.147626254611623e-08
2014,1.0827225782605865e-09,2.165445245339015e-08
2015,0.0,3.9455041900282595e-08
2016,0.0,3.728412067971476e-08
2017,2.515611330355938e-10,1.2578056818313144e-08
2018,0.0,2.5040227669137494e-08
2019,5.1019755087367e-10,3.1122048937959335e-08
