year,jolis_ADJ cadeaux_NOUN
1987,4.277571630240118e-09
1988,7.195864348830128e-09
1989,7.134558721588746e-09
1990,6.538381391862913e-09
1991,2.344586080837985e-09
1992,9.91789939064347e-09
1993,1.1632335983335906e-08
1994,6.329911705904578e-09
1995,1.138714633697191e-08
1996,8.007138063703678e-09
1997,5.753873377756236e-09
1998,3.814503379828693e-09
1999,1.1425503210205079e-08
2000,3.092622158362701e-09
2001,2.190605918883648e-09
2002,4.81934359086722e-09
2003,5.8336921959778465e-09
2004,5.726228824443069e-09
2005,3.1526248278623825e-09
2006,8.235780057930242e-09
2007,1.1583990655594789e-08
2008,1.6178271167177627e-08
2009,1.9549588614609092e-08
2010,2.5508482437430757e-08
2011,5.430040062037733e-08
2012,3.16595496485661e-08
2013,2.7333426189102283e-08
2014,2.555225364631042e-08
2015,3.8568412463746427e-08
2016,3.04486995617026e-08
2017,3.320607078194371e-08
2018,2.581466773676766e-08
2019,3.3162841361900064e-08
