year,divers_DET anneaux_NOUN,divers_DET canaux_NOUN
1897,1.1653427112179315e-09,2.4472196047398143e-08
1898,6.224190496340043e-09,1.9238406423482957e-08
1899,5.527578395003729e-10,1.4371703827009696e-08
1900,2.07642125715779e-09,1.972600216504361e-08
1901,2.794369402536745e-09,2.4031576728589243e-08
1902,4.419255628107521e-09,3.486301453081708e-08
1903,5.400220270956879e-10,2.5381035939631147e-08
1904,8.061937784020756e-09,2.364835172130597e-08
1905,3.096455536422127e-09,2.37394921498435e-08
1906,3.600929110447737e-09,2.1091157265118454e-08
1907,8.228549397415463e-09,3.6514187840008816e-08
1908,1.4734167219643268e-09,1.915441782962546e-08
1909,6.60118004702781e-09,1.4302557360679202e-08
1910,1.6032452032632705e-09,1.3360376693860587e-08
1911,5.320374141248863e-10,3.77746552926439e-08
1912,5.209421227725386e-10,1.7712032729377825e-08
1913,1.113627856597077e-08,2.386345443472493e-08
1914,2.678697486047099e-09,2.209925398233281e-08
1915,1.1780761921542648e-09,1.6493066468115103e-08
1916,0.0,1.9777431248257926e-08
1917,1.0966424435210342e-09,2.7416060532914344e-08
1918,1.1486376294556067e-09,2.412139021856774e-08
1919,1.8415696745321952e-09,1.6574126959767455e-08
1920,7.572231730534895e-10,1.8930579770426448e-08
1921,3.0290989716519334e-09,9.087297248022708e-09
1922,3.6889677978990676e-09,1.1804696498085576e-08
1923,5.307974060286824e-09,2.3355086309351236e-08
1924,0.0,1.6759112098085893e-08
1925,4.399271169575059e-09,9.898360353588487e-09
1926,4.458455382660986e-09,1.0031524944054127e-08
1927,1.1149224876660924e-09,4.4596899506643695e-09
1928,2.2852082448565625e-09,1.82816659588525e-08
1929,3.342121912552898e-09,2.1166771446701205e-08
1930,2.100720708497761e-09,1.470504518152893e-08
1931,0.0,1.0264820993199919e-08
1932,2.1919073223131136e-09,9.863582839386709e-09
1933,0.0,8.02946376055047e-09
1934,0.0,9.585264137967897e-09
1935,1.196828414151696e-09,8.377798899061872e-09
1936,0.0,1.091224355320719e-08
1937,0.0,2.0145789036973838e-08
1938,0.0,2.9819993030422154e-08
1939,0.0,9.176430282309411e-09
1940,0.0,1.2678914806940611e-08
1941,5.9030051957620344e-09,1.7709016475464523e-08
1942,0.0,3.034211770724937e-09
1943,0.0,1.1612940831184915e-08
1944,3.2131861615880553e-09,0.0
1945,4.357008087652048e-09,2.6142048525912287e-08
1946,5.568441707737293e-09,2.0881657292193267e-08
1947,1.1920870957027319e-09,1.4305045148432782e-08
1948,1.0871887834440486e-09,1.4133454184772631e-08
1949,9.817008317369869e-10,1.668891336237266e-08
1950,1.0635361480382244e-09,1.4889506516624351e-08
1951,1.0661401761424827e-09,9.595261474260042e-09
1952,4.217921456550755e-09,2.4253048791500476e-08
1953,1.0773827385790469e-09,1.2928593307037772e-08
1954,1.9545072227344917e-09,2.34540866728139e-08
1955,9.385607846468247e-10,2.1586897602787758e-08
1956,8.72114158667614e-10,2.0930739363933526e-08
1957,1.7670075402875796e-09,2.3854601849393475e-08
1958,2.4816730892496253e-09,2.2335058080802384e-08
1959,6.200598257066758e-09,2.4802393583378546e-08
1960,2.7683333403416555e-09,1.5225833038812198e-08
1961,0.0,1.320150300188061e-08
1962,6.341956404476434e-10,2.727041215067061e-08
1963,1.939815863494232e-09,1.5518527352043066e-08
1964,0.0,2.068549243006146e-08
1965,5.472043373977442e-10,2.4624195404943094e-08
1966,3.3234448526542337e-09,1.9940668449791588e-08
1967,1.4791006197611978e-09,1.9721342781053863e-08
1968,8.982831700699023e-10,2.60502110993599e-08
1969,1.8167031212712459e-09,3.270065462857019e-08
1970,1.8394900047624674e-09,3.541018434027876e-08
1971,1.541519245584766e-09,2.723350611688602e-08
1972,2.0520587451500205e-09,2.9241836674298582e-08
1973,2.7566018356850464e-09,2.6463379043661917e-08
1974,5.625571675160757e-10,1.7439271360331077e-08
1975,1.1422960355389478e-09,3.484002775167028e-08
1976,2.285410749536254e-09,2.285410793945175e-08
1977,5.876781838942691e-10,2.4094806150287695e-08
1978,1.7821774056514528e-09,2.0198010375338527e-08
1979,2.9259866751729646e-09,2.925986741786346e-08
1980,0.0,4.0933083644834056e-08
1981,1.8976649140967083e-09,4.491140043194619e-08
1982,1.8622506869903077e-09,3.289976291398489e-08
1983,0.0,3.220811350956865e-08
1984,5.799008495621649e-10,4.5232265932781957e-08
1985,2.4062232206745193e-09,4.090579608373446e-08
1986,5.994485463567401e-10,3.7765257587807355e-08
1987,6.110816852533674e-10,4.460896363411848e-08
1988,0.0,3.1182079140990027e-08
1989,0.0,3.237992241000853e-08
1990,0.0,5.067245467671455e-08
1991,1.1722930404189924e-09,4.6891720728581276e-08
1992,1.65298330578878e-09,3.250866953408149e-08
1993,3.323524566667402e-09,3.5450928637104084e-08
1994,2.637463358823311e-09,4.3781891889693725e-08
1995,1.0844901643380922e-09,3.5245930340987996e-08
1996,1.6014276571496566e-09,5.124568480674441e-08
1997,0.0,4.267455921969088e-08
1998,0.0,4.005228471104516e-08
1999,1.8280804647829996e-09,4.1588830157479606e-08
2000,2.2090157481002848e-09,4.152949628632996e-08
2001,8.762423564512289e-10,4.162151157061089e-08
2002,1.3143663935011318e-09,5.432714633712976e-08
2003,2.083461403401543e-09,4.250261459448623e-08
2004,4.404791253964646e-10,4.0964556913269945e-08
2005,1.3511248786457486e-09,4.593824742826769e-08
2006,1.2353669198716943e-09,4.406142295465543e-08
2007,0.0,4.633596334402412e-08
2008,8.514879357157668e-10,5.449522885725422e-08
2009,1.907277002999308e-09,3.0993250854649546e-08
2010,0.0,4.2041758518962524e-08
2011,7.64794394481072e-10,3.21213633469597e-08
2012,3.404252713057332e-10,3.438295193003427e-08
2013,8.367375126105969e-10,2.9843636895066084e-08
2014,4.330890368553497e-10,3.854492450217073e-08
2015,1.10828768384863e-09,3.103205603594006e-08
2016,1.4499380585064614e-09,2.941302945647095e-08
2017,1.5093667982135628e-09,3.245138557872451e-08
2018,1.5488800242380307e-09,2.4523933661591002e-08
2019,5.1019755087367e-10,3.163224893132366e-08
