year,ces_DET heures_NOUN,ces_DET coeurs_NOUN
1838,6.173294133660079e-07,1.5780404538645598e-08
1839,6.278344972798777e-07,1.4682098203877558e-08
1840,6.745500469307331e-07,5.7327197988676915e-09
1841,6.664529230704375e-07,1.1556987367100646e-08
1842,7.72121294900785e-07,8.720745015011744e-09
1843,7.448614844918211e-07,1.240451308337498e-08
1844,7.480909118839918e-07,1.2074834465636286e-08
1845,7.617011354987824e-07,1.6740683339566687e-08
1846,6.117954001183534e-07,1.9319854160926297e-08
1847,8.122194863346976e-07,7.011190739092399e-09
1848,7.06370484659935e-07,1.0458788002321029e-08
1849,1.1261933794415313e-06,5.027648741773305e-09
1850,7.128445957960139e-07,6.1100964288129944e-09
1851,7.874764538229329e-07,1.0319102461409102e-08
1852,8.821789183599549e-07,1.3021090428111393e-08
1853,9.447596340805831e-07,1.015228412448721e-08
1854,9.076826055220977e-07,1.558699347370407e-08
1855,8.793594616918199e-07,1.1675261646360013e-08
1856,8.909942721402331e-07,8.28350277259915e-09
1857,9.767899662449508e-07,1.1715622250108026e-08
1858,9.3860704808435e-07,7.829881631948865e-09
1859,1.262349769604043e-06,1.0184346921349174e-08
1860,1.1983067480514364e-06,5.034902272882391e-09
1861,1.0304380406722657e-06,1.0375120595984555e-08
1862,1.0323598704786718e-06,1.1746764477793548e-08
1863,1.0453741552396423e-06,1.0988165932701577e-08
1864,1.1018284880037754e-06,1.4863656416785886e-08
1865,1.028445485218299e-06,8.001635798393636e-09
1866,1.0144803077594133e-06,9.244664589402873e-09
1867,1.0127817731131472e-06,1.7955402498159856e-08
1868,1.0181080236648654e-06,6.421836395986702e-09
1869,1.1280929532730966e-06,7.813630631403612e-09
1870,9.88550018732326e-07,1.204150201772336e-08
1871,1.255423162760394e-06,1.0621177048975028e-08
1872,1.2245862084370174e-06,9.675742762560446e-09
1873,8.799426467476223e-07,8.380406590902112e-09
1874,1.1536969939385244e-06,4.779687312606029e-09
1875,9.835304997096728e-07,5.721527251978387e-09
1876,9.661531734650453e-07,9.06902219988126e-09
1877,9.054570888622493e-07,1.7317484335421796e-08
1878,1.0272490058582662e-06,9.662541822219595e-09
1879,8.614148505614594e-07,8.553055041993218e-09
1880,9.158266767173018e-07,6.417846254436199e-09
1881,1.0647018857667945e-06,1.0458761079412682e-08
1882,1.1307498866131027e-06,1.4641847512208983e-08
1883,9.63067265047357e-07,8.21514056781325e-09
1884,1.1090850584594136e-06,1.0562715146988921e-08
1885,1.006163740768784e-06,5.156508664505566e-09
1886,9.512405583222971e-07,8.38950331427668e-09
1887,1.1203634127099349e-06,1.1099172247952538e-08
1888,1.0639551195623653e-06,6.974676391990897e-09
1889,9.855060216779066e-07,1.1277245803853475e-08
1890,1.1502948300545768e-06,6.554386366985909e-09
1891,1.0804302590372572e-06,1.0198751843049081e-08
1892,1.0167527051407887e-06,7.522214628963297e-09
1893,1.178720943961764e-06,1.1085149909106917e-08
1894,1.2388825965103933e-06,1.9534772022211655e-08
1895,1.431828437148397e-06,1.083350631425617e-08
1896,1.2708097258951057e-06,7.666137447071009e-09
1897,1.1735000873258628e-06,1.0488084734028291e-08
1898,1.1543043942907616e-06,9.053367944211743e-09
1899,1.2481271749464895e-06,1.326618814800895e-08
1900,1.1954995891017006e-06,7.786579381274805e-09
1901,1.0842153104206886e-06,5.58873880507349e-09
1902,1.0183928793594532e-06,1.1293653123800595e-08
1903,1.2690518147451257e-06,5.940242076007962e-09
1904,1.2200399730488698e-06,1.0749250378694342e-08
1905,1.1869746128212455e-06,6.708986977077558e-09
1906,1.1893354887604346e-06,7.2018581098731715e-09
1907,1.2239966871163688e-06,7.199980667227379e-09
1908,1.2936599276258676e-06,1.2769611368312894e-08
1909,1.3807468626225727e-06,1.595285298305882e-08
1910,1.3274870003243677e-06,1.1222716866932103e-08
1911,1.452994148110065e-06,1.3300935464144459e-08
1912,1.3091276080956504e-06,1.8753916364300238e-08
1913,1.5410487677058882e-06,1.1136278343926165e-08
1914,1.5402510875617281e-06,1.8081207919795617e-08
1915,2.8992455529675e-06,4.5944971827083236e-08
1916,2.942442414166635e-06,2.307366964160451e-08
1917,2.743799454307805e-06,2.4126133979507358e-08
1918,2.7509870408337633e-06,2.412139110674616e-08
1919,2.8323340682256948e-06,2.4861190439651182e-08
1920,2.0679765544429074e-06,9.843901249695364e-09
1921,1.8076148275980586e-06,1.1359121254717053e-08
1922,1.6268348019821133e-06,1.475587119159627e-08
1923,1.692182074464199e-06,9.554353308516284e-09
1924,1.7919358361595528e-06,1.4180787211159895e-08
1925,1.6937193585420118e-06,2.5295809891190402e-08
1926,1.5638032682119274e-06,1.4489980437737415e-08
1927,1.7671521028717052e-06,1.2264147142282411e-08
1928,1.5562268345092889e-06,1.599645738092903e-08
1929,1.5284637786550093e-06,2.1166771446701205e-08
1930,1.3990800233898426e-06,8.402882945013346e-09
1931,1.3595184773507185e-06,1.4826963656844327e-08
1932,1.451042655364887e-06,1.4247397595035238e-08
1933,1.41089141614259e-06,1.0323596200123575e-08
1934,1.38986324671464e-06,1.7972370258689807e-08
1935,1.4601306572714634e-06,1.0771455727365264e-08
1936,1.476790199461675e-06,2.3036958562983045e-08
1937,1.7929752491596673e-06,1.76275650742852e-08
1938,1.9266308921572772e-06,2.0744342577039276e-08
1939,1.9989323973845785e-06,1.6823455517567254e-08
1940,1.5392202232789032e-06,2.028626333583361e-08
1941,2.0306337820130693e-06,4.7224041566096275e-08
1942,1.938861319272789e-06,4.247896612241675e-08
1943,1.9364578425218326e-06,5.516146917017295e-08
1944,2.0018149449185785e-06,2.8918675454292497e-08
1945,2.230788129331529e-06,2.832055301382752e-08
1946,1.8974465021415199e-06,1.3921104269343232e-08
1947,1.6593852372182027e-06,3.457052732969146e-08
1948,1.727542962903783e-06,3.6964420191409886e-08
1949,1.4126675145220702e-06,1.6688914028506474e-08
1950,1.3751522009997075e-06,2.1270722516675278e-08
1951,1.361461002602482e-06,9.595261474260042e-09
1952,1.310719081715206e-06,1.581720565635436e-08
1953,1.2465318803833725e-06,1.5083358784195866e-08
1954,1.354473554648905e-06,7.818028668893362e-09
1955,9.864273540216573e-07,8.447047061821422e-09
1956,1.2331694585476782e-06,1.3081712602058815e-08
1957,1.2545753076409483e-06,1.1485548956358116e-08
1958,1.214365298096709e-06,1.5717262158432277e-08
1959,1.1137824680318431e-06,1.0851046838844525e-08
1960,1.1578553991142826e-06,1.9378333604436193e-08
1961,1.288883572314603e-06,1.1811870925804158e-08
1962,1.1459915487677108e-06,1.5220695481765745e-08
1963,1.3139020360597442e-06,1.4871922693338036e-08
1964,1.2259195738550943e-06,1.7035110877472448e-08
1965,1.1491291314058572e-06,2.79074209297292e-08
1966,1.0479929848372649e-06,1.4955502058988657e-08
1967,1.1596149835924052e-06,2.36656114704914e-08
1968,1.3254167781084902e-06,1.796566395650956e-08
1969,1.1209057735328543e-06,1.5441976891628073e-08
1970,1.0508086631944025e-06,1.4256047370375668e-08
1971,1.2193417422423636e-06,9.249115362486293e-09
1972,1.162491233053231e-06,1.3851396807318395e-08
1973,1.0403415382498338e-06,8.821126051827832e-09
1974,1.0249791462246804e-06,7.875800567269664e-09
1975,8.984158537117537e-07,1.8847885030481848e-08
1976,1.0050093769420343e-06,2.1140049599743804e-08
1977,8.815172822806971e-07,1.3516598507123945e-08
1978,8.999995975145225e-07,1.6039596650863075e-08
1979,8.309802184136572e-07,2.1067104394312253e-08
1980,9.329332386620592e-07,1.7055451717595815e-08
1981,8.805164908309848e-07,1.8344093855038324e-08
1982,8.349090627746136e-07,1.8001756973973215e-08
1983,1.0319226628752176e-06,2.8418921327322266e-08
1984,9.643751179844173e-07,2.6095538452342026e-08
1985,8.776698994239496e-07,2.165600931913758e-08
1986,9.489270205165212e-07,1.738400823292352e-08
1987,9.447322879552189e-07,2.016569633500609e-08
1988,1.035604859644934e-06,2.038828239570023e-08
1989,9.198092989493034e-07,2.3598924814294264e-08
1990,9.611420201949272e-07,1.2531897519707513e-08
1991,8.856674105217621e-07,3.04796188288492e-08
1992,9.669951968049872e-07,1.6529832391753985e-08
1993,9.898563932964066e-07,3.2127404681059346e-08
1994,1.0660626710290444e-06,2.215469208088905e-08
1995,9.033803305413812e-07,2.6027763055935793e-08
1996,9.320309057869736e-07,1.3345230476247139e-08
1997,9.556224433993066e-07,1.8700088033618556e-08
1998,9.445663766705081e-07,2.956240197082849e-08
1999,9.45117571760079e-07,1.3253582953343113e-08
2000,9.352972600851217e-07,2.2090157481002848e-08
2001,9.331980797000483e-07,1.5334241071363053e-08
2002,8.876354526954344e-07,2.5411083903748022e-08
2003,9.875607522857877e-07,7.083769126836614e-09
2004,9.342562181657854e-07,1.5857249208162116e-08
2005,9.210167895012944e-07,1.666387328125296e-08
2006,1.0241192098803253e-06,1.0294725072412803e-08
2007,9.698596445950614e-07,9.187302696389565e-09
2008,1.084369912751626e-06,1.0643599057669206e-08
2009,1.1581939896032623e-06,1.0490023960585404e-08
2010,1.2655041992104543e-06,5.196172492283324e-09
2011,1.3628636437168495e-06,4.206369197401472e-09
2012,1.5101265361527894e-06,3.744677928851914e-09
2013,1.654787880056574e-06,1.8408224888855074e-08
2014,1.948467519552466e-06,4.287581401030138e-08
2015,1.825349870920867e-06,1.462939783203332e-08
2016,1.8229863938401536e-06,9.528164174321674e-09
2017,1.605211553012964e-06,2.264050197320344e-09
2018,1.916480867336645e-06,1.936100102462035e-08
2019,1.8451294394594697e-06,4.642797568621404e-08
