year,certains_DET anneaux_NOUN,certains_DET canaux_NOUN
1982,2.296775836185816e-08,4.159026634198426e-08
1983,1.1999100824056086e-08,4.357568172963511e-08
1984,4.639206796497319e-09,3.4214150290701184e-08
1985,1.1429560631270874e-08,3.128090186876875e-08
1986,9.591176519663236e-09,2.277904465053382e-08
1987,1.2221633927111952e-08,2.933192072562818e-08
1988,8.99483088012687e-09,3.4780011648472e-08
1989,1.317149311841348e-08,3.402635651017505e-08
1990,7.62811153132148e-09,3.5416232169183104e-08
1991,9.378344545396544e-09,2.6962739874125674e-08
1992,2.7549720282848966e-09,4.187557722801216e-08
1993,6.09312805766038e-09,2.5480354270968064e-08
1994,6.329912038971486e-09,2.5319648155885943e-08
1995,4.880205739521415e-09,3.578817392435596e-08
1996,6.939519847648512e-09,2.882569738460461e-08
1997,8.151320507465698e-09,2.3015493955114152e-08
1998,2.3840645013706308e-09,3.3376904573501065e-08
1999,6.398281460207045e-09,2.833524792578146e-08
2000,4.418031274155965e-09,3.490244804282838e-08
2001,5.695575205910686e-09,3.198284681538155e-08
2002,7.886198583051396e-09,2.7601695817836003e-08
2003,1.2500769308587678e-09,2.3334769228000596e-08
2004,6.166707866572807e-09,3.523833091989559e-08
2005,4.053374524914943e-09,3.693074646093919e-08
2006,5.765045663075341e-09,4.2414266765433695e-08
2007,6.391167151065247e-09,3.235528422962375e-08
2008,2.128719839289417e-09,3.1079309348314155e-08
2009,6.675469732542183e-09,4.4344190541778516e-08
2010,2.3618965672156378e-09,3.3066550830795904e-08
2011,8.412738394802943e-09,3.3650952691033353e-08
2012,2.3829769546512836e-09,4.391485930455019e-08
2013,2.7891249310130206e-09,2.593886261337275e-08
2014,2.165445156521173e-09,4.417508270293524e-08
2015,3.768178213903184e-09,2.726387759999227e-08
2016,3.7284121345848575e-09,2.2163339163938645e-08
2017,1.760927903493581e-09,3.597324127468937e-08
2018,2.0651733656507076e-09,2.813798705147974e-08
2019,3.826481576041374e-09,4.489738358870454e-08
