year,vos_DET offres_NOUN,vos_DET coffres_NOUN
1847,6.417936049274431e-08,2.8584086209093584e-08
1848,6.033916122305527e-08,4.98803736093123e-08
1849,5.0276488972045286e-08,3.4355601030711114e-08
1850,9.97982443351475e-08,7.87523504186538e-08
1851,1.0383596249496918e-07,3.0957306051959677e-08
1852,1.328151206791972e-07,2.2135854038651814e-08
1853,1.0092564606267729e-07,5.255300172812838e-08
1854,8.416976610137183e-08,6.28675422831293e-08
1855,5.5722839675809155e-08,5.306937111981824e-08
1856,1.0820325480054294e-07,4.555926480520611e-08
1857,9.665387873392106e-08,3.5146866084190265e-08
1858,1.3751229976932677e-07,3.71919373076679e-08
1859,8.809459828285071e-08,4.073738679721828e-08
1860,1.1122556742293455e-07,4.073693560258107e-08
1861,1.2214345979089103e-07,5.093240940112764e-08
1862,1.1340145622540376e-07,4.156547461775517e-08
1863,7.142307567598039e-08,7.342092828155344e-08
1864,1.6589758011775757e-07,3.691940619887646e-08
1865,1.6756365761594338e-07,6.354240117412147e-08
1866,1.0461067923017708e-07,5.984703871364516e-08
1867,1.2326141352048126e-07,4.610171089325377e-08
1868,8.496583614459041e-08,4.1494942593089945e-08
1869,1.1232093677371324e-07,3.906815404519648e-08
1870,7.626284892481294e-08,2.408300403544672e-08
1871,9.134212164418898e-08,4.142259157902117e-08
1872,5.865919283642995e-08,3.9912439575573444e-08
1873,6.285304721131979e-08,2.993002112816612e-08
1874,1.099328050813142e-07,2.2106053876314036e-08
1875,1.4818754823231473e-07,3.6045619822289154e-08
1876,1.354307306300484e-07,3.748529309177684e-08
1877,9.400919964708265e-08,2.6594708990579363e-08
1878,9.541760070952421e-08,1.8117265909722846e-08
1879,8.553055463877968e-08,3.2379422587602846e-08
1880,9.690947644358516e-08,3.14474477569604e-08
1881,9.133984690823382e-08,2.091752243638112e-08
1882,8.785108018827259e-08,4.326000402343766e-08
1883,6.888079290279236e-08,1.579834751908038e-08
1884,7.195849960339729e-08,2.442627788923346e-08
1885,4.4474886218281995e-08,1.933690718658454e-08
1886,6.001721380988201e-08,1.355227396970804e-08
1887,7.377684518861116e-08,8.4876022321545e-09
1888,4.945679576984219e-08,3.614150201336486e-08
1889,9.335053974268703e-08,3.57112810434046e-08
1890,8.192983314003754e-08,2.2284913470116408e-08
1891,6.055508927627073e-08,1.0198752065093686e-08
1892,4.764069272411575e-08,2.4447198043731078e-08
1893,4.249307394843527e-08,1.847524977449666e-08
1894,4.222031435574536e-08,8.192000855444803e-09
1895,5.8982422057596295e-08,1.023164486468886e-08
1896,4.540712200684638e-08,2.5946928161602045e-08
1897,3.903898149193452e-08,1.631479840114025e-08
1898,6.167606958484839e-08,2.82917743676947e-08
1899,4.2009595802028343e-08,1.5477219506010442e-08
1900,4.152842336679896e-08,1.193942211763499e-08
1901,4.1356667646041956e-08,7.265360757457984e-09
1902,4.76297550844329e-08,6.38336894454028e-09
1903,3.7801541452608944e-08,1.5120615870500842e-08
1904,4.568431322127253e-08,9.13686282189019e-09
1905,4.438252787508645e-08,1.2901897328276846e-08
1906,3.652371005635757e-08,1.3374879870298173e-08
1907,6.377126088308316e-08,1.4399961223432456e-08
1908,5.402527847309102e-08,1.5716445034286153e-08
1909,4.8408654862441836e-08,8.251475058784763e-09
1910,4.863177049951872e-08,1.7635697235895975e-08
1911,6.65046777648115e-08,3.298631845449762e-08
1912,5.5740806970128176e-08,1.510732161591477e-08
1913,4.189361879625153e-08,1.3787773589513108e-08
1914,3.549274146807946e-08,1.4732836284281348e-08
1915,1.767114277129167e-08,1.295883844676382e-08
1916,4.8344833913915863e-08,9.888715624128963e-09
1917,3.838248474608008e-08,1.0966424435210342e-09
1918,3.6756403254400993e-08,5.743188147278033e-09
1919,5.1563951330990676e-08,2.301962176431971e-08
1920,2.7260033785836413e-08,1.4387239843927091e-08
1921,2.6504616779110535e-08,1.060184651180407e-08
1922,4.943216680430851e-08,1.1804696775641332e-08
1923,4.458698299458774e-08,1.5923922180860473e-08
1924,6.059063639707318e-08,1.4180787211159895e-08
1925,5.059161689580094e-08,7.698724324711748e-09
1926,2.0063049888108253e-08,1.6719207018844884e-08
1927,6.24356558676098e-08,1.4493992672726108e-08
1928,3.542072923856665e-08,1.7139061725401916e-08
1929,8.466708978360771e-08,2.4508894469477127e-08
1930,6.93237828253146e-08,1.05036033204442e-08
1931,6.72916034005766e-08,7.983749661377715e-09
1932,4.274219378430644e-08,1.3151444377967891e-08
1933,6.538277275147664e-08,5.735331320977366e-09
1934,3.714289675826876e-08,2.516131836216573e-08
1935,5.744776387928141e-08,1.0771455727365264e-08
1936,2.5461901032031165e-08,7.274828739411987e-09
1937,3.0218684332616874e-08,1.7627565185307503e-08
1938,3.241303758727554e-08,3.8895642262559704e-09
1939,3.6705721129237645e-08,1.070583532936098e-08
1940,3.803674530900025e-08,5.0715658339584024e-09
1941,1.7709016475464523e-08,2.3612020783048138e-08
1942,4.551317789314169e-08,1.2136847082899749e-08
1943,4.645176332473966e-08,1.7419411024732767e-08
1944,1.2852744646352221e-08,2.2492303131116387e-08
1945,2.3963544037997053e-08,6.535512131478072e-09
1946,5.4292307538617024e-08,5.568441707737293e-09
1947,4.5299308082391576e-08,1.549713246618012e-08
1948,4.2400363886585524e-08,1.522064252412747e-08
1949,5.3993545634511975e-08,2.1597418964347526e-08
1950,3.509669355139522e-08,1.7016577702477775e-08
1951,5.117472945403989e-08,1.0661401539380222e-08
1952,8.541291407482277e-08,2.1089607837865287e-09
1953,3.124409886368085e-08,1.0773827163745864e-08
1954,5.2771696346098906e-08,5.863521668203475e-09
1955,6.382213335598408e-08,9.385607846468247e-10
1956,4.273359266449006e-08,9.593255967388359e-09
1957,4.59421976017893e-08,1.4136060155767183e-08
1958,4.4670112941957996e-08,1.1581140491045971e-08
1959,5.658045765244424e-08,1.4726420638488946e-08
1960,4.498541628095154e-08,8.304999854491513e-09
1961,5.419564130804133e-08,6.94815938118154e-09
1962,6.595634971517939e-08,9.512934440181198e-09
1963,4.008952991796377e-08,8.405868778815773e-09
1964,6.692364862281863e-08,1.3993127434552832e-08
1965,1.1053527870785729e-07,1.0396882466068291e-08
1966,4.874385695075034e-08,1.5509408868297214e-08
1967,6.064312646492098e-08,9.860671390526932e-09
1968,4.26684513277209e-08,9.431973424511852e-09
1969,5.1776038900719357e-08,1.0900218921916505e-08
1970,6.070317226658517e-08,1.241655755990223e-08
1971,7.245140665190775e-08,1.3359833239690033e-08
1972,5.7970659828043836e-08,1.2825367434743384e-08
1973,7.387693223837033e-08,8.821126051827832e-09
1974,5.850594431144884e-08,1.1813700295792984e-08
1975,5.882824494207739e-08,6.282628195464213e-09
1976,4.685091936629249e-08,1.0284348428424295e-08
1977,4.760193350605846e-08,8.815172591880582e-09
1978,5.1683144097758316e-08,1.2475242172627077e-08
1979,5.5008548160984105e-08,8.777960247563499e-09
1980,4.2638628627855724e-08,1.0801786243241907e-08
1981,1.9609203150139365e-08,7.590659656386833e-09
1982,3.0416761775953205e-08,8.690503427999374e-09
1983,2.7787390166622572e-08,6.315316269933646e-09
1984,4.117295865357917e-08,1.1018116197192285e-08
1985,2.2257564680217e-08,9.624893104742682e-09
1986,4.555808802431116e-08,1.0790073723399018e-08
1987,4.888653393209097e-08,4.888653482026939e-09
1988,3.298104522819756e-08,1.0194141530917022e-08
1989,3.73192301506009e-08,9.878619700032232e-09
1990,5.503137634477184e-08,4.358920779878872e-09
1991,3.1065765349058694e-08,5.8614650910726596e-09
1992,7.438424326489113e-08,2.7549720282848966e-09
1993,5.4838152352409963e-08,6.647049133334804e-09
1994,5.960666982218754e-08,5.802419378309054e-09
1995,6.994961410100586e-08,1.084490158786977e-08
1996,5.231330391097799e-08,5.871901187504136e-09
1997,5.034639116718864e-08,1.438468344439059e-09
1998,4.3866787202695434e-08,5.2449422582867555e-09
1999,5.2100293523871244e-08,5.484241422104574e-09
2000,5.699260652303195e-08,9.277866475088103e-09
2001,4.687896701383032e-08,3.5049694258049158e-09
2002,3.1544794332205583e-08,7.886198361006791e-09
2003,3.250199820392652e-08,1.2084076517204778e-08
2004,2.9512100874207192e-08,4.845270407116686e-09
2005,3.422849603751388e-08,9.007498746882447e-09
2006,4.15906873385552e-08,7.0004128605027915e-09
2007,3.0757491498167866e-08,5.592271090648637e-09
2008,4.129716479894796e-08,8.089135583588813e-09
2009,2.527142073383004e-08,1.049002329445159e-08
2010,3.448369056968659e-08,1.4171378737160012e-08
2011,6.84490994995457e-08,8.795135258976572e-09
2012,5.514889306335036e-08,1.8042538824092347e-08
2013,7.697984949484038e-08,2.4823213318203585e-08
2014,1.2213111055814352e-07,1.970555163488541e-08
2015,5.319780900514548e-08,1.7954261022357088e-08
2016,7.788238920447554e-08,1.822779316373868e-08
2017,4.4023198086939885e-08,1.3835861900624025e-08
2018,7.150662983956835e-08,1.9877293810921515e-08
2019,1.0229461033794962e-07,1.3520234709574197e-08
