year,avons_VERB osé_VERB,avons_VERB causé_VERB
1950,1.4889506516624351e-08,1.3932323383869516e-07
1951,1.2793682557799002e-08,2.0896347052712372e-07
1952,1.687168627029223e-08,1.0017564022746228e-07
1953,2.2625037843226892e-08,1.2820854067285836e-07
1954,1.8567819282111486e-08,1.6906487587675656e-07
1955,1.0324168187025862e-08,9.104039833118804e-08
1956,1.744228228517386e-08,8.546718532898012e-08
1957,1.9437083054185678e-08,7.686482916824389e-08
1958,3.060729980575161e-08,6.783239570040678e-08
1959,1.9376869886400527e-08,1.0541017303467015e-07
1960,1.4533750203327145e-08,8.37420870425376e-08
1961,2.36237411854745e-08,1.535543248110116e-07
1962,3.297817485758969e-08,1.2874171773091803e-07
1963,2.7804029301137234e-08,9.763740393964326e-08
1964,4.9280142633278956e-08,1.4236485412766342e-07
1965,2.954903344232207e-08,8.91943088277003e-08
1966,3.7665706997813686e-08,8.087049252480938e-08
1967,2.6130779318123132e-08,8.97321044135424e-08
1968,3.2787337289619245e-08,1.1093796814520829e-07
1969,4.178417256639477e-08,6.585548817383824e-08
1970,2.483311511980446e-08,8.829552200495527e-08
1971,2.723350611688602e-08,1.0585098664250836e-07
1972,2.565073486948677e-08,8.31083823982226e-08
1973,2.3155456219114967e-08,1.356248162664997e-07
1974,1.6876715136504572e-08,5.456804430536977e-08
1975,2.6843956391076063e-08,1.005220511274274e-07
1976,2.285410793945175e-08,1.0112942305795514e-07
1977,2.9971587878208084e-08,6.817067088604745e-08
1978,2.4356424432880885e-08,5.4653440884067095e-08
1979,3.5697038214266286e-08,9.070558348867053e-08
1980,2.615169236719339e-08,8.584577670944782e-08
1981,1.8976647808699454e-08,6.515315931210353e-08
1982,2.9175261317959666e-08,3.5382761609525915e-08
1983,3.220811350956865e-08,5.241712486281358e-08
1984,2.551563760277986e-08,6.900820181954259e-08
1985,2.707001200974446e-08,1.1790493914531908e-07
1986,2.577628777089558e-08,4.91547815784088e-08
1987,1.8943532964499354e-08,5.010869941202145e-08
1988,3.1182079140990027e-08,4.797243136067664e-08
1989,3.0733485090195245e-08,6.969915489207779e-08
1990,2.887784944505256e-08,8.22746315520817e-08
1991,4.10302547493302e-08,5.7442360201775955e-08
1992,2.0386792698445788e-08,4.0773585396891576e-08
1993,3.157348160698348e-08,6.480872372094382e-08
1994,2.9012095836833396e-08,8.650879834704028e-08
1995,2.2232049090575856e-08,7.374533339543632e-08
1996,3.25623616959092e-08,4.697520950003309e-08
1997,2.061804593722627e-08,5.4661796866639634e-08
1998,2.4794271524797296e-08,1.0013071261028017e-07
1999,2.1479944933844308e-08,5.392837465478806e-08
2000,2.9159007652879154e-08,6.494506266108147e-08
2001,2.93541191354052e-08,6.396569318667389e-08
2002,2.716357272447567e-08,7.75476181047452e-08
2003,2.1251306492331423e-08,5.75035379313249e-08
2004,2.686922684347337e-08,5.94646820673006e-08
2005,2.2518747755384538e-08,7.205998997505958e-08
2006,2.2236605445868918e-08,7.082770991928555e-08
2007,2.3966876483427768e-08,9.107413490028193e-08
2008,2.8950589481269162e-08,6.769329274902702e-08
2009,2.145686650578682e-08,4.577464807198339e-08
2010,3.684558436134466e-08,4.015224064346512e-08
2011,3.6327733710095345e-08,5.0858826483590747e-08
2012,3.1319125071149756e-08,6.468080471222493e-08
2013,3.151711425175563e-08,1.0012958995275767e-07
2014,3.269822101970021e-08,9.354722863008647e-08
2015,2.438232904466986e-08,9.797263089694752e-08
2016,3.5212782023563705e-08,1.3298003409545345e-07
2017,2.842640789424422e-08,7.34558511794603e-08
2018,3.4333506704342653e-08,9.990276339522097e-08
2019,3.035675533169524e-08,8.902947001843131e-08
