year,six_DET anneaux_NOUN,six_DET canaux_NOUN
1845,2.5669048664411775e-08,3.348136878855712e-09
1846,3.33706573485415e-08,8.196302081486806e-09
1847,3.88312111354594e-08,6.47186837454683e-09
1848,1.1263310673026439e-08,2.815827571112095e-08
1849,3.5193542968769975e-08,2.513824481908955e-09
1850,5.091746846375145e-08,1.2899092460827433e-08
1851,2.5152811389261842e-08,1.2898877521649865e-09
1852,2.864639925270751e-08,9.765818376195057e-09
1853,4.419229693297666e-08,5.971931837933653e-10
1854,1.454786069388092e-08,1.0391328908454511e-09
1855,1.326734277995456e-08,7.429711956774554e-09
1856,2.4332790005132665e-08,2.0708756931497874e-09
1857,1.2691924067276261e-08,2.4407544874094356e-09
1858,6.410715513993637e-08,1.9085336866453417e-08
1859,1.171199848215565e-08,2.036869339860914e-09
1860,2.9751694774482473e-08,2.746310290291376e-09
1861,1.5091083938045813e-08,4.244367302064234e-09
1862,2.0330938266255316e-08,6.325180823552046e-09
1863,1.6482248454963155e-08,9.989241434027463e-09
1864,3.5960461275408306e-08,3.356309563606885e-09
1865,4.5185707620021276e-08,8.47231973466478e-09
1866,7.930948964229856e-08,2.3841502994059738e-08
1867,7.910082544526631e-08,1.94112459439566e-09
1868,4.841076650663467e-08,6.91582358047782e-09
1869,4.0533209677562354e-08,5.371870948067681e-09
1870,3.4404292303946704e-08,1.7202147262196377e-08
1871,2.230447138096281e-08,3.080141297573391e-08
1872,5.382131884612562e-08,4.8378714367913744e-09
1873,3.831042683088981e-08,3.591602570907071e-09
1874,6.512324146612514e-08,2.3898436563030145e-09
1875,2.6319025181464895e-08,4.005069165202713e-09
1876,5.078652520751348e-08,8.464420275799966e-09
1877,5.7518788176835756e-08,6.184816214727107e-09
1878,6.703388732987037e-08,6.6429974854287366e-09
1879,2.7491963261461194e-08,1.8327976025744874e-08
1880,2.823852285338546e-08,1.0268554007097919e-08
1881,4.60185487494158e-08,5.5780060570498335e-09
1882,2.3293848183669752e-08,2.6621540527571597e-09
1883,1.8326082540376376e-08,8.21514056781325e-09
1884,6.733731083841121e-08,3.9610181801208455e-09
1885,3.609556076256126e-08,1.2891271161663553e-08
1886,2.4523162944767307e-08,4.517424601058195e-09
1887,4.113222606960676e-08,1.4363634337488662e-08
1888,1.5851536971922542e-08,1.1413106904001324e-08
1889,4.573549761133222e-08,5.638623234993645e-09
1890,3.211649257650606e-08,6.554386366985909e-09
1891,2.7409146396983886e-08,1.72103943318902e-08
1892,2.3193495124473884e-08,1.7551833764173352e-08
1893,2.894455697344256e-08,6.15841644346915e-09
1894,1.7014156306061068e-08,2.520615716150587e-09
1895,4.1528439798099726e-08,3.611168697403855e-09
1896,2.4767522144308884e-08,1.7691086373616827e-09
1897,1.8062811357744124e-08,1.4566784223291052e-08
1898,3.8476814734345055e-08,1.6975064687230201e-09
1899,3.814029270188257e-08,8.844125432005967e-09
1900,1.972600260913282e-08,4.15284251431558e-09
1901,3.5209055337936945e-08,7.824234371511807e-09
1902,1.4239823542538943e-08,1.7185993794743837e-08
1903,5.940242298052567e-09,9.180374016537485e-09
1904,3.2247750247904605e-08,6.449550227216605e-09
1905,2.167518786677647e-08,1.2901897328276846e-08
1906,1.4918134283448126e-08,1.0802787331343211e-08
1907,1.5942815068115124e-08,1.0285686968813934e-08
1908,3.830883343880487e-08,2.161011281032188e-08
1909,8.251475669407426e-09,3.300590023513905e-09
1910,1.9238942883248455e-08,1.977335806202518e-08
1911,2.1813533868098034e-08,4.25629931299909e-09
1912,8.335073964360618e-09,1.3023552625224255e-08
1913,1.537867055922959e-08,2.6514948014977335e-09
1914,2.343860305842327e-08,2.142958016593255e-08
1915,2.591767644943843e-08,9.424609426211816e-09
1916,1.2086208478478966e-08,3.2962386153911893e-09
1917,6.57985488317081e-09,1.4256351654751143e-08
1918,9.189101035644853e-09,1.1486376294556067e-09
1919,2.025726569820918e-08,4.603924352863942e-09
1920,1.2115570768855832e-08,7.572231730534895e-09
1921,9.844571380313027e-09,5.300923366924337e-09
1922,1.623145884366295e-08,1.0329110011753073e-08
1923,1.1677542932631013e-08,1.0615948120573648e-09
1924,1.1602462102189293e-08,3.867487219366694e-09
1925,6.598906754362588e-09,0.0
1926,2.3406890647947876e-08,4.458455382660986e-09
1927,2.2298450641500267e-08,7.804457635707251e-09
1928,3.6563331695660395e-08,0.0
1929,2.785101571589621e-08,4.4561625500705304e-09
1930,6.512234307365361e-08,4.201441416995522e-09
1931,1.8248570654577634e-08,1.1405356659111021e-09
1932,1.0959536500543265e-08,5.4797681947604815e-09
1933,5.735331320977366e-09,1.1470662197865522e-09
1934,1.4377896206951846e-08,2.3963160344919743e-09
1935,1.196828414151696e-08,2.393656828303392e-09
1936,1.9399543305098632e-08,1.2124714565686645e-08
1937,2.2664012444550963e-08,0.0
1938,1.9447821131279852e-08,1.5558256905023882e-08
1939,1.5294050470515685e-08,1.5294050470515685e-09
1940,2.5357829613881222e-08,0.0
1941,1.1806010835613279e-08,0.0
1942,3.034211815133858e-08,0.0
1943,0.0,2.9032352077962287e-09
1944,1.6065930807940276e-08,0.0
1945,6.535512131478072e-09,0.0
1946,8.352662561605939e-09,2.7842208538686464e-09
1947,1.1920870957027319e-08,1.1920870957027319e-09
1948,1.4133454184772631e-08,7.610321262063735e-09
1949,1.276211036849162e-08,1.0798709038084553e-08
1950,1.2762433998503298e-08,9.571825110299415e-09
1951,3.1984206394497505e-09,6.396841278899501e-09
1952,1.687168627029223e-08,7.381362632230548e-09
1953,1.2928593307037772e-08,3.2321482157371406e-09
1954,5.863521668203475e-09,9.772536113672459e-09
1955,1.0324169075204281e-08,2.815682353940474e-09
1956,6.976913269340912e-09,3.488456634670456e-09
1957,1.0602045463770082e-08,1.4136060322300636e-08
1958,9.099467845885556e-09,1.6544486669545222e-08
1959,1.3176271629333769e-08,1.9376869886400527e-08
1960,1.1765417085030094e-08,9.689166413640038e-09
1961,1.111705483225478e-08,1.8065214379969774e-08
1962,5.7077609305622445e-09,1.0781326054143392e-08
1963,9.052474325699222e-09,7.759263453976928e-09
1964,9.125952327160292e-09,1.764350843203033e-08
1965,1.2038495533772675e-08,9.849678406226303e-09
1966,9.416426749453422e-09,1.9386760974349215e-08
1967,5.4233690871541285e-09,1.1832804958089582e-08
1968,7.186265332803643e-09,2.515192853991266e-08
1969,1.0446042586487181e-08,1.7258679596565685e-08
1970,6.898087434592526e-09,1.2876429700270364e-08
1971,1.1304474689666222e-08,1.2845993713206383e-08
1972,1.128632298730281e-08,1.1799337673590315e-08
1973,1.3231689299786353e-08,1.268036875501366e-08
1974,1.012602890426706e-08,1.2376257407797908e-08
1975,1.028066431985053e-08,8.567220266542108e-09
1976,5.1421741309454205e-09,1.1998406657109939e-08
1977,8.22749424145286e-09,6.464460078348111e-09
1978,1.6039596317796168e-08,6.534650598410963e-09
1979,1.1703946700691858e-08,5.851973128301324e-09
1980,1.0233271174886482e-08,6.253665585376211e-09
1981,8.223214109648325e-09,8.223214609248686e-09
1982,1.4898005495922462e-08,8.69050320595477e-09
1983,4.420721011477724e-09,1.831441609478901e-08
1984,8.118612115914914e-09,1.3917620167447353e-08
1985,4.812446552371341e-09,1.5640450379272863e-08
1986,6.593933843390687e-09,6.593933898901838e-09
1987,7.94406213033838e-09,1.588812426067676e-08
1988,4.197587610832443e-09,1.0793796967334401e-08
1989,4.390497743145261e-09,8.780995486290522e-09
1990,5.993515961311147e-09,5.993515961311147e-09
1991,5.275318515352012e-09,4.103025585955322e-09
1992,6.060938417817852e-09,3.30596661157756e-09
1993,6.093128224193833e-09,3.655876845698458e-08
1994,3.692448513614721e-09,1.529728688165477e-08
1995,7.591431261388948e-09,5.4224509327127635e-09
1996,1.6014276571496566e-09,6.4057106285986265e-09
1997,4.794894259418925e-09,9.110299181713799e-09
1998,8.58263260461456e-09,8.582632937681467e-09
1999,6.855301576402795e-09,1.1882523326400829e-08
2000,9.277865808954289e-09,1.3254094488601709e-09
2001,3.94309060403053e-09,5.257454027685071e-09
2002,9.200564754507923e-09,3.066854992184176e-09
2003,1.0000615224825538e-08,8.750537905388711e-09
2004,5.285749615779878e-09,5.285749615779878e-09
2005,3.1526246058177776e-09,8.106749271874492e-09
2006,5.353256948836815e-09,9.471146533712727e-09
2007,5.991719037590215e-09,7.988959188631739e-09
2008,3.83169571072095e-09,1.9158479414027596e-08
2009,4.291373478793048e-09,3.337734755248789e-09
2010,4.723792912386671e-09,5.668551850135373e-09
2011,9.177532456217108e-09,5.7359579308524644e-09
2012,2.723402198201441e-09,3.4042526575461807e-09
2013,5.020425131174733e-09,4.741512515948898e-09
2014,6.279790826235754e-09,5.4136130300808105e-09
2015,7.536356344539641e-09,4.654808205550864e-09
2016,9.735298456270414e-09,6.006886238418829e-09
2017,2.5156112748447867e-09,2.264050280587071e-09
2018,8.776986804015507e-09,5.421079862788503e-09
2019,3.06118530524202e-09,2.806086529805185e-09
