year,leurs_DET ouvertures_NOUN,leurs_DET couvertures_NOUN
1885,1.3342466020915822e-07,1.005519152386114e-07
1886,8.389502781369629e-08,1.1745304107080301e-07
1887,8.422312447464719e-08,1.0250411719425756e-07
1888,9.257297262088571e-08,1.2934853543811187e-07
1889,7.643466604090321e-08,1.0901337732516225e-07
1890,9.503860098902805e-08,1.3633124346101866e-07
1891,8.222743996810777e-08,9.178877036220001e-08
1892,1.21609139203116e-07,1.0531100591570919e-07
1893,1.0838812913860352e-07,9.545545509581643e-08
1894,1.0649601600576375e-07,1.3548309141242498e-07
1895,7.764012988076274e-08,1.0833505825758039e-07
1896,1.0201859890202059e-07,1.155817643816448e-07
1897,1.0604618871923321e-07,1.1012488521089381e-07
1898,7.695362613802104e-08,1.0864041588565243e-07
1899,7.35167926535496e-08,1.2271223326365543e-07
1900,6.488816650662699e-08,1.110885343713619e-07
1901,6.930036322572164e-08,8.941982448940067e-08
1902,2.1359734958537047e-07,5.597723462535953e-08
1903,5.184211593345367e-08,7.93832413137352e-08
1904,8.921877547862778e-08,7.900698761886815e-08
1905,8.773290327557248e-08,8.3604298595219e-08
1906,1.0442694264867214e-07,7.098974919017564e-08
1907,6.839981336881351e-08,1.0285686857791632e-07
1908,7.121513800889545e-08,8.39847515976544e-08
1909,5.500983463191389e-08,9.131633049719312e-08
1910,6.252656437055748e-08,1.116927488276076e-07
1911,5.8524114110447556e-08,1.0800359162566053e-07
1912,7.345284203097435e-08,9.63742934345646e-08
1913,6.416617837068372e-08,9.38629145519343e-08
1914,7.299450821562914e-08,8.437896781288146e-08
1915,5.301342997920955e-08,1.8849218985650396e-07
1916,5.7134803554959035e-08,1.9228058079079346e-07
1917,6.141197639308871e-08,1.4914337143068224e-07
1918,4.47968693251255e-08,1.849306556778174e-07
1919,7.090043041557692e-08,1.3535537096709405e-07
1920,5.2248400717047616e-08,8.026565989638357e-08
1921,6.815472364252173e-08,8.63293208031024e-08
1922,9.517536714298558e-08,1.3427842038282733e-07
1923,6.794206930393898e-08,7.855801698042342e-08
1924,6.187979895155848e-08,1.1860294768517576e-07
1925,4.6192349056894955e-08,7.918688416097552e-08
1926,6.130376117852165e-08,1.1034676816734645e-07
1927,8.250426475342465e-08,8.361918724109074e-08
1928,7.312666716607907e-08,7.769708076921233e-08
1929,4.4561624168437675e-08,1.0806194383761181e-07
1930,5.146765613694981e-08,9.033099301891667e-08
1931,5.5886246741465584e-08,9.92266038224443e-08
1932,4.931791597329038e-08,1.0740345857129796e-07
1933,5.161797855812722e-08,5.6206243215228824e-08
1934,6.11060571031885e-08,6.11060571031885e-08
1935,7.061287643495007e-08,9.813992818408224e-08
1936,7.881064689740924e-08,7.153581504937279e-08
1937,5.288269544490021e-08,6.799204044227736e-08
1938,4.2785207710061e-08,8.557041419887668e-08
1939,8.258787165260628e-08,7.035263394072899e-08
1940,4.564409095131339e-08,1.1157444479437117e-07
1941,7.673906488037119e-08,1.121570964990326e-07
1942,5.76500234217292e-08,1.3047110769548453e-07
1943,7.548411695701418e-08,1.3645205854118103e-07
1944,3.855823393905666e-08,1.5423293575622665e-07
1945,4.7927090740529366e-08,2.287429197167512e-07
1946,5.290019799986112e-08,1.3364260098569503e-07
1947,5.8412268799656886e-08,1.2874541255314398e-07
1948,5.870819563824625e-08,9.675979995016348e-08
1949,3.730463127293859e-08,6.97007607186606e-08
1950,3.828730266164371e-08,9.146410917537651e-08
1951,6.610069336332458e-08,8.529121231504178e-08
1952,6.010538200484916e-08,1.2021077111512568e-07
1953,6.67977295698563e-08,1.3682760879873967e-07
1954,5.374894995746615e-08,7.427127712844594e-08
1955,4.035811240754583e-08,7.41462997666531e-08
1956,6.366433180637898e-08,1.0029312957904324e-07
1957,6.007825492648777e-08,1.1397198784734996e-07
1958,6.369627603142192e-08,6.86596237642334e-08
1959,3.952881399982289e-08,8.525822292604346e-08
1960,3.7372499539500836e-08,8.374208043671061e-08
1961,4.933192965239641e-08,9.935867451016378e-08
1962,8.117704486387822e-08,8.62506091547921e-08
1963,5.4314845954195334e-08,1.1832877788719998e-07
1964,5.232212862971153e-08,1.0221066815141455e-07
1965,5.4720433073640606e-08,8.536387474666896e-08
1966,4.486650517776525e-08,8.08704931909432e-08
1967,5.3247622977536935e-08,9.614154528048147e-08
1968,5.120214063847328e-08,6.826952200778003e-08
1969,7.266812618311747e-08,8.674757309701242e-08
1970,4.4607633503668254e-08,9.749297258387912e-08
1971,5.498085187127799e-08,7.810363977789336e-08
1972,4.565830591385378e-08,7.079602681869801e-08
1973,5.4029398510735405e-08,8.600597883878791e-08
1974,4.7254801183171935e-08,5.4005489025232833e-08
1975,3.998036213204159e-08,6.22551312723374e-08
1976,5.3135799316095245e-08,6.284879450202396e-08
1977,4.231283012856579e-08,6.699531240883516e-08
1978,4.811878806521008e-08,7.24752138303586e-08
1979,4.7986179918524385e-08,5.3252956933036444e-08
1980,5.4008931771321045e-08,7.84550762689129e-08
1981,3.795329628353272e-08,6.958104276089117e-08
1982,6.828252796520218e-08,8.814653273958584e-08
1983,4.231261629961125e-08,7.1363068343544e-08
1984,5.9149888542719964e-08,7.596700979384252e-08
1985,4.63197971090068e-08,7.760069820061943e-08
1986,4.3160294005417654e-08,7.073492558351546e-08
1987,4.0331390671610734e-08,8.249602956311719e-08
1988,3.957725480674412e-08,8.215278746170895e-08
1989,4.390497854167563e-08,7.848015037836831e-08
1990,4.0864882255853274e-08,8.281949548383238e-08
1991,2.520429964736337e-08,8.381894911480003e-08
1992,3.9671599116886114e-08,7.989419259502029e-08
1993,2.991171932364978e-08,1.1299983404544633e-07
1994,3.745197907356612e-08,8.703629084116926e-08
1995,3.9583890609762307e-08,6.778063266210665e-08
1996,4.163711841975726e-08,7.633471987844587e-08
1997,4.123609187445254e-08,8.295167486238597e-08
1998,4.482041626729938e-08,8.201182177813848e-08
1999,3.6561609073615386e-08,8.729084322034453e-08
2000,4.4180313629738066e-08,7.599014306691743e-08
2001,4.381211970994059e-08,8.192866385314801e-08
2002,4.205972792270529e-08,7.053766815090512e-08
2003,4.125253605380408e-08,7.83381508551173e-08
2004,3.171449680650085e-08,7.708384908156063e-08
2005,3.2877373157269574e-08,7.701412074734293e-08
2006,5.3120779774928906e-08,7.247486588646268e-08
2007,3.59503169455877e-08,8.747909929773812e-08
2008,2.852484626281182e-08,9.919834748073342e-08
2009,4.052963742395832e-08,8.86883839701369e-08
2010,2.6453241042112552e-08,1.0250630833041896e-07
2011,3.135657056230201e-08,1.39574971802503e-07
2012,2.8255298156754094e-08,1.7259561935212275e-07
2013,2.6496688732002838e-08,1.7627270443298926e-07
2014,2.4469529735782203e-08,2.0420147728295035e-07
2015,3.081039834373911e-08,1.9040383048007925e-07
2016,4.0391132660744233e-08,2.2391185439119e-07
2017,2.0879574791354827e-08,1.8187869810226687e-07
2018,3.046130681028103e-08,2.1193841925892798e-07
2019,3.622402600100827e-08,1.8060992656998565e-07
