year,avions_VERB assez_ADV,avions_VERB cassé_VERB
1898,2.9423445013776472e-08,0.0
1899,2.7085134135518274e-08,0.0
1900,1.1939421895590385e-08,2.07642125715779e-09
1901,2.4031576728589243e-08,0.0
1902,1.5221880644844532e-08,0.0
1903,3.834156458992766e-08,3.2401321625741275e-09
1904,3.278521276683932e-08,0.0
1905,2.2707340008309984e-08,5.676835002077496e-09
1906,1.6461390472954918e-08,1.0288369045596824e-09
1907,2.2114226894132116e-08,0.0
1908,2.553922229253658e-08,9.822778146428846e-10
1909,2.475442606453271e-08,0.0
1910,2.0307773240801907e-08,0.0
1911,3.1922244403403965e-08,0.0
1912,2.8651816919023076e-08,5.209421227725386e-10
1913,1.8030165804816534e-08,3.71209285532359e-09
1914,3.8841115213017474e-08,0.0
1915,2.591767689352764e-08,0.0
1916,5.7134801778602196e-08,0.0
1917,4.0575770299255964e-08,0.0
1918,5.6283244731503146e-08,0.0
1919,4.327688785110695e-08,0.0
1920,2.2716694303426266e-08,0.0
1921,2.4232791773215467e-08,0.0
1922,3.541408943874558e-08,0.0
1923,3.290944050604594e-08,2.1231896241147297e-09
1924,2.5783249313349188e-08,0.0
1925,3.629398648286042e-08,0.0
1926,3.4553028882555736e-08,0.0
1927,3.3447673075670536e-08,0.0
1928,3.5420729460611255e-08,1.1426041224282812e-09
1929,2.6736975300423182e-08,0.0
1930,2.4158287814657342e-08,0.0
1931,1.9389105432310316e-08,0.0
1932,4.164623845781534e-08,0.0
1933,1.4911860191091364e-08,3.4411986593596566e-09
1934,2.875579241390369e-08,1.1981580172459871e-09
1935,2.992070946561398e-08,0.0
1936,1.6974599503782883e-08,2.424942913137329e-09
1937,3.5255130370615007e-08,0.0
1938,6.482607339819424e-09,0.0
1939,2.7529290846928234e-08,0.0
1940,3.550096039361961e-08,2.5357829169792012e-09
1941,3.246652724442356e-08,5.9030051957620344e-09
1942,3.944475324146879e-08,0.0
1943,1.7419411690866582e-08,8.709705845433291e-09
1944,1.2852744646352221e-08,3.2131861615880553e-09
1945,6.317661416233022e-08,2.178504043826024e-09
1946,7.79581839083221e-08,5.568441707737293e-09
1947,2.9802176726434482e-08,0.0
1948,3.044128504825494e-08,0.0
1949,1.8652315247891238e-08,0.0
1950,2.7651939404904624e-08,0.0
1951,1.9190522948520083e-08,0.0
1952,3.690681538159879e-08,0.0
1953,2.5857186614075545e-08,0.0
1954,2.9317607896928166e-08,3.9090144454689835e-09
1955,3.2849627018549654e-08,0.0
1956,2.7907653077363648e-08,0.0
1957,2.2087593976038988e-08,1.7670075402875796e-09
1958,2.6471179026543723e-08,0.0
1959,3.1778064624177205e-08,0.0
1960,2.4914999841030294e-08,0.0
1961,2.848745239703021e-08,6.948159270159238e-10
1962,3.424656469519505e-08,0.0
1963,3.297687101166957e-08,0.0
1964,2.9203047091641565e-08,6.083968329129164e-10
1965,2.9001830270658502e-08,2.73602163147757e-09
1966,2.76953731059848e-08,0.0
1967,2.662381248796919e-08,9.860671168482327e-10
1968,2.8745061442236874e-08,0.0
1969,1.7712855182594467e-08,4.5417578031781147e-10
1970,3.2650948611490094e-08,4.5987250119061684e-10
1971,2.363662865434435e-08,0.0
1972,1.539044092169206e-08,1.0260293725750103e-09
1973,1.598829157956061e-08,1.102640756478479e-09
1974,2.418995848074701e-08,0.0
1975,1.599214449754527e-08,5.711480177694739e-10
1976,3.028169359708954e-08,2.285410749536254e-09
1977,2.4682483612537e-08,2.3507127355770763e-09
1978,2.673266052966028e-08,0.0
1979,1.8141117053005473e-08,1.1703946700691858e-09
1980,2.5583178242527538e-08,0.0
1981,2.6567308353264707e-08,6.325549528618524e-10
1982,1.6760255405756652e-08,0.0
1983,2.1472073896688926e-08,0.0
1984,1.5657322549600394e-08,1.1598016991243298e-09
1985,1.6843562988810845e-08,0.0
1986,1.6185110141009318e-08,1.1988970927134801e-09
1987,2.0776777631681398e-08,0.0
1988,1.199310784016916e-08,0.0
1989,2.469655058234821e-08,1.0976244357863152e-09
1990,1.961514328741032e-08,1.6345953479657283e-09
1991,1.2309077312977479e-08,5.861465202094962e-10
1992,2.0937788391961476e-08,0.0
1993,2.2710750613441633e-08,4.4313659408601325e-09
1994,1.7407257857371405e-08,5.274926606624319e-10
1995,2.1689803730851054e-08,5.422450821690461e-10
1996,1.3345230698291743e-08,5.338092190498855e-10
1997,1.5343662340683295e-08,4.79489448146353e-10
1998,2.1456582288692516e-08,2.3840645013706308e-09
1999,1.9194844824710344e-08,3.1991407301035224e-09
2000,1.8555732950176207e-08,8.836062992401139e-10
2001,2.3220422917802352e-08,0.0
2002,2.1906107150471144e-08,0.0
2003,2.2084691408963408e-08,0.0
2004,2.686922684347337e-08,1.7619165015858584e-09
2005,1.9816498664226856e-08,1.8014998381943315e-09
2006,1.976587071794711e-08,4.1178899179428186e-10
2007,2.4366324069546863e-08,3.994479469415779e-10
2008,2.0435710013089192e-08,2.9802078582719105e-09
2009,2.7178696626606325e-08,1.907277002999308e-09
2010,2.8342757474320024e-08,2.3618964561933353e-09
2011,3.326855591012645e-08,2.2943831279320648e-09
2012,4.6978687606724634e-08,3.4042526575461807e-09
2013,4.9088601628000106e-08,3.3469500504423877e-09
2014,4.958869581628278e-08,2.815078836704288e-09
2015,3.989835661855068e-08,2.438232948875907e-09
2016,5.841178918331025e-08,2.4856081637381067e-09
2017,4.4526320408522224e-08,2.7671724911471074e-09
2018,5.782485601457665e-08,4.130346731301415e-09
2019,4.464228453571195e-08,3.06118530524202e-09
