year,dix_DET anneaux_NOUN,dix_DET canaux_NOUN
1845,1.4508592549589139e-08,5.580227946389016e-10
1846,3.0443406018321184e-08,1.7563503984519002e-09
1847,2.1572894581822766e-08,6.47186837454683e-09
1848,2.413566457803995e-09,1.6090443422100975e-09
1849,9.217356655710773e-09,8.379414939696517e-10
1850,1.2899092460827433e-08,2.7155984128057753e-09
1851,9.029214709244116e-09,3.8696632564949596e-09
1852,9.114764054629632e-09,3.059956199535918e-08
1853,4.180352064508952e-09,2.030456869306363e-08
1854,9.871762074453727e-09,6.234797567117312e-09
1855,5.837630823180007e-09,3.714855978387277e-09
1856,9.836659486950339e-09,5.177189232874468e-10
1857,1.5620829074691756e-08,1.9526036343364694e-09
1858,2.104280660830682e-08,4.404308417971237e-09
1859,1.5785736939832873e-08,5.092173349652285e-10
1860,1.5104706818647173e-08,1.373155145145688e-09
1861,8.960331143725853e-09,9.431927461278633e-10
1862,1.9427341513278407e-08,4.517986262886353e-10
1863,6.992469103739296e-09,9.989241656072068e-10
1864,7.671564716815737e-09,1.3425237921360633e-08
1865,3.294791106611683e-09,4.706844358715045e-10
1866,2.1408697037372804e-08,0.0
1867,2.8631587767335986e-08,4.85281148598915e-09
1868,1.679557115608077e-08,4.939874287401835e-09
1869,2.0999133099053324e-08,3.906815315701806e-09
1870,4.013834153937523e-09,1.7202146374017957e-09
1871,5.3105884134652115e-09,7.434824311758348e-09
1872,2.6003558417642125e-08,0.0
1873,4.788803575905831e-09,1.7958012854535355e-09
1874,1.3144139998644278e-08,5.974609140757536e-10
1875,1.7164581478379404e-08,2.2886108563824337e-09
1876,4.836811839936672e-09,6.04601479992084e-09
1877,2.6594708657512456e-08,3.0924081073635534e-09
1878,2.0532901601200138e-08,1.2078177347163432e-09
1879,1.5273313280772527e-08,4.27652757650776e-09
1880,2.759673911612026e-08,3.8507077526617195e-09
1881,2.091752193678076e-08,2.7890030285249168e-09
1882,5.92329274518022e-08,1.6638463051776853e-08
1883,1.3902545781263598e-08,4.423537092179686e-09
1884,1.3203393933736152e-08,5.941527270181268e-09
1885,1.353583467533781e-08,9.023890079618013e-09
1886,1.5488312854472497e-08,7.744156427236248e-09
1887,1.5016527132871715e-08,9.793386546164129e-09
1888,2.4728397107764977e-08,1.9021844099853524e-09
1889,1.566284169030041e-08,3.132568426877924e-09
1890,2.097403728473779e-08,2.621754646714436e-09
1891,1.211101796627645e-08,3.824531802365527e-09
1892,1.6298132621272998e-08,5.641661138255927e-09
1893,9.853466487186324e-09,3.695050043717174e-09
1894,1.0082463086646953e-08,4.411077725308132e-09
1895,3.069493414997737e-08,1.8055843487019274e-09
1896,4.7176231254830725e-09,7.076434549446731e-09
1897,2.2724183423861177e-08,5.826713556089658e-10
1898,6.7900258748920805e-09,0.0
1899,7.185851913504848e-09,0.0
1900,3.114631885736685e-09,3.6337372000261325e-09
1901,7.824234649067563e-09,3.912117296778206e-09
1902,7.856454153909453e-09,2.9461704187383475e-09
1903,4.320176216765503e-09,1.6200660812870638e-09
1904,1.0211787859759625e-08,2.6873125946735854e-09
1905,3.6125313851442797e-09,1.806265698123255e-08
1906,8.745113966313056e-09,2.572092261399206e-09
1907,1.07999713061524e-08,0.0
1908,2.9468334439286537e-09,7.367083609821634e-09
1909,1.6502950117569526e-09,5.500983557560346e-10
1910,5.3441505665219324e-09,1.6032452032632705e-09
1911,7.448523575703803e-09,4.788336838146279e-09
1912,6.772247651554153e-09,3.6465949149189214e-09
1913,9.545381374209683e-09,5.30298971401777e-10
1914,1.3393487430235496e-09,0.0
1915,2.3561523843085297e-09,0.0
1916,0.0,1.0987462051303964e-09
1917,1.5352994431339084e-08,1.0966424435210342e-09
1918,6.89182577673364e-09,1.1486376294556067e-09
1919,1.8415696745321952e-09,1.8415696745321952e-09
1920,2.2716695191604686e-09,7.572231730534895e-10
1921,1.5145494858259667e-09,0.0
1922,2.951174193910333e-09,2.2133805899215986e-09
1923,1.0615948120573648e-08,3.1847844361720945e-09
1924,1.289162443462999e-09,1.289162443462999e-09
1925,2.1996355847875293e-09,0.0
1926,7.802296586589819e-09,3.343841648018042e-09
1927,2.4528294950698637e-08,0.0
1928,9.140832868403947e-09,1.1426041224282812e-09
1929,1.2254447234738564e-08,4.4561625500705304e-09
1930,4.201441416995522e-09,4.201441416995522e-09
1931,7.983749661377715e-09,0.0
1932,7.6716757391182e-09,0.0
1933,9.176529536247813e-09,3.4411986593596566e-09
1934,1.1981580172459871e-08,1.1981580172459871e-09
1935,7.180970484910176e-09,0.0
1936,9.699771652549316e-09,1.2124714565686645e-09
1937,5.0364472592434595e-09,0.0
1938,9.075650453382877e-09,1.2965214457594243e-09
1939,1.5294050470515685e-09,0.0
1940,0.0,0.0
1941,8.854508237732261e-09,0.0
1942,1.8205270180260413e-08,0.0
1943,5.806470415592457e-09,5.806470415592457e-09
1944,1.6065930807940276e-08,0.0
1945,0.0,2.178504043826024e-09
1946,2.7842208538686464e-09,1.3921104269343232e-09
1947,1.3112957830685446e-08,1.1920870957027319e-09
1948,4.348755133776194e-09,4.348755133776194e-09
1949,2.945102384188658e-09,7.853606653895895e-09
1950,2.1270722960764488e-09,4.2541445921528975e-09
1951,1.0661401761424827e-09,1.2793681780642885e-08
1952,7.381362854275153e-09,2.5307528517259925e-08
1953,3.232148326759443e-09,9.69644453618912e-09
1954,3.9090144454689835e-09,1.5636057781875934e-08
1955,0.0,9.385607846468247e-10
1956,0.0,8.72114158667614e-10
1957,4.417518795207798e-09,6.184526224473075e-09
1958,6.617794756635931e-09,5.790570245522986e-09
1959,5.425523363911111e-09,3.1002992395556817e-09
1960,6.2287499602575735e-09,1.038124963770315e-08
1961,5.558527305105088e-09,8.33779090214648e-09
1962,5.7077609305622445e-09,2.5367825617905737e-09
1963,3.879631726988464e-09,1.6165132787904213e-08
1964,4.258777774879263e-09,1.3993127101485925e-08
1965,3.2832261354087677e-09,3.830430472806512e-09
1966,5.539074754423723e-10,3.877352328096606e-09
1967,1.1832804958089582e-08,5.423369309198733e-09
1968,3.1439910674890825e-09,7.186265360559219e-09
1969,2.725054598640142e-09,4.995933444718048e-09
1970,4.1388523719376735e-09,1.8394900047624674e-09
1971,3.596878239697787e-09,2.569198631618974e-09
1972,2.5650734314375256e-09,7.182205497002769e-09
1973,4.410563025913916e-09,7.718485406371656e-09
1974,1.6876715580593782e-09,3.937900117101378e-09
1975,1.7134440533084216e-09,3.998036124386317e-09
1976,2.285410749536254e-09,6.8562320265641574e-09
1977,5.876781838942691e-10,7.639816779203557e-09
1978,4.158414057542359e-09,4.158414057542359e-09
1979,7.02236779837051e-09,2.925986564150662e-09
1980,1.137030125608618e-08,2.8425752862659692e-09
1981,4.427884725544118e-09,4.427884725544118e-09
1982,1.2415004579935385e-09,5.586751949948621e-09
1983,2.5261264191556165e-09,2.5261264191556165e-09
1984,2.3196033982486597e-09,3.479405208395292e-09
1985,2.4062232206745193e-09,1.2031116103372597e-09
1986,1.7983456390702202e-09,4.196139880008332e-09
1987,2.4443267410134695e-09,4.888653315493485e-09
1988,5.996553809062277e-10,5.996553809062277e-10
1989,3.841685525252103e-09,1.6464366536794728e-09
1990,1.6345953479657283e-09,1.089730194969718e-09
1991,1.7584396161396398e-09,1.7584396161396398e-09
1992,2.7549720282848966e-09,1.65298330578878e-09
1993,1.661762283333701e-09,1.661762283333701e-09
1994,2.1099706426497278e-09,4.219941229788304e-09
1995,1.0844901643380922e-09,2.7112254663563817e-09
1996,2.6690460952494277e-09,2.135236876199542e-09
1997,1.917957792585412e-09,1.438468344439059e-09
1998,2.3840645013706308e-09,3.814503379828693e-09
1999,3.656160929565999e-09,0.0
2000,3.0926220473403987e-09,8.836062992401139e-10
2001,1.3143635069212678e-09,0.0
2002,3.066854992184176e-09,0.0
2003,0.0,4.166922806803086e-09
2004,4.404791115186768e-09,8.809582507929292e-10
2005,4.053374524914943e-09,4.5037495954858286e-10
2006,0.0,0.0
2007,3.994479413904628e-09,1.1983438685803094e-09
2008,1.7029758714315335e-09,2.1287198670449925e-09
2009,1.430457752249481e-09,2.384096253749135e-09
2010,9.447586046817946e-09,0.0
2011,4.5887662558641296e-09,3.82397197240536e-10
2012,4.425528443707805e-09,1.0212758416727752e-09
2013,4.183687618564136e-09,8.367375126105969e-10
2014,2.815078753437561e-09,8.661780737106994e-10
2015,3.989835711815104e-09,1.3299452233939135e-09
2016,3.5212781579474495e-09,1.2428040818690533e-09
2017,5.031222660711876e-09,1.2578056374223934e-09
2018,2.8396132667474205e-09,1.8070267504555204e-09
2019,1.7856913725466939e-09,5.1019755087367e-10
