year,nos_DET heures_NOUN,nos_DET coeurs_NOUN
1880,1.245062188903745e-07,8.920806582324303e-08
1881,1.3178039104388972e-07,7.600033291588204e-08
1882,1.3510431795538125e-07,8.252677385911511e-08
1883,1.1880356964866223e-07,6.003371932905566e-08
1884,1.1486952899986136e-07,3.116001021652437e-07
1885,1.1602144323052954e-07,7.412481162205609e-08
1886,9.68019551184085e-08,6.582533473853402e-08
1887,9.271072876071429e-08,3.7345447712056057e-07
1888,1.2173980490359781e-07,8.052580735551373e-08
1889,1.0274824385758663e-07,1.0588081433837715e-07
1890,1.1470176214389838e-07,7.013193337179757e-08
1891,1.2111018143912133e-07,9.178877036220001e-08
1892,1.1784803533032573e-07,1.5107114381684994e-07
1893,1.0715644643832789e-07,1.1639406960473053e-07
1894,1.014547814648381e-07,7.498831600116773e-08
1895,1.3722440495023136e-07,2.5639297129842475e-07
1896,1.191199873185056e-07,7.548197400453205e-08
1897,1.4916387236496575e-07,8.21566580322397e-08
1898,9.95870483855299e-08,7.242693933484645e-08
1899,9.507434484135047e-08,6.633094251640159e-08
1900,1.1835600943754798e-07,9.603448303252549e-08
1901,9.780293241945515e-08,7.2653605798223e-08
1902,9.869670414275333e-08,6.432471977291243e-08
1903,8.046328070498987e-08,6.642271221934948e-08
1904,1.193166792035072e-07,6.288311560354032e-08
1905,8.773290693930846e-08,7.895961662285345e-08
1906,1.1214322293007228e-07,7.150416680978822e-08
1907,1.0131401617652358e-07,8.279977947722728e-08
1908,1.1787333864532457e-07,7.710881022582328e-08
1909,1.7713166550192838e-07,8.911593374349991e-08
1910,1.5391153584953798e-07,9.298822423176034e-08
1911,1.4098991751865242e-07,9.94909994389559e-08
1912,1.192957461704225e-07,8.439262266790593e-08
1913,1.26211154860556e-07,8.166604303916358e-08
1914,1.299168317370203e-07,1.125052917494429e-07
1915,1.9791679739533663e-07,1.8495796849649082e-07
1916,1.6920692136324078e-07,1.4063951914167205e-07
1917,1.7107621774758996e-07,1.4146687288274506e-07
1918,1.401337943462977e-07,2.0905205388999093e-07
1919,2.2743385530432647e-07,1.4824636274113345e-07
1920,1.7264688123574956e-07,1.4084350974385984e-07
1921,1.363094488393557e-07,9.314479065825054e-08
1922,1.8002163260089077e-07,1.217359359984016e-07
1923,1.868406860339178e-07,1.1677543154675618e-07
1924,1.7790442086162983e-07,1.353620571187264e-07
1925,1.6937193492161384e-07,1.220797765100201e-07
1926,1.304098180554547e-07,1.3932672704441984e-07
1927,1.6946821956853597e-07,1.6946821723706762e-07
1928,1.0968999442084737e-07,1.2225864010062537e-07
1929,9.135133072213364e-08,1.1474618366591471e-07
1930,1.4600008846343826e-07,1.165899981003804e-07
1931,1.66518211663913e-07,1.3914534502390552e-07
1932,9.753987262328678e-08,9.425201819013296e-08
1933,1.1241248798476988e-07,1.0897128754905339e-07
1934,1.1262685184476595e-07,1.3778817198328852e-07
1935,1.5080037929493528e-07,1.4720989138794494e-07
1936,1.3337186643980203e-07,1.7702083088266818e-07
1937,1.0072894207624472e-07,1.3850230562439947e-07
1938,1.0761127722247465e-07,1.4261735437059997e-07
1939,1.39175861946228e-07,1.5294049848790792e-07
1940,1.7496902504632317e-07,1.6989745965645398e-07
1941,1.0035108788386538e-07,2.65635245355611e-07
1942,1.2440268903901597e-07,3.732080493534795e-07
1943,9.580676252340936e-08,3.106461585744569e-07
1944,1.4780656520940738e-07,2.5062852238022515e-07
1945,1.6338780950420073e-07,2.1567190033877637e-07
1946,1.2389782444444108e-07,1.4895582189922152e-07
1947,1.609317532569321e-07,1.2040079400144066e-07
1948,1.5111923645783065e-07,1.5764237826232375e-07
1949,1.168224019743036e-07,1.3645641594450808e-07
1950,9.57182537675294e-08,1.680387091695934e-07
1951,1.1087857654246136e-07,2.1002961858584968e-07
1952,7.803155188668143e-08,1.7926167217297007e-07
1953,1.1312518832795604e-07,1.0019659812954274e-07
1954,1.1727043425224792e-07,1.1140690947541998e-07
1955,1.0324168364661546e-07,1.0699593255836248e-07
1956,1.1250272446972076e-07,1.2209598132528754e-07
1957,8.7466875742237e-08,1.201565127395554e-07
1958,7.775908850149449e-08,9.513079729517315e-08
1959,9.920957211306813e-08,1.2168674290435888e-07
1960,9.896791652863612e-08,1.2180666586480982e-07
1961,1.0144312845294934e-07,2.563870848959482e-07
1962,1.0464227884199317e-07,1.7313541622598905e-07
1963,9.569759029659508e-08,1.655309640469227e-07
1964,1.0768623992518656e-07,3.230587131142215e-07
1965,9.466635114696587e-08,1.926159196585786e-07
1966,1.1022758505951913e-07,1.2296746021434046e-07
1967,7.642019894671392e-08,1.7601297752634082e-07
1968,1.3653904751276258e-07,1.4372530277029227e-07
1969,1.0627713620259271e-07,1.3034845247617e-07
1970,8.875539095343221e-08,1.8486873898382328e-07
1971,8.581123889239706e-08,2.1221581558705793e-07
1972,9.798580280495628e-08,1.2568860086048517e-07
1973,7.112032968104032e-08,1.3231689033332827e-07
1974,6.863197166140367e-08,1.4176441043289856e-07
1975,6.739546787315476e-08,1.5763685556891005e-07
1976,6.684826692193724e-08,1.468376416013939e-07
1977,7.110905775320475e-08,1.7336506896725723e-07
1978,7.900986354059114e-08,1.912870422060564e-07
1979,8.602400669577293e-08,2.2178978831277618e-07
1980,7.618101705020308e-08,2.2399493992963926e-07
1981,7.970192528183873e-08,1.9545948415355952e-07
1982,6.455802636917696e-08,1.9491557257111936e-07
1983,8.020451192081168e-08,1.755657796920218e-07
1984,6.726850010352337e-08,1.8324866513097504e-07
1985,7.820225400578806e-08,2.2197409776936183e-07
1986,9.051672877902206e-08,2.6735405000977153e-07
1987,6.599681939833957e-08,3.23873283747389e-07
1988,7.075933394773415e-08,2.542538748429024e-07
1989,8.067539936096324e-08,2.486119399236486e-07
1990,7.573624682954971e-08,2.6099038841209676e-07
1991,6.506226296609796e-08,2.7431657656507014e-07
1992,8.595513023568202e-08,2.3417261996172556e-07
1993,7.810282243170263e-08,2.708672406370738e-07
1994,7.226649406666397e-08,3.539475681435533e-07
1995,6.235818528210757e-08,5.086259129427617e-07
1996,6.138805885846921e-08,2.722427012713524e-07
1997,7.432086279735017e-08,3.418759906281821e-07
1998,8.201182311040611e-08,3.385371742936627e-07
1999,7.586533937176121e-08,2.9203584972492536e-07
2000,8.482620650340778e-08,4.2324741222898865e-07
2001,5.914635869963547e-08,1.9364955594625144e-07
2002,7.710949689876401e-08,1.4370405931884989e-07
2003,6.625407245053339e-08,1.2459099529849027e-07
2004,8.281007382593408e-08,1.2377463276536105e-07
2005,7.836524107407428e-08,3.008504618762231e-07
2006,1.0418261631173209e-07,1.5277371323563216e-07
2007,9.466916084388544e-08,1.3461395198532955e-07
2008,9.706962264544039e-08,1.4901038181136528e-07
2009,7.915199606856049e-08,1.1682071798801985e-07
2010,9.825489577508506e-08,7.132927626329888e-08
2011,1.5984202378360735e-07,5.3535605948340503e-08
2012,1.1914884773256418e-07,7.931908463376658e-08
2013,1.4168755019250412e-07,1.0821804874439067e-07
2014,1.4898262745699498e-07,1.85145565545497e-07
2015,1.6003674865872064e-07,1.250148535802964e-07
2016,1.8082799108087855e-07,9.693871660942932e-08
2017,1.3433365086967797e-07,8.62854712124772e-08
2018,1.930937157945678e-07,1.476598958660702e-07
2019,1.823956257140935e-07,1.829058238200787e-07
