year,plusieurs_DET hôtes_NOUN,plusieurs_DET côtes_NOUN
1868,7.409810987013543e-09,6.619431436316603e-08
1869,5.860223084575011e-09,9.376356757684334e-08
1870,5.734048791339319e-09,3.669791315275006e-08
1871,1.5931766128574054e-08,4.779529838572216e-08
1872,6.047339295989218e-10,7.982487737479005e-08
1873,5.9860045809045914e-09,4.609223291929254e-08
1874,1.1949218281515073e-09,6.213593373161075e-08
1875,6.865832347102696e-09,3.547346949517305e-08
1876,1.5719638923883394e-08,5.985554518694869e-08
1877,1.9172929466293454e-08,6.370360439156286e-08
1878,8.4547240319921e-09,1.1232704766328538e-07
1879,9.774920428640144e-09,7.636656262910435e-08
1880,4.492492600149944e-09,5.968597349692573e-08
1881,5.5780060570498335e-09,3.974329487732575e-08
1882,7.320923645082189e-09,5.257754409626614e-08
1883,1.6430281690738013e-08,5.1186646032874705e-08
1884,6.601696966868076e-09,6.799747609420592e-08
1885,2.5782542767416317e-09,6.574548194748786e-08
1886,2.0005737511041843e-08,6.582533274013258e-08
1887,3.9173548849191775e-09,3.9173546184656516e-08
1888,5.706553452000662e-09,7.735550155985038e-08
1889,7.51816386923565e-09,4.6362013561562776e-08
1890,9.176140736144589e-09,6.226667448316903e-08
1891,1.3385862196457765e-08,6.756673087693343e-08
1892,1.3163876211308434e-08,6.644623207208156e-08
1893,1.4780199730779486e-08,4.4340598970293854e-08
1894,8.192000855444803e-09,6.42757020941076e-08
1895,2.046328972937772e-08,6.560289733670288e-08
1896,6.486732040400511e-09,3.8330687734955404e-08
1897,1.2818769601352642e-08,4.1952338936113165e-08
1898,3.960848538042683e-09,5.545187775624072e-08
1899,7.738609753005221e-09,7.462230655619351e-08
1900,1.972600216504361e-08,5.0872320800365856e-08
1901,1.676621730339889e-08,5.02986488015722e-08
1902,2.455141867585553e-09,4.321049762445739e-08
1903,1.5120616758679262e-08,2.430099144135056e-08
1904,8.599400302955473e-09,4.2997002402955786e-08
1905,5.6768351130997985e-09,4.5930756531475936e-08
1906,1.2346042410626978e-08,5.0927424943836286e-08
1907,6.1714118260169926e-09,2.5714216533856415e-08
1908,1.4734167663732478e-08,3.929111103140315e-08
1909,1.2102163715610459e-08,4.8958752940642114e-08
1910,1.1222716866932103e-08,4.11499598840237e-08
1911,1.8621308939259507e-08,5.639596611928255e-08
1912,1.9795801164956828e-08,5.0010443786163705e-08
1913,1.856046338843953e-08,4.560571298384275e-08
1914,2.1429580776555213e-08,3.080502103403049e-08
1915,0.0,5.0657276595700296e-08
1916,3.2962386153911893e-09,7.581348882013117e-08
1917,1.644963654179321e-08,5.263883906536648e-08
1918,1.722956355365568e-08,4.709414369585829e-08
1919,1.8415697411455767e-08,3.591060959706738e-08
1920,2.1202248845497706e-08,2.5745588771997063e-08
1921,2.7261890522822796e-08,2.4990067126751114e-08
1922,2.5084980925793587e-08,3.467629650089066e-08
1923,1.6985516992917837e-08,2.0170301873179142e-08
1924,1.5469948877466777e-08,2.1915761649893284e-08
1925,5.499089184013428e-09,2.9695080838720855e-08
1926,2.0063049888108253e-08,2.6750733184144337e-08
1927,3.0102906833917586e-08,4.125213159955621e-08
1928,2.2852082892654835e-08,3.5420729460611255e-08
1929,1.2254447234738564e-08,4.01054640608578e-08
1930,1.9956846175617216e-08,3.361153133596417e-08
1931,6.843213995466613e-09,3.42160717536899e-08
1932,2.191907289006423e-08,2.6302888755935783e-08
1933,4.01473165823063e-08,3.2117854820157277e-08
1934,3.474658250013363e-08,3.5944740517379614e-08
1935,2.0346082152400413e-08,2.8723881939640705e-08
1936,4.364897199238271e-08,4.607391446143083e-08
1937,1.2591118370153254e-08,4.91053593343338e-08
1938,1.2965214679638848e-08,3.241303525580719e-08
1939,1.988226472349197e-08,4.129393715857077e-08
1940,1.7750480196809804e-08,4.057252667166722e-08
1941,1.7709016475464523e-08,2.066051862925633e-08
1942,5.765002231150618e-08,2.4273694165799498e-08
1943,5.2258233296242906e-08,8.709705845433291e-09
1944,4.819779064746399e-08,3.213186161588055e-08
1945,1.5249528306782167e-08,4.574858536443571e-08
1946,2.3665876369705074e-08,2.7842208538686464e-08
1947,2.6225916327504706e-08,3.8146785952264395e-08
1948,2.5005341575123907e-08,2.717971980814582e-08
1949,2.0615717133409817e-08,3.239612667016445e-08
1950,3.509669355139522e-08,3.1906085995458966e-08
1951,3.944718685033877e-08,2.7719645245838365e-08
1952,2.003512733494972e-08,3.268889103846817e-08
1953,1.4005975934594517e-08,2.1547654327491728e-08
1954,3.12721171180641e-08,2.443134050622575e-08
1955,2.627970197011109e-08,5.255940571657902e-08
1956,1.3081712602058815e-08,1.3953826760726429e-08
1957,3.180613461495341e-08,1.9437083498274887e-08
1958,1.7371711180658167e-08,1.4890038091408542e-08
1959,1.007597205671118e-08,2.325224279786653e-08
1960,3.114374891310945e-08,1.7994166157109248e-08
1961,2.014966149488373e-08,5.55852741612739e-09
1962,1.4586500007851555e-08,8.24454354786397e-09
1963,1.6811738556832267e-08,3.103705603635376e-08
1964,2.1902286206909594e-08,1.8251904876365188e-08
1965,1.91521518644322e-08,1.586892572902343e-08
1966,6.092982118843793e-09,2.0494576702390077e-08
1967,1.8735275053582967e-08,1.6763140597841897e-08
1968,1.3474247495537384e-08,1.4372531054185345e-08
1969,2.1800437427499375e-08,1.2262745902047456e-08
1970,1.1496812390987543e-08,2.0234390163409444e-08
1971,1.1818314438194477e-08,1.6956711590410123e-08
1972,1.2825367434743384e-08,1.539044092169206e-08
1973,2.0950174539624555e-08,1.543697081274331e-08
1974,1.350137179834121e-08,1.1251143128276908e-08
1975,1.028066431985053e-08,1.2565256390928425e-08
1976,6.284879672247001e-09,1.0855701115808358e-08
1977,1.527963250369524e-08,1.5867311464745626e-08
1978,1.1881182260253809e-08,8.910887361324171e-09
1979,7.607565244427406e-09,1.2874341259738742e-08
1980,4.548120602354544e-09,1.705545149555121e-08
1981,2.783241725978769e-08,2.150686878588104e-08
1982,9.311253323929236e-09,1.3035754364842944e-08
1983,6.946847541655643e-09,7.57837881337764e-09
1984,1.3337719595440944e-08,1.8556828074167697e-08
1985,1.6843562655743938e-08,2.466378745680231e-08
1986,1.618511108469889e-08,1.019062523255343e-08
1987,1.283271516827611e-08,1.283271516827611e-08
1988,1.1993107618124554e-08,1.1993107618124554e-08
1989,1.372030544732894e-08,1.2622680567453415e-08
1990,8.717841559757744e-09,1.5801088437683575e-08
1991,7.6199047072123e-09,1.1722930737256831e-08
1992,7.713921945651236e-09,1.1570883029499157e-08
1993,5.539207315052863e-09,1.994114740000441e-08
1994,4.7474339459618875e-09,2.0572214043390602e-08
1995,4.880205572987961e-09,1.0302656505700725e-08
1996,1.2277611594058158e-08,1.9750941993024185e-08
1997,7.192341833217597e-09,9.58978851883785e-09
1998,1.382757508494592e-08,1.0489884183506604e-08
1999,9.597422245821718e-09,2.14799446007774e-08
2000,1.0161472552283612e-08,1.0603275812925972e-08
2001,1.1829271784336015e-08,1.2705514501609727e-08
2002,6.571832134039113e-09,9.63868718173444e-09
2003,1.708438335246143e-08,1.500092211559334e-08
2004,2.0702519532012076e-08,1.7178685862706544e-08
2005,1.5312748402607212e-08,1.261049931144953e-08
2006,1.4824403926638752e-08,2.264839404908514e-08
2007,1.5179021817246507e-08,2.95591473520318e-08
2008,3.0227821801176447e-08,2.8099102045153757e-08
2009,2.0503227116108746e-08,2.622505901328509e-08
2010,1.6533276081531767e-08,4.676554932192545e-08
2011,1.3383901875663184e-08,6.844910127590254e-08
2012,1.4638286638390952e-08,5.753187148904715e-08
2013,1.589801318369055e-08,6.554444187401032e-08
2014,1.1476859296255526e-08,6.604607483140512e-08
2015,8.422986308431746e-09,6.561062892984637e-08
2016,1.6777854439098405e-08,7.788238631789568e-08
2017,1.0314006537726073e-08,7.57198983514229e-08
2018,1.0067720435102956e-08,7.150662550969855e-08
2019,1.7346717007260537e-08,7.346844665967467e-08
