year,plusieurs_DET arts_NOUN,plusieurs_DET quarts_NOUN
1995,2.6027763999625364e-08,1.626735190995987e-09
1996,2.2419987644184403e-08,1.6014276571496566e-09
1997,1.7261619689179497e-08,2.876936688878118e-09
1998,4.100591088906924e-08,4.291316191284977e-09
1999,4.0674789814065804e-08,9.140402323914998e-10
2000,3.048441687969472e-08,4.418031274155965e-09
2001,2.541102750441837e-08,1.7524847129024579e-09
2002,2.935418369487408e-08,2.6287327870022636e-09
2003,2.2918075992528486e-08,5.000307390368164e-09
2004,3.832168307682515e-08,3.52383291990499e-09
2005,3.332774656250592e-08,1.3511248786457486e-09
2006,3.1707752479182005e-08,5.353256948836815e-09
2007,3.395307507370049e-08,5.1928234212628155e-09
2008,3.4485261313221827e-08,2.1287198670449925e-09
2009,3.290052807969346e-08,1.907277002999308e-09
2010,2.6453241208646006e-08,3.77903447423833e-09
2011,2.4473420484616426e-08,3.823972000160936e-09
2012,2.6212746445652968e-08,3.4042526575461807e-09
2013,2.4265387144062345e-08,3.904775169871755e-09
2014,2.0788273907834665e-08,4.547434873103384e-09
2015,2.8815481001309706e-08,3.768178130636457e-09
2016,2.7548822445488952e-08,4.971215994409306e-09
2017,1.911864622172743e-08,4.024978128569501e-09
2018,3.43335089247887e-08,4.904786909953884e-09
2019,2.8315964406555594e-08,2.295888978931515e-09
