year,plusieurs_DET heures_NOUN,plusieurs_DET coeurs_NOUN
1853,3.5162734555171937e-06,5.971931837933653e-10
1854,2.861252340835563e-06,1.558699391779328e-09
1855,3.0907601100693682e-06,0.0
1856,2.9696356520503286e-06,0.0
1857,3.219843478063922e-06,4.881509085841174e-10
1858,3.0766540106696993e-06,4.893676019968041e-10
1859,3.3144956006481152e-06,0.0
1860,3.4717940877726505e-06,1.8308735638683515e-09
1861,3.5813027565723132e-06,4.715963730639317e-10
1862,3.5122824648681217e-06,4.517986262886353e-10
1863,2.9608112406265263e-06,4.994620828036034e-10
1864,3.3975443010092476e-06,0.0
1865,3.0698039950038947e-06,0.0
1866,3.3582459515457685e-06,4.865612912574591e-10
1867,3.06600624355724e-06,0.0
1868,3.4045611556621225e-06,0.0
1869,3.4296954503076904e-06,9.767038289254515e-10
1870,3.376781407382623e-06,5.734048791339319e-10
1871,3.8905373855868675e-06,2.1242354542039266e-09
1872,3.6362651130161794e-06,0.0
1873,3.841817598271291e-06,0.0
1874,3.7568341468841027e-06,0.0
1875,3.2326628591761164e-06,0.0
1876,3.1269987950111044e-06,0.0
1877,2.9835551771384416e-06,6.184815992682502e-10
1878,3.3021735816873843e-06,0.0
1879,3.047331414762766e-06,0.0
1880,3.2050723675070003e-06,0.0
1881,3.0455912618521097e-06,0.0
1882,3.390253137780519e-06,0.0
1883,3.2828966070042043e-06,0.0
1884,3.34970102500165e-06,0.0
1885,3.137090965665834e-06,0.0
1886,3.08088367440007e-06,0.0
1887,3.1051564981510182e-06,0.0
1888,3.218496098966739e-06,0.0
1889,3.2960883835642107e-06,6.265136742733546e-10
1890,3.356501267148815e-06,0.0
1891,3.2597760544206267e-06,3.824531802365527e-09
1892,3.2671486707158692e-06,0.0
1893,3.2633449826846572e-06,6.158416554491453e-10
1894,3.1671536575572645e-06,6.301539290376468e-10
1895,3.2909783556078764e-06,0.0
1896,3.4621456457273325e-06,5.89702897624278e-10
1897,3.122535700228468e-06,5.826713556089658e-10
1898,3.154532961957557e-06,0.0
1899,3.019163251849477e-06,0.0
1900,2.8187419545133707e-06,0.0
1901,2.9542073853860984e-06,0.0
1902,3.070891498424544e-06,0.0
1903,3.0360038874022166e-06,0.0
1904,3.153830004265501e-06,0.0
1905,2.8714463375933974e-06,0.0
1906,2.852964660959856e-06,0.0
1907,2.904677947057621e-06,0.0
1908,2.7955627306397446e-06,9.822778146428846e-10
1909,2.925423164157337e-06,0.0
1910,3.109226755171335e-06,0.0
1911,2.842675977277054e-06,0.0
1912,2.845906891479899e-06,5.209421227725386e-10
1913,2.7920239844547723e-06,0.0
1914,2.866206369134261e-06,0.0
1915,3.2491341581675215e-06,0.0
1916,2.8677275487609677e-06,1.0987462051303964e-09
1917,3.065115574685251e-06,1.0966424435210342e-09
1918,2.9451069671893038e-06,0.0
1919,2.708948969143421e-06,9.207848372660976e-10
1920,2.292871695175336e-06,3.786115865267448e-09
1921,2.803431112141652e-06,2.2718242842501013e-09
1922,2.7313116710558916e-06,7.377935484775833e-10
1923,2.140175102027797e-06,1.0615948120573648e-09
1924,2.2560343371225144e-06,0.0
1925,2.3382125498017103e-06,1.0998177923937646e-09
1926,2.3206260877373097e-06,1.1146138456652466e-09
1927,2.2822464025296085e-06,0.0
1928,2.286350904157075e-06,0.0
1929,2.3138623976848294e-06,0.0
1930,2.334951130222862e-06,0.0
1931,2.372314213516802e-06,1.1405356659111021e-09
1932,2.3486286764295983e-06,0.0
1933,2.2195731066432245e-06,0.0
1934,2.3519841931829433e-06,0.0
1935,2.416396487348038e-06,0.0
1936,2.308545543172613e-06,1.2124714565686645e-09
1937,2.3369115567106746e-06,3.777335333410292e-09
1938,2.4841351820015234e-06,0.0
1939,2.682576486279231e-06,0.0
1940,2.632142564351625e-06,2.5357829169792012e-09
1941,2.582564878395033e-06,0.0
1942,2.6094220260119982e-06,0.0
1943,2.598395427710898e-06,0.0
1944,2.6990764823153768e-06,0.0
1945,2.5858842214177002e-06,0.0
1946,2.2872375282645407e-06,0.0
1947,2.194632358509807e-06,3.5762612871081956e-09
1948,2.2754860964369072e-06,0.0
1949,1.992852627807906e-06,9.817008317369869e-10
1950,2.052624672899128e-06,0.0
1951,2.067245763015535e-06,0.0
1952,2.13848615615575e-06,1.0544803918932644e-09
1953,2.020092685128816e-06,0.0
1954,1.8773042107511628e-06,3.9090144454689835e-09
1955,1.9475135921709352e-06,0.0
1956,1.996269377357862e-06,8.72114158667614e-10
1957,1.8845135709710803e-06,8.835037701437898e-10
1958,1.9266055470978927e-06,1.6544486891589827e-09
1959,1.8128998959809906e-06,7.750747821333448e-10
1960,1.926760104353775e-06,2.076250060767393e-09
1961,1.8155539720510205e-06,6.948159270159238e-10
1962,1.9609329484637783e-06,0.0
1963,1.8189007526814294e-06,6.466053248388448e-10
1964,1.7162875014520296e-06,7.300761772910391e-09
1965,1.6908614455246607e-06,0.0
1966,1.6722466362750765e-06,0.0
1967,1.6309550368021064e-06,0.0
1968,1.8392347840290313e-06,0.0
1969,1.5541895077575418e-06,4.5417578031781147e-10
1970,1.4223856048545258e-06,0.0
1971,1.4146008417981193e-06,1.0276794970565106e-09
1972,1.4508054846373852e-06,5.130146862875051e-10
1973,1.3352979664205122e-06,5.513203782392395e-10
1974,1.36307605203001e-06,3.937900228123681e-09
1975,1.2570967928837717e-06,1.7134440533084216e-09
1976,1.3061122903224032e-06,1.142705374768127e-09
1977,1.1647781104073829e-06,5.876781838942691e-10
1978,1.305742010515587e-06,5.940591352171509e-10
1979,1.2874340882262914e-06,0.0
1980,1.283707034005488e-06,5.685150683554241e-10
1981,1.2682726939772238e-06,1.2651099057237047e-09
1982,1.3209565068450502e-06,0.0
1983,1.3356893155958005e-06,2.5261264191556165e-09
1984,1.311735687181681e-06,5.799008495621649e-10
1985,1.336656961115068e-06,1.2031116103372597e-09
1986,1.3487592553929062e-06,5.994485463567401e-10
1987,1.3333801884840568e-06,0.0
1988,1.3840046602098255e-06,1.1993107618124554e-09
1989,1.3187957144111806e-06,1.0976244357863152e-09
1990,1.3300157384321665e-06,2.179460389939436e-09
1991,1.2133232729638621e-06,5.861465202094962e-10
1992,1.2353294422950967e-06,0.0
1993,1.3044833533371047e-06,0.0
1994,1.3757009007520082e-06,2.1099706426497278e-09
1995,1.3371763820657634e-06,5.422450821690461e-10
1996,1.2693982860412234e-06,0.0
1997,1.4355914395025593e-06,1.438468344439059e-09
1998,1.4099358196517642e-06,1.9072516899143466e-09
1999,1.3724314200658227e-06,4.570201161957499e-10
2000,1.3810765935318159e-06,0.0
2001,1.3498513560250558e-06,3.943090742808408e-09
2002,1.4839197639560098e-06,4.38122149670761e-10
2003,1.5300941242912813e-06,4.1669229178253886e-10
2004,1.5905700969653935e-06,4.404791253964646e-10
2005,1.6470212642616389e-06,4.5037495954858286e-10
2006,1.7031592989269484e-06,2.8825228870488218e-09
2007,2.0144160473023476e-06,1.1983438685803094e-09
2008,2.1359574020607397e-06,0.0
2009,2.3941094227097892e-06,9.53638501499654e-10
2010,2.791761716025576e-06,4.723793023408973e-10
2011,3.395687159013505e-06,1.1471915639660324e-09
2012,3.883912029323255e-06,3.404252713057332e-10
2013,3.93071387350119e-06,8.367375126105969e-10
2014,4.012353400639768e-06,1.2992671383216248e-09
2015,3.9678915300100925e-06,2.438232948875907e-09
2016,4.223669435532429e-06,1.86420612280358e-09
2017,4.196039498083337e-06,2.7671724911471074e-09
2018,4.594752724074169e-06,1.290733298020541e-09
2019,4.359127913744487e-06,7.65296326310505e-10
