year,risques_NOUN couverts_ADJ
1918,5.3985966808056673e-08
1919,3.2227468305112694e-08
1920,3.8618380937549546e-08
1921,3.786373803382759e-08
1922,6.418803905061665e-08
1923,1.401305218529103e-07
1924,1.1731378124490988e-07
1925,6.708888622419806e-08
1926,1.1480522132956139e-07
1927,1.1483701944925429e-07
1928,7.65544789782524e-08
1929,1.5485164972517396e-07
1930,1.6490658194534547e-07
1931,1.0150767515426651e-07
1932,7.014103164948438e-08
1933,4.932384767286635e-08
1934,8.147474517272713e-08
1935,8.138432860960165e-08
1936,1.0063513178337757e-07
1937,1.1206094852056481e-07
1938,8.557041719647884e-08
1939,1.2999942633484807e-07
1940,8.621661851115903e-08
1941,1.6233263799847464e-07
1942,1.6688164339306866e-07
1943,1.0741970246641586e-07
1944,1.124615138792251e-07
1945,6.753362224998227e-08
1946,9.187928995402217e-08
1947,1.156324489492988e-07
1948,6.958008391677595e-08
1949,2.336447941786446e-07
1950,9.040057480369512e-08
1951,1.162092830853112e-07
1952,1.0333907929371833e-07
1953,1.0558351093425955e-07
1954,8.404380946736012e-08
1955,1.0793448934620642e-07
1956,1.1686329703941567e-07
1957,1.4666162639898062e-07
1958,1.6461764529296374e-07
1959,2.0151944823965096e-07
1960,1.4464541742142956e-07
1961,1.0352757451315142e-07
1962,1.160578024794745e-07
1963,1.247948295812762e-07
1964,1.4844882922915303e-07
1965,1.1929054899439961e-07
1966,1.5066283864939578e-07
1967,1.415006289917642e-07
1968,6.422724729837626e-08
1969,9.128933464719324e-08
1970,1.1542799605024356e-07
1971,7.964516024472346e-08
1972,1.1286323187142955e-07
1973,9.096786218742992e-08
1974,1.260128084101808e-07
1975,7.996072115545871e-08
1976,7.827531955939548e-08
1977,6.464459956223578e-08
1978,5.04950251611902e-08
1979,7.72460496678562e-08
1980,6.594774659696157e-08
1981,7.274381874644575e-08
1982,5.586752094277614e-08
1983,1.0293965413410433e-07
1984,5.856998469555563e-08
1985,7.7600700976177e-08
1986,7.133437929240927e-08
1987,9.716198912101959e-08
1988,8.93486525876952e-08
1989,3.1446939852131095e-07
1990,7.137732582762624e-08
1991,8.499124543037695e-08
1992,8.20981691518341e-08
1993,8.530379425053525e-08
1994,7.068401575160976e-08
1995,8.079451996323428e-08
1996,8.167281206894472e-08
1997,7.91157619417504e-08
1998,6.103205585361593e-08
1999,1.0602866895581542e-07
2000,6.715408029656089e-08
2001,1.0339659581304339e-07
2002,7.491888415200876e-08
2003,8.000492224269351e-08
2004,8.545294943873571e-08
2005,4.548787124747378e-08
2006,4.817931209544213e-08
2007,4.51376167553974e-08
2008,5.619820431235212e-08
2009,3.480780397246974e-08
2010,6.755024095639328e-08
2011,5.430040195264496e-08
2012,4.221273355864419e-08
2013,4.5462736797396985e-08
2014,4.287581306661181e-08
2015,5.075957823508226e-08
2016,4.619088223023482e-08
2017,6.06262315905326e-08
2018,3.097760131742788e-08
2019,4.6683076682096925e-08
