year,mais_CONJ ouvrir_VERB,mais_CONJ couvrir_VERB
1858,1.6149131365494895e-08,4.893676019968041e-10
1859,1.9350258062544867e-08,1.0184346477259965e-08
1860,2.1055046151019496e-08,4.577183909670879e-10
1861,7.545541969022906e-09,9.431927461278633e-10
1862,1.1746764450037972e-08,3.1625904395315985e-09
1863,1.3485476735297652e-08,2.4973103585068657e-09
1864,1.582260222843246e-08,1.9178911792039344e-08
1865,1.4120532743078229e-08,8.472319956709384e-09
1866,1.265059373922739e-08,2.432806400776144e-09
1867,1.455843445796745e-08,9.7056229719783e-10
1868,1.1855697756857353e-08,1.0867722721741302e-08
1869,9.767038733343725e-09,4.883519144627257e-10
1870,7.454262984651905e-09,1.1468097582678638e-09
1871,1.1683295220166201e-08,1.1683295220166201e-08
1872,7.256807155187062e-09,6.047339295989218e-10
1873,1.1373407993175988e-08,2.3944017879529156e-09
1874,2.3898436563030145e-09,5.974609140757536e-10
1875,6.8658326801696035e-09,0.0
1876,9.06902175579205e-09,3.02300739996042e-09
1877,9.277224100046055e-09,1.2369631985365004e-09
1878,3.6234530931267273e-09,5.435179861734696e-09
1879,1.8327976469834084e-08,6.10932526790009e-10
1880,7.701415505323439e-09,0.0
1881,1.5339516823420496e-08,4.880755410940907e-09
1882,6.655385131892899e-09,3.3276925659464496e-09
1883,8.847074461915128e-09,6.319338941018771e-10
1884,1.1222884843675729e-08,0.0
1885,1.2891271605752763e-08,3.2228177904158883e-09
1886,7.744156815814307e-09,1.2906927748801422e-09
1887,6.528924512139156e-09,3.264462256069578e-09
1888,1.141310668195672e-08,6.340614699951175e-10
1889,6.891650361495749e-09,0.0
1890,1.5730527991308918e-08,4.5880703680722945e-09
1891,9.561330394092238e-09,8.92390783491237e-09
1892,8.149066310636499e-09,2.5074049503359674e-09
1893,6.7742580989182954e-09,2.4633666773077323e-09
1894,7.561847370496366e-09,1.2603078580752936e-09
1895,7.824198844375019e-09,0.0
1896,1.1794057730440954e-08,0.0
1897,2.155884004650943e-08,0.0
1898,1.0185039034382726e-08,5.6583548957434e-10
1899,1.1607914629507832e-08,1.1055156790007459e-09
1900,1.0901211489056095e-08,1.038210628578895e-09
1901,3.353243460679778e-09,3.353243460679778e-09
1902,1.9641135384773634e-09,4.910283846193408e-10
1903,8.640352433531007e-09,2.7001101354784396e-09
1904,8.061937784020756e-09,5.374625189347171e-10
1905,6.192910739777346e-09,5.160759042333041e-10
1906,3.0865106026567446e-09,1.0288369045596824e-09
1907,3.08570607954195e-09,1.028568674676933e-09
1908,2.2592389292697135e-08,3.929111258571538e-09
1909,3.300590023513905e-09,0.0
1910,8.01622634938326e-09,5.344150677544235e-10
1911,1.0108710979395141e-08,1.0640748282497725e-09
1912,4.688479160463999e-09,5.209421227725386e-10
1913,1.5378669893095775e-08,1.5908969142053309e-09
1914,4.687720711604726e-09,6.696743715117748e-10
1915,1.5314990164938536e-08,2.3561523843085297e-09
1916,1.2086208256434361e-08,3.2962386153911893e-09
1917,3.2899273305631027e-09,1.0966424435210342e-09
1918,6.89182577673364e-09,1.1486376294556067e-09
1919,7.366278753639932e-09,5.524709134618888e-09
1920,6.815008557481406e-09,0.0
1921,6.058197998815018e-09,7.572747429129834e-10
1922,1.2542490157585462e-08,7.377935484775833e-10
1923,8.492758496458919e-09,1.0615948120573648e-09
1924,1.289162443462999e-09,0.0
1925,1.0998177701893042e-08,0.0
1926,5.573069339348535e-09,0.0
1927,4.459690061686672e-09,2.2298449753321847e-09
1928,2.2852082448565625e-09,2.2852082448565625e-09
1929,1.7824650200282122e-08,4.4561625500705304e-09
1930,4.201441416995522e-09,2.100720708497761e-09
1931,4.5621426636444085e-09,0.0
1932,4.383814644626227e-09,1.0959536611565568e-09
1933,1.0323596200123575e-08,0.0
1934,3.5944740517379614e-09,2.3963160344919743e-09
1935,1.196828414151696e-08,2.393656828303392e-09
1936,9.699771652549316e-09,0.0
1937,1.2591118370153254e-08,1.2591118148108649e-09
1938,3.889564337278273e-09,0.0
1939,4.588215141154706e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,1.4757512989405086e-08,0.0
1942,6.068423541449874e-09,0.0
1943,8.709705623388686e-09,0.0
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,6.535512131478072e-09,2.178504043826024e-09
1946,9.744772988540262e-09,0.0
1947,8.344609669919123e-09,1.1920870957027319e-09
1948,6.523132700664291e-09,0.0
1949,1.3743811422273211e-08,9.817008317369869e-10
1950,1.0635361480382244e-08,4.2541445921528975e-09
1951,1.0661401983469432e-08,0.0
1952,8.435843135146115e-09,1.0544803918932644e-09
1953,6.464296320451979e-09,0.0
1954,1.2704297169818801e-08,0.0
1955,1.0324168631115072e-08,3.754243138587299e-09
1956,1.3953826982771034e-08,8.72114158667614e-10
1957,1.5019563925910973e-08,4.4175189062301e-09
1958,1.1581141046157484e-08,3.3088974338291166e-09
1959,1.0075972611822692e-08,2.3252243464000344e-09
1960,1.4533749759237935e-08,2.076250060767393e-09
1961,3.474079635079619e-09,2.779263708063695e-09
1962,1.5220695370743442e-08,5.7077609305622445e-09
1963,9.69907976156037e-09,3.879631726988464e-09
1964,9.734349215584359e-09,3.041984220075733e-09
1965,9.302473735761652e-09,3.2832261354087677e-09
1966,1.107814973089205e-08,2.7695373772118614e-09
1967,1.4791006863745793e-08,4.930335584241163e-10
1968,1.4372530943163042e-08,1.7965663401398047e-09
1969,9.537690970340407e-09,0.0
1970,6.438215127690938e-09,4.138852427448825e-09
1971,8.735275613958038e-09,4.624557625731995e-09
1972,8.208234980600082e-09,2.0520586896388693e-09
1973,9.92376719688437e-09,5.513203782392395e-10
1974,1.912694358452427e-08,1.1251143350321513e-09
1975,1.6563292515314743e-08,1.7134440533084216e-09
1976,5.713526873840635e-09,6.284879672247001e-09
1977,1.8218023978278097e-08,2.938390863960194e-09
1978,1.6039596761885377e-08,1.1881182704343018e-09
1979,1.0533552030622673e-08,1.7555920051037788e-09
1980,1.0233271341419936e-08,2.2740603289328476e-09
1981,1.0753434365184944e-08,2.5302198114474095e-09
1982,9.932003441903703e-09,1.8622506869903077e-09
1983,1.5788289786655696e-08,1.89459470334441e-09
1984,1.5077422532705498e-08,5.219107812592938e-09
1985,1.9851341459542482e-08,6.015558051686298e-10
1986,1.9182353039326472e-08,1.7983456945813714e-09
1987,1.8943532076320935e-08,5.49973533381376e-09
1988,1.0194141308872418e-08,2.398621523624911e-09
1989,1.2073868571604862e-08,2.744061089465788e-09
1990,1.743568234235937e-08,2.724325487424295e-09
1991,2.2859714121636898e-08,5.275318681885466e-09
1992,1.7080826530957438e-08,3.305966445044106e-09
1993,1.938722604677423e-08,1.6617622278225497e-09
1994,1.9517228277976528e-08,0.0
1995,2.1689802842672634e-08,1.6267352465071383e-09
1996,2.028474987980644e-08,5.338092190498855e-10
1997,1.4864173003559245e-08,2.397447240731765e-09
1998,2.288702027897216e-08,3.814503379828693e-09
1999,2.1936966021485205e-08,1.3710603763428253e-09
2000,1.502130719810424e-08,1.7672125984802278e-09
2001,1.8839210635945847e-08,3.06684819206815e-09
2002,1.5334275182965484e-08,4.38122149670761e-09
2003,2.333476767368836e-08,5.416999737661854e-09
2004,2.4226351591494222e-08,1.3214374039449694e-09
2005,1.8465373674558805e-08,2.2518747977429143e-09
2006,1.81187156389484e-08,8.235779835885637e-10
2007,2.3567428897308673e-08,3.994479469415779e-09
2008,2.682186917013496e-08,2.1287198670449925e-09
2009,2.5748240872758288e-08,3.337734755248789e-09
2010,2.267420651236307e-08,4.251413721068076e-09
2011,2.2561434498413746e-08,1.1471915639660324e-09
2012,2.1446791897972162e-08,2.3829769546512836e-09
2013,2.7612337305527035e-08,1.6734750252211938e-09
2014,3.313131191617913e-08,3.6812568132704726e-09
2015,2.438232904466986e-08,2.6598904190322514e-09
2016,1.9884863977637224e-08,2.899876172524074e-09
2017,2.7168602478866433e-08,2.26405022507592e-09
2018,2.0393587263356494e-08,1.8070266949443692e-09
2019,2.3213988953330045e-08,2.806086529805185e-09
