year,moins_ADV ouvert_VERB,moins_ADV couvert_VERB
1858,1.0276719564217274e-07,5.3830437884982985e-09
1859,1.37997901106246e-07,1.5276520048956854e-09
1860,9.337455253444205e-08,4.119465657481669e-09
1861,1.3063220194453606e-07,9.431927461278633e-10
1862,9.984749738123355e-08,6.325180823552046e-09
1863,1.108805847138683e-07,9.989241656072068e-10
1864,1.1555294321397014e-07,2.8768367688059016e-09
1865,1.1202289584844038e-07,3.765475486972036e-09
1866,1.2164032625605614e-07,1.0704348518686402e-08
1867,1.0287960350296999e-07,1.455843445796745e-09
1868,1.5313609935674322e-07,9.87974813071446e-10
1869,1.250180901024578e-07,7.813630631403612e-09
1870,1.3188312664169644e-07,8.027668307875047e-09
1871,1.1895718898813357e-07,0.0
1872,1.2397045168199838e-07,5.442605477412599e-09
1873,1.604249177944439e-07,3.591602570907071e-09
1874,1.469753811988994e-07,4.182226565063729e-09
1875,1.0184318455230823e-07,0.0
1876,1.5961478538883966e-07,3.627608879952504e-09
1877,1.4905405976151087e-07,1.2369632429454214e-08
1878,1.2984040154151444e-07,5.435179861734696e-09
1879,1.1363344754045102e-07,7.94212251520321e-09
1880,1.3220763150911807e-07,6.417846254436199e-09
1881,1.2132163362821302e-07,4.183504653809678e-09
1882,1.1447262693309312e-07,6.655385131892899e-10
1883,1.0616489731773981e-07,2.5277355764075082e-09
1884,1.0100596625761682e-07,1.9805090900604227e-09
1885,1.2311164709899458e-07,6.445635580831777e-09
1886,1.1745304107080301e-07,6.4534639854230136e-09
1887,1.1556196710671429e-07,6.528924623161458e-10
1888,1.369572828480159e-07,1.268122939990235e-09
1889,1.171580592540522e-07,1.8795409673089125e-09
1890,1.1535720290112295e-07,3.9326319978272295e-09
1891,8.860165934265751e-08,1.9122659011827636e-09
1892,9.653508925566712e-08,6.268512375839919e-10
1893,9.114456389625047e-08,1.1085149687062312e-08
1894,9.893416574868752e-08,7.561847148451761e-09
1895,6.439917399347905e-08,8.426059849853118e-09
1896,9.553186686162007e-08,1.179405795248556e-09
1897,7.807796009728918e-08,6.992056267307589e-09
1898,9.053367477918073e-08,5.092519295146758e-09
1899,8.346643198819947e-08,1.6582735185011188e-09
1900,9.395806443990296e-08,1.038210628578895e-09
1901,8.718432553678213e-08,5.58873880507349e-09
1902,1.3650588925884222e-07,1.9641135384773634e-09
1903,1.0908444636470449e-07,1.0800440541913758e-09
1904,9.56683265940228e-08,4.299700151477737e-09
1905,9.444188719953672e-08,7.2250627702885595e-09
1906,8.179253541129583e-08,1.0288369045596824e-09
1907,8.948547502996007e-08,3.0857059130084963e-09
1908,6.974172350737717e-08,1.964555629285769e-09
1909,9.901770425813083e-08,8.251475058784763e-09
1910,8.22999197680474e-08,5.34415089958884e-09
1911,9.523469657324313e-08,1.0640748282497725e-09
1912,7.814131919303691e-08,1.0418842455450772e-09
1913,8.37872349279678e-08,5.30298971401777e-10
1914,9.91118085380549e-08,2.678697486047099e-09
1915,1.1780761610680202e-07,9.424609537234119e-09
1916,5.8233549538044826e-08,1.0987462051303964e-09
1917,5.812205117194935e-08,0.0
1918,8.499918635607173e-08,0.0
1919,1.1325653304083971e-07,2.762354567309444e-09
1920,1.0828291152620295e-07,7.572231730534895e-10
1921,9.314479143540666e-08,7.572747429129834e-10
1922,7.009038682781465e-08,5.164555005876537e-09
1923,6.475728042687479e-08,5.307974060286824e-09
1924,9.410885581928596e-08,0.0
1925,9.348450902280092e-08,0.0
1926,6.687682940764716e-08,3.343841648018042e-09
1927,5.0171511389862644e-08,0.0
1928,6.855624690160766e-08,1.1426041224282812e-09
1929,7.909688548579652e-08,3.342121912552898e-09
1930,7.772666776872938e-08,0.0
1931,7.299428261831054e-08,4.5621426636444085e-09
1932,1.0192368904426985e-07,5.4797681947604815e-09
1933,8.488289893193723e-08,1.1470662197865522e-09
1934,1.0304158593044122e-07,0.0
1935,6.582556011380802e-08,0.0
1936,1.3579679603026307e-07,0.0
1937,5.791914503561202e-08,3.777335333410292e-09
1938,7.130867629712156e-08,1.2965214457594243e-09
1939,6.882322622914216e-08,0.0
1940,1.141102288215734e-07,2.5357829169792012e-09
1941,8.854507882460894e-08,2.9515025978810172e-09
1942,6.371844563091145e-08,3.034211770724937e-09
1943,1.0451646659248581e-07,5.806470415592457e-09
1944,9.318240046241044e-08,3.2131861615880553e-09
1945,6.753362669087437e-08,6.535512131478072e-09
1946,8.909506732379668e-08,0.0
1947,1.06095754404123e-07,3.5762612871081956e-09
1948,1.0002136718867405e-07,0.0
1949,8.933477602113271e-08,1.9634016634739737e-09
1950,7.657460088239532e-08,2.1270722960764488e-09
1951,9.275419188270462e-08,2.1322803522849654e-09
1952,1.0755699975106836e-07,2.1089607837865287e-09
1953,7.54167928107563e-08,1.0773827385790469e-09
1954,1.0358888147266043e-07,4.886268278880834e-09
1955,1.1356585360999816e-07,9.385607846468247e-10
1956,1.2732866139231191e-07,8.72114158667614e-10
1957,9.54184073975739e-08,0.0
1958,9.761247099504544e-08,0.0
1959,9.068374851040062e-08,7.750747821333448e-10
1960,8.720250121996287e-08,4.152500121534786e-09
1961,9.380015342230763e-08,2.08444772553662e-09
1962,1.0971584885055563e-07,1.9025869768540815e-09
1963,1.1444914349567625e-07,1.939815863494232e-09
1964,1.1316181058873553e-07,4.258777774879263e-09
1965,1.0670484584807127e-07,3.2832261354087677e-09
1966,1.25183092336556e-07,2.769537488234164e-09
1967,1.26709622350063e-07,1.9721342336964653e-09
1968,1.1992079862466198e-07,5.838840522187638e-09
1969,8.629339731669461e-08,1.8167031212712459e-09
1970,9.243436949191164e-08,1.8394900047624674e-09
1971,1.1612778649805477e-07,1.541519245584766e-09
1972,9.952484703035225e-08,3.5911027485013847e-09
1973,8.104409232601029e-08,1.102640756478479e-09
1974,8.213334723450316e-08,5.06301445213353e-09
1975,1.0223549651300345e-07,5.711480177694739e-10
1976,9.712995563404547e-08,5.713526873840635e-10
1977,1.0049296861325274e-07,5.876781838942691e-10
1978,1.045544095745754e-07,4.158414057542359e-09
1979,9.772795550588853e-08,1.1703946700691858e-09
1980,1.0290122531841916e-07,3.411090521154847e-09
1981,1.0626923341305883e-07,1.2651099057237047e-09
1982,9.435403569568734e-08,0.0
1983,8.841442422635737e-08,3.157658134966823e-09
1984,9.568363878997843e-08,3.479405208395292e-09
1985,9.143648327381015e-08,3.609334831011779e-09
1986,7.792831269171074e-08,1.7983456945813714e-09
1987,7.944061763964783e-08,2.4443267410134695e-09
1988,8.93486529207621e-08,2.398621523624911e-09
1989,9.713976112379896e-08,6.585746614717891e-09
1990,9.753085095098868e-08,1.6345953479657283e-09
1991,1.0316178844504975e-07,4.10302547493302e-09
1992,1.1074988037762523e-07,2.2039776670368383e-09
1993,7.699498638658042e-08,5.539207315052863e-09
1994,9.125623279260253e-08,4.747434001473039e-09
1995,8.296349562897376e-08,1.626735190995987e-09
1996,1.120999328918515e-07,2.135236876199542e-09
1997,9.589788874109217e-08,9.58978896292706e-10
1998,1.0108433912137116e-07,6.198567881199324e-09
1999,1.0145846829345828e-07,9.140402323914998e-10
2000,9.145325208237409e-08,2.2090156370779823e-09
2001,8.543362639557017e-08,1.7524847129024579e-09
2002,8.368132853320276e-08,8.76244299341522e-10
2003,8.875545631781279e-08,4.1669229178253886e-10
2004,9.514349130768096e-08,0.0
2005,8.467048928650911e-08,7.205999352777326e-09
2006,8.194601264222001e-08,4.1178899179428186e-10
2007,8.468296641694906e-08,1.5977917877663117e-09
2008,6.897052173826523e-08,2.9802078582719105e-09
2009,6.961560927720711e-08,2.384096253749135e-09
2010,6.991214007712188e-08,0.0
2011,7.265546742019069e-08,1.529588788962144e-09
2012,8.136164098004883e-08,1.3617010852229328e-09
2013,7.028594950497791e-08,1.1156500168141292e-09
2014,6.691225706845216e-08,1.0827225782605865e-09
2015,9.265285427773051e-08,1.994917786518613e-09
2016,5.9033190780155564e-08,2.278474076078396e-09
2017,5.358252153087051e-08,1.2578056374223934e-09
2018,5.5759681316658316e-08,2.0651733656507076e-09
2019,9.872322692672242e-08,2.04079020349468e-09
