year,ils_PRON osent_VERB,ils_PRON causent_VERB
1848,1.794084525386097e-07,1.5125016261663404e-07
1849,2.0361979125027574e-07,2.044577289694871e-07
1850,2.6069744762935443e-07,1.7515609940232935e-07
1851,2.2702025148646499e-07,1.3543822063866173e-07
1852,2.0182691429226907e-07,1.7838894095234537e-07
1853,2.329053430116801e-07,1.5407584719184797e-07
1854,3.3823775424934865e-07,1.3300901358093142e-07
1855,2.2076858741115757e-07,1.979487471714947e-07
1856,2.391861499972947e-07,1.3771323637001842e-07
1857,2.2064420690526276e-07,1.4205191334326628e-07
1858,2.657266051642182e-07,1.233206390338637e-07
1859,2.622469210677991e-07,1.6804172453532829e-07
1860,2.3801356618946556e-07,1.190067795420191e-07
1861,2.6880994141720294e-07,1.3393337106037961e-07
1862,2.886993293316209e-07,1.4412376359018708e-07
1863,2.347471799168943e-07,1.8530042567022065e-07
1864,2.8192999934617546e-07,1.352113248032083e-07
1865,2.7911586997220184e-07,1.6803434554901742e-07
1866,2.4230752515563836e-07,1.5229368344193972e-07
1867,2.0575921411136733e-07,1.9168605902564195e-07
1868,1.9957091978994868e-07,1.7240160588016806e-07
1869,2.7005859948303623e-07,1.9192230737985483e-07
1870,2.201874806928572e-07,1.720214690692501e-07
1871,2.3472802013202454e-07,1.7206307489914252e-07
1872,2.0621426699563017e-07,1.3787933639264338e-07
1873,2.0472135275895198e-07,1.6521372714350946e-07
1874,2.0134433498242288e-07,1.5294999400339293e-07
1875,1.9739268708462987e-07,1.6649644152266774e-07
1876,1.5235957562254043e-07,1.481273592673915e-07
1877,2.7522431622628574e-07,1.861629606025872e-07
1878,1.7211402081329652e-07,1.7875702162939433e-07
1879,2.052733236723725e-07,1.8389069111890421e-07
1880,1.655804275912942e-07,1.5402831365918246e-07
1881,2.0429446578873467e-07,1.0179860865378032e-07
1882,1.4708400897234242e-07,2.016581674979534e-07
1883,1.7188601475481846e-07,1.7125408646734286e-07
1884,1.7098395943548894e-07,1.5712038603510337e-07
1885,1.727430358755555e-07,1.708093435581759e-07
1886,2.0457481042512882e-07,1.7488887138483733e-07
1887,1.5081815973871926e-07,1.9521484162510205e-07
1888,1.5407693609859052e-07,1.7690314990659317e-07
1889,1.5474887504751678e-07,1.7041172561960138e-07
1890,1.5599439251445801e-07,1.7959019160684875e-07
1891,1.2047276243265514e-07,1.6764198207397385e-07
1892,1.7301094601407385e-07,2.1187571519476478e-07
1893,1.3117427144493377e-07,1.742831905460207e-07
1894,1.1657847664992005e-07,2.1236186853457184e-07
1895,1.7213237235580436e-07,1.787528454144649e-07
1896,1.4565661388132867e-07,1.727829541664505e-07
1897,1.415891404121794e-07,1.893681869091779e-07
1898,1.1203542449322867e-07,2.438750925648492e-07
1899,1.1773742158993628e-07,2.1833933772086311e-07
1900,1.4223485678144243e-07,1.775340194853925e-07
1901,1.1568689650687247e-07,1.9560586750344555e-07
1902,1.3110457786069674e-07,1.644945122336594e-07
1903,1.4850605722926957e-07,2.332895121526235e-07
1904,1.0588011711831768e-07,1.9993605349100108e-07
1905,1.646282115075337e-07,2.0746251294667672e-07
1906,1.579264612416864e-07,1.702725036523134e-07
1907,1.6817098469346092e-07,1.959423379105374e-07
1908,1.46850531734799e-07,1.7582773281787922e-07
1909,1.6833008942285232e-07,2.282908084794144e-07
1910,1.7849462707886232e-07,2.036121387050116e-07
1911,1.1438804392582824e-07,2.2611590111409896e-07
1912,1.0939784722552304e-07,2.1202344413495666e-07
1913,1.649229766087501e-07,1.5961999366709279e-07
1914,1.413012959972093e-07,1.975539341003696e-07
1915,1.6257450852208422e-07,2.2147832368091258e-07
1916,1.9118183303135083e-07,2.988589713481815e-07
1917,1.798493549642899e-07,2.0178221049604872e-07
1918,1.7344428115961819e-07,1.8837657478343317e-07
1919,1.1233574603863872e-07,1.998103087430536e-07
1920,1.2267015137013004e-07,1.6658909984812453e-07
1921,1.1964940682673841e-07,1.711440944518472e-07
1922,9.81265451116542e-08,1.8297280490742196e-07
1923,1.1677543199084539e-07,1.6773197941688522e-07
1924,1.6114530509980796e-07,1.4825367955495494e-07
1925,1.2647904767959517e-07,1.583737621047021e-07
1926,1.136906142562566e-07,1.671920770718316e-07
1927,1.1595194138180887e-07,1.6835329219588857e-07
1928,9.026572200809824e-08,1.4853853969043485e-07
1929,1.1251810505541471e-07,1.8270267077014068e-07
1930,1.1553964007759987e-07,1.6385621393055771e-07
1931,9.694552893790842e-08,1.699398133325758e-07
1932,9.425201596968691e-08,1.0849941389778905e-07
1933,1.055300877794707e-07,1.1700075575049595e-07
1934,9.3456325345187e-08,1.5935501807007313e-07
1935,7.420336167740516e-08,1.2447015862449007e-07
1936,1.2852197173174318e-07,1.43071630986924e-07
1937,7.554671022091952e-08,1.1709739666798669e-07
1938,6.093650739558143e-08,1.1020431855968127e-07
1939,7.494084641734844e-08,1.1317597170545923e-07
1940,4.817987697691706e-08,1.0903866254352579e-07
1941,7.969056881051984e-08,1.269146139293298e-07
1942,2.123948235066564e-07,1.9115533689273434e-07
1943,1.0161323338309103e-07,1.1032294011670274e-07
1944,9.31823986860536e-08,1.6708568040257887e-07
1945,1.0456819410364915e-07,1.3942425880486553e-07
1946,1.0440828646096634e-07,1.2528993664773225e-07
1947,7.510148591904908e-08,1.3709001578376956e-07
1948,7.610321439699419e-08,1.3481141181159728e-07
1949,6.970075983048218e-08,9.031647607571358e-08
1950,1.1379837161484829e-07,1.1167129443379054e-07
1951,7.249753153359961e-08,1.162092786444191e-07
1952,8.119499028680366e-08,1.1915628661540723e-07
1953,8.511323557058859e-08,8.619062086268059e-08
1954,1.1042966008290023e-07,1.0749789680630784e-07
1955,7.414630331936678e-08,8.916327587371597e-08
1956,7.500181631314717e-08,9.418832647156705e-08
1957,7.156380554818043e-08,7.068030072332476e-08
1958,7.693186354629233e-08,1.04230267083949e-07
1959,7.673240531858028e-08,8.835852582933512e-08
1960,8.512625093715087e-08,8.235791781885382e-08
1961,1.0352757584541905e-07,8.476754587150026e-08
1962,9.57635410969715e-08,9.766613118245004e-08
1963,1.0216364287884971e-07,6.789355921910101e-08
1964,1.1133661814710649e-07,7.300761950546075e-08
1965,1.056104377283873e-07,9.411914625445661e-08
1966,9.804162637294667e-08,8.087049430116622e-08
1967,1.3311906243984595e-07,9.466244677014402e-08
1968,1.1273453637272723e-07,8.039634380452299e-08
1969,1.7258680173881658e-07,8.220581904083701e-08
1970,1.0025220298359727e-07,8.093755887728094e-08
1971,1.2023850004538872e-07,8.735275436322354e-08
1972,1.2414955463668775e-07,7.233507126613858e-08
1973,1.1522595499968702e-07,8.269805817917586e-08
1974,1.1363654905949261e-07,7.594521989062741e-08
1975,9.880860574185135e-08,7.082235420341476e-08
1976,8.627425529539323e-08,6.741961833256482e-08
1977,1.169479588725153e-07,7.228441667450625e-08
1978,9.742569417880986e-08,6.950491915347357e-08
1979,1.0123913618542701e-07,6.378650851956991e-08
1980,9.38049851129108e-08,6.879032277140595e-08
1981,1.0626922986034515e-07,7.211126451522887e-08
1982,1.1918404219102285e-07,7.262777756977812e-08
1983,7.894144893327848e-08,7.073153973635726e-08
1984,8.930473427426477e-08,7.132780588392507e-08
1985,9.023337277369592e-08,7.579603078511354e-08
1986,9.351396990098237e-08,6.533989171941812e-08
1987,8.61625153447676e-08,5.7441678080749625e-08
1988,1.025410707455876e-07,6.056519463726318e-08
1989,1.1305531444349981e-07,6.146696840403365e-08
1990,8.17297625133051e-08,7.410165281385162e-08
1991,8.909427329228947e-08,6.623455917065257e-08
1992,7.218026976119063e-08,7.218026709665537e-08
1993,1.0302925623761894e-07,5.982344220001323e-08
1994,9.494867825310394e-08,5.485923715298213e-08
1995,9.16394213845706e-08,7.754104736079626e-08
1996,9.395042255277986e-08,6.138805908051381e-08
1997,7.6238821478114e-08,6.377209871288869e-08
1998,9.48857739047071e-08,7.342918983965774e-08
1999,1.0602866851172621e-07,7.358024234349614e-08
2000,1.0028931640704286e-07,6.008522746014933e-08
2001,9.81391465870729e-08,6.177508460325498e-08
2002,1.0646368409084062e-07,6.659456630586646e-08
2003,1.0375638304083168e-07,5.291992088984898e-08
2004,1.1056026139044661e-07,6.607186797680242e-08
2005,1.1664711685455131e-07,5.044199458126286e-08
2006,1.0706513720037947e-07,5.847403627967651e-08
2007,9.746530160725797e-08,6.231387938981925e-08
2008,1.0047557452708133e-07,6.769329097267018e-08
2009,1.1682071487939538e-07,6.866197033161825e-08
2010,1.0770248337621524e-07,7.18016543999056e-08
2011,1.1165998259343723e-07,6.615471370707837e-08
2012,1.3310627977602962e-07,9.736162809304005e-08
2013,1.1797998666907006e-07,8.367375237128272e-08
2014,1.3382451058419065e-07,9.917738807985188e-08
2015,1.1415363587730099e-07,1.0794721916340677e-07
2016,1.3691557754214045e-07,1.2345186917173123e-07
2017,1.1974310254458942e-07,7.999643969469616e-08
2018,1.0609828038354863e-07,8.286508190735731e-08
2019,1.209168196680821e-07,8.775397830618203e-08
