year,deux_DET anneaux_NOUN,deux_DET canots_NOUN
1858,3.2494008017636133e-07,1.7617233449840342e-07
1859,3.248806486055855e-07,9.114990273673129e-08
1860,3.336767040451605e-07,5.904567235148761e-08
1861,3.593564361636936e-07,6.696668597427902e-08
1862,3.1309645098787087e-07,8.267915108106649e-08
1863,3.1765788399695793e-07,4.694943545047181e-08
1864,3.346720180985585e-07,6.472882718711048e-08
1865,3.2900841162586403e-07,6.824924358994622e-08
1866,4.422842039275565e-07,7.687668590605767e-08
1867,4.6926687247150767e-07,5.871901898046872e-08
1868,4.979393182225067e-07,7.755602449144305e-08
1869,3.296375385986039e-07,9.327521865998278e-08
1870,4.759260541220556e-07,7.224901477087542e-08
1871,4.184743822577275e-07,7.541036084468544e-08
1872,4.886250053459662e-07,6.349706227481988e-08
1873,5.632830202273453e-07,6.644464889404844e-08
1874,5.634056261527576e-07,5.31740226850097e-08
1875,6.322287688931283e-07,8.410644891654329e-08
1876,3.8150353098842515e-07,8.162119868870832e-08
1877,5.108657994412624e-07,9.833857417262948e-08
1878,4.173010346164574e-07,1.056840481794552e-07
1879,4.276527736379876e-07,2.1565917496246811e-07
1880,4.364135435253047e-07,1.0717803267112913e-07
1881,4.811030258622395e-07,1.471199098102005e-07
1882,4.705357294909618e-07,6.988154166442939e-08
1883,4.1265281947033827e-07,1.20067442210825e-07
1884,4.81923873252299e-07,9.90254571675564e-08
1885,5.38210581879639e-07,4.6408578535661604e-08
1886,5.13695734838393e-07,8.97031506852386e-08
1887,5.490825536469401e-07,1.0576857967237174e-07
1888,4.4891551098658056e-07,9.57432848558426e-08
1889,4.817890300046201e-07,9.523007804546069e-08
1890,5.217291736414609e-07,8.913965920953615e-08
1891,5.526448774162418e-07,1.032623657692966e-07
1892,5.585244622352548e-07,6.707308219944252e-08
1893,4.920574685485235e-07,1.0838812958269273e-07
1894,3.6927019131383076e-07,6.679631514572293e-08
1895,4.3634956625737686e-07,9.208479889721843e-08
1896,3.667951880004239e-07,6.486731862764827e-08
1897,4.1253131044527436e-07,5.9432476717802274e-08
1898,3.7175391831567595e-07,6.224190496340043e-08
1899,3.858249613131193e-07,5.085372301039115e-08
1900,4.0697857173199736e-07,7.838490034828283e-08
1901,4.331272762669869e-07,7.097698118130324e-08
1902,9.152769067100053e-07,5.745032050086252e-08
1903,3.12132740987181e-07,8.370341042507334e-08
1904,3.9073525215371774e-07,7.578221783433037e-08
1905,3.3441717661730763e-07,6.657379181262968e-08
1906,3.672947883615052e-07,4.989859103687877e-08
1907,3.023992007911147e-07,3.7028472732458795e-08
1908,4.877009409653965e-07,5.648097523014428e-08
1909,2.987034140033984e-07,4.620826210555151e-08
1910,3.142360505137276e-07,3.687464023016673e-08
1911,3.7242617878519013e-07,5.00115167056947e-08
1912,2.880809901739667e-07,6.147117015409265e-08
1913,3.6696687466530875e-07,5.780258760523793e-08
1914,3.468913369886195e-07,6.964613330495695e-08
1915,3.5813517307303755e-07,6.950649367176709e-08
1916,2.7908152411271203e-07,6.372728167391983e-08
1917,2.4784119290188755e-07,7.457168749169796e-08
1918,2.8256486217514976e-07,1.1716103998082872e-07
1919,2.900472111377894e-07,6.537572083686882e-08
1920,2.0899360286819046e-07,4.1647274962031133e-08
1921,2.9836625792256655e-07,3.7106461459046614e-08
1922,3.246291555569769e-07,7.082818243020483e-08
1923,3.152936578487697e-07,1.7091676873803863e-07
1924,3.2229061552868643e-07,6.703644916949969e-08
1925,2.9475115681520947e-07,5.829034233073571e-08
1926,2.630488538102327e-07,9.362756125952387e-08
1927,4.0583177707276263e-07,6.689534981507705e-08
1928,3.9534101858862414e-07,6.284322529026554e-08
1929,3.364402783034848e-07,4.901778738464202e-08
1930,3.329642286331591e-07,6.302162047777671e-08
1931,2.885555137055462e-07,7.64158922805791e-08
1932,2.443976674371129e-07,2.7398840751757803e-08
1933,2.2826618373272822e-07,5.04709136706083e-08
1934,2.899542366208152e-07,7.188947925840239e-08
1935,3.3630879059387553e-07,3.949533677882755e-08
1936,2.7644349032129867e-07,5.2136270412006525e-08
1937,2.7574548067121896e-07,5.666003222160043e-08
1938,2.85234730057482e-07,4.408173037706575e-08
1939,3.1352802132289526e-07,4.894096239382861e-08
1940,5.071565851721971e-07,1.242533644862931e-07
1941,3.984528582634539e-07,7.673907065353092e-08
1942,3.125238192680513e-07,1.0316319798420182e-07
1943,2.1774264169494018e-07,8.419382346858129e-08
1944,2.1207028133574113e-07,8.354284020128944e-08
1945,1.851728512747286e-07,5.2284098384092204e-08
1946,2.143850075242426e-07,5.986074746999748e-08
1947,3.0398221007033044e-07,6.794896556527874e-08
1948,3.8377763544872323e-07,3.913879575989654e-08
1949,2.2579119374199763e-07,4.319483515313749e-08
1950,3.179973093736521e-07,6.806631169808952e-08
1951,2.3668312465474628e-07,5.1174728676883774e-08
1952,2.9103658327755966e-07,3.690681271706353e-08
1953,2.273277583952904e-07,6.679772823758867e-08
1954,2.2770009522332657e-07,4.104465189946893e-08
1955,2.1774610381442017e-07,2.5341141629553476e-08
1956,2.3459870668318672e-07,3.6628795108129e-08
1957,2.2617696338045334e-07,2.0320586824329467e-08
1958,2.605756712625862e-07,3.5570646705895825e-08
1959,2.2554675815911196e-07,3.875373943973415e-08
1960,2.2146666367461876e-07,3.8756666320693967e-08
1961,1.9802254502820915e-07,3.682524418735511e-08
1962,2.5050727181508137e-07,3.551495675324645e-08
1963,2.3665754778079418e-07,5.1728426875286004e-08
1964,2.0016256474519878e-07,3.467861886541357e-08
1965,2.4733636294627104e-07,2.7907422150974526e-08
1966,2.0051451077307547e-07,2.3818020888910496e-08
1967,2.1792082804950041e-07,3.697751838060981e-08
1968,2.393924667387637e-07,5.883754700120036e-08
1969,2.1164591679223577e-07,4.496340033632862e-08
1970,1.8716811389651866e-07,2.989171266065682e-08
1971,2.055359029640158e-07,2.620582761903023e-08
1972,2.4214293681268373e-07,4.565830646896529e-08
1973,2.425809704220683e-07,3.74897863864021e-08
1974,2.542758359425079e-07,5.6255715419339936e-08
1975,1.776270295295035e-07,2.341706784037001e-08
1976,2.433962498216147e-07,2.228275486348963e-08
1977,1.7630345361396849e-07,1.5279633114317903e-08
1978,2.0316822535448864e-07,2.6138601283420826e-08
1979,2.0540426071136153e-07,2.3993091069485217e-08
1980,2.512836623225212e-07,2.7857238404926932e-08
1981,1.8407348445492744e-07,3.668818693292053e-08
1982,2.023645802040619e-07,2.4209259708030118e-08
1983,1.3893695438582654e-07,2.9050453598244985e-08
1984,2.22681929784585e-07,2.8995042422597095e-08
1985,1.9731031031255952e-07,2.165600831993686e-08
1986,1.7683731989848184e-07,2.4577391011249006e-08
1987,1.4665960712534343e-07,3.360949207831254e-08
1988,1.415186683395575e-07,2.3386560132898637e-08
1989,1.7452228728842556e-07,3.402635839755419e-08
1990,1.5746601178534547e-07,4.086488103460795e-08
1991,1.1840159919174198e-07,2.4032007439611647e-08
1992,1.4436053774602442e-07,3.471264720111833e-08
1993,1.362645036806498e-07,2.8249957484405286e-08
1994,1.6035777061773615e-07,4.800183317499318e-08
1995,1.5128637365080522e-07,4.0126137079710134e-08
1996,1.3451991875967906e-07,2.8291889497822353e-08
1997,1.2226981027652073e-07,1.7741110358571177e-08
1998,9.965389846655626e-08,3.480734389604834e-08
1999,9.277508272731438e-08,2.9706307108634533e-08
2000,1.17077834982382e-07,2.1648354553427396e-08
2001,1.4195125563887245e-07,2.2782300823642743e-08
2002,1.0383494597476783e-07,3.198291764761052e-08
2003,1.2875792165800704e-07,3.083523025804169e-08
2004,9.95482798415992e-08,2.5547789495039552e-08
2005,8.692236974638945e-08,2.071724802821251e-08
2006,1.223013281759222e-07,2.7589861728571918e-08
2007,1.1264432231428145e-07,2.5564669048350197e-08
2008,1.0303004183143116e-07,2.2990174430859156e-08
2009,1.1586707771016336e-07,3.194688980023841e-08
2010,1.1148151557449637e-07,2.4091344918986124e-08
2011,1.1165998170525882e-07,4.16812944159517e-08
2012,1.4025521544169806e-07,4.8340388580925264e-08
2013,1.1742216088350688e-07,3.960557437565626e-08
2014,1.1455205051191797e-07,3.681256854903836e-08
2015,1.3698436251985413e-07,3.0588740429493555e-08
2016,1.5224348803855037e-07,5.965459504153614e-08
2017,3.0162180753023904e-07,2.842640789424422e-08
2018,1.3165480705623622e-07,2.7879839770150738e-08
2019,1.4897769062827138e-07,2.9081260510821494e-08
