year,aux_ADP anneaux_NOUN,aux_ADP canaux_NOUN
1864,1.7980229927161417e-07,3.6008407278131926e-07
1865,1.4355875738170099e-07,3.4924784131362685e-07
1866,3.075067391833386e-07,4.495826431138994e-07
1867,1.3199647064254805e-07,3.726959203476099e-07
1868,1.699316669601103e-07,3.566589054093683e-07
1869,1.6896975851832252e-07,3.1449863513444143e-07
1870,1.5997996705152673e-07,2.4484387495249393e-07
1871,1.4551012683661213e-07,3.834244921563368e-07
1872,2.340320337523849e-07,3.1325217264566163e-07
1873,2.154961658007437e-07,3.2623723827951423e-07
1874,2.6885740656013013e-07,3.907394443558587e-07
1875,1.5791415353128002e-07,3.1582829285170533e-07
1876,1.8984486871431727e-07,4.981916119639607e-07
1877,1.99769555897511e-07,6.753818850846471e-07
1878,1.944586567326212e-07,4.1246975657216467e-07
1879,1.606752608740436e-07,4.2032158997784563e-07
1880,1.4825224292636108e-07,4.883980744274652e-07
1881,1.812852019611455e-07,4.113779539238749e-07
1882,1.4774954903984394e-07,5.277720447338652e-07
1883,2.205449360914713e-07,3.3618883321651083e-07
1884,2.653882118508477e-07,3.6573401462902666e-07
1885,1.3213552563229314e-07,3.9834027815155437e-07
1886,1.8456906353270242e-07,3.743009082679549e-07
1887,1.8933881229532545e-07,3.597437401858805e-07
1888,1.8007345814474718e-07,3.2780977221591456e-07
1889,1.9985786509080228e-07,3.7152260201622767e-07
1890,1.5140632836363466e-07,4.0899371356317715e-07
1891,1.7019166875797964e-07,3.206232577213086e-07
1892,2.0121924482197073e-07,4.356616045697592e-07
1893,2.512634016405002e-07,2.9929904599157453e-07
1894,1.7707325072890967e-07,3.8061295981606236e-07
1895,1.877807704886436e-07,2.7324509899173677e-07
1896,1.8870492368705527e-07,3.137219359294896e-07
1897,2.913356745848361e-07,4.096179658796828e-07
1898,1.7597483858988738e-07,3.7231974370222076e-07
1899,1.4648082924395567e-07,3.686894682886077e-07
1900,1.7026653675866754e-07,3.280745712874733e-07
1901,1.6319117124297122e-07,4.834259145214403e-07
1902,3.7661877883010675e-07,5.794134858572164e-07
1903,1.895477246272037e-07,3.299534703238294e-07
1904,2.0584814652835348e-07,3.9127272444261507e-07
1905,1.6307998862430395e-07,3.581566719867979e-07
1906,1.7593110412938984e-07,5.077310001322388e-07
1907,1.697138349854299e-07,2.8337066981798387e-07
1908,1.4243027846028156e-07,4.017516130883081e-07
1909,1.507269435374603e-07,3.570138460418093e-07
1910,1.5498037153616195e-07,3.297341009123045e-07
1911,1.9578976973022577e-07,2.6708278844100874e-07
1912,1.344030695626941e-07,3.7820399501065083e-07
1913,1.442413144481236e-07,3.0916431015270973e-07
1914,1.660792423585633e-07,2.752361549784865e-07
1915,1.1898569596269226e-07,1.967387275314536e-07
1916,1.1866458748954756e-07,1.637131816778492e-07
1917,1.0856760046529246e-07,2.2152177836520792e-07
1918,1.206069555337308e-07,2.9519986810555565e-07
1919,1.2246438529928128e-07,3.066213377089788e-07
1920,1.3554294309159332e-07,3.4150765548801587e-07
1921,1.582704221014808e-07,2.673179775314338e-07
1922,1.4165635509044705e-07,2.0436881742469382e-07
1923,1.316377544746672e-07,2.0701098080166958e-07
1924,1.869285524147557e-07,2.0497682395870243e-07
1925,1.077821423223213e-07,1.9906701975713759e-07
1926,1.0700293096022051e-07,1.9282819607724377e-07
1927,1.226414667598874e-07,1.8953682556777096e-07
1928,1.2682905914385145e-07,2.05668740704823e-07
1929,1.4593932351480987e-07,2.6402761932331487e-07
1930,1.2394251536207435e-07,1.9011522367495814e-07
1931,1.3002106591386564e-07,2.087180224208396e-07
1932,1.5014564569426625e-07,1.9507974802213113e-07
1933,9.750062757163391e-08,1.823835249492589e-07
1934,9.824895919052778e-08,1.845163382085957e-07
1935,1.2806064209058832e-07,1.543908609846767e-07
1936,1.4792151281639576e-07,1.85508129302292e-07
1937,1.0324716726017868e-07,2.1027167917964107e-07
1938,8.68669403075728e-08,1.3483823124715855e-07
1939,1.2847002395233176e-07,2.2023432677542587e-07
1940,2.1807733219247893e-07,1.5975432177128823e-07
1941,1.5938114472646703e-07,2.656352364738268e-07
1942,1.4867637787574495e-07,2.2453166570457483e-07
1943,1.1032293678603367e-07,1.9161352327046188e-07
1944,1.3495381878669832e-07,1.670856857316494e-07
1945,1.067466950388507e-07,1.5467378489120165e-07
1946,9.605562212300356e-08,1.2111360980782138e-07
1947,1.5497131777841844e-07,1.4066627329611947e-07
1948,1.1198044247429095e-07,2.4896621808601083e-07
1949,1.0307858389069224e-07,1.600172375715303e-07
1950,1.2443372554571397e-07,1.7761054071918636e-07
1951,9.382033283600322e-08,1.8870680662530503e-07
1952,1.4762726041617213e-07,2.3831257267570294e-07
1953,1.0235135861069722e-07,1.7345861946793661e-07
1954,1.3290649603092675e-07,1.8079191632658365e-07
1955,8.916327498553756e-08,1.7926511031163272e-07
1956,1.2645655367293784e-07,2.0669105160742163e-07
1957,1.1397198784734996e-07,1.837687904071572e-07
1958,1.1581140990646333e-07,1.9770661197071604e-07
1959,9.45591202006213e-08,1.6509092404248804e-07
1960,1.0865708383045458e-07,1.571029173419447e-07
1961,1.1811871053479805e-07,1.7648324046604102e-07
1962,9.830032682289769e-08,1.6298828597882675e-07
1963,9.763740704826773e-08,2.1467296285049287e-07
1964,9.734349304402201e-08,1.5514119411363936e-07
1965,1.4610355947297649e-07,1.4063151354548609e-07
1966,1.0025725138973485e-07,1.706034993276262e-07
1967,1.1191862037129852e-07,1.548125363459718e-07
1968,1.1183625248101237e-07,1.554029864792028e-07
1969,1.0218954737961639e-07,1.594157008621977e-07
1970,1.0669042049826771e-07,1.4439996154358425e-07
1971,1.4438897077972968e-07,1.27946094607978e-07
1972,1.4261808001236886e-07,1.4107904178217723e-07
1973,1.0805879302466792e-07,1.1743123767837815e-07
1974,1.0801097549695271e-07,1.327634937542399e-07
1975,9.081253127263267e-08,1.7248670625136242e-07
1976,9.370183717827274e-08,2.0511561316105542e-07
1977,9.696690073113245e-08,1.974598646814485e-07
1978,9.386134225408682e-08,1.3841578550000122e-07
1979,1.0006874340273697e-07,1.4512894497276108e-07
1980,1.0972341174531053e-07,1.6316382389636175e-07
1981,1.1955288947707032e-07,1.378969770038374e-07
1982,1.0614829071275977e-07,1.520838126545243e-07
1983,9.409821188910428e-08,2.1598380450793542e-07
1984,7.538710744547927e-08,1.989059863483078e-07
1985,1.118893777629637e-07,1.3294383127693266e-07
1986,1.0070735645406614e-07,1.47464344957271e-07
1987,7.699629023250054e-08,1.6499205912623438e-07
1988,7.735554397036992e-08,1.163331404541168e-07
1989,7.628490161781798e-08,1.454352436258688e-07
1990,7.30119250058614e-08,1.0297950503446174e-07
1991,7.737133805862939e-08,1.3364140727389895e-07
1992,9.532203748552348e-08,1.212187754617844e-07
1993,7.367146120929036e-08,1.495586019473194e-07
1994,6.540908947805235e-08,1.0866348526539227e-07
1995,7.916778232974764e-08,1.2688535527827227e-07
1996,7.5800911769619e-08,1.2651278780140274e-07
1997,7.623882070095789e-08,1.1076206007931688e-07
1998,6.484656012162304e-08,1.263554310071413e-07
1999,5.986963361181985e-08,1.2385244474444335e-07
2000,5.036556061099873e-08,1.2503028490318258e-07
2001,6.703253774276163e-08,1.152258682912688e-07
2002,5.958461252175695e-08,1.1172114966484514e-07
2003,7.042099525733647e-08,1.4209207677140512e-07
2004,7.135761637133697e-08,1.136436148796438e-07
2005,8.15178680113604e-08,1.220516117061976e-07
2006,7.412202157608405e-08,1.1653628673169436e-07
2007,8.06884820347964e-08,1.1304376812404371e-07
2008,6.939626667756826e-08,1.226142671839625e-07
2009,6.723151102505653e-08,1.215889138261872e-07
2010,7.36911718313138e-08,1.2754241734969085e-07
2011,8.718656374639977e-08,1.0707121222974791e-07
2012,1.2561692980250783e-07,1.2459564827094205e-07
2013,9.594590250072699e-08,1.1044935238624376e-07
2014,1.0783916704060204e-07,1.035082775047158e-07
2015,1.1880843830969212e-07,8.622478020470226e-08
2016,1.1765211205272408e-07,1.0770968117412849e-07
2017,1.1923998022300708e-07,9.584478988244882e-08
2018,1.1874747107842865e-07,9.60305612807133e-08
2019,1.1632503915670611e-07,1.0459049748501315e-07
