year,canaux_NOUN ouverts_ADJ,canaux_NOUN couverts_ADJ
1901,3.912117296778206e-09,2.235495566438317e-09
1902,1.915010727771005e-08,9.820567692386817e-10
1903,8.640352433531007e-09,1.6200660812870638e-09
1904,8.599400302955473e-09,6.449550227216605e-09
1905,5.676835002077496e-09,3.6125313851442797e-09
1906,1.1317205839134203e-08,3.0865106026567446e-09
1907,8.228549397415463e-09,5.142843484406967e-09
1908,1.1787333775714615e-08,5.893666887857307e-09
1909,1.0451868481808901e-08,0.0
1910,1.1222716089775986e-08,2.137660271017694e-09
1911,1.276889793899727e-08,4.788336838146279e-09
1912,7.293189607793238e-09,4.688478938419394e-09
1913,8.484783542428431e-09,0.0
1914,2.209925398233281e-08,3.3483718020477227e-09
1915,1.1780761921542648e-09,3.534228465440492e-09
1916,1.0987462051303964e-09,2.4172416956957932e-08
1917,7.676496771580332e-09,3.838248474608008e-08
1918,1.1486376294556067e-09,2.2972752589112133e-09
1919,7.366278698128781e-09,2.762354567309444e-09
1920,8.329454459499175e-09,7.572231730534895e-10
1921,1.817459427400081e-08,3.7863738810983705e-09
1922,1.3280283539529592e-08,4.426761179843197e-09
1923,7.431163684401554e-09,7.431163684401554e-09
1924,6.4458122173149945e-09,1.289162443462999e-09
1925,6.598906754362588e-09,4.399271169575059e-09
1926,2.229227691330493e-09,2.229227691330493e-09
1927,6.689535148041159e-09,6.689535148041159e-09
1928,4.570416489713125e-09,5.713020723163709e-09
1929,2.2280812750352652e-09,4.4561625500705304e-09
1930,7.352522590764465e-09,1.0503603542488804e-09
1931,4.5621426636444085e-09,5.7026783295555106e-09
1932,7.6716757391182e-09,3.287861094491973e-09
1933,9.176529758292418e-09,2.2941324395731044e-09
1934,1.7972370258689807e-08,1.1981580172459871e-09
1935,1.9149254626427137e-08,1.196828414151696e-09
1936,1.2124714565686645e-09,0.0
1937,2.5182236296217297e-09,2.5182236296217297e-09
1938,1.0372171566075394e-08,2.5930428915188486e-09
1939,1.5294050470515685e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,0.0,0.0
1942,6.068423541449874e-09,3.034211770724937e-09
1943,1.7419411024732767e-08,8.709705845433291e-09
1944,1.2852744646352221e-08,3.2131861615880553e-09
1945,2.178504043826024e-09,0.0
1946,1.2528993842408909e-08,4.1763312808029696e-09
1947,1.4305045148432782e-08,0.0
1948,2.9354097819123126e-08,3.2615663503321457e-09
1949,1.1780409536754632e-08,6.8719057111366055e-09
1950,1.595304155443955e-08,0.0
1951,1.8124383771578323e-08,1.0661401761424827e-09
1952,1.2653764258629963e-08,3.1634410646574906e-09
1953,1.2928593307037772e-08,6.464296653518886e-09
1954,1.3681550559141442e-08,0.0
1955,2.815682265122632e-08,1.8771215692936494e-09
1956,3.226822542501395e-08,3.488456634670456e-09
1957,2.2087593976038988e-08,8.835037590415595e-09
1958,1.7371711014124713e-08,2.4816730892496253e-09
1959,2.4802393028267034e-08,1.1626121398933265e-08
1960,1.5225833038812198e-08,3.460416619915918e-09
1961,2.153929301584867e-08,2.08444772553662e-09
1962,1.1415521861124489e-08,3.170978146727066e-09
1963,1.3578711488548834e-08,1.939815863494232e-09
1964,2.5552667537454e-08,0.0
1965,7.1136563306595235e-09,2.188817349590977e-09
1966,1.6063316343739587e-08,5.539074754423723e-10
1967,1.1339771788243524e-08,3.451234853457663e-09
1968,8.982831367632116e-09,2.245707841908029e-09
1969,1.090021850558287e-08,9.083515606356229e-10
1970,7.3579600190498695e-09,5.518470125309705e-09
1971,8.221435976452085e-09,1.541519245584766e-09
1972,1.6929485369132635e-08,3.0780880067027283e-09
1973,9.92376719688437e-09,1.102640756478479e-09
1974,9.563471792262135e-09,0.0
1975,1.770558810676448e-08,1.7134440533084216e-09
1976,1.0855701115808358e-08,2.856763492431469e-09
1977,1.2928920156696222e-08,2.3507127355770763e-09
1978,5.346532327976661e-09,5.940591352171509e-10
1979,5.851973128301324e-09,1.7555920051037788e-09
1980,1.3075846183596695e-08,1.7055452605774235e-09
1981,7.590659267808775e-09,1.2651099057237047e-09
1982,1.6139505731871395e-08,4.345251713999687e-09
1983,5.052252838311233e-09,1.89459470334441e-09
1984,9.278413592994639e-09,1.1598016991243298e-09
1985,2.4062232206745193e-09,0.0
1986,5.994485352545098e-09,1.1988970927134801e-09
1987,7.332980445085013e-09,6.110816741511371e-09
1988,4.797243047249822e-09,2.99827696004229e-09
1989,3.841685636274406e-09,0.0
1990,3.2691906959314565e-09,0.0
1991,4.68917216167597e-09,5.861465202094962e-10
1992,6.060938417817852e-09,1.65298330578878e-09
1993,5.539207315052863e-09,6.093128224193833e-09
1994,3.164955852952289e-09,1.0549853213248639e-09
1995,3.253470381991974e-09,1.626735190995987e-09
1996,5.3380921904988554e-09,1.6014276571496566e-09
1997,5.753873155711631e-09,0.0
1998,3.337690568372409e-09,9.536258449571733e-10
1999,1.1882523409667556e-08,2.285100553223174e-09
2000,8.83606254831193e-09,1.7672125984802278e-09
2001,1.0953029233595757e-08,1.7524847129024579e-09
2002,3.066854992184176e-09,1.3143663935011318e-09
2003,7.500461418619153e-09,2.083461403401543e-09
2004,9.690540814233373e-09,8.809582507929292e-10
2005,7.205999352777326e-09,1.8014998381943315e-09
2006,5.353256948836815e-09,0.0
2007,3.595031605740928e-09,1.5977917877663117e-09
2008,1.7029758714315335e-09,2.9802078582719105e-09
2009,1.907277002999308e-09,4.76819250749827e-10
2010,7.085689590624611e-09,1.8895172093635892e-09
2011,8.795135286732148e-09,2.6767803529281764e-09
2012,8.170206733382201e-09,1.0212758416727752e-09
2013,2.7891249310130206e-09,1.6734750252211938e-09
2014,3.6812568132704726e-09,1.0827225782605865e-09
2015,1.573768493301486e-08,2.881548111233201e-09
2016,7.2496901815100045e-09,3.935546111222266e-09
2017,1.031400623241474e-08,2.0124890642847504e-09
2018,6.711813327342497e-09,2.0651733656507076e-09
2019,1.8877308605169674e-08,7.65296326310505e-10
