year,des_DET ans_NOUN,des_DET camps_NOUN
1853,1.1107793307374436e-07,3.983278507035948e-07
1854,1.1638288199833369e-07,5.185272957675124e-07
1855,1.3001995569084102e-07,4.701946316743033e-07
1856,1.0354378376931095e-07,5.901995940860161e-07
1857,1.7719877498656444e-07,4.632552030869874e-07
1858,1.1549075340511195e-07,5.61304661417239e-07
1859,1.9961319530636956e-07,5.336597865834847e-07
1860,1.2953430317264036e-07,4.842660512593966e-07
1861,1.5421200871834628e-07,6.78627207761906e-07
1862,1.6716549666728753e-07,6.551080193872849e-07
1863,1.4883970655965584e-07,6.53296419628191e-07
1864,2.1528328186803947e-07,5.30776395279986e-07
1865,1.308502746155682e-07,4.6786033447432374e-07
1866,1.5083400217719145e-07,5.950644794694426e-07
1867,1.3199647597161857e-07,4.2607685024620423e-07
1868,1.126291309105909e-07,4.1445544374241194e-07
1869,1.411337060552853e-07,4.849334374057435e-07
1870,1.25002265427554e-07,4.948484004785314e-07
1871,1.1258447574213903e-07,9.622786834029284e-07
1872,1.118757751994437e-07,5.406321506029599e-07
1873,1.5743191833506032e-07,5.465222177036821e-07
1874,1.0336073774652732e-07,6.279314135326786e-07
1875,1.6363567656441091e-07,5.086437653289977e-07
1876,1.1245587638875065e-07,4.4075446936631124e-07
1877,1.490540659787598e-07,5.065364145906415e-07
1878,1.1172314384744197e-07,4.009954857053799e-07
1879,1.429582063838808e-07,4.0688104885333587e-07
1880,1.764907728851739e-07,3.3629515350241945e-07
1881,1.7082643788413066e-07,3.765154197310494e-07
1882,1.5507047379514916e-07,3.5805971076996457e-07
1883,1.4787252844428167e-07,3.924309606162524e-07
1884,1.353347940380445e-07,4.0336368112292575e-07
1885,1.3471379101126502e-07,4.473271131288925e-07
1886,1.1616234929512359e-07,4.562598849844335e-07
1887,1.3514873686837348e-07,5.177437039094457e-07
1888,1.8134157908633597e-07,4.533539463835723e-07
1889,1.4159209094088965e-07,3.5147416532765874e-07
1890,1.1404632793698966e-07,4.3848846509320083e-07
1891,1.4278253157584686e-07,3.3847109470741543e-07
1892,1.4731003838974743e-07,3.5542464615900826e-07
1893,1.5272873232774486e-07,3.0668914541287506e-07
1894,1.354831011823876e-07,3.6674958359128595e-07
1895,1.5768769712209973e-07,3.689410768004109e-07
1896,1.5214335458146877e-07,3.8330688756360587e-07
1897,1.7829743748087878e-07,3.4261076375941e-07
1898,1.6239478961566078e-07,3.361062850260055e-07
1899,1.5200841119167308e-07,2.9904198228791756e-07
1900,1.4275396598151247e-07,4.4694966927494306e-07
1901,1.5536694175644072e-07,3.5376717910651223e-07
1902,1.458354356165259e-07,4.316139428084398e-07
1903,1.6632678656591793e-07,4.2391730126212224e-07
1904,1.6715084427687543e-07,3.9234764237505715e-07
1905,1.826908637703184e-07,3.2357959423023885e-07
1906,1.9547901342065188e-07,4.069049897026389e-07
1907,2.2731367899098132e-07,4.484559301687341e-07
1908,1.6502266664275567e-07,4.62652849364531e-07
1909,2.2113953734859138e-07,4.026720077376922e-07
1910,1.6727191454180002e-07,4.3875477429011767e-07
1911,1.8408494040222934e-07,4.602123535590863e-07
1912,1.9743707069252991e-07,4.1258614746908506e-07
1913,1.8878643670561246e-07,4.019666235421937e-07
1914,2.0224166386029196e-07,4.908713133744413e-07
1915,1.4961568284288518e-07,1.4396091136958944e-06
1916,2.2304548275009495e-07,1.4371599803553181e-06
1917,2.8732033285905345e-07,1.3587400182757392e-06
1918,2.0790340560239429e-07,1.266947300848642e-06
1919,2.6150289067494725e-07,1.0662688723073188e-06
1920,2.415541935363308e-07,7.723676311854888e-07
1921,2.0294963065659033e-07,5.899170396617137e-07
1922,2.6265450348006425e-07,5.703144125845938e-07
1923,2.781378469762785e-07,5.361053663222037e-07
1924,2.5138667858470853e-07,4.885925788400414e-07
1925,2.397602791859299e-07,4.597238270065418e-07
1926,2.3964197293224743e-07,4.6925242180861915e-07
1927,2.1963973440009e-07,4.3927945903021737e-07
1928,2.513729078224003e-07,4.821789332254411e-07
1929,1.8604478735362306e-07,4.445022270260779e-07
1930,1.7961161535851033e-07,4.9577008809365e-07
1931,1.5739392367208893e-07,6.854619591933897e-07
1932,1.3918611330154818e-07,5.578404049799701e-07
1933,2.087660520011525e-07,6.308864062276598e-07
1934,1.5576054757104885e-07,6.673740404750106e-07
1935,1.962798581445213e-07,6.28334916541462e-07
1936,1.74595886193174e-07,5.880486497744641e-07
1937,1.7375742622505186e-07,6.484425743025213e-07
1938,1.8280952396310113e-07,6.858598240455649e-07
1939,1.2847002484051018e-07,8.31996370465049e-07
1940,1.3946806109998988e-07,1.0878509151268645e-06
1941,2.5382921764460775e-07,1.2130675663968304e-06
1942,1.6384744117026173e-07,1.3229163542405331e-06
1943,3.0483970370198676e-07,1.3412946220370259e-06
1944,2.9561313041881476e-07,1.6676435947715618e-06
1945,2.6142048348276603e-07,2.4747805333902306e-06
1946,1.8654279099195037e-07,2.0408337810806643e-06
1947,1.478188063064323e-07,2.0849603892258983e-06
1948,1.7395021001398447e-07,1.407909433481791e-06
1949,1.6590744289501913e-07,1.54814224018196e-06
1950,2.180249101257914e-07,1.475124690841767e-06
1951,1.1940770017204727e-07,1.3817176487407323e-06
1952,1.5079068971246556e-07,1.1746911745547095e-06
1953,1.4867881814595307e-07,1.3542700951774123e-06
1954,1.7101937910268816e-07,1.2088627592277135e-06
1955,1.6800238666903056e-07,9.535777429903192e-07
1956,1.500036306278929e-07,1.0064197724091173e-06
1957,1.5814717224671426e-07,1.1158652384324341e-06
1958,1.5303650968689908e-07,9.579258151148906e-07
1959,1.3253778630151203e-07,1.040925461381903e-06
1960,1.536425056070101e-07,1.0346646330816611e-06
1961,1.5146986953595842e-07,1.1471410399366277e-06
1962,1.173261940934367e-07,1.1098423868816099e-06
1963,1.538920644250652e-07,1.060432786914589e-06
1964,1.3871447324120822e-07,1.084163137932137e-06
1965,1.9371033399551152e-07,8.97415116440925e-07
1966,1.445698574187304e-07,9.466278960701402e-07
1967,1.6418017434460808e-07,1.1172140652604412e-06
1968,2.0391028376920417e-07,1.2099874275861566e-06
1969,1.44427902526445e-07,1.0668589336404466e-06
1970,1.991247882138225e-07,1.1128914465530215e-06
1971,2.0193902772192018e-07,9.58824974972572e-07
1972,1.3338381932292975e-07,1.0629664508599035e-06
1973,1.1687991730013891e-07,1.1489516644758169e-06
1974,1.5076531889590683e-07,1.1504293624398088e-06
1975,1.1308730929471267e-07,1.1285884742306962e-06
1976,1.1541324052011248e-07,1.2324077456327132e-06
1977,1.469195431980097e-07,1.20826640070959e-06
1978,1.2950488903484825e-07,1.2380192586647354e-06
1979,1.5566249178533553e-07,1.2675373746162677e-06
1980,1.3644361129827587e-07,1.3837656265280884e-06
1981,1.2714354746812262e-07,1.2777610152170382e-06
1982,1.5518755125398798e-07,1.5413228062755024e-06
1983,1.0230811975375786e-07,1.2813775871478583e-06
1984,1.2525858084089236e-07,1.2908592523785956e-06
1985,1.666309557002421e-07,1.514717556716505e-06
1986,1.3967151102356468e-07,1.3919194827849424e-06
1987,1.448263584613585e-07,1.4513189672271665e-06
1988,1.6370591726655448e-07,1.5489098892373931e-06
1989,1.2677562333252013e-07,1.5130752384351354e-06
1990,9.80757208779437e-08,1.662928298173938e-06
1991,1.383305781033073e-07,1.7045140978666495e-06
1992,1.2893269341063274e-07,1.8138735740080847e-06
1993,1.4401939374408812e-07,1.846217859480248e-06
1994,1.2818071448705837e-07,2.0287367554772118e-06
1995,1.5670882458351798e-07,2.2264583492415113e-06
1996,1.50534193998908e-07,2.0215354901154114e-06
1997,1.352160230450039e-07,2.071394458624809e-06
1998,1.1681916367578538e-07,2.0197795720378053e-06
1999,1.3070775040091576e-07,2.3001822810897465e-06
2000,1.2193766951718032e-07,2.240383683016489e-06
2001,1.0252035509417112e-07,2.212073734852993e-06
2002,1.3275101173881865e-07,1.9969608473502376e-06
2003,1.4250876523291822e-07,2.290557635120649e-06
2004,1.1981032513319612e-07,2.4600760042403635e-06
2005,1.1124261511952227e-07,2.3482549309505885e-06
2006,1.1077123884817297e-07,2.208012617188615e-06
2007,8.827799291566407e-08,2.0867159626902776e-06
2008,1.1367363794700935e-07,2.2836905770873273e-06
2009,1.3017166211604092e-07,2.1280442652482634e-06
2010,1.2376337044095465e-07,2.1474363833817733e-06
2011,9.292251743064917e-08,1.7360832949009364e-06
2012,1.0382971105116212e-07,1.8508921613147322e-06
2013,9.064656347756994e-08,1.93676837767498e-06
2014,1.0762262636632158e-07,1.883720759821017e-06
2015,1.2102501556476852e-07,1.5972642728456776e-06
2016,1.278016874550758e-07,1.4134824546374603e-06
2017,7.320429240564863e-08,1.6062178431752727e-06
2018,1.032586713356487e-07,1.5584314709826685e-06
2019,1.119883612510364e-07,1.3844210968727566e-06
