year,moins_ADV ouverte_ADJ,moins_ADV couverte_ADJ
1888,7.291706793921549e-08,1.1413106904001324e-08
1889,7.894072240333116e-08,1.628935564212952e-08
1890,7.406456603575862e-08,1.3764211992395303e-08
1891,5.4818293904190796e-08,2.5496881050912634e-08
1892,5.202865338560514e-08,1.3790726782758611e-08
1893,5.1114856347567184e-08,1.3548516086814288e-08
1894,5.1042469806361623e-08,5.671385139294216e-09
1895,5.356566745717828e-08,1.3240951446391591e-08
1896,6.899524152004233e-08,1.1794058174530164e-08
1897,4.3700350005337896e-08,1.3984112534615178e-08
1898,6.167606869666997e-08,8.487532454637403e-09
1899,4.8089930260175606e-08,2.432134493801641e-08
1900,6.48881623988018e-08,2.699347589896206e-08
1901,7.936009183140413e-08,2.8502569193733507e-08
1902,8.543894125523366e-08,1.5712908307818907e-08
1903,4.050165358648883e-08,9.720396931811592e-09
1904,5.8045952044949445e-08,1.3436562973367927e-08
1905,6.502556715304308e-08,5.160758931310738e-09
1906,4.3211148437194424e-08,7.201858220895474e-09
1907,6.274268571360153e-08,2.262851062084792e-08
1908,8.349361735326966e-08,4.911389073214423e-09
1909,5.831042670934039e-08,1.3752458727367411e-08
1910,3.313373397872965e-08,4.809735720812114e-09
1911,6.171634225893285e-08,9.044636151145369e-09
1912,7.657849465658728e-08,8.335073964360618e-09
1913,5.833288696521777e-08,8.484783542428431e-09
1914,5.2904276515164383e-08,8.036092680185902e-09
1915,5.654765544704787e-08,8.246533234057551e-09
1916,3.735737053034427e-08,3.2962386153911893e-09
1917,5.263883906536648e-08,7.676496771580332e-09
1918,5.168869421368072e-08,3.44591288836682e-09
1919,6.169258170984904e-08,1.1049418269237776e-08
1920,4.619061400035207e-08,1.2872794385998532e-08
1921,5.452378104564559e-08,6.058197943303867e-09
1922,7.968170478989123e-08,4.426761179843197e-09
1923,4.2463792482294593e-08,6.369568872344189e-09
1924,3.9964035636330664e-08,3.867487219366694e-09
1925,3.519416935660047e-08,9.898360353588487e-09
1926,4.0126099776216506e-08,2.229227646921572e-08
1927,4.9056588125040435e-08,1.1149224654616319e-08
1928,3.884854038460617e-08,6.8556245125250825e-09
1929,3.4535258208734376e-08,1.893869061575515e-08
1930,6.302162347537887e-08,8.402882833991043e-09
1931,5.5886246741465584e-08,5.7026783295555106e-09
1932,4.7126007984843454e-08,1.753525857850491e-08
1933,6.194157720074145e-08,8.02946331646126e-09
1934,6.470052937856963e-08,1.7972370258689807e-08
1935,3.8298509252854274e-08,8.377798899061872e-09
1936,5.2136272188363364e-08,1.091224355320719e-08
1937,7.932404599841902e-08,7.554670666820584e-09
1938,5.186085871855539e-08,7.779128452511941e-09
1939,6.576441791139587e-08,2.141167065872196e-08
1940,6.593035806190528e-08,2.5357829169792012e-09
1941,3.5418032950929046e-08,2.6563522936839945e-08
1942,4.5513175450651033e-08,1.517105907566929e-08
1943,4.645176332473966e-08,2.9032352077962287e-09
1944,7.069009200222354e-08,3.2131861615880553e-09
1945,4.574858536443571e-08,6.535512131478072e-09
1946,7.099762910911522e-08,6.960552134671616e-09
1947,6.556479092978407e-08,4.7683483828109274e-09
1948,5.762100485640076e-08,1.522064252412747e-08
1949,3.239612667016445e-08,2.1597418964347526e-08
1950,6.593923984610228e-08,6.381216888229346e-09
1951,5.330700858507953e-08,5.330700769690111e-09
1952,5.061505703451985e-08,9.490323193972472e-09
1953,6.8952495269059e-08,1.4005975934594517e-08
1954,6.449873524161376e-08,4.886268278880834e-09
1955,5.819076775992471e-08,1.0324168187025862e-08
1956,6.45364508500279e-08,8.72114158667614e-10
1957,6.626278548083064e-08,6.184526224473075e-09
1958,6.948684472263267e-08,6.617794756635931e-09
1959,5.503030919840057e-08,7.750747599288843e-09
1960,5.7442917977823527e-08,1.6610000486139143e-08
1961,5.280601200752244e-08,4.86371165564492e-09
1962,8.307962673370639e-08,6.976152100435229e-09
1963,9.117135135738863e-08,7.759263453976928e-09
1964,6.266487417860844e-08,6.083968440151466e-09
1965,7.82502169727195e-08,2.188817349590977e-09
1966,6.757671400237086e-08,3.3234448526542337e-09
1967,7.444806726653042e-08,1.627010703941778e-08
1968,6.782038042274507e-08,4.042274071025531e-09
1969,6.176790634526697e-08,7.2668124850849836e-09
1970,7.08203629073978e-08,6.898087434592526e-09
1971,5.652237078379585e-08,4.1107179882260425e-09
1972,6.258779450263319e-08,6.669190977248718e-09
1973,6.285052478460784e-08,6.064523994098181e-09
1974,6.806941854620163e-08,6.750686232237513e-09
1975,5.88282453861666e-08,2.8557400888473694e-09
1976,7.88466678613986e-08,3.9994687561772935e-09
1977,7.698584170157119e-08,2.3507127355770763e-09
1978,7.782174549220144e-08,7.72276909088987e-09
1979,6.846808986438191e-08,1.7555920051037788e-09
1980,7.788656120055748e-08,5.6851505725319385e-09
1981,8.033448040123403e-08,3.795329828193417e-09
1982,6.89032759737529e-08,1.2415004579935385e-09
1983,6.44162270191373e-08,6.946847541655643e-09
1984,7.306750404723061e-08,4.059305780401701e-09
1985,6.496802740230123e-08,1.8046674155058895e-09
1986,6.054430201629657e-08,2.997242676272549e-09
1987,7.577413185799742e-08,5.49973533381376e-09
1988,8.155313224733618e-08,5.396898483667201e-09
1989,7.299202309241082e-08,1.6464366536794728e-09
1990,6.48389431034957e-08,1.2531897297662908e-08
1991,6.740685165596005e-08,5.2753188484189195e-09
1992,6.667032437235321e-08,5.509944056569793e-09
1993,7.810282198761342e-08,7.200969598386564e-09
1994,5.960666982218754e-08,4.2199412852994556e-09
1995,6.994961410100586e-08,5.4224509327127635e-09
1996,5.604996644592575e-08,3.736664311304594e-09
1997,6.712852496093547e-08,3.835915585170824e-09
1998,7.485962782993738e-08,1.9072516899143466e-09
1999,8.637680082301813e-08,2.7421207526856506e-09
2000,7.068850038649543e-08,2.2090156370779823e-09
2001,7.009938940427674e-08,5.695575122643959e-09
2002,7.00995457236786e-08,4.381221607729913e-09
2003,8.292176545410257e-08,5.416999737661854e-09
2004,6.519091044765446e-08,7.047666006343434e-09
2005,7.566299586869718e-08,4.954124666056714e-09
2006,6.423908160968494e-08,5.353256948836815e-09
2007,5.312657691547429e-08,5.991719120856942e-09
2008,7.407945190607279e-08,3.8316958494988285e-09
2009,7.056924999915282e-08,1.430457752249481e-09
2010,6.755023918003644e-08,3.7790344187271785e-09
2011,5.0858826483590747e-08,5.7359579308524644e-09
2012,3.540422710557323e-08,3.744677901096338e-09
2013,5.076207543197597e-08,4.462600067256517e-09
2014,4.0710368409691e-08,4.547434873103384e-09
2015,3.8346755104612384e-08,1.0861219479352258e-08
2016,3.314143981469897e-08,6.214019965256057e-09
2017,4.0501340947685094e-08,2.0124890642847504e-09
2018,4.2594201943302323e-08,6.9699601645822895e-09
2019,3.5203630233127114e-08,8.928457084778074e-09
