year,deux_DET anneaux_NOUN,deux_DET canaux_NOUN
1855,3.677707489657678e-07,2.3456662034959663e-07
1856,2.8578084165786777e-07,2.2520773690359874e-07
1857,3.675776376610429e-07,2.3528873427380859e-07
1858,3.2494008017636133e-07,2.3000277593610008e-07
1859,3.248806486055855e-07,2.505349323556061e-07
1860,3.336767040451605e-07,2.888203183282201e-07
1861,3.593564361636936e-07,2.617359911027961e-07
1862,3.1309645098787087e-07,1.8388204559016685e-07
1863,3.1765788399695793e-07,2.0028430114393814e-07
1864,3.346720180985585e-07,1.644591653970906e-07
1865,3.2900841162586403e-07,1.9203925383237674e-07
1866,4.422842039275565e-07,1.9851700017170515e-07
1867,4.6926687247150767e-07,2.1546482997791827e-07
1868,4.979393182225067e-07,2.697171161969436e-07
1869,3.296375385986039e-07,2.3489727496439627e-07
1870,4.759260541220556e-07,3.061982027929844e-07
1871,4.184743822577275e-07,3.3987767800169877e-07
1872,4.886250053459662e-07,2.2435628999062374e-07
1873,5.632830202273453e-07,3.1187082605299565e-07
1874,5.634056261527576e-07,3.566841710878066e-07
1875,6.322287688931283e-07,2.2313955128083762e-07
1876,3.8150353098842515e-07,2.5393261093853425e-07
1877,5.108657994412624e-07,3.117147304720902e-07
1878,4.173010346164574e-07,2.9048017680111116e-07
1879,4.276527736379876e-07,2.0954985435750473e-07
1880,4.364135435253047e-07,2.16923206508568e-07
1881,4.811030258622395e-07,3.7651541795469257e-07
1882,4.705357294909618e-07,3.620529422931895e-07
1883,4.1265281947033827e-07,3.0206439660673823e-07
1884,4.81923873252299e-07,3.2546366046659614e-07
1885,5.38210581879639e-07,3.4355237232830405e-07
1886,5.13695734838393e-07,2.987953866551152e-07
1887,5.490825536469401e-07,3.1208260686810263e-07
1888,4.4891551098658056e-07,3.024473071988609e-07
1889,4.817890300046201e-07,2.800516156753474e-07
1890,5.217291736414609e-07,4.22757914009253e-07
1891,5.526448774162418e-07,2.925767077499586e-07
1892,5.585244622352548e-07,4.375421500668608e-07
1893,4.920574685485235e-07,3.39328751763901e-07
1894,3.6927019131383076e-07,3.131865096150932e-07
1895,4.3634956625737686e-07,2.55791116288151e-07
1896,3.667951880004239e-07,2.771603693219049e-07
1897,4.1253131044527436e-07,2.913356702549663e-07
1898,3.7175391831567595e-07,3.3667212129273594e-07
1899,3.858249613131193e-07,2.8135375096383086e-07
1900,4.0697857173199736e-07,2.507278686891823e-07
1901,4.331272762669869e-07,2.766425684086471e-07
1902,9.152769067100053e-07,5.283465576155777e-07
1903,3.12132740987181e-07,2.5759052046936404e-07
1904,3.9073525215371774e-07,2.2035962743416349e-07
1905,3.3441717661730763e-07,2.6577910361424983e-07
1906,3.672947883615052e-07,2.263441185590409e-07
1907,3.023992007911147e-07,2.1599942012784368e-07
1908,4.877009409653965e-07,2.249416253263803e-07
1909,2.987034140033984e-07,2.3599218756942264e-07
1910,3.142360505137276e-07,2.3247055036534903e-07
1911,3.7242617878519013e-07,2.431410921488464e-07
1912,2.880809901739667e-07,2.0837685488217517e-07
1913,3.6696687466530875e-07,2.041651097073327e-07
1914,3.468913369886195e-07,1.7009729269545915e-07
1915,3.5813517307303755e-07,1.366568329608242e-07
1916,2.7908152411271203e-07,1.6261444102383393e-07
1917,2.4784119290188755e-07,1.3708030088821488e-07
1918,2.8256486217514976e-07,1.2405286575756236e-07
1919,2.900472111377894e-07,1.8231540366286936e-07
1920,2.0899360286819046e-07,1.8021911785126576e-07
1921,2.9836625792256655e-07,1.9310506438330322e-07
1922,3.246291555569769e-07,1.667413362937964e-07
1923,3.152936578487697e-07,1.7197836044147152e-07
1924,3.2229061552868643e-07,1.495428447739755e-07
1925,2.9475115681520947e-07,2.1556429019575774e-07
1926,2.630488538102327e-07,1.7053592404892015e-07
1927,4.0583177707276263e-07,1.7838759136523663e-07
1928,3.9534101858862414e-07,1.6339238495532982e-07
1929,3.364402783034848e-07,2.2058004134350995e-07
1930,3.329642286331591e-07,2.2582747316590712e-07
1931,2.885555137055462e-07,1.8362624754075796e-07
1932,2.443976674371129e-07,2.202866893341593e-07
1933,2.2826618373272822e-07,1.5026567901088583e-07
1934,2.899542366208152e-07,2.528113434152601e-07
1935,3.3630879059387553e-07,1.914925435997361e-07
1936,2.7644349032129867e-07,2.2551968470452266e-07
1937,2.7574548067121896e-07,1.5990720703129568e-07
1938,2.85234730057482e-07,1.516930119294102e-07
1939,3.1352802132289526e-07,9.941133072288721e-08
1940,5.071565851721971e-07,1.5975432621218033e-07
1941,3.984528582634539e-07,2.390717064315595e-07
1942,3.125238192680513e-07,2.457711527625861e-07
1943,2.1774264169494018e-07,2.264523439876598e-07
1944,2.1207028133574113e-07,2.9561311620796005e-07
1945,1.851728512747286e-07,1.5903079209067528e-07
1946,2.143850075242426e-07,1.4199525910640887e-07
1947,3.0398221007033044e-07,1.3470584825370224e-07
1948,3.8377763544872323e-07,3.4463885079105694e-07
1949,2.2579119374199763e-07,2.5720562746300857e-07
1950,3.179973093736521e-07,1.4251383984031918e-07
1951,2.3668312465474628e-07,1.8657453360049203e-07
1952,2.9103658327755966e-07,2.594021708546279e-07
1953,2.273277583952904e-07,1.6699431881761484e-07
1954,2.2770009522332657e-07,2.3844988383814325e-07
1955,2.1774610381442017e-07,2.0648336951367696e-07
1956,2.3459870668318672e-07,1.4651517954433757e-07
1957,2.2617696338045334e-07,2.5709959095010504e-07
1958,2.605756712625862e-07,2.0349718887757717e-07
1959,2.2554675815911196e-07,2.4259841158169593e-07
1960,2.2146666367461876e-07,2.5745499954155093e-07
1961,1.9802254502820915e-07,2.5847151263747037e-07
1962,2.5050727181508137e-07,1.4840177353647732e-07
1963,2.3665754778079418e-07,2.0109425591385843e-07
1964,2.0016256474519878e-07,2.0381294074667267e-07
1965,2.4733636294627104e-07,1.6744453112949031e-07
1966,2.0051451077307547e-07,1.811277474672579e-07
1967,2.1792082804950041e-07,2.0312982762504816e-07
1968,2.393924667387637e-07,2.0525770927370957e-07
1969,2.1164591679223577e-07,1.9166218034882831e-07
1970,1.8716811389651866e-07,1.8072989416140217e-07
1971,2.055359029640158e-07,1.8755150321680958e-07
1972,2.4214293681268373e-07,1.5339138847991762e-07
1973,2.425809704220683e-07,1.8303836668565054e-07
1974,2.542758359425079e-07,1.9858268007766355e-07
1975,1.776270295295035e-07,1.8162507586794163e-07
1976,2.433962498216147e-07,2.034015600393957e-07
1977,1.7630345361396849e-07,1.774788094266455e-07
1978,2.0316822535448864e-07,2.4950483012986524e-07
1979,2.0540426071136153e-07,1.8024077252931647e-07
1980,2.512836623225212e-07,1.6430084848195747e-07
1981,1.8407348445492744e-07,1.847060469017947e-07
1982,2.023645802040619e-07,1.5829130939337688e-07
1983,1.3893695438582654e-07,1.812495753483745e-07
1984,2.22681929784585e-07,2.2036232572020253e-07
1985,1.9731031031255952e-07,1.8166985071843555e-07
1986,1.7683731989848184e-07,2.3798106774108874e-07
1987,1.4665960712534343e-07,1.6621422549434328e-07
1988,1.415186683395575e-07,1.5830902055924412e-07
1989,1.7452228728842556e-07,1.487281058309975e-07
1990,1.5746601178534547e-07,1.340368136482084e-07
1991,1.1840159919174198e-07,1.3950286970043635e-07
1992,1.4436053774602442e-07,1.5813540299447482e-07
1993,1.362645036806498e-07,1.5731349201075773e-07
1994,1.6035777061773615e-07,1.6668768321181915e-07
1995,1.5128637365080522e-07,9.489288910202731e-08
1996,1.3451991875967906e-07,1.3238468810072845e-07
1997,1.2226981027652073e-07,1.3857244773873845e-07
1998,9.965389846655626e-08,1.4590475583275975e-07
1999,9.277508272731438e-08,1.1654012732620345e-07
2000,1.17077834982382e-07,1.2768110924099574e-07
2001,1.4195125563887245e-07,1.2398829607462858e-07
2002,1.0383494597476783e-07,1.520283898770458e-07
2003,1.2875792165800704e-07,1.2875792165800704e-07
2004,9.95482798415992e-08,1.0086972146439166e-07
2005,8.692236974638945e-08,1.3826511313652645e-07
2006,1.223013281759222e-07,1.194188063990964e-07
2007,1.1264432231428145e-07,1.1224487383998394e-07
2008,1.0303004183143116e-07,1.5539654274476788e-07
2009,1.1586707771016336e-07,1.2063527154992926e-07
2010,1.1148151557449637e-07,1.4502044809461268e-07
2011,1.1165998170525882e-07,1.4837011930168842e-07
2012,1.4025521544169806e-07,1.232339452705844e-07
2013,1.1742216088350688e-07,9.873502748725116e-08
2014,1.1455205051191797e-07,9.311414084223202e-08
2015,1.3698436251985413e-07,9.730766015181302e-08
2016,1.5224348803855037e-07,9.403883982628258e-08
2017,3.0162180753023904e-07,8.854952016079665e-08
2018,1.3165480705623622e-07,9.73212974653137e-08
2019,1.4897769062827138e-07,7.423374137616179e-08
