year,ces_DET offres_NOUN,ces_DET coffres_NOUN
1929,2.2503620655811574e-07,8.243900762039402e-08
1930,2.814965895936439e-07,4.516549578781337e-08
1931,3.0452303612094056e-07,6.957267562057723e-08
1932,3.759121192103976e-07,6.246935901899064e-08
1933,3.7853184053915356e-07,6.423570919622534e-08
1934,3.786179281206614e-07,3.834105655187159e-08
1935,3.0997857081160873e-07,4.906996409204112e-08
1936,3.698038035793161e-07,3.516167179640206e-08
1937,4.0795223910095046e-07,5.162358585053539e-08
1938,4.667477142561438e-07,6.87156374024056e-08
1939,3.685866012403949e-07,7.188203543506688e-08
1940,2.459709413926703e-07,4.564409339380404e-08
1941,1.741386572717829e-07,5.312704587367989e-08
1942,1.850869235653363e-07,6.068423452632032e-08
1943,1.7709735189441744e-07,4.0645293575281016e-08
1944,1.6387249068827714e-07,7.069009377858038e-08
1945,2.6142049236455023e-07,5.2284096163646154e-08
1946,1.628769190631374e-07,5.8468638819419994e-08
1947,2.014627149549142e-07,5.7220180815775734e-08
1948,1.7829896137300238e-07,2.3918154123947488e-08
1949,1.619806404562496e-07,4.61399398687945e-08
1950,1.7654699746572078e-07,8.295581999107071e-08
1951,1.9616978974568156e-07,3.4116485636559446e-08
1952,2.4463945180741575e-07,4.323369395820009e-08
1953,2.197860844432853e-07,3.87857790329349e-08
1954,2.345408702808527e-07,3.9090144898779045e-08
1955,1.8489647857222735e-07,4.880516257799172e-08
1956,2.206448890262891e-07,2.4419195554514772e-08
1957,1.996718523855634e-07,3.445664731316356e-08
1958,1.9605216650120383e-07,4.3015665696088945e-08
1959,2.3562273909760734e-07,2.9452842387200917e-08
1960,2.2354291218107392e-07,3.114375024537708e-08
1961,2.133084961997156e-07,3.057190101074525e-08
1962,2.0738198003300568e-07,3.297817352532206e-08
1963,2.0562049840577856e-07,6.401392838029096e-08
1964,2.0868011318952995e-07,4.562976219091297e-08
1965,2.1176808573386552e-07,4.815398302326912e-08
1966,1.9829887420996783e-07,3.046491148239738e-08
1967,2.8448035749306655e-07,3.5005381926467294e-08
1968,3.3595789616924776e-07,3.2338193678427274e-08
1969,4.187500763919161e-07,3.6788237789409095e-08
1970,2.6120757468106603e-07,2.8512094685240186e-08
1971,3.2680206984991855e-07,3.9565660525653357e-08
1972,2.6881969361625124e-07,2.975485235978681e-08
1973,1.9461609568338645e-07,4.796487207414657e-08
1974,1.9689501229436246e-07,3.094064426889531e-08
1975,1.993306639747061e-07,3.084199384773001e-08
1976,1.6340686848081987e-07,3.370980916628241e-08
1977,2.291944944943225e-07,4.348818549715361e-08
1978,2.2990089121321944e-07,2.970295653881294e-08
1979,2.744575517965586e-07,3.745262944221395e-08
1980,2.4446147861567624e-07,2.9562783776526658e-08
1981,1.625666179450036e-07,2.7832417037743085e-08
1982,2.0670982436854501e-07,2.85545111999852e-08
1983,1.8440722548973554e-07,4.9890996223211914e-08
1984,1.583129378701642e-07,3.827345668172555e-08
1985,1.8949007163371334e-07,4.331201663987372e-08
1986,2.1520203219438372e-07,3.356911904006665e-08
1987,1.436041969782309e-07,4.216463533879278e-08
1988,1.5051349855355056e-07,2.6984492418336004e-08
1989,2.0690220026153838e-07,3.0733484202016825e-08
1990,1.4656871094587132e-07,3.2691905182957726e-08
1991,1.5415653464856405e-07,3.575493590091128e-08
1992,2.3086666089966457e-07,4.187557633983374e-08
1993,1.706075885010705e-07,4.2651897125267624e-08
1994,1.7143511499284614e-07,5.063929542359347e-08
1995,1.979194514944993e-07,3.958389083180691e-08
1996,1.5907514416824142e-07,4.85766395996734e-08
1997,1.7357517556604307e-07,4.075660253732849e-08
1998,2.1218174239834298e-07,3.766822098683065e-08
1999,1.7458168244388617e-07,3.976075024780812e-08
2000,1.5904914008046944e-07,3.1368022845867927e-08
2001,1.879539901494809e-07,2.5849149931644888e-08
2002,2.0197431815915934e-07,2.6287329646379476e-08
2003,1.7584414813143212e-07,2.9168460979889232e-08
2004,1.841202674768283e-07,3.832168227191346e-08
2005,1.8014998559578999e-07,3.512924706683407e-08
2006,1.6842169969777387e-07,3.3766696549974995e-08
2007,1.985256226078036e-07,3.994479413904628e-08
2008,1.813669232575421e-07,3.618823818385408e-08
2009,1.7308538957649944e-07,4.05296365357799e-08
2010,2.2343541772329445e-07,4.2514135767390826e-08
2011,2.3593907272356773e-07,2.906218710130304e-08
2012,2.0153176549797536e-07,5.582974482720715e-08
2013,2.2898716522945506e-07,5.299337724196107e-08
2014,2.19359595377e-07,5.5218851269245306e-08
2015,2.1500780889027737e-07,5.7852616253128986e-08
2016,2.288830707186662e-07,5.281917125898872e-08
2017,1.8841929261270707e-07,3.798573244839787e-08
2018,1.5643688300315262e-07,5.653412005202085e-08
2019,2.0509941478508154e-07,4.642797701848167e-08
