year,nos_DET ans_NOUN,nos_DET camps_NOUN
2003,2.4584844826591734e-08,2.666830634101558e-08
2004,1.4535811138083332e-08,2.642874807889939e-08
2005,2.0717248361279417e-08,2.8823997855198513e-08
2006,1.2765458912156191e-08,2.6354495807900946e-08
2007,1.797515847279385e-08,1.9173502258107433e-08
2008,1.3198063086861112e-08,3.022782135708724e-08
2009,1.1920481268745675e-08,3.480780486064816e-08
2010,1.511613750837526e-08,3.448369023661968e-08
2011,1.1471915861704929e-08,4.932923930445199e-08
2012,1.361701096325163e-08,2.9616997854198246e-08
2013,1.3108887808588321e-08,3.6816451443044684e-08
2014,1.7973194821330196e-08,3.811183513224847e-08
2015,1.4851054830344879e-08,3.59085230439149e-08
2016,2.1749071099641526e-08,6.71114170902598e-08
2017,7.295272969054523e-09,3.370919010592388e-08
2018,1.2907333535316923e-08,3.6914972856294526e-08
2019,1.5561025135113482e-08,2.3724186837270622e-08
