year,avions_VERB osé_VERB,avions_VERB causé_VERB
1922,1.4018077365562931e-08,2.7298360905092522e-08
1923,3.1847844361720945e-09,1.0615948120573648e-08
1924,6.445812328337297e-09,1.675911143195208e-08
1925,3.299453377181294e-09,1.6497267552040284e-08
1926,1.1146138456652466e-09,1.4489979882625903e-08
1927,4.4596899506643695e-09,2.2298449309232637e-08
1928,2.399468712610542e-08,1.3711249025050165e-08
1929,4.4561625500705304e-09,8.912325100141061e-09
1930,1.575540586884472e-08,1.470504518152893e-08
1931,2.2810713318222042e-09,9.124285327288817e-09
1932,6.575722188983946e-09,1.3151444377967891e-08
1933,2.2941324395731044e-09,1.261772819560747e-08
1934,8.38710612072191e-09,1.5576054224197833e-08
1935,8.377798899061872e-09,7.180970484910176e-09
1936,2.424942913137329e-09,1.4549657478823974e-08
1937,6.295559185076627e-09,7.554670666820584e-09
1938,0.0,2.5930428915188486e-09
1939,0.0,1.070583532936098e-08
1940,2.5357829169792012e-09,7.607348528892999e-09
1941,5.9030051957620344e-09,1.1806010391524069e-08
1942,0.0,1.2136847082899749e-08
1943,5.806470415592457e-09,1.1612940831184915e-08
1944,3.2131861615880553e-09,1.2852744646352221e-08
1945,0.0,8.714016175304096e-09
1946,9.744772988540262e-09,1.5313215584455975e-08
1947,1.1920870957027319e-09,1.7881307101674793e-08
1948,1.0871888278529696e-08,2.174377566888097e-09
1949,3.9268033269479474e-09,3.9268033269479474e-09
1950,8.508289184305795e-09,9.571825110299415e-09
1951,5.330700769690111e-09,7.462981344019681e-09
1952,1.0544804140977249e-08,1.0544804140977249e-08
1953,3.232148326759443e-09,9.69644453618912e-09
1954,1.9545072227344917e-09,3.9090144454689835e-09
1955,1.220129064449793e-08,1.8771215692936494e-09
1956,7.849027205963921e-09,8.72114114258693e-09
1957,8.835037590415595e-09,7.068030161150318e-09
1958,0.0,8.272243445794913e-10
1959,2.325224457422337e-09,6.200598257066758e-09
1960,4.152500121534786e-09,1.1765417085030094e-08
1961,4.86371165564492e-09,5.55852741612739e-09
1962,7.610347907416326e-09,5.7077609305622445e-09
1963,1.2932106496776896e-09,1.2932106940866106e-08
1964,4.258777774879263e-09,1.0951143103454797e-08
1965,4.924839203113152e-09,7.1136563306595235e-09
1966,4.985167390003653e-09,6.6468897053084675e-09
1967,3.451234853457663e-09,1.035370456037299e-08
1968,8.982831367632116e-09,1.0330256650092906e-08
1969,4.541757636644661e-09,1.2716921737876419e-08
1970,5.978342709767048e-09,6.438214850135182e-09
1971,1.0790635052160269e-08,1.2332153964678128e-08
1972,7.69522046084603e-09,7.182205497002769e-09
1973,1.102640756478479e-09,8.269805285010534e-09
1974,2.2502286700643026e-09,3.3753431161187564e-09
1975,1.7134440533084216e-09,5.140332159925265e-09
1976,2.856763492431469e-09,4.570821499072508e-09
1977,4.7014254711541525e-09,7.639816779203557e-09
1978,4.752473081737207e-09,5.346532105932056e-09
1979,8.777959692451986e-09,4.681578680276743e-09
1980,3.97960553399912e-09,5.6851505725319385e-09
1981,6.325549417596221e-09,3.795329828193417e-09
1982,6.2075020679230875e-09,6.207502289967692e-10
1983,4.4207211225000265e-09,3.78918940668882e-09
1984,3.479405208395292e-09,4.059305780401701e-09
1985,3.609334831011779e-09,6.015557829641693e-09
1986,4.7955883708539204e-09,6.593933843390687e-09
1987,1.8332451112712533e-09,3.6664902225425067e-09
1988,5.396898483667201e-09,4.197587610832443e-09
1989,1.0427432250992297e-08,5.488121956886971e-09
1990,3.814055737905164e-09,3.2691906959314565e-09
1991,6.4476117778156095e-09,5.861465202094962e-10
1992,5.509944056569793e-09,3.30596661157756e-09
1993,7.200969598386564e-09,3.877445031719162e-09
1994,7.384897138251745e-09,2.637463358823311e-09
1995,4.880205572987961e-09,6.506940763983948e-09
1996,5.3380921904988554e-09,4.804283193493575e-09
1997,3.3564262480467733e-09,2.3974471297094624e-09
1998,2.3840645013706308e-09,1.9072516899143466e-09
1999,5.0272213059088244e-09,6.8553016596695215e-09
2000,7.068850393920911e-09,3.092622158362701e-09
2001,5.257454027685071e-09,4.3812117822561447e-10
2002,3.9430991805033955e-09,7.009954394732176e-09
2003,5.000307723435071e-09,7.083769126836614e-09
2004,3.0833537945085254e-09,3.523833003171717e-09
2005,4.053374524914943e-09,2.702249757291497e-09
2006,4.529678854225949e-09,4.529678854225949e-09
2007,8.787854888225866e-09,3.595031605740928e-09
2008,5.960415716543821e-09,3.8316958494988285e-09
2009,6.675469510497578e-09,4.291373478793048e-09
2010,8.502827775203059e-09,6.613310343794865e-09
2011,8.412738061736036e-09,4.971163480860241e-09
2012,6.127654827992046e-09,8.851056776393307e-09
2013,8.367375237128272e-09,1.059867482666732e-08
2014,7.57905826986871e-09,1.3425760059249114e-08
2015,9.309617077235544e-09,1.2856137487915476e-08
2016,9.735297901158901e-09,1.5535050579273957e-08
2017,7.043711836018929e-09,6.792150397672003e-09
2018,1.0325866384164328e-08,1.1874746519424662e-08
2019,5.612172948588068e-09,1.4540630033366142e-08
