year,plusieurs_DET offres_NOUN,plusieurs_DET coffres_NOUN
1884,2.3105939384038265e-08,1.386356363042296e-08
1885,2.2559724754955823e-08,1.2891271161663553e-08
1886,2.0005737511041843e-08,2.1296429952855078e-08
1887,1.5669418873542895e-08,1.9586773092328258e-08
1888,1.3949351895803375e-08,7.60873763994141e-09
1889,2.4434033463194282e-08,1.691586903884712e-08
1890,1.5075089287996946e-08,1.2453334363726754e-08
1891,1.72103943318902e-08,1.2748440081367107e-08
1892,1.9432387476925328e-08,3.13425623232888e-08
1893,1.847524983000781e-08,1.231683333102751e-08
1894,1.449354058991048e-08,1.071261657159539e-08
1895,1.0833506536300774e-08,1.2639090218868887e-08
1896,1.9460196121201534e-08,6.486732040400511e-09
1897,1.340144106798391e-08,1.0488084178916779e-08
1898,1.810673566637888e-08,9.619203433786083e-09
1899,2.5426860617017155e-08,1.0502398950507086e-08
1900,1.7130475371551768e-08,9.34389543516545e-09
1901,2.4031576728589243e-08,1.508959468488058e-08
1902,1.6694965410124496e-08,1.178468167495339e-08
1903,1.944079275340016e-08,2.7001101354784396e-09
1904,8.599400302955473e-09,1.6123875568041512e-08
1905,1.651442893546573e-08,5.160758931310738e-09
1906,1.6461390472954918e-08,2.05767382577271e-08
1907,1.2857108266928208e-08,1.8514236699296305e-08
1908,9.822778146428846e-09,6.875944480455587e-09
1909,4.4007870125817306e-09,9.901770070541716e-09
1910,1.0153886620400954e-08,9.619471330601925e-09
1911,1.702519725199636e-08,1.4365010514438836e-08
1912,1.4065437425880845e-08,5.730363294986773e-09
1913,1.378777370053541e-08,2.598465048686549e-08
1914,1.87508826243743e-08,1.2054138687211946e-08
1915,5.890381071793627e-09,1.5314990164938536e-08
1916,2.7468654906215306e-08,1.6481193521045157e-08
1917,3.289927441585405e-09,7.676497326691845e-09
1918,1.4932290071101306e-08,4.594550517822427e-09
1919,8.287063479883727e-09,7.366278753639932e-09
1920,2.4988364266675944e-08,1.3630017114962811e-08
1921,2.120369302360814e-08,8.330022005509363e-09
1922,1.1066902949607993e-08,3.688967686876765e-09
1923,1.5923922180860473e-08,1.3800732112656533e-08
1924,1.675911143195208e-08,6.445812328337297e-09
1925,1.9796720707176974e-08,1.2097996160420621e-08
1926,1.89484357093761e-08,2.2292277579438746e-08
1927,1.672383753703599e-08,2.1183527820767267e-08
1928,1.3711249802206282e-08,1.1426041446327417e-08
1929,1.8938690837799754e-08,2.2280812750352652e-09
1930,5.2518016602221e-09,9.453243521306831e-09
1931,1.4826963656844327e-08,1.3686427990933225e-08
1932,8.767629400274757e-09,1.2055489939655217e-08
1933,9.176529758292418e-09,9.176529758292418e-09
1934,1.0783422155213884e-08,5.990790086229936e-09
1935,1.0771455727365264e-08,7.180970484910176e-09
1936,1.4549657034734764e-08,7.274828739411987e-09
1937,1.76275650742852e-08,5.0364472592434595e-09
1938,1.0372171566075394e-08,6.482607339819424e-09
1939,6.117620188206274e-09,4.588215141154706e-09
1940,2.5357829169792012e-09,1.2678914806940611e-08
1941,2.066051862925633e-08,8.854508237732261e-09
1942,2.7307905936524435e-08,1.2136847082899749e-08
1943,2.6129116648121453e-08,0.0
1944,6.4263723231761105e-09,1.2852744646352221e-08
1945,1.089252021913012e-08,4.357008087652048e-09
1946,2.0881657292193267e-08,8.352662561605939e-09
1947,5.960435700558264e-09,4.7683483828109274e-09
1948,2.3918154123947488e-08,3.2615663503321457e-09
1949,1.5707213085747185e-08,6.871905600114303e-09
1950,1.2762433998503298e-08,8.508289184305795e-09
1951,1.4925962688039363e-08,3.1984206394497505e-09
1952,2.003512733494972e-08,4.2179215675730575e-09
1953,2.5857185836919427e-08,1.185120990232491e-08
1954,1.856781906006688e-08,7.818028890937967e-09
1955,1.3139851429144755e-08,1.8771215692936494e-09
1956,2.267496879149178e-08,4.360570571293465e-09
1957,3.003912762977734e-08,1.3252556385623393e-08
1958,1.9853384713997002e-08,3.3088973783179654e-09
1959,3.022791572604433e-08,1.007597205671118e-08
1960,2.7683332959327345e-08,8.305000243069571e-09
1961,2.014966149488373e-08,4.16889545107324e-09
1962,2.600202081426417e-08,8.8787386332001e-09
1963,1.4871922360271128e-08,1.0345684975376912e-08
1964,2.7986254869105665e-08,1.4601523545820783e-08
1965,2.4624195349431943e-08,1.2038495533772675e-08
1966,2.6587559154300777e-08,6.092982118843793e-09
1967,2.5144710535940362e-08,1.2325839238158665e-08
1968,4.042274193150064e-08,6.737123636746389e-09
1969,7.403065183098079e-08,5.450109252791435e-09
1970,5.74840612888039e-08,4.59872487312829e-09
1971,3.956565941543033e-08,9.762955333059153e-09
1972,6.5152865103002e-08,2.565073486948677e-09
1973,2.2604135230253064e-08,8.269805784610895e-09
1974,3.544110260822464e-08,9.00091468025721e-09
1975,3.998036035568475e-08,8.567220266542108e-09
1976,2.171140245366132e-08,9.712995741040231e-09
1977,3.2909979463813244e-08,3.526069214387917e-09
1978,3.683166682755257e-08,1.1881182593320716e-08
1979,4.2134206568178456e-08,5.851973350345929e-09
1980,2.1603573374662233e-08,1.0801786243241907e-08
1981,2.2771979080182803e-08,9.48832401537203e-09
1982,2.731300929870173e-08,6.2075020679230875e-09
1983,2.968198620223461e-08,7.57837881337764e-09
1984,3.5953851729164654e-08,1.681712502588084e-08
1985,3.669490533653175e-08,7.82022557821449e-09
1986,4.076250009754645e-08,1.3787316399671568e-08
1987,3.0554083707556856e-08,1.5277041853778428e-08
1988,2.5185526497661925e-08,7.795519785247507e-09
1989,6.860152779175621e-08,6.585746614717891e-09
1990,4.1409747408849285e-08,7.62811153132148e-09
1991,3.165191336806927e-08,9.964491121117192e-09
1992,2.8100714644097025e-08,1.2121877057680308e-08
1993,4.154405641720871e-08,1.218625611532076e-08
1994,2.9539588497495828e-08,5.274926662135471e-09
1995,3.4161441120339475e-08,1.0302656505700725e-08
1996,4.110330875661816e-08,9.608566164942545e-09
1997,2.9728346229163094e-08,7.192341833217597e-09
1998,3.576096796464867e-08,1.2397135762398648e-08
1999,3.976074902656279e-08,9.14040199084809e-09
2000,4.992375646217795e-08,8.836062659334232e-09
2001,4.074527132358341e-08,1.0076786682855499e-08
2002,3.9430994469569214e-08,1.3143664823189738e-08
2003,3.916907492795829e-08,7.083769126836614e-09
2004,5.373845235467911e-08,1.0131019939629837e-08
2005,5.224349441945719e-08,4.954124666056714e-09
2006,3.1707751979581644e-08,1.2765458690111586e-08
2007,4.913209616930203e-08,1.757570977645173e-08
2008,5.236650935103171e-08,1.2772319368803409e-08
2009,5.292693749936461e-08,1.192048149079028e-08
2010,6.896737536621345e-08,7.558068837454357e-09
2011,6.347793579664085e-08,1.1089518414664212e-08
2012,6.365952431863775e-08,1.5319136958957813e-08
2013,7.391181044980044e-08,1.6455838192097616e-08
2014,6.669571295248033e-08,1.645738345601444e-08
2015,5.740930086872709e-08,2.0392494359811053e-08
2016,6.234733618271093e-08,2.0091998953475354e-08
2017,7.521678124788878e-08,1.4087423366726526e-08
2018,6.195520185769965e-08,1.9102853077157533e-08
2019,7.78051294503257e-08,2.040790247903601e-08
