year,sentiers_NOUN ouverts_ADJ,sentiers_NOUN couverts_ADJ
1948,1.0871887834440486e-09,7.610321262063735e-09
1949,0.0,4.908504269707237e-09
1950,0.0,4.2541445921528975e-09
1951,1.0661401761424827e-09,5.330700769690111e-09
1952,0.0,8.435843135146115e-09
1953,0.0,1.0773827385790469e-09
1954,0.0,9.772536113672459e-10
1955,0.0,6.569925492527773e-09
1956,0.0,6.976913269340912e-09
1957,2.6505113659425206e-09,4.417518795207798e-09
1958,2.4816730892496253e-09,4.9633461784992505e-09
1959,0.0,3.100299128533379e-09
1960,0.0,6.2287499602575735e-09
1961,0.0,8.33779090214648e-09
1962,0.0,5.7077609305622445e-09
1963,0.0,5.1728425987107585e-09
1964,5.475571551727398e-09,7.909158661334459e-09
1965,0.0,2.188817349590977e-09
1966,0.0,7.200797291773142e-09
1967,0.0,7.888536934785861e-09
1968,1.3474247273492779e-09,7.635406973349745e-09
1969,9.083515606356229e-10,4.541757636644661e-09
1970,0.0,3.6789800095249348e-09
1971,5.138397485282553e-10,7.707596338946132e-09
1972,0.0,6.669190977248718e-09
1973,5.513203782392395e-10,7.1671650836435674e-09
1974,0.0,3.937900228123681e-09
1975,0.0,2.8557400888473694e-09
1976,1.142705374768127e-09,3.4281160132820787e-09
1977,5.876781838942691e-10,6.464460078348111e-09
1978,0.0,2.3762365408686037e-09
1979,0.0,9.948355028654987e-09
1980,1.7055452605774235e-09,5.116635559687666e-09
1981,0.0,1.2651099057237047e-09
1982,0.0,3.1037510339615437e-09
1983,6.315316047889041e-10,6.315316047889041e-10
1984,0.0,1.739702604197646e-09
1985,1.2031116103372597e-09,3.609334831011779e-09
1986,0.0,4.196139880008332e-09
1987,6.110816852533674e-10,6.110816741511371e-09
1988,0.0,3.597932174415064e-09
1989,0.0,3.2928733073589456e-09
1990,0.0,2.179460389939436e-09
1991,0.0,0.0
1992,0.0,2.7549720282848966e-09
1993,1.661762283333701e-09,3.877445031719162e-09
1994,0.0,4.2199412852994556e-09
1995,5.422450821690461e-10,4.880205572987961e-09
1996,0.0,1.067618438099771e-09
1997,0.0,1.917957792585412e-09
1998,0.0,3.814503379828693e-09
1999,0.0,2.7421207526856506e-09
2000,0.0,6.627047355323157e-09
2001,1.3143635069212678e-09,5.695575122643959e-09
2002,0.0,5.6955880012310445e-09
2003,4.1669229178253886e-10,3.333538334260311e-09
2004,0.0,2.642874807889939e-09
2005,0.0,3.602999676388663e-09
2006,0.0,8.235779835885637e-10
2007,7.988958938831558e-10,3.1955835755326234e-09
2008,4.257439678578834e-10,4.257439734089985e-09
2009,4.76819250749827e-10,6.198650481792356e-09
2010,4.723793023408973e-10,3.7790344187271785e-09
2011,7.64794394481072e-10,8.030340836739924e-09
2012,3.404252713057332e-10,8.510632198976964e-09
2013,5.578250084070646e-10,9.761937924679387e-09
2014,6.496335691608124e-10,1.2559581819004961e-08
2015,1.10828768384863e-09,1.3742767812630063e-08
2016,2.6927420293532123e-09,1.4292246497404903e-08
2017,5.031222660711876e-10,4.2765391228272165e-09
2018,1.0325866828253538e-09,1.0067719991013746e-08
2019,1.02039510174734e-09,8.16316081397872e-09
