year,petits_ADJ anneaux_NOUN,petits_ADJ canots_NOUN
1842,7.982835370512475e-08,8.385331540239349e-08
1843,9.273850309909903e-08,5.1390127708828004e-08
1844,5.872760600045268e-08,5.1592476069117765e-08
1845,9.87700374821543e-08,3.682950477923441e-08
1846,1.1182097381379208e-07,6.205771541090144e-08
1847,8.790954719728461e-08,4.58424018745518e-08
1848,7.723412664972784e-08,2.896279838182636e-08
1849,6.284561493430374e-08,4.1897074254393374e-08
1850,6.992665646521345e-08,6.992665646521345e-08
1851,5.159551008659946e-08,3.4826967976187007e-08
1852,8.528814277042329e-08,2.8646400807019745e-08
1853,8.420423824873069e-08,2.448492075757258e-08
1854,9.404152478964534e-08,4.8319680701069956e-08
1855,7.323573214534917e-08,2.653468555990912e-08
1856,4.918329921110853e-08,3.831119954611495e-08
1857,1.318007463169124e-07,3.4658715009072694e-08
1858,6.704335930862726e-08,5.627727261980908e-08
1859,9.52236405282747e-08,4.0228169240208445e-08
1860,1.6660949597735453e-07,4.394096464466202e-08
1861,7.875659235878629e-08,1.9807048445841247e-08
1862,8.945612983701778e-08,3.298130124562704e-08
1863,4.6449972757045543e-08,6.542953201460477e-08
1864,9.205877660178885e-08,2.9247839705703882e-08
1865,8.331114209614299e-08,3.294790928975999e-08
1866,1.1239566077847485e-07,6.130672147719451e-08
1867,1.2811422678282725e-07,1.844068364675877e-08
1868,1.27448744446923e-07,3.951899429921468e-08
1869,1.3625017869500766e-07,3.027781758646597e-08
1870,1.1410756828311719e-07,1.6628741050794815e-08
1871,7.965883241922711e-08,2.8677177965619194e-08
1872,9.373376175236814e-08,1.814201766592305e-08
1873,1.3348790162126534e-07,5.6268440573603584e-08
1874,9.200898176686678e-08,3.943242177228967e-08
1875,1.9853699484428944e-07,3.4901315615343265e-08
1876,1.1789728660005494e-07,4.17175023414984e-08
1877,1.1751150275074451e-07,7.916564470633602e-08
1878,1.1232704943964222e-07,5.676743342064583e-08
1879,1.0508039671730529e-07,5.1318330918093125e-08
1880,9.883483187422826e-08,5.326812413386506e-08
1881,1.0807386502387217e-07,5.0899306103247e-08
1882,9.983077897679493e-08,4.059785041476971e-08
1883,1.2196323950774968e-07,3.4756364897248204e-08
1884,1.0958816609729638e-07,4.885255577846692e-08
1885,8.508239274229723e-08,4.5119449509911647e-08
1886,1.1938908328623654e-07,4.969167122226281e-08
1887,1.429834447508327e-07,3.7867764035581786e-08
1888,1.540769305474754e-07,3.867775077992519e-08
1889,9.961567570826446e-08,4.636201111907212e-08
1890,6.94764992204e-08,3.080561583601593e-08
1891,8.286486297137685e-08,5.099376210182527e-08
1892,6.268512087181932e-08,5.641661005029164e-08
1893,9.176040549618847e-08,4.3724757148311255e-08
1894,8.128985884425788e-08,4.852185142567578e-08
1895,1.0833505825758039e-07,3.791727110069587e-08
1896,6.250850503874972e-08,3.066455178668548e-08
1897,6.758987824984075e-08,3.029891004757701e-08
1898,1.0637706959748527e-07,3.904265000187479e-08
1899,7.40695469403363e-08,6.246163763989898e-08
1900,6.592637602498286e-08,5.087231969014283e-08
1901,5.588739082629246e-08,2.6267072072982955e-08
1902,9.771464776209271e-08,2.5042448115186744e-08
1903,8.91036342487439e-08,5.238213773850475e-08
1904,8.706892895560259e-08,3.0635362691100454e-08
1905,6.296125898419547e-08,3.8705692873008957e-08
1906,8.745113966313056e-08,3.961022088105892e-08
1907,1.038854348101026e-07,1.0285686968813934e-08
1908,8.644044857675226e-08,2.4065807124884486e-08
1909,6.491160808863583e-08,3.080550925460557e-08
1910,8.710965626601563e-08,3.2599320576309765e-08
1911,8.565802722682037e-08,2.2877609140437016e-08
1912,5.4177979436076384e-08,2.1879568379290504e-08
1913,6.151468312509678e-08,2.0681659052002033e-08
1914,8.437896781288146e-08,2.8126324380650658e-08
1915,8.010918151057922e-08,2.3561524287174507e-08
1916,4.0653610255958483e-08,5.273981784625903e-08
1917,6.579854316957068e-08,2.1932848426331475e-08
1918,3.216185273657857e-08,6.087779524932557e-08
1919,4.880159809594886e-08,2.3940405213807026e-08
1920,4.997672808926268e-08,2.5745588771997063e-08
1921,7.269837670742518e-08,3.1048266180278006e-08
1922,7.082818037629224e-08,4.648099505288883e-08
1923,8.705077281234708e-08,9.554353752605493e-09
1924,4.898817351772777e-08,1.933743654092268e-08
1925,7.478760721824074e-08,2.859526304632709e-08
1926,8.805449169813073e-08,2.7865345586519652e-08
1927,1.0703256081434631e-07,1.2264147031260109e-08
1928,4.34189573184085e-08,2.0566874425753667e-08
1929,6.795647777835256e-08,3.676334259239411e-08
1930,4.621585469877232e-08,5.461873797685257e-08
1931,6.72916034005766e-08,2.9653927313688655e-08
1932,8.76762911161677e-08,2.082311922890767e-08
1933,7.455930273181366e-08,2.064719240024715e-08
1934,6.589868917217245e-08,2.516131836216573e-08
1935,8.018750463634206e-08,1.9149254626427137e-08
1936,7.517323297179246e-08,3.6374142808881516e-08
1937,3.399602022113868e-08,2.1404900962807005e-08
1938,7.130867629712156e-08,1.4261735792331365e-08
1939,6.72938256229827e-08,9.176430282309411e-09
1940,7.60734906180005e-08,3.296517903095264e-08
1941,1.151085982087352e-07,4.7224041566096275e-08
1942,9.406056733496371e-08,3.6410540360520827e-08
1943,2.6129117713935557e-07,2.322588166236983e-08
1944,8.354284375400312e-08,6.42637232317611e-08
1945,7.189063477852642e-08,3.921307367704685e-08
1946,4.733175362758857e-08,2.227376683094917e-08
1947,5.7220179483508105e-08,2.7418003867296648e-08
1948,5.544662795564648e-08,1.7395020535104777e-08
1949,4.0249735766551e-08,1.47255123650325e-08
1950,6.806631636102622e-08,8.508289184305795e-09
1951,6.929911222641749e-08,3.6248767543156646e-08
1952,6.326882129314981e-08,2.8470971358274255e-08
1953,4.417269394707546e-08,2.1547654327491728e-08
1954,5.6680709681344865e-08,2.052232517257835e-08
1955,5.255940394022218e-08,5.631364707880948e-09
1956,3.401245152190313e-08,2.1802854632824165e-08
1957,5.8311247386200193e-08,2.9155623693100097e-08
1958,7.527741208157579e-08,2.3162280982091943e-08
1959,4.4954337696800906e-08,1.5501495198577686e-08
1960,6.505583072247134e-08,2.2146666722733244e-08
1961,9.588459909393166e-08,2.709782087606527e-08
1962,6.405376007379004e-08,2.0928455413127267e-08
1963,3.491668898458755e-08,2.5864213881732212e-08
1964,3.772060352957851e-08,1.764350798794112e-08
1965,5.5267637577571804e-08,1.7510538796727815e-08
1966,4.542041442956446e-08,2.99110034518435e-08
1967,3.993571717764155e-08,2.8102911997507363e-08
1968,3.27873341532392e-08,2.9643343779639508e-08
1969,5.6771971901348195e-08,1.7712855182594467e-08
1970,4.87464845433383e-08,3.081145649730388e-08
1971,4.007949894191398e-08,1.798439086542203e-08
1972,5.489257048907348e-08,2.4624704053621826e-08
1973,4.520827051601728e-08,2.0950174928202614e-08
1974,3.656621588854492e-08,2.0814615808717463e-08
1975,3.426888239843606e-08,1.028066431985053e-08
1976,3.0853044452605616e-08,1.2569759455516305e-08
1977,8.109958821167496e-08,1.645498848290572e-08
1978,3.8019783099585425e-08,2.4950484345254154e-08
1979,4.915657714210653e-08,2.2822696621460636e-08
1980,3.752199534412526e-08,2.3309118191150446e-08
1981,4.491140259688109e-08,2.909752794266751e-08
1982,5.028076677238147e-08,1.924325765401136e-08
1983,4.862793323567871e-08,8.841442245000053e-09
1984,5.3350879547497954e-08,1.9136727757995686e-08
1985,3.308556983938615e-08,1.8648229627160617e-08
1986,4.016305155118971e-08,2.3977941410180392e-08
1987,2.8720838707307905e-08,2.3832186002437084e-08
1988,2.818380373525997e-08,1.739000587974715e-08
1989,3.183110985904847e-08,9.878619700032232e-09
1990,2.397406362319998e-08,1.6345952147389653e-08
1991,3.458264430378222e-08,2.3445860364290638e-08
1992,4.8487507842143174e-08,2.5345743281945943e-08
1993,3.0465642453236796e-08,1.994114740000441e-08
1994,3.375953006035104e-08,2.004472143823932e-08
1995,4.771756678678685e-08,2.7112253775385398e-08
1996,2.7224270615633372e-08,2.4555223632205525e-08
1997,3.4523239378358994e-08,1.3425704992187093e-08
1998,3.003921378308405e-08,1.621164003040576e-08
1999,1.5081663917726473e-08,1.4624643718263997e-08
2000,2.8275402019772855e-08,1.988114206596947e-08
2001,2.4972907297637903e-08,2.015357480900093e-08
2002,3.110667429195857e-08,2.059174164514843e-08
2003,3.166861262116072e-08,2.4584844382502524e-08
2004,2.4666830356068203e-08,2.5988267537968568e-08
2005,2.07172475841233e-08,1.8014997493764895e-08
2006,2.3883761801624104e-08,2.1001238081908014e-08
2007,2.75619083112133e-08,1.7176262190332636e-08
2008,3.4059517206586065e-08,2.0009967016676455e-08
2009,3.147006921722095e-08,2.62250594573743e-08
2010,1.9367551118421034e-08,1.9839930587295385e-08
2011,2.7150200310188666e-08,2.4091024286576612e-08
2012,4.119145913250577e-08,2.382976838077866e-08
2013,3.5142974752488954e-08,2.4265387921218462e-08
2014,3.139895665693615e-08,2.8367331594836287e-08
2015,4.056332941759777e-08,3.125371250689568e-08
2016,5.0540695323286755e-08,3.210577048662344e-08
2017,3.1696703928218994e-08,1.5596789637584152e-08
2018,3.7947561537521324e-08,2.452393310647949e-08
2019,2.8571063459548185e-08,2.4744581494928752e-08
