year,les_DET arrières_NOUN,les_DET carrières_NOUN
1844,3.7322215762358724e-08,2.248114769010101e-06
1845,4.352577964716886e-08,1.9056478750556494e-06
1846,2.4003455445509303e-08,1.8605605394128588e-06
1847,2.2651538422735484e-08,2.0407958594148567e-06
1848,3.298541073615269e-08,2.713653249220016e-06
1849,1.256912218750017e-08,2.208813715043334e-06
1850,1.3577992064028876e-08,1.9382583822391553e-06
1851,1.5478653025979838e-08,2.1483080070439087e-06
1852,3.190167108257924e-08,1.961627337010441e-06
1853,2.9859658745579054e-08,2.235891189528161e-06
1854,8.832629572186335e-09,2.1281442186271704e-06
1855,2.0166361025530932e-08,1.903598334962453e-06
1856,9.836659209394583e-09,2.382024866243171e-06
1857,1.3668225773422193e-08,2.051698270832958e-06
1858,1.5170396494568195e-08,2.1116212423066827e-06
1859,1.6804172275897145e-08,2.0271941796323745e-06
1860,3.524431591017674e-08,1.8551326315119354e-06
1861,1.5562680255598593e-08,1.8090437325923858e-06
1862,2.078273733663316e-08,2.205680917910513e-06
1863,1.8480097452311384e-08,2.0737665540337957e-06
1864,4.6029387856805215e-08,2.325922556778437e-06
1865,2.3534221682552925e-08,1.862498285376546e-06
1866,1.8489328568183083e-08,1.978844718308892e-06
1867,1.844068364675877e-08,2.3235261110698957e-06
1868,2.0253484556143064e-08,2.3024751838462976e-06
1869,8.790334127262156e-09,1.9021307426925205e-06
1870,2.9243649279919737e-08,2.1749246954527734e-06
1871,3.186353225714811e-08,2.7190213991445944e-06
1872,1.9351485081031683e-08,2.373580723968871e-06
1873,2.334541671089596e-08,2.2836607111997864e-06
1874,2.9873045814809984e-08,2.0379392120517537e-06
1875,2.9751941355016243e-08,2.421350274062206e-06
1876,2.539326171557832e-08,2.2479082790738403e-06
1877,1.2369632429454214e-08,2.3366234795929586e-06
1878,1.7513357430942733e-08,2.326256966611595e-06
1879,2.932476217409885e-08,2.1871384738858524e-06
1880,1.4761046607247863e-08,2.854016194930864e-06
1881,2.2312023451043217e-08,2.4452583868850297e-06
1882,2.3959387362992857e-08,2.151686047113799e-06
1883,3.4756364897248204e-08,2.035459108817861e-06
1884,1.7824580922365385e-08,2.2676829978252044e-06
1885,2.2559724977000428e-08,2.406800474474835e-06
1886,3.226731992711507e-08,2.334863339115145e-06
1887,2.4809913345968937e-08,2.5018839462376263e-06
1888,2.536245924389391e-08,2.174196881199464e-06
1889,2.8819629793730428e-08,2.246051456822329e-06
1890,4.1948072126984925e-08,2.3261518098394163e-06
1891,2.8683989850009084e-08,2.484033534422281e-06
1892,3.949162730165767e-08,3.1612108060130595e-06
1893,3.5102974971223944e-08,2.3555942494368765e-06
1894,3.591877462127968e-08,2.518095023162914e-06
1895,2.467631921021507e-08,2.286471598722528e-06
1896,1.6511680911435178e-08,2.5203902396242484e-06
1897,1.9228154068962056e-08,2.7117525558395528e-06
1898,2.037007762467624e-08,2.9525295559551523e-06
1899,1.9346524382513053e-08,3.425993185146581e-06
1900,2.128331755280044e-08,2.702981440450003e-06
1901,1.5648469187112823e-08,2.538964183784742e-06
1902,2.7006561653664107e-08,2.4148775494836627e-06
1903,2.2680925360063497e-08,2.6952499254662143e-06
1904,2.4723276759175405e-08,2.7109609277431446e-06
1905,2.4255567332431838e-08,2.8471908066762808e-06
1906,2.82930141537463e-08,2.400791025536364e-06
1907,3.1371345521336025e-08,2.471136284043496e-06
1908,2.9468334439286537e-08,2.384479298456199e-06
1909,2.6954819709601452e-08,2.6019652921149827e-06
1910,2.1911017000775246e-08,2.643216827635797e-06
1911,2.2345572059379037e-08,2.5330300665871164e-06
1912,2.969370060945664e-08,1.9384255942611617e-06
1913,3.4999732889673396e-08,2.252709993655344e-06
1914,3.616241484039051e-08,2.017059191672388e-06
1915,9.895839869766831e-08,1.8142373718887939e-06
1916,8.460345757299592e-08,2.1502464058187343e-06
1917,1.0747096190755201e-07,2.579303064464966e-06
1918,3.388481060184745e-07,2.3133560809185383e-06
1919,2.0993894311871486e-07,2.794581977383359e-06
1920,2.930453666394328e-07,2.404183671700366e-06
1921,2.476288400998783e-07,2.319532574901473e-06
1922,2.1100896230308308e-07,1.9300679774403307e-06
1923,2.2824288903322554e-07,2.219794758673288e-06
1924,1.2375959412835869e-07,1.99046675675163e-06
1925,1.2537923321787048e-07,1.9752728164235123e-06
1926,8.916910521072907e-08,1.8458005648369635e-06
1927,1.2375639446560172e-07,1.9299307787434827e-06
1928,1.0968999886173947e-07,1.8978654239276693e-06
1929,1.5485164173156818e-07,1.6966838565224407e-06
1930,1.628058514668851e-07,1.6091520720351582e-06
1931,1.4826963212755118e-07,1.9674240370193274e-06
1932,2.5645315426814363e-07,1.7677732699894477e-06
1933,1.8697178738591447e-07,2.0865134189307355e-06
1934,5.343784579281419e-07,2.0069146984269537e-06
1935,3.2912781477989483e-07,2.2787613218611114e-06
1936,1.4185915464537402e-07,2.1400121177350684e-06
1937,2.66931706072171e-07,2.2198140321449955e-06
1938,2.1651908266306918e-07,2.169080332237172e-06
1939,2.431754113629836e-07,1.962226708229764e-06
1940,4.665840656059572e-07,1.7319397445092477e-06
1941,5.460279557389924e-07,1.514120850032441e-06
1942,4.3692650342208594e-07,1.7507401590677318e-06
1943,5.080661811263099e-07,1.8058123041342355e-06
1944,9.671690541779299e-07,1.9343380692760093e-06
1945,1.1654997162935388e-06,1.849549905230674e-06
1946,6.306260234012484e-07,1.638514026680582e-06
1947,9.14330794188345e-07,1.5509053152840124e-06
1948,4.76188676046263e-07,1.4405251889115789e-06
1949,5.095027262314034e-07,1.6639828590570005e-06
1950,4.541299492011319e-07,1.7133567098426283e-06
1951,5.415991823909394e-07,1.8252320224121377e-06
1952,4.797885799767698e-07,1.9054460551615193e-06
1953,4.80512715395065e-07,1.8714137581810064e-06
1954,4.5051391950323705e-07,1.93496219935696e-06
1955,4.251680270073166e-07,1.717566188830233e-06
1956,4.2210324302516256e-07,2.0747595570469457e-06
1957,3.551685034963725e-07,1.8862805308828001e-06
1958,4.2353886886559167e-07,2.006846230528936e-06
1959,3.92962927087126e-07,1.7997236234634784e-06
1960,4.3462832799434636e-07,1.8506307952748102e-06
1961,3.487976023563988e-07,1.7933198854791499e-06
1962,6.050226666332037e-07,1.976153644278611e-06
1963,4.086545635217931e-07,1.6915195431010943e-06
1964,5.950120871567322e-07,1.7059447454670362e-06
1965,4.607460457606294e-07,1.7833389165389235e-06
1966,5.023940969905993e-07,1.5271229649727047e-06
1967,7.02079777425979e-07,1.3918337451457319e-06
1968,7.289567882651227e-07,1.563461859532822e-06
1969,5.840700509907037e-07,1.7735564075138655e-06
1970,5.113782268750811e-07,1.7870645514506123e-06
1971,4.4241601937500263e-07,1.7013233719609389e-06
1972,4.3811454553122076e-07,1.6216394636003884e-06
1973,4.5208271259866706e-07,1.9285186283468647e-06
1974,4.579215264755021e-07,1.7669920051588406e-06
1975,3.80384580722648e-07,1.7619915801958541e-06
1976,4.0280365443123856e-07,1.9757375788742593e-06
1977,3.43791744406019e-07,1.631394617618298e-06
1978,3.8851468175948867e-07,1.7792070980959807e-06
1979,3.557999663783562e-07,1.7912889980209457e-06
1980,4.2240670961035676e-07,2.1262463700821854e-06
1981,3.871236327057659e-07,1.9128462298567683e-06
1982,4.022461546071554e-07,1.9373615138817968e-06
1983,5.292235067955176e-07,1.7663939058110145e-06
1984,5.016142337055385e-07,2.102720502605848e-06
1985,4.3853416897832176e-07,1.695785817545925e-06
1986,4.90948355746923e-07,1.8211247088117943e-06
1987,4.3264584093094527e-07,1.8674656114825439e-06
1988,4.1256291005709045e-07,1.8703251196683368e-06
1989,3.64960111021162e-07,1.8215077552952152e-06
1990,5.14352656466599e-07,1.9527965751109377e-06
1991,4.1616403212429987e-07,2.1705005890382267e-06
1992,3.879000720630188e-07,1.910297676488426e-06
1993,3.777739330246277e-07,1.9841440686008127e-06
1994,5.132503555493884e-07,1.8103548153902693e-06
1995,3.7794483542796797e-07,1.7514516450489737e-06
1996,3.613888317488545e-07,1.990040818355965e-06
1997,4.018121533277963e-07,1.8139085753432482e-06
1998,4.391447161466999e-07,1.7217714169959208e-06
1999,4.058338776147252e-07,1.979811184327218e-06
2000,4.091097229874663e-07,1.9169838871846423e-06
2001,3.2377154823848286e-07,2.011414391489552e-06
2002,3.2859161169795925e-07,1.9619110140922658e-06
2003,3.271034474394696e-07,1.733023244021581e-06
2004,4.660269192768851e-07,2.068049453463061e-06
2005,3.251707321183517e-07,1.846086934875757e-06
2006,2.8784051409047606e-07,1.9329374882914863e-06
2007,3.662937642090469e-07,1.8498433860258956e-06
2008,3.733774542880042e-07,1.7046788993724249e-06
2009,2.884756549192957e-07,1.633105984666372e-06
2010,4.0671856638141435e-07,1.5158651489599606e-06
2011,4.152833543713541e-07,1.3808363110712207e-06
2012,3.4076568677932073e-07,1.276594726817848e-06
2013,4.172530996271462e-07,1.134616092635099e-06
2014,4.6751961946256415e-07,1.0794743894315673e-06
2015,3.404659687511469e-07,1.1874194152383666e-06
2016,2.632673261615537e-07,1.1199735849842796e-06
2017,2.855218976804963e-07,9.473792563774452e-07
2018,3.2784627723714266e-07,9.014481765490245e-07
2019,3.0841442200113534e-07,1.0497314595347973e-06
