year,as_VERB osé_VERB,as_VERB causé_VERB
1871,3.717412155879174e-08,1.805600113868877e-08
1872,3.4469834986339265e-08,5.442605477412599e-09
1873,2.5141218884527916e-08,1.1972008939764578e-09
1874,1.0156835372754358e-08,6.572069999322139e-09
1875,8.124568751100014e-08,2.2313955128083762e-08
1876,2.6602464231473277e-08,7.255217759905008e-09
1877,2.6594708657512456e-08,9.895705588292003e-09
1878,3.38188961279684e-08,7.2469061862534545e-09
1879,3.1157558311178946e-08,7.331190321480108e-09
1880,1.4761046607247863e-08,1.1552122813895949e-08
1881,2.1614773970668466e-08,9.761510710859511e-09
1882,2.994923420374107e-08,2.6621540527571597e-08
1883,1.8326083761621703e-08,1.0110942305630033e-08
1884,1.8484751507230612e-08,1.5183903911974994e-08
1885,8.379326565943757e-09,7.7347630522695e-09
1886,9.680196200179125e-09,1.5488312854472497e-08
1887,1.7628096316002484e-08,2.0239665943222462e-08
1888,2.6630582183884144e-08,1.2047167707862627e-08
1889,2.1301465480405568e-08,6.265136853755848e-09
1890,2.0318598359381213e-08,6.554386366985909e-09
1891,2.677172439291553e-08,1.9122660788184476e-08
1892,3.008885940403161e-08,9.402768341715273e-09
1893,2.586534897375259e-08,8.621783287310336e-09
1894,1.764431090123253e-08,1.449354058991048e-08
1895,1.625025980445116e-08,3.0093072478365457e-09
1896,1.3563166589847242e-08,4.1279202278587945e-09
1897,1.4566784223291052e-08,1.0488084178916779e-08
1898,1.1882545614128048e-08,2.8291773368493978e-09
1899,1.6029977345510815e-08,4.9748205555033564e-09
1900,1.9206897405865675e-08,2.595526460424935e-09
1901,2.6825947685438223e-08,7.265360757457984e-09
1902,2.0132164380015638e-08,7.856454153909453e-09
1903,9.1803746826713e-09,1.1340462791054051e-08
1904,2.0961039126632386e-08,2.0961039126632386e-08
1905,2.2707340008309984e-08,5.676835002077496e-09
1906,1.6461390472954918e-08,7.716276506641861e-09
1907,2.1599941391059474e-08,1.697138252154673e-08
1908,1.080505640516094e-08,7.367083831866239e-09
1909,1.980354014108343e-08,1.1001967337165297e-08
1910,1.5498036631811374e-08,8.550641084070776e-09
1911,1.4365010514438836e-08,1.4365010514438836e-08
1912,3.125652625612929e-08,8.856016364688912e-09
1913,2.5454351515463713e-08,1.3257474229533273e-08
1914,8.036092680185902e-09,1.2054139020278853e-08
1915,1.0602685840410686e-08,9.424609537234119e-09
1916,2.197492321442951e-08,3.2962386153911893e-09
1917,2.0836205649743533e-08,1.0966424435210342e-09
1918,8.040463406189247e-09,3.44591288836682e-09
1919,7.366278698128781e-09,1.749491218561161e-08
1920,1.0601124422748853e-08,6.815008557481406e-09
1921,1.438822039290244e-08,1.5145494858259667e-09
1922,3.32007097370024e-08,1.3280283539529592e-08
1923,3.6094224498128824e-08,3.1847844361720945e-09
1924,3.480738541838946e-08,1.933743654092268e-08
1925,1.8696901804560184e-08,1.0998178368026856e-08
1926,1.7833821530643945e-08,1.114613823460786e-08
1927,2.0068604555945058e-08,3.1217830098739796e-08
1928,2.6279895593006586e-08,4.570416489713125e-09
1929,2.1166771446701205e-08,2.33948540540041e-08
1930,1.575540586884472e-08,6.302162347537887e-09
1931,1.596749932275543e-08,9.124285327288817e-09
1932,3.1782654730250215e-08,5.4797681947604815e-09
1933,1.4911860191091364e-08,9.176529758292418e-09
1934,2.995395220750652e-08,1.4377896206951846e-08
1935,1.555876849579363e-08,1.196828414151696e-08
1936,1.9399543305098632e-08,2.424942913137329e-09
1937,1.6368453259474336e-08,1.2591118370153254e-08
1938,2.5930429359277696e-08,1.0372171566075394e-08
1939,1.8352860564618823e-08,3.058810094103137e-09
1940,0.0,2.5357829169792012e-09
1941,2.6563522936839945e-08,2.3612020783048138e-08
1942,1.517105907566929e-08,6.068423541449874e-09
1943,1.4516175816936538e-08,1.4516175816936538e-08
1944,2.8918675454292497e-08,6.4263723231761105e-09
1945,4.574858536443571e-08,8.714016175304096e-09
1946,3.480275978517966e-08,4.1763312808029696e-09
1947,2.7418003867296648e-08,1.6689218895749036e-08
1948,2.9354097819123126e-08,1.0871887834440486e-09
1949,2.5524220959027843e-08,6.8719057111366055e-09
1950,2.1270722072586068e-08,1.0635361036293034e-08
1951,2.2388944032059044e-08,1.0661401539380222e-08
1952,6.326882129314981e-08,1.370824520563474e-08
1953,4.5250075686453783e-08,1.1851209791302608e-08
1954,3.518113089739927e-08,9.772536557761669e-09
1955,1.783265446420046e-08,8.447047505910632e-09
1956,1.744228228517386e-08,3.488456634670456e-09
1957,3.445664731316356e-08,8.835037590415595e-09
1958,3.060729980575161e-08,6.617794756635931e-09
1959,5.115493451057773e-08,7.750747599288843e-09
1960,4.0832915715327545e-08,8.305000243069571e-09
1961,3.404598203360365e-08,4.86371165564492e-09
1962,4.249110929777089e-08,1.0147130247162295e-08
1963,2.198458126656533e-08,9.052474325699222e-09
1964,2.6161064425878067e-08,4.258777774879263e-09
1965,2.6265809083270142e-08,1.586892572902343e-08
1966,3.0464910594218964e-08,4.431259803538978e-09
1967,2.415864486238206e-08,1.035370456037299e-08
1968,1.8863946849023705e-08,6.737123747768692e-09
1969,2.7704722072030563e-08,4.087581828571274e-09
1970,2.989171221656761e-08,5.058597540852361e-09
1971,3.0316545718278576e-08,7.193756701440179e-09
1972,2.257264597460562e-08,6.669190977248718e-09
1973,1.3231689521830958e-08,4.9618833486420044e-09
1974,1.6314157136321228e-08,5.06301445213353e-09
1975,1.9990180177842376e-08,4.569184142155791e-09
1976,2.285410793945175e-08,1.142705374768127e-09
1977,1.4104276857551667e-08,3.526069214387917e-09
1978,2.970295653881294e-08,4.752473081737207e-09
1979,2.808947208166046e-08,8.192762912528906e-09
1980,3.013130012163856e-08,3.411090521154847e-09
1981,2.277197808098208e-08,3.795329828193417e-09
1982,2.9796010991844923e-08,6.2075020679230875e-09
1983,2.9681984869966982e-08,3.78918940668882e-09
1984,2.7835241667162336e-08,4.059305780401701e-09
1985,2.466378745680231e-08,1.8046674155058895e-09
1986,3.057187569766029e-08,4.7955883708539204e-09
1987,2.627651163322753e-08,3.6664902225425067e-09
1988,2.878345739532051e-08,3.597932174415064e-09
1989,2.3050112929468014e-08,6.036934507847036e-09
1990,3.432650075296806e-08,3.2691906959314565e-09
1991,2.4618154625954958e-08,4.68917216167597e-09
1992,2.314176583695371e-08,6.61193322315512e-09
1993,2.5480353826878854e-08,7.200969598386564e-09
1994,2.9012095836833396e-08,5.802419433820205e-09
1995,2.9281235214284607e-08,5.964695848348356e-09
1996,2.93595068256991e-08,5.871901187504136e-09
1997,3.4523239378358994e-08,9.58978851883785e-09
1998,2.6224711291433778e-08,3.814503379828693e-09
1999,3.290544725587097e-08,5.484241505371301e-09
2000,3.446064411605221e-08,5.3016377954406835e-09
2001,2.93541191354052e-08,4.381211837767296e-09
2002,3.5926017716292336e-08,5.257465574004527e-09
2003,3.4168767371056674e-08,9.167230530238157e-09
2004,3.0833540165531304e-08,1.0571499231559756e-08
2005,2.7923247714056743e-08,1.4411998705554652e-08
2006,2.800165077587735e-08,9.059357708451898e-09
2007,6.750670422661642e-08,2.1170741604237264e-08
2008,4.9386301270715194e-08,1.3623806971452268e-08
2009,5.769512867459525e-08,1.9549588614609092e-08
2010,6.377120342904163e-08,2.7870378005445673e-08
2011,8.795135642003515e-08,3.21213633469597e-08
2012,9.770205622317008e-08,2.9616998631354363e-08
2013,9.957176416719449e-08,3.5979713430833726e-08
2014,1.2667854321080085e-07,4.612398285530617e-08
2015,1.19473412496518e-07,4.012001397768472e-08
2016,1.1205949590475939e-07,4.660515173782187e-08
2017,1.3307584367794334e-07,3.9746659297179576e-08
2018,1.3165480083898728e-07,4.2594201943302323e-08
2019,1.3214116734161507e-07,4.897896488387232e-08
