year,deux_DET oeufs_NOUN,deux_DET queues_NOUN
1852,2.6042181744401205e-09,6.770966920477406e-08
1853,1.4332635966951557e-08,8.300985143705475e-08
1854,6.754363734984281e-09,6.182840839308312e-08
1855,7.960405667972736e-09,1.8521210520816567e-07
1856,8.28350277259915e-09,6.419714537742038e-08
1857,6.345961978126979e-09,8.054490052700203e-08
1858,1.1744822003834088e-08,7.53626139271546e-08
1859,3.5645213447565993e-09,1.3697946577018172e-07
1860,5.034902272882391e-09,1.1168328484245649e-07
1861,5.187559992680946e-09,1.150695183582684e-07
1862,3.6595690033891515e-08,9.758850438856825e-08
1863,1.148762801550518e-08,8.590747846426439e-08
1864,7.1920918109924514e-09,7.95924847141194e-08
1865,6.118897832863013e-09,6.260102924926514e-08
1866,3.8924903300596725e-09,9.877194173668613e-08
1867,9.7056229719783e-10,7.085104414272791e-08
1868,9.385760613156435e-09,4.8904752913969674e-08
1869,3.4184632902167778e-09,6.543915986867432e-08
1870,5.160643912205387e-09,1.1238735631025065e-07
1871,4.248470908407853e-09,9.559059321873065e-08
1872,9.071008721939222e-09,6.047339129455764e-08
1873,6.58460502789282e-09,5.2078238943487065e-08
1874,9.559374625212058e-09,1.0993281018834011e-07
1875,6.293679688518239e-09,7.323554979121738e-08
1876,5.441413541973361e-09,1.0036384501255213e-07
1877,8.658742389755503e-09,8.535046192026385e-08
1878,1.8117265465633636e-09,1.1413877620825019e-07
1879,9.163987568783227e-09,9.102894438228759e-08
1880,6.417846032391594e-09,6.225310755780811e-08
1881,8.367009307619355e-09,1.5478967441140412e-07
1882,3.9932310791357395e-09,8.718554767028763e-08
1883,7.583206618200222e-09,7.83598024800547e-08
1884,5.281357573494461e-09,6.865764845542799e-08
1885,1.0957580676151935e-08,8.37932674357944e-08
1886,7.744156427236248e-09,8.002295404097026e-08
1887,3.9173548849191775e-09,7.377684518861116e-08
1888,7.60873763994141e-09,9.637734232903483e-08
1889,8.14467782106476e-09,4.448247253874271e-08
1890,1.245333464128251e-08,3.604912723886855e-08
1891,5.099376032546843e-09,5.035633665606554e-08
1892,1.002961980134387e-08,6.895363746650673e-08
1893,2.0938616618337846e-08,6.035248401037308e-08
1894,1.1972924207626079e-08,5.545354597735752e-08
1895,7.22233739480771e-09,3.731540809681633e-08
1896,6.486731873867058e-09,5.779088496637996e-08
1897,7.574727511894253e-09,6.992056500454424e-08
1898,7.921696743018458e-09,7.355861697533328e-08
1899,1.3818945987509323e-08,6.190887624768493e-08
1900,1.3496738171525635e-08,4.7238582823183606e-08
1901,6.14761275219422e-09,6.874148938962321e-08
1902,1.276673833316977e-08,5.843237649294508e-08
1903,7.560308379339631e-09,5.8322379370423505e-08
1904,5.374625189347171e-09,5.535864033845428e-08
1905,1.8062656703676794e-08,4.231822292588561e-08
1906,7.201858387428928e-09,6.121579421147771e-08
1907,1.3371392937333582e-08,4.6285588695127444e-08
1908,1.3260750053589732e-08,6.090122495194805e-08
1909,1.3202360427122528e-08,5.6660130254293506e-08
1910,1.0153886287334046e-08,8.817848407005613e-08
1911,2.3409646110472693e-08,7.820950331804966e-08
1912,1.458637982620914e-08,7.345283908888334e-08
1913,1.007568034561146e-08,7.106006361112804e-08
1914,1.3393487763302403e-08,1.098265940413512e-07
1915,3.534228543156104e-08,8.246533411693235e-08
1916,4.394984820521586e-09,6.26285339144772e-08
1917,8.773139548168274e-09,2.4126133979507358e-08
1918,1.1486376294556067e-08,3.9053681177847466e-08
1919,1.012863304339362e-08,2.025726569820918e-08
1920,8.329454903588385e-09,2.1202248845497706e-08
1921,1.287367074054302e-08,8.860114664166474e-08
1922,1.4018077698629838e-08,5.1645550058765366e-08
1923,2.5478275045287546e-08,5.944931080748006e-08
1924,2.7072411756812187e-08,6.316895795333011e-08
1925,2.0896537389347714e-08,8.028669906678942e-08
1926,3.1209186346359274e-08,5.795991953050361e-08
1927,2.3413372574054847e-08,4.5711821883287485e-08
1928,1.3711249802206282e-08,4.1133748851507335e-08
1929,2.2280812750352652e-08,5.904415489865755e-08
1930,2.100720719599991e-08,6.092090143461348e-08
1931,1.9389106320488736e-08,7.185374784057785e-08
1932,1.7535258800549514e-08,4.055028712812714e-08
1933,4.588264879146209e-09,3.670611903316967e-08
1934,1.0783422155213884e-08,3.714289675826876e-08
1935,8.377798899061872e-09,5.146362003216609e-08
1936,8.487299751891442e-09,5.33487423126644e-08
1937,1.3850230295986421e-08,4.1550689555691633e-08
1938,1.555825723809079e-08,6.482607073365898e-08
1939,1.070583532936098e-08,4.435274547631707e-08
1940,2.2822046474857416e-08,5.0715659227762444e-08
1941,1.4757512545315876e-08,6.198155233505531e-08
1942,9.102635312174812e-09,3.3376331032286544e-08
1943,1.161294105322952e-08,1.1612940653549231e-07
1944,6.4263723231761105e-09,7.069009200222354e-08
1945,1.9606536838523425e-08,3.703456741277478e-08
1946,1.8097434661967782e-08,1.2528993842408909e-08
1947,1.1920871401116528e-08,2.7418002757073623e-08
1948,3.479004129225416e-08,6.631851334759631e-08
1949,1.7670614971265763e-08,3.9268034157657894e-08
1950,1.3825970146541522e-08,7.763814124928103e-08
1951,2.8785785421980847e-08,8.315893040844458e-08
1952,2.9525451195056007e-08,5.061505703451985e-08
1953,2.2625037843226892e-08,4.955960664076997e-08
1954,2.1499579672124014e-08,4.202190595492539e-08
1955,1.407841221379158e-08,5.255940305204376e-08
1956,2.8779767902165077e-08,7.238547539145657e-08
1957,2.650511243817988e-08,5.9194753987412696e-08
1958,2.2335057803246627e-08,5.21151335419745e-08
1959,1.4726421193600459e-08,3.952881399982289e-08
1960,2.0762499552962055e-08,5.329041841140025e-08
1961,1.8760030306985698e-08,5.419564130804133e-08
1962,1.7123282014530616e-08,2.6636216454711814e-08
1963,1.6165133009948818e-08,2.3924396463925746e-08
1964,1.3384730435106462e-08,3.8937397306426647e-08
1965,8.755269675919664e-09,7.934463158720817e-08
1966,1.1632056873267516e-08,5.816028580962751e-08
1967,1.5284040255636455e-08,5.1768523690043367e-08
1968,1.1228539820162808e-08,5.704098171577243e-08
1969,8.175164045720607e-09,4.9959334669225086e-08
1970,1.9314645188783786e-08,3.632992787161449e-08
1971,1.2332154297745035e-08,4.932861585871251e-08
1972,2.0520588228656322e-08,3.745007148836521e-08
1973,1.8744892527067236e-08,4.245166795868727e-08
1974,1.63141580800108e-08,5.0067586576663103e-08
1975,2.056132863970106e-08,3.25554365687708e-08
1976,1.656922776760439e-08,5.199309582870626e-08
1977,3.2322300835829765e-08,5.524175039628432e-08
1978,2.851483826837864e-08,3.029701567403009e-08
1979,1.4044735929807928e-08,3.803782533395861e-08
1980,2.103505747363954e-08,5.5145963406832976e-08
1981,1.707898356073656e-08,3.985096341807548e-08
1982,2.0484757001781873e-08,3.2279010242497463e-08
1983,1.9577480414589843e-08,4.7996400631689085e-08
1984,3.0154843622121064e-08,3.421415178950227e-08
1985,3.729645892125433e-08,4.451512802816637e-08
1986,2.517683933556114e-08,5.8146510772960625e-08
1987,2.3221103706561053e-08,4.216463767026113e-08
1988,3.4180356101032316e-08,3.7778288941581195e-08
1989,2.7989423445617945e-08,4.55514148622882e-08
1990,2.3974065010978762e-08,3.596109682257875e-08
1991,2.520429964736337e-08,3.9271817353636607e-08
1992,2.148878253116493e-08,4.352856008971173e-08
1993,3.268132542366686e-08,3.545092752688106e-08
1994,3.0594573541264936e-08,2.7429617577290344e-08
1995,2.8738989577004048e-08,2.8738989299448292e-08
1996,3.4163788686925045e-08,4.430616562522971e-08
1997,2.5892430755014573e-08,4.651047746939696e-08
1998,2.3363833201450745e-08,4.100591122213615e-08
1999,1.2796562837147363e-08,3.793267017160318e-08
2000,2.164835433138279e-08,3.225162903408574e-08
2001,1.664860427297299e-08,4.293587405057586e-08
2002,1.79630080254789e-08,4.2497848795619575e-08
2003,1.5417615628621206e-08,3.541884430191544e-08
2004,1.0571499231559756e-08,3.3476414001976096e-08
2005,2.657212228029948e-08,4.1884870682906694e-08
2006,1.5647981743693862e-08,4.282605625682834e-08
2007,7.589511158423434e-09,3.634976480926255e-08
2008,1.3198063253394565e-08,2.7673358715674112e-08
2009,1.0966842323156811e-08,3.242370771872061e-08
2010,7.085689646135762e-09,4.109699913712461e-08
2011,7.265546830836911e-09,4.015170673721258e-08
2012,8.510632198976964e-09,6.434037502778267e-08
2013,1.1993238013818797e-08,5.634032740342576e-08
2014,9.961047819917468e-09,5.500230693122887e-08
2015,7.536356275150702e-09,4.233658879027047e-08
2016,4.97121616094276e-09,4.743368853254992e-08
2017,3.5218559180094644e-09,4.679037179933232e-08
2018,2.0393587263356494e-08,5.472709263543152e-08
2019,1.938750648911025e-08,4.795856978212498e-08
