year,des_DET arts_NOUN,des_DET quarts_NOUN
1848,1.978319961182251e-06,1.1102405650387226e-07
1849,2.097367545417228e-06,3.0668659345423066e-07
1850,2.3530659802872833e-06,1.1337623195828428e-07
1851,1.8658225933165795e-06,1.5478653225819983e-07
1852,2.4668457729859483e-06,1.562530846932475e-07
1853,2.176172033685475e-06,1.6482531939310263e-07
1854,2.1624355373006665e-06,2.384809965616519e-07
1855,1.946053803436598e-06,1.5708534206737568e-07
1856,2.319380863369247e-06,9.940203415936821e-08
1857,2.2210867385297206e-06,1.4009931614822335e-07
1858,2.2501123346785334e-06,9.738415041038451e-08
1859,2.1977820203744614e-06,1.2730433085472725e-07
1860,2.1380026424822063e-06,1.3685779459704506e-07
1861,2.0915298755141976e-06,1.306321968930213e-07
1862,1.912915438495588e-06,1.323770036920635e-07
1863,2.378937921321267e-06,9.789457178221994e-08
1864,2.125023428334316e-06,1.4336236064949048e-07
1865,1.7387083470765674e-06,1.3743985105563183e-07
1866,2.080049533503825e-06,1.3818341315641192e-07
1867,2.040121913182702e-06,1.0093847890857433e-07
1868,1.9966971045448645e-06,1.2152089956529721e-07
1869,1.9040840726347597e-06,8.350817637392538e-08
1870,2.326877021729956e-06,1.1697459756376816e-07
1871,1.7227549875542536e-06,1.2639200663855377e-07
1872,1.712606495729574e-06,1.0764263702611743e-07
1873,1.6521372550037938e-06,1.3169209500674128e-07
1874,1.4345035985741106e-06,1.1949218609030865e-07
1875,1.7805392893421867e-06,1.0184318455230823e-07
1876,1.9171912626347876e-06,8.766721748543205e-08
1877,1.8981200753387384e-06,1.4781710389044633e-07
1878,1.9288849166798627e-06,1.2198959131737297e-07
1879,1.7234407145849673e-06,1.2707396490618805e-07
1880,1.8367876002400862e-06,1.1680479983233738e-07
1881,1.6594567648908765e-06,1.0249585813415507e-07
1882,1.6225828964877564e-06,9.517200694197925e-08
1883,1.997543050080708e-06,8.278333751832179e-08
1884,1.6900344306236548e-06,1.1883054185091169e-07
1885,1.677154427781602e-06,1.708093435581759e-07
1886,1.684999411111221e-06,1.0583680420950259e-07
1887,1.7249418924336624e-06,1.351487384226857e-07
1888,1.5743746288876537e-06,1.1222888218753724e-07
1889,1.637706779078485e-06,9.648310567156315e-08
1890,1.5737082366129584e-06,1.0814737549935671e-07
1891,1.5623213585058693e-06,1.1154885015685068e-07
1892,1.4793689473435734e-06,7.396844381446499e-08
1893,1.4798675076477252e-06,1.1700991114915738e-07
1894,1.533794662833543e-06,9.07421642271089e-08
1895,1.4336339413389965e-06,1.306039398851766e-07
1896,1.4530279415225777e-06,9.258335609274582e-08
1897,1.7439353028336768e-06,1.0429817232093797e-07
1898,1.454197253725198e-06,1.0467956834681047e-07
1899,1.3072723259455188e-06,9.396883626777708e-08
1900,1.6585414570613466e-06,1.0797390881389646e-07
1901,1.5000174871104832e-06,1.240700023275032e-07
1902,1.2359184502486187e-06,9.673259082632057e-08
1903,1.5082814863731642e-06,9.396383404691733e-08
1904,1.4146013516125322e-06,1.0319280541182252e-07
1905,1.5440990992487968e-06,1.0166695485480659e-07
1906,1.4799818419675148e-06,1.0905670944083568e-07
1907,1.5557101438190557e-06,7.91997862847893e-08
1908,1.4650673616500853e-06,1.1050625148278925e-07
1909,1.5028687272433672e-06,9.406681955592688e-08
1910,1.347260415673901e-06,1.2024339002270068e-07
1911,1.388085669518091e-06,1.0747155743118242e-07
1912,1.4211300936040061e-06,9.376958121087853e-08
1913,1.5771091064209486e-06,1.2408996419299712e-07
1914,1.661462101676392e-06,9.375441278880459e-08
1915,1.3571437839088318e-06,9.424609692665342e-08
1916,1.8403998949256817e-06,1.0657837878902399e-07
1917,1.1021256476340113e-06,1.1734074067959455e-07
1918,1.2393800083998485e-06,1.0567465924538055e-07
1919,1.310276865673643e-06,7.642514493477748e-08
1920,1.4917296802252622e-06,8.859510858272301e-08
1921,1.3744536286885989e-06,9.238752185503074e-08
1922,1.3029434011713192e-06,8.779743454478961e-08
1923,1.3737036916872114e-06,8.705077192416866e-08
1924,1.311078245080921e-06,1.1215713069390176e-07
1925,1.4671569310564792e-06,1.4407613080358317e-07
1926,1.4389665299319176e-06,9.697140446185415e-08
1927,1.549742258077913e-06,1.4271008397237495e-07
1928,1.2888574563163502e-06,7.769708243454687e-08
1929,1.3011994823841633e-06,9.692153302154338e-08
1930,1.3402598320055858e-06,8.192810752039037e-08
1931,1.2762593923909549e-06,8.325910361151045e-08
1932,1.3403513063892092e-06,1.1507513386632695e-07
1933,1.4040090672295946e-06,6.194157720074145e-08
1934,1.2173285366401387e-06,8.027658893183798e-08
1935,1.3943051371256843e-06,1.0292724272886744e-07
1936,1.2815823176026697e-06,9.457277050373136e-08
1937,1.4933066383449045e-06,7.30284827055172e-08
1938,1.306893590680147e-06,6.741911562357927e-08
1939,1.2449357100763336e-06,1.1164657021112134e-07
1940,1.4555394005633104e-06,9.63597486247636e-08
1941,1.5583933796747829e-06,1.062540926355382e-07
1942,1.565653240831466e-06,6.978687383529802e-08
1943,1.3500043820613428e-06,8.419382191426905e-08
1944,1.2884876365859554e-06,7.390327994016843e-08
1945,1.6404135081415916e-06,1.1328220761441798e-07
1946,1.7888619101569248e-06,7.238973953604955e-08
1947,3.712159195146114e-06,1.0967201324874054e-07
1948,1.6699219917981623e-06,1.1415482337184812e-07
1949,1.8122197236181137e-06,1.0896879354405087e-07
1950,1.6080666576101521e-06,8.93370342147648e-08
1951,1.9830207822479906e-06,9.701875747225586e-08
1952,1.623899786196148e-06,7.170466831407651e-08
1953,1.6160740932136264e-06,9.050015237210829e-08
1954,1.6085594201076248e-06,8.111205085370443e-08
1955,1.608693179555587e-06,5.255940305204376e-08
1956,1.4756171555774245e-06,5.843164885277474e-08
1957,1.616811895921444e-06,6.272876762469792e-08
1958,1.4650142619032636e-06,6.286905201990933e-08
1959,1.5346480868316803e-06,6.355612980346592e-08
1960,1.5191229092437197e-06,1.0865708333085422e-07
1961,1.6230899646529906e-06,7.017640973883132e-08
1962,1.8169704629755756e-06,7.9908652139693e-08
1963,1.7671723195888944e-06,7.047998051845639e-08
1964,1.7710431476913868e-06,8.274197144109152e-08
1965,1.750506719133682e-06,8.426946696005189e-08
1966,1.590268341900014e-06,7.31157893119061e-08
1967,1.7749208200967814e-06,8.085750535791192e-08
1968,1.676196325739454e-06,8.80317492235605e-08
1969,1.787635831362877e-06,8.765592229842412e-08
1970,1.6261091015934426e-06,7.863819462272659e-08
1971,1.6602162329348857e-06,8.992195799084612e-08
1972,1.654472344903013e-06,6.053573570197202e-08
1973,1.5718143835385945e-06,6.340184444120212e-08
1974,1.5340934469421086e-06,7.875800300816138e-08
1975,1.6334833037312535e-06,4.968987932230107e-08
1976,1.6072151138857294e-06,6.627691107041755e-08
1977,1.5973093114851622e-06,6.875834446251616e-08
1978,1.6199992547427655e-06,8.910887272506329e-08
1979,1.768466381779632e-06,6.96384803156036e-08
1980,1.905093951037884e-06,7.561250692234012e-08
1981,1.7496469819633376e-06,7.021359915704295e-08
1982,1.916876746221874e-06,6.704102251120503e-08
1983,1.8207055791918947e-06,6.694234977455693e-08
1984,2.040091191979343e-06,7.074790442374024e-08
1985,2.4182544162698605e-06,6.797580587303287e-08
1986,1.857091625367957e-06,6.174320099638919e-08
1987,2.0727891083538452e-06,5.438626970999394e-08
1988,1.8949109512611528e-06,6.056519508135239e-08
1989,1.953771523233172e-06,5.7625284100026875e-08
1990,1.8519964974927916e-06,7.410165481225306e-08
1991,1.7725070708962676e-06,5.6856213959122215e-08
1992,1.8513412936016493e-06,5.179347395412037e-08
1993,1.7326641028603262e-06,7.311754046668284e-08
1994,1.7549680384476574e-06,6.329911872438032e-08
1995,1.92388549002942e-06,5.802022506884441e-08
1996,1.7183319229729932e-06,7.473329266538542e-08
1997,1.6494437318215205e-06,7.000545831914451e-08
1998,1.8538486274977117e-06,6.866106350145174e-08
1999,1.838591868974504e-06,5.9412614161757915e-08
2000,1.6576453667482838e-06,7.113030542349463e-08
2001,1.743722320313168e-06,5.038393577350142e-08
2002,1.6284999801996491e-06,7.141391100695671e-08
2003,1.6592686939986834e-06,7.292115133950006e-08
2004,1.6218441896143077e-06,6.166707980370667e-08
2005,1.7578134166029713e-06,7.070886587356995e-08
2006,1.7554565090449614e-06,8.194600864541712e-08
2007,1.6872681491975072e-06,6.511001449105436e-08
2008,1.6327280736305738e-06,6.258436124895184e-08
2009,1.5067488732256606e-06,5.960240700986219e-08
2010,1.302349771137301e-06,6.518834139157548e-08
2011,1.0661233513786783e-06,8.336258594532353e-08
2012,9.661269100291747e-07,8.544674012789244e-08
2013,8.651865837094874e-07,9.259895406010799e-08
2014,9.272436471974288e-07,1.0155938223732619e-07
2015,9.939124137048339e-07,9.642103337981212e-08
2016,9.830580012248902e-07,9.321030236542072e-08
2017,8.51282863756353e-07,7.622302666820957e-08
2018,8.366533847947721e-07,8.880245250253438e-08
2019,8.813662422113566e-07,8.265200679424822e-08
