year,trois_DET anneaux_NOUN,trois_DET canots_NOUN
1913,7.530245538234226e-08,6.893886794756554e-09
1914,9.643310949769557e-08,2.0090231978020512e-08
1915,1.1073916139636708e-07,2.8273829055791566e-08
1916,7.141850177916353e-08,2.307367097387214e-08
1917,1.0418103180143135e-07,4.386569774084137e-09
1918,8.270190843262526e-08,2.9864577477667353e-08
1919,1.1049418224828855e-07,2.6702760891339494e-08
1920,1.0525401972216741e-07,1.0601124422748853e-08
1921,6.436835064960178e-08,9.844571879913389e-09
1922,6.27124551177971e-08,5.164554894854234e-09
1923,1.1571383673469882e-07,7.537322899153764e-08
1924,1.250487571269332e-07,7.734974438733389e-09
1925,7.368779209038223e-08,1.7597084678300234e-08
1926,9.80860186405863e-08,3.009457216762712e-08
1927,1.705831440546035e-07,3.456259556333663e-08
1928,1.531089579565048e-07,1.7139061281312706e-08
1929,1.2922871350795617e-07,1.6710609784809094e-08
1930,1.3969792611590037e-07,5.2518016602221e-09
1931,1.0036713682382015e-07,1.0264820993199919e-08
1932,1.0521155502374313e-07,1.0959536500543265e-08
1933,8.717703536831323e-08,1.261772819560747e-08
1934,7.788027112098916e-08,5.990790086229936e-09
1935,1.0532089689263557e-07,1.0771455727365264e-08
1936,6.789840156784521e-08,1.4549657478823974e-08
1937,8.687871566603889e-08,2.0145788592884628e-08
1938,6.612259539906518e-08,1.2965214679638848e-08
1939,6.576441791139587e-08,2.141166977054354e-08
1940,1.141102288215734e-07,5.0715657229361e-08
1941,1.3872062254449702e-07,3.5418032950929046e-08
1942,9.406056555860687e-08,1.517105907566929e-08
1943,7.83873519427658e-08,2.3225881884414434e-08
1944,8.996921074810871e-08,6.4263723231761105e-09
1945,6.099811278303946e-08,3.0499056613564335e-08
1946,5.0115973593278795e-08,9.744772988540262e-09
1947,8.702235509971956e-08,1.311295849681926e-08
1948,1.5438081391039304e-07,1.087188805648509e-08
1949,7.26458648792061e-08,1.47255123650325e-08
1950,8.18922800682742e-08,1.2762433998503298e-08
1951,6.29022713916072e-08,9.595261474260042e-09
1952,7.065018614582641e-08,1.8980646387944944e-08
1953,6.679773278950307e-08,2.477980309834038e-08
1954,6.352148629318322e-08,8.795282724349818e-09
1955,6.47606936965417e-08,6.569925492527773e-09
1956,7.761815634665936e-08,1.3081712602058815e-08
1957,6.714628630888342e-08,1.767007518083119e-08
1958,8.685855812373688e-08,1.2408364835625463e-08
1959,5.813060832693395e-08,8.525822714489095e-09
1960,7.751333686023543e-08,2.283875022435211e-08
1961,7.851419914217672e-08,1.389631876236308e-08
1962,6.151697889977825e-08,5.0735651235811474e-09
1963,6.46605289311708e-08,1.4225317590543796e-08
1964,4.1979383080814614e-08,8.517555771803131e-09
1965,5.964527360902139e-08,9.84967779560364e-09
1966,4.763604399826704e-08,8.862519607077957e-09
1967,5.3740658534362495e-08,1.4297973360832827e-08
1968,5.479527231955217e-08,2.290622158618305e-08
1969,7.130560053525414e-08,9.991866833924945e-09
1970,5.840380845612003e-08,1.1956685419534097e-08
1971,4.4704056456623675e-08,1.6442872174948775e-08
1972,5.0788454775130276e-08,1.4877426179893405e-08
1973,4.465695013777804e-08,1.3783009900070198e-08
1974,6.131873009351807e-08,2.7565301152776556e-08
1975,4.3407249794569225e-08,6.8537762132336866e-09
1976,7.656126199684365e-08,6.856232415142216e-09
1977,6.346924197320192e-08,8.22749424145286e-09
1978,6.772274163679981e-08,7.72276909088987e-09
1979,7.549045344390493e-08,8.192762579461998e-09
1980,5.74200226255428e-08,6.822180653731635e-09
1981,6.388804785206759e-08,8.855769451088236e-09
1982,5.8350521303651703e-08,6.2075020679230875e-09
1983,6.315316181115804e-08,1.1999100379966876e-08
1984,8.176601706821884e-08,1.4497521405587577e-08
1985,5.835091165806716e-08,1.0226448909911312e-08
1986,5.2751472079393125e-08,6.593933898901838e-09
1987,5.6219513488997563e-08,1.1610552352880887e-08
1988,3.837794415595397e-08,9.594485983477341e-09
1989,7.354083919608456e-08,8.232183268397364e-09
1990,4.5223802591642936e-08,1.035243724079038e-08
1991,3.692723105075402e-08,1.4653663171770859e-08
1992,7.05272844570004e-08,8.264916417921597e-09
1993,5.539207537097468e-08,8.862731881720265e-09
1994,4.800183317499318e-08,1.2659824188965274e-08
1995,6.127369367447955e-08,7.049185901664146e-09
1996,4.4306164515006685e-08,1.5480467130402076e-08
1997,5.322332929935669e-08,1.006927874414032e-08
1998,5.101898326032028e-08,1.4304387563335297e-08
1999,5.392837332252043e-08,8.226361730701015e-09
2000,5.124916580001582e-08,1.2370488078339292e-08
2001,6.790878215312546e-08,1.2267393323384113e-08
2002,4.950780141399491e-08,1.6210519815373914e-08
2003,5.4169998930930774e-08,1.2500768864498468e-08
2004,5.5940847343283195e-08,1.277389466425305e-08
2005,3.2877373157269574e-08,1.2610498756338018e-08
2006,4.941467945940303e-08,7.412201741274771e-09
2007,5.2327679744834654e-08,8.787854888225866e-09
2008,3.320803121376059e-08,7.663391476953052e-09
2009,4.243691442695763e-08,8.582746513496886e-09
2010,4.818269072615067e-08,9.919965293647692e-09
2011,4.053410385118639e-08,1.6443078787453658e-08
2012,4.731911285027479e-08,1.6680837933158443e-08
2013,4.518382379359309e-08,1.1993237958307645e-08
2014,4.655707175338364e-08,1.5807749775831326e-08
2015,5.075957631994754e-08,9.531274269836132e-09
2016,6.669714824880657e-08,1.9263463268970327e-08
2017,4.201071002185586e-08,1.0817128526241504e-08
2018,6.06644681155899e-08,1.058401322140412e-08
2019,4.413208953835124e-08,7.142765601209078e-09
