year,nos_DET couverts_NOUN
1932,3.287861094491973e-09
1933,3.4411986593596566e-09
1934,5.990790086229936e-09
1935,7.180970484910176e-09
1936,3.6374143697059935e-09
1937,1.2591118148108649e-09
1938,2.5930428915188486e-09
1939,0.0
1940,0.0
1941,8.854508237732261e-09
1942,6.068423541449874e-09
1943,2.9032352077962287e-09
1944,6.4263723231761105e-09
1945,8.714016175304096e-09
1946,2.7842208538686464e-09
1947,3.5762612871081956e-09
1948,8.697510267552389e-09
1949,6.871905600114303e-09
1950,6.381216888229346e-09
1951,1.1727541715522705e-08
1952,1.0544804140977249e-08
1953,1.0773827385790469e-09
1954,6.840775057526116e-09
1955,6.569925492527773e-09
1956,9.593255523299149e-09
1957,5.301022731885041e-09
1958,7.445019267748876e-09
1959,4.650448914844674e-09
1960,2.7683333403416555e-09
1961,2.779263708063695e-09
1962,8.244543714397423e-09
1963,8.40586911188268e-09
1964,5.475571551727398e-09
1965,4.924839203113152e-09
1966,3.8773522170743036e-09
1967,9.367637721080513e-09
1968,6.737123692257541e-09
1969,4.5417576088890854e-09
1970,3.6789800095249348e-09
1971,7.707596116901527e-09
1972,2.565073486948677e-09
1973,4.410563025913916e-09
1974,5.6255716751607565e-09
1975,5.140332159925265e-09
1976,6.284879672247001e-09
1977,6.464460078348111e-09
1978,4.158413835497754e-09
1979,6.437170796402825e-09
1980,6.253665585376211e-09
1981,6.325549417596221e-09
1982,4.345251602977385e-09
1983,1.2630632095778083e-09
1984,6.958810416790584e-09
1985,4.210890747202711e-09
1986,3.596691222629289e-09
1987,5.499735167280306e-09
1988,4.197587610832443e-09
1989,7.683371272548811e-09
1990,1.089730194969718e-09
1991,5.275318681885466e-09
1992,8.264916362410446e-09
1993,4.985286850001103e-09
1994,5.274926662135471e-09
1995,2.7112254663563817e-09
1996,6.939520069693117e-09
1997,3.3564262480467733e-09
1998,3.814503379828693e-09
1999,5.0272213059088244e-09
2000,4.859834756842929e-09
2001,6.133696661692056e-09
2002,3.066854992184176e-09
2003,4.583615265119079e-09
2004,3.523833003171717e-09
2005,6.755624615273348e-09
2006,7.823990566535599e-09
2007,7.190063211481856e-09
2008,8.514879551446697e-09
2009,8.582746957586096e-09
2010,1.1809482280966677e-08
2011,8.795135286732148e-09
2012,1.7702114551987336e-08
2013,1.7292575871241667e-08
2014,1.732356158523629e-08
2015,1.884089062542671e-08
2016,2.0091997676718876e-08
2017,1.735771881783421e-08
2018,2.5298373618198866e-08
2019,2.602007509455717e-08
