year,avions_VERB ouvert_VERB,avions_VERB couvert_VERB
1896,1.0614652268259306e-08,1.7691086373616827e-09
1897,8.157399200570126e-09,2.330685422435863e-09
1898,1.4711722506888236e-08,0.0
1899,8.291367592505594e-09,1.1055156790007459e-09
1900,1.038210584169974e-08,0.0
1901,8.38310842965484e-09,0.0
1902,1.1293653123800595e-08,0.0
1903,7.560307935250421e-09,0.0
1904,5.912087708281888e-09,0.0
1905,6.192911072844254e-09,6.192911072844254e-09
1906,7.201858220895474e-09,0.0
1907,1.7485668024619372e-08,0.0
1908,1.1787333775714615e-08,0.0
1909,9.351672325408344e-09,0.0
1910,1.1222716089775986e-08,0.0
1911,1.1172785363555704e-08,1.5961122423746588e-09
1912,5.730363294986773e-09,1.0418842455450772e-09
1913,1.2727175757731857e-08,0.0
1914,1.7411533548283842e-08,0.0
1915,1.1780761921542648e-09,5.890381071793627e-09
1916,3.186363883855847e-08,4.394984820521586e-09
1917,3.289927441585405e-09,2.1932848870420685e-09
1918,9.189101035644853e-09,1.1486376294556067e-09
1919,1.1049418269237776e-08,0.0
1920,9.843901693784574e-09,7.572231730534895e-10
1921,1.060184651180407e-08,0.0
1922,1.1066902949607993e-08,4.426761179843197e-09
1923,8.492758496458919e-09,1.0615948120573648e-09
1924,7.734974438733389e-09,0.0
1925,1.3197813508725176e-08,0.0
1926,5.57306911730393e-09,0.0
1927,1.0034302277972529e-08,0.0
1928,1.1426041446327417e-08,0.0
1929,1.7824650200282122e-08,0.0
1930,9.453243521306831e-09,0.0
1931,1.1405356659111021e-08,0.0
1932,5.4797681947604815e-09,0.0
1933,4.588264879146209e-09,0.0
1934,5.990790086229936e-09,0.0
1935,9.574627313213568e-09,0.0
1936,9.699771652549316e-09,1.2124714565686645e-09
1937,7.554670666820584e-09,0.0
1938,1.5558256905023882e-08,1.2965214457594243e-09
1939,1.5294050470515685e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,1.2136847082899749e-08,3.034211770724937e-09
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,4.357008087652048e-09,0.0
1946,6.960552134671616e-09,4.1763312808029696e-09
1947,1.0728784083369192e-08,1.1920870957027319e-09
1948,1.848220954059343e-08,0.0
1949,9.817008539414473e-09,9.817008317369869e-10
1950,7.444753258312176e-09,0.0
1951,1.8124383771578323e-08,0.0
1952,3.1634410646574906e-09,3.1634410646574906e-09
1953,2.1547654771580937e-09,1.0773827385790469e-09
1954,1.5636057781875934e-08,0.0
1955,8.447047505910632e-09,9.385607846468247e-10
1956,8.72114114258693e-09,1.744228317335228e-09
1957,1.0602045463770082e-08,0.0
1958,1.0753916868111446e-08,0.0
1959,4.650448914844674e-09,0.0
1960,1.1073333361366622e-08,0.0
1961,2.779263708063695e-09,0.0
1962,1.2049716779927166e-08,6.341956404476434e-10
1963,1.681173777967615e-08,0.0
1964,6.6923653285755336e-09,1.2167936658258327e-09
1965,9.849678406226303e-09,1.0944086747954884e-09
1966,6.092982118843793e-09,1.6617224263271169e-09
1967,7.395503320850594e-09,4.930335584241163e-10
1968,9.431973424511852e-09,0.0
1969,9.083515273289322e-09,1.3625273131978588e-09
1970,6.898087434592526e-09,1.3796175313274261e-09
1971,1.5415192677892264e-08,0.0
1972,8.721249500354133e-09,5.130146862875051e-10
1973,4.410563025913916e-09,0.0
1974,9.00091468025721e-09,0.0
1975,1.0851811893530794e-08,0.0
1976,1.085570122683066e-08,0.0
1977,3.526069214387917e-09,1.7630346071939584e-09
1978,1.128712323605896e-08,5.940591352171509e-10
1979,7.022368020415115e-09,0.0
1980,4.548120546843393e-09,1.1370301367108482e-09
1981,8.223214109648325e-09,6.325549528618524e-10
1982,5.586751949948621e-09,6.207502289967692e-10
1983,9.47297440490047e-09,0.0
1984,8.69851302098823e-09,0.0
1985,4.210890747202711e-09,0.0
1986,9.591176741707841e-09,0.0
1987,1.2832715334809564e-08,6.110816852533674e-10
1988,8.395175221664886e-09,5.996553809062277e-10
1989,1.7013178421620978e-08,5.488122178931576e-10
1990,1.0897301727652575e-08,5.44865097484859e-10
1991,8.7921980806982e-09,1.7584396161396398e-09
1992,1.4325855168806356e-08,1.1019888335184191e-09
1993,8.862731881720265e-09,0.0
1994,9.494868002946077e-09,0.0
1995,1.0844901865425527e-08,1.0844901643380922e-09
1996,1.4412848692302305e-08,1.067618438099771e-09
1997,1.5343662340683295e-08,4.79489448146353e-10
1998,1.621164003040576e-08,4.768129224785866e-10
1999,9.140402212892695e-09,0.0
2000,9.277866475088103e-09,1.3254094488601709e-09
2001,1.445799924226776e-08,4.3812117822561447e-10
2002,1.3581786362237835e-08,8.76244299341522e-10
2003,1.4167538253673229e-08,0.0
2004,1.761916479381398e-08,0.0
2005,1.3961623857028371e-08,9.007499190971657e-10
2006,1.7706927479821388e-08,4.1178899179428186e-10
2007,1.7176262190332636e-08,3.994479469415779e-10
2008,2.2564430324223395e-08,8.514879357157668e-10
2009,1.4781396551200032e-08,0.0
2010,1.6533276081531767e-08,4.723793023408973e-10
2011,2.5238215073386527e-08,0.0
2012,2.8255296768975313e-08,2.0425516833455504e-09
2013,2.2870825233667347e-08,3.0680376017500066e-09
2014,2.4902620410216514e-08,2.165445156521173e-09
2015,2.1500781599570473e-08,3.32486305154589e-09
2016,2.195620396605591e-08,1.2428040818690533e-09
2017,2.4904551310100942e-08,1.509366853724714e-09
2018,3.046130814254866e-08,2.0651733656507076e-09
2019,2.1173198305746155e-08,2.04079020349468e-09
