year,quelques_DET ans_NOUN,quelques_DET camps_NOUN
1844,2.3600813969792966e-08,1.4270259640625227e-08
1845,1.729870580113868e-08,1.897277535078956e-08
1846,1.5807153586067102e-08,9.952652701983311e-09
1847,1.833696128272777e-08,5.9325460100012606e-09
1848,2.413566457803995e-08,4.82713291560799e-09
1849,3.2679717376637996e-08,1.3407063903514427e-08
1850,2.7834883731259197e-08,1.0183494048021657e-08
1851,2.063820425668439e-08,1.6123596680017727e-08
1852,2.018269107395554e-08,2.2786908582261844e-08
1853,2.6276500530997282e-08,7.166318205520383e-09
1854,3.013485427860729e-08,1.4028294081924741e-08
1855,4.139410947345823e-08,1.539011762474729e-08
1856,2.381507024917795e-08,2.5368226630462232e-08
1857,3.465871334373816e-08,7.810414537345878e-09
1858,2.88726889063895e-08,2.4468380654951716e-09
1859,1.680417205385254e-08,8.147477359443656e-09
1860,3.7532908503390416e-08,9.154367819341758e-10
1861,2.4994607272788016e-08,1.0846716413936974e-08
1862,2.5752522003763545e-08,9.939570055905733e-09
1863,2.0977407033662132e-08,1.748117206545885e-08
1864,1.7740493518658695e-08,7.1920918109924514e-09
1865,1.3179164426446732e-08,5.6482132304580546e-09
1866,2.5787747603978062e-08,9.244664589402873e-09
1867,3.445495977416613e-08,3.88224918879132e-09
1868,2.519335706718806e-08,1.432563490055827e-08
1869,2.7347706321734222e-08,4.395167341186834e-09
1870,2.6376624884250077e-08,5.734048791339319e-10
1871,2.2304472935275044e-08,8.496941816815706e-09
1872,1.9956219454719815e-08,7.861540751719076e-09
1873,2.454261771589472e-08,2.9331422624068182e-08
1874,1.1351757034372412e-08,2.4495896866483235e-08
1875,2.6891177895560503e-08,5.721527251978387e-09
1876,2.176565305767042e-08,6.650616057868319e-09
1877,2.906863472151855e-08,4.329371083855449e-09
1878,1.8721174777081018e-08,9.662541877730746e-09
1879,5.8649524126153096e-08,1.0996785704264767e-08
1880,2.9522092326317306e-08,5.134277003548959e-09
1881,2.5798277791810875e-08,8.367009307619355e-09
1882,4.725323421439498e-08,9.983077253750139e-09
1883,4.297150424381613e-08,1.579834751908038e-08
1884,2.706695845233753e-08,3.9610181801208455e-09
1885,3.351730470946279e-08,6.445635580831777e-09
1886,3.872078235822585e-08,1.161623497392128e-08
1887,3.3950408484528793e-08,8.48760173255414e-09
1888,2.53624587998047e-08,1.1413106904001324e-08
1889,4.510898587994916e-08,9.397704836544563e-09
1890,2.3595791986963377e-08,7.865263995654459e-09
1891,2.7409146508006188e-08,6.374220040683554e-10
1892,2.820830591332424e-08,6.2685125978845235e-09
1893,1.4780200174868696e-08,4.9267333546154646e-09
1894,3.3398158905129094e-08,5.671385139294216e-09
1895,3.5509824414248214e-08,4.814891596538473e-09
1896,3.125425407368709e-08,2.358811590497112e-09
1897,7.982597294287075e-08,2.9133566670225264e-09
1898,1.4145887239358501e-08,1.0185038590293516e-08
1899,5.638130140539488e-08,3.3165470370022376e-09
1900,3.529916137168243e-08,4.15284251431558e-09
1901,3.688567695725453e-08,1.676621730339889e-09
1902,3.240787266323153e-08,1.2275709893039277e-08
1903,5.4542223182352245e-08,7.020286352243943e-09
1904,3.117282609821359e-08,6.987012746151322e-09
1905,3.354493349760901e-08,1.5998352864698973e-08
1906,4.784091645060329e-08,4.629765903985117e-09
1907,3.188562835987341e-08,1.2342823652033985e-08
1908,5.991894691526056e-08,4.911389073214423e-09
1909,3.300590289967431e-08,4.400786846048277e-09
1910,3.7409055186898854e-08,4.275320542035388e-09
1911,2.128149745317387e-08,3.7242617878519013e-09
1912,2.6047105361470813e-08,1.0418842677495377e-08
1913,3.4469432752537443e-08,9.545381374209683e-09
1914,2.6117300322425763e-08,8.036092680185902e-09
1915,1.4136914527895783e-08,1.1427339030589678e-07
1916,3.625862321499085e-08,8.899844061716067e-08
1917,3.3995917192441993e-08,4.934890895924582e-08
1918,2.5270027848023346e-08,1.378365155346728e-08
1919,2.2098836149897494e-08,3.591060881991126e-08
1920,3.407504101105019e-08,1.741613253614105e-08
1921,3.104826579169995e-08,7.572747762196741e-09
1922,3.2462917132214386e-08,1.4755870636484758e-08
1923,3.927900760203329e-08,2.1231896241147297e-09
1924,3.351822286390416e-08,1.2891624656674594e-08
1925,5.2791253146722283e-08,6.598906976407193e-09
1926,4.6813780962828844e-08,1.1146138456652466e-09
1927,6.912519356916391e-08,1.0034302277972529e-08
1928,5.8272810354864646e-08,5.713020612141406e-09
1929,6.015819509208598e-08,1.2254446790649354e-08
1930,6.72230648923744e-08,7.352522590764465e-09
1931,6.158892773555635e-08,9.124285327288817e-09
1932,5.150982262946968e-08,3.287861094491973e-09
1933,5.964744387298992e-08,1.1470662641954732e-08
1934,6.11060571031885e-08,1.3179738189705859e-08
1935,3.2314367182095793e-08,2.5133395809007197e-08
1936,4.7286387694356335e-08,1.33371855781661e-08
1937,4.5328027109547975e-08,1.0072894518486919e-08
1938,6.871563829058402e-08,7.779128452511941e-09
1939,5.199977159975333e-08,1.8352860564618823e-08
1940,2.5357829613881222e-08,7.607348528892999e-09
1941,4.427253941230447e-08,1.4757512545315876e-08
1942,5.765002475399683e-08,3.034211815133858e-08
1943,3.774205836748479e-08,2.0322646676618206e-08
1944,2.5705489292704442e-08,9.639558484764166e-09
1945,3.485606603348401e-08,4.357008043243127e-08
1946,1.3921104269343232e-08,1.2528993842408909e-08
1947,2.8610090296865565e-08,2.3841741247920822e-08
1948,2.5005341797168512e-08,1.4133454406817236e-08
1949,1.47255123650325e-08,2.5524221403117053e-08
1950,1.914365110877725e-08,2.9779011700981073e-08
1951,2.1322803078760444e-08,1.1727541604500402e-08
1952,3.690681360524195e-08,2.214408867384776e-08
1953,1.939288907237824e-08,2.0470272588113403e-08
1954,1.8567819282111486e-08,8.795282502305213e-09
1955,2.0648337706319353e-08,7.508486277174597e-09
1956,3.750090726839517e-08,8.721141364631535e-09
1957,3.710716001137371e-08,1.0602045463770082e-08
1958,2.481672983778438e-08,1.1581140491045971e-08
1959,3.642851353902188e-08,6.975673039200103e-09
1960,3.045166674375821e-08,1.245750003153745e-08
1961,3.821487437605242e-08,9.032606829162404e-09
1962,3.741754373010053e-08,6.976152100435229e-09
1963,2.90972388405919e-08,9.69907976156037e-09
1964,3.3461826975944575e-08,1.3384730601639916e-08
1965,3.3379464525751246e-08,9.3024736802505e-09
1966,3.323444852654234e-08,1.495550172592175e-08
1967,3.451234892315469e-08,8.874603663056035e-09
1968,4.626158478515663e-08,9.88111459321317e-09
1969,5.0867688172751e-08,1.9075382939881536e-08
1970,3.6329927954881214e-08,1.0117195442527205e-08
1971,4.830093669472291e-08,8.221436087474387e-09
1972,3.642404422521395e-08,1.3338381510408226e-08
1973,4.465695235822409e-08,2.536073751002732e-08
1974,3.600365872102884e-08,1.0688586127294286e-08
1975,3.369773260430975e-08,1.9990181510110006e-08
1976,2.399681336973103e-08,1.0284348261890841e-08
1977,1.82180240893004e-08,1.5867311742301382e-08
1978,1.9009891771837317e-08,1.4257419245211622e-08
1979,2.4578287849408298e-08,1.404473604083023e-08
1980,3.183684260665842e-08,1.1370301145063877e-08
1981,2.9097527054489092e-08,1.4548763582755697e-08
1982,2.9796011546956436e-08,1.738100685599875e-08
1983,1.5156758848000607e-08,8.84144257806696e-09
1984,1.5077422255149742e-08,1.855682774110079e-08
1985,2.285912037436333e-08,1.684356232267703e-08
1986,3.2969669661042644e-08,6.593933954412989e-09
1987,2.3832186002437084e-08,1.2832715334809564e-08
1988,2.2786904585458956e-08,8.395175166153734e-09
1989,1.7013178421620978e-08,1.8110803079451898e-08
1990,2.942271454253742e-08,1.3076762561681221e-08
1991,2.9307326343541718e-08,8.206051227421796e-09
1992,2.3141765059797592e-08,1.9835799780487662e-08
1993,3.268132309219851e-08,1.994114740000441e-08
1994,1.9517228500021133e-08,1.160483886764041e-08
1995,2.4943273557731516e-08,3.253470326480823e-08
1996,3.469759835006414e-08,9.074756723848054e-09
1997,3.06873251254558e-08,1.917957836994333e-08
1998,2.6224710625299963e-08,2.3840645790862425e-08
1999,3.244842794458691e-08,1.0054442389773044e-08
2000,2.3415566707818414e-08,2.474097637872319e-08
2001,1.883921035839009e-08,1.7086725812021086e-08
2002,1.840113017514966e-08,2.0591740312880802e-08
2003,2.291807565946158e-08,1.3334153003974336e-08
2004,1.4976290207968646e-08,1.4976290096946343e-08
2005,2.5220997068586826e-08,2.3419498118570914e-08
2006,2.635449503074483e-08,1.1530091992284497e-08
2007,3.2355283563489934e-08,1.4380125895607776e-08
2008,2.000996635054264e-08,1.7029758270226125e-08
2009,1.7165492360859957e-08,1.4304577744539415e-08
2010,1.5588516810716158e-08,1.3226620521056276e-08
2011,1.3001504706178224e-08,1.1089518525686515e-08
2012,1.9063814638009546e-08,1.634041379983131e-08
2013,1.7292575871241667e-08,1.6455837581474952e-08
2014,2.187099648609525e-08,1.9489005964601347e-08
2015,2.1057465660057062e-08,1.0417904053316995e-08
2016,2.1127669169729302e-08,8.906761994609269e-09
2017,1.6854595330517697e-08,1.2074934496730805e-08
2018,1.626323964387666e-08,6.9699601645822895e-09
2019,2.2448692738041842e-08,1.0969247732361964e-08
