year,soyons_VERB en_ADP
1934,2.0967764768897723e-07
1935,1.8909889298868165e-07
1936,2.0612014317578087e-07
1937,1.91384992742627e-07
1938,1.9577473642229393e-07
1939,2.2176373182247744e-07
1940,2.0032684999726769e-07
1941,2.1841119668408737e-07
1942,2.2756587725325517e-07
1943,2.758073383013482e-07
1944,2.0243072285097696e-07
1945,2.2438591962270493e-07
1946,2.2691399870211626e-07
1947,2.396095104550966e-07
1948,2.522277862126998e-07
1949,2.503337002135453e-07
1950,2.1377077108475362e-07
1951,2.388154022314737e-07
1952,2.1195055133205187e-07
1953,2.2086345552452258e-07
1954,1.925189643259273e-07
1955,2.4027156664274685e-07
1956,2.075631635456432e-07
1957,2.1292441010345442e-07
1958,2.0266996925144554e-07
1959,2.123704962997408e-07
1960,2.415370841113429e-07
1961,3.05719015436523e-07
1962,2.3084721822996812e-07
1963,2.4829644207358115e-07
1964,2.652610215925222e-07
1965,2.303730237684931e-07
1966,2.3097942225547285e-07
1967,2.2334419846892217e-07
1968,2.173845329300761e-07
1969,2.130084340024041e-07
1970,2.44652159198111e-07
1971,2.230064506392182e-07
1972,2.2008329664258142e-07
1973,2.0398854561065605e-07
1974,1.8283108049743646e-07
1975,2.12467068383404e-07
1976,1.9197450162877772e-07
1977,1.9804755302388344e-07
1978,2.269305920954423e-07
1979,2.0013748391889408e-07
1980,2.3138563254310185e-07
1981,1.9166415343718768e-07
1982,2.0422681967779965e-07
1983,2.084054306905614e-07
1984,2.1514321102422684e-07
1985,1.8347451824496375e-07
1986,2.0561085456449746e-07
1987,1.7721368417156214e-07
1988,1.7449971689842414e-07
1989,2.0470695716312548e-07
1990,1.6836330996028437e-07
1991,2.0163440961340484e-07
1992,1.67502298031863e-07
1993,1.833477645263315e-07
1994,2.1363452118450255e-07
1995,1.7189168577402825e-07
1996,1.9163750297757076e-07
1997,2.0522148336254986e-07
1998,1.754671603571012e-07
1999,1.581289645891104e-07
2000,1.4888765820231242e-07
2001,1.752484672934429e-07
2002,2.0065994377205243e-07
2003,1.820945296771015e-07
2004,1.5989392432302907e-07
2005,1.576312351758702e-07
2006,1.6883348230578576e-07
2007,1.6617035147881154e-07
2008,1.8732733941817514e-07
2009,1.6736355523683244e-07
2010,2.1351543999514888e-07
2011,1.8087387565479673e-07
2012,1.9948921581303125e-07
2013,2.1002111116885658e-07
2014,2.351673398237608e-07
2015,2.229874880299576e-07
2016,2.2577606539897488e-07
2017,2.4652991648110856e-07
2018,2.5840482154038114e-07
2019,2.4821110522488254e-07
