year,aux_ADP ans_NOUN,aux_ADP camps_NOUN
1885,2.9005360890899112e-08,9.217259011595758e-08
1886,2.1296431229611557e-08,8.712176530201177e-08
1887,2.219834327465975e-08,1.1164461316548469e-07
1888,2.5362458577760094e-08,9.827953006968926e-08
1889,1.8795410117178335e-08,9.648310567156315e-08
1890,1.966316010015845e-08,8.258527223192758e-08
1891,2.995883363610119e-08,1.3003409549128264e-07
1892,3.573051987615372e-08,7.208789121193604e-08
1893,2.155445777418663e-08,9.176040566272192e-08
1894,2.8987080291642542e-08,1.2035940244459198e-07
1895,2.106515117894503e-08,1.2398345816677647e-07
1896,2.0639601361338578e-08,1.026083013000445e-07
1897,3.146425364697336e-08,5.943247749495839e-08
1898,1.810673555535658e-08,1.1769378449599799e-07
1899,1.9346524382513053e-08,8.788849825691614e-08
1900,1.9206897072798768e-08,7.527026879561305e-08
1901,1.956058603980182e-08,8.662545175619485e-08
1902,1.816805017540446e-08,1.227570907147424e-07
1903,2.052083747372535e-08,9.34238104655094e-08
1904,3.171028861714831e-08,1.117922012738859e-07
1905,3.302885742684225e-08,1.037312582496952e-07
1906,2.1091156710006942e-08,8.539346568747774e-08
1907,2.6228502036929058e-08,1.1674254252191929e-07
1908,2.357466755142923e-08,6.67948893973147e-08
1909,1.8153245295859932e-08,9.956780022690737e-08
1910,3.580580976159098e-08,9.886678742354604e-08
1911,2.2345571171200618e-08,9.523469857164457e-08
1912,2.813087401909442e-08,9.064393002855553e-08
1913,2.1742257771961704e-08,1.1083248274701418e-07
1914,2.7456649620560825e-08,1.5871282865731473e-07
1915,5.772573496987121e-08,4.2057321003596826e-07
1916,1.9777432136436346e-08,3.252288844901585e-07
1917,2.9609346086090227e-08,3.0705986997503487e-07
1918,4.135095377222342e-08,2.504030058858575e-07
1919,3.222746869369075e-08,2.3387934322549597e-07
1920,3.028892603396116e-08,1.7037521482521356e-07
1921,4.013556204052193e-08,1.302512542267209e-07
1922,2.5822774307737717e-08,9.001081363591013e-08
1923,2.866306125781648e-08,1.348225437958206e-07
1924,1.2891624101563082e-08,8.895220560134476e-08
1925,2.859526304632709e-08,8.688560892977648e-08
1926,4.124071217859182e-08,1.0588831678148836e-07
1927,2.8987985345452216e-08,9.476841400513081e-08
1928,3.1992915872081085e-08,1.1197520721761833e-07
1929,3.899142186902793e-08,9.803557832199772e-08
1930,3.046045016219523e-08,9.033098935518069e-08
1931,2.5091785538222666e-08,9.238338893879927e-08
1932,3.835837791843488e-08,7.014103098335056e-08
1933,4.014731747048472e-08,1.1814782308050553e-07
1934,2.7557634396657704e-08,1.4857159769121608e-07
1935,2.393656828303392e-08,1.1609235350817926e-07
1936,2.7886844389257703e-08,9.942265943863049e-08
1937,3.52551301485704e-08,1.2087473566513296e-07
1938,4.408173026604345e-08,1.1279736389369077e-07
1939,3.8235126176289214e-08,1.1011716516406977e-07
1940,3.2965178364818826e-08,1.8004059088028157e-07
1941,3.5418031174572207e-08,2.3907170421111346e-07
1942,4.247896434605991e-08,2.730790671368055e-07
1943,5.8064704155924574e-08,2.293555787513668e-07
1944,2.5705489292704442e-08,1.413801946625881e-07
1945,2.3963544037997053e-08,3.921307323295764e-07
1946,3.3410650246423756e-08,3.2157751839179127e-07
1947,4.649139739854036e-08,3.7908370709160977e-07
1948,4.348755133776194e-08,2.3157121398220681e-07
1949,2.748762406579175e-08,1.6787084256009166e-07
1950,3.403315673722318e-08,1.9888125590838968e-07
1951,4.904244754744269e-08,1.8124383260875732e-07
1952,2.8470970470095835e-08,1.7715270383966697e-07
1953,2.908933460776808e-08,2.0362533392770388e-07
1954,4.299915934424803e-08,2.1890480805808465e-07
1955,5.255940260795455e-08,1.4641547929628018e-07
1956,6.453644840753725e-08,1.500036304058483e-07
1957,3.622365363220581e-08,1.731667431670303e-07
1958,3.474342219478288e-08,1.32355894910674e-07
1959,1.7826720544178443e-08,1.6741615294080248e-07
1960,2.629916601160076e-08,1.2319083203538028e-07
1961,1.59807664878997e-08,1.5424914029393832e-07
1962,2.2831043222648617e-08,1.6552505704980902e-07
1963,2.4571002898987615e-08,1.8492912490231106e-07
1964,1.5818317711246976e-08,1.7521829365207964e-07
1965,3.17378508474242e-08,1.6306689554212994e-07
1966,1.883285383197375e-08,1.368151530956041e-07
1967,2.9582014060558492e-08,1.6664534752131033e-07
1968,3.099077011681217e-08,1.7381778721903274e-07
1969,1.544197603120523e-08,1.308026201796153e-07
1970,2.2993624615441632e-08,1.3198340700903977e-07
1971,3.185806496386334e-08,1.217800199571073e-07
1972,2.359867534718063e-08,1.5544345044471441e-07
1973,2.095017431757995e-08,2.1942551298170798e-07
1974,2.1939729255571194e-08,1.7720550182787065e-07
1975,1.2565256390928425e-08,1.6791751811240374e-07
1976,2.4568165224447824e-08,1.9197450629171442e-07
1977,1.7042667277422652e-08,1.557347255598529e-07
1978,2.435642376674707e-08,1.9306922005579708e-07
1979,1.6385525603013207e-08,1.5917367823803374e-07
1980,1.4781391888263329e-08,1.8988402816777494e-07
1981,1.7078983727270014e-08,1.7901305104928156e-07
1982,3.6003513170790313e-08,2.067098240354781e-07
1983,1.7051353551345017e-08,2.14089218242286e-07
1984,1.565732282715615e-08,2.3196034293349044e-07
1985,1.7445117905801055e-08,2.0934141975459397e-07
1986,2.577628777089558e-08,1.9302242504348754e-07
1987,1.527704190928958e-08,1.6682529491163223e-07
1988,1.499138480021145e-08,2.5965078909173656e-07
1989,2.1952489270837816e-08,2.0525576405194812e-07
1990,2.1794604121438965e-08,2.1522172066745782e-07
1991,1.817054207098323e-08,2.6142134146311946e-07
1992,1.8733810502880033e-08,2.3196864362695635e-07
1993,1.6617622111692043e-08,2.775142893263194e-07
1994,1.6352272202979634e-08,2.7007624192609825e-07
1995,1.897857726529395e-08,3.188401165310495e-07
1996,2.3487605638194964e-08,2.6690460508405067e-07
1997,1.3905193996244236e-08,3.0687325369704865e-07
1998,1.6211639364271946e-08,2.941935612899016e-07
1999,2.7421206777455964e-08,3.249412954264841e-07
2000,1.546311012567969e-08,3.3577038216492383e-07
2001,1.664860438399529e-08,2.7689257153795666e-07
2002,1.6210519815373914e-08,2.760169612869845e-07
2003,1.7501076365888935e-08,3.1335260108900087e-07
2004,2.6869226871228946e-08,3.426927595029383e-07
2005,1.1709748948263154e-08,3.7020822762912076e-07
2006,1.564798118858235e-08,3.113124646958454e-07
2007,9.986198562517146e-09,2.935942351456333e-07
2008,1.3623806749407663e-08,3.414466753781653e-07
2009,1.5735035052699686e-08,3.3043574210189774e-07
2010,8.502827775203059e-09,2.9523707517631337e-07
2011,1.3766299045148145e-08,2.1643680953031819e-07
2012,9.872332590310506e-09,2.342125851040322e-07
2013,1.0319762655530695e-08,2.2564022039706089e-07
2014,6.063246668630562e-09,2.804251472143804e-07
2015,8.644643945121544e-09,1.979401769158784e-07
2016,1.3256576725240166e-08,1.9843436960265137e-07
2017,1.8615523900145092e-08,1.9948797524982353e-07
2018,3.872200171617379e-09,1.809608205505242e-07
2019,4.5917777913295765e-09,1.8979349347691965e-07
