year,leurs_DET heures_NOUN,leurs_DET coeurs_NOUN
1907,3.20913437490411e-07,3.8057042572869904e-08
1908,2.8436942667298126e-07,6.237464345026922e-08
1909,2.788998670899545e-07,3.685659155650001e-08
1910,2.87515299901564e-07,3.206490495344383e-08
1911,3.154981761399611e-07,4.947947940259212e-08
1912,3.3340296934358804e-07,3.334029541335326e-08
1913,3.505276227055987e-07,3.871182330250633e-08
1914,3.2211336975507265e-07,5.223460269876412e-08
1915,2.921629013163951e-07,6.008188790929125e-08
1916,3.494012950078229e-07,4.2851102222130066e-08
1917,4.233039817558293e-07,5.483212250911862e-08
1918,3.56077671348487e-07,7.121552947353393e-08
1919,3.7752177661776187e-07,4.327688707395083e-08
1920,3.725538122445471e-07,3.558949046578164e-08
1921,2.817061943716226e-07,4.7708308026361834e-08
1922,3.2094018304063e-07,4.131643949190078e-08
1923,3.577574489987967e-07,5.201814579081088e-08
1924,3.326039104134537e-07,5.414482284749056e-08
1925,3.409435231915836e-07,3.629398781512805e-08
1926,2.708511581683837e-07,5.2386851523422706e-08
1927,2.597769386269988e-07,4.0137208334734e-08
1928,2.81080624331409e-07,3.5420729460611255e-08
1929,2.907645959560057e-07,4.2333545335893064e-08
1930,3.298131447948549e-07,4.93669376488981e-08
1931,2.69166412714128e-07,3.9918749195066994e-08
1932,2.476855401889466e-07,4.055028690608253e-08
1933,2.672664274339098e-07,4.81767814530798e-08
1934,2.8036897781191783e-07,6.11060571031885e-08
1935,2.956166138545768e-07,4.308582290946106e-08
1936,3.807160493529693e-07,6.547345909879709e-08
1937,2.996686183642794e-07,4.280980325788164e-08
1938,3.07275575095467e-07,6.223302762009553e-08
1939,2.67645877904954e-07,4.5882153187903896e-08
1940,2.6625721116779744e-07,7.60734906180005e-08
1941,2.626837205532695e-07,8.264207496111453e-08
1942,3.0342116996706636e-07,8.799214157306778e-08
1943,2.670976471108588e-07,8.709705667797607e-08
1944,3.3738455584853e-07,8.032965226334454e-08
1945,3.7905969341167634e-07,7.406913749008481e-08
1946,2.603246622712163e-07,7.65660699286741e-08
1947,3.0398220984828583e-07,4.8875572700168846e-08
1948,3.1963349567121213e-07,4.457474189756283e-08
1949,3.2297956753524204e-07,4.319483593029361e-08
1950,2.5418514448816154e-07,2.7651939848993834e-08
1951,2.4841066403880063e-07,4.477788728696197e-08
1952,2.2038640046240232e-07,5.377849809917734e-08
1953,2.4779803364793906e-07,6.356558146514146e-08
1954,2.7363101207100726e-07,4.886267901405006e-08
1955,2.8438391108664973e-07,3.660387193349379e-08
1956,2.53785207071644e-07,4.971050882041084e-08
1957,2.376625098943208e-07,3.5340151804952313e-08
1958,2.3410449201399786e-07,3.805232023923466e-08
1959,2.1469571942489551e-07,4.340418868764573e-08
1960,2.733729260739892e-07,3.806458181987438e-08
1961,2.9321231798107306e-07,1.4591134805952422e-07
1962,2.479705025759671e-07,5.7711803003179796e-08
1963,2.5540910630894587e-07,4.332255754135872e-08
1964,2.49442701605318e-07,9.612669926717388e-08
1965,2.5061959973982084e-07,7.058935924675325e-08
1966,2.431653793877331e-07,3.821961447325606e-08
1967,2.479958771672841e-07,9.367637421320296e-08
1968,2.6679009734742465e-07,4.850729282135369e-08
1969,2.302671227027986e-07,4.2692524515608454e-08
1970,2.5338973941302356e-07,4.920635776617388e-08
1971,2.810703362277067e-07,5.755005028085236e-08
1972,2.7189779805425474e-07,4.463227654127877e-08
1973,2.6022322352492466e-07,5.45807192775527e-08
1974,2.8352881797921725e-07,6.525663320822161e-08
1975,2.6786841100800984e-07,6.054169165992107e-08
1976,2.7710606514963487e-07,6.51342089152962e-08
1977,2.3859733994102683e-07,6.699531329701358e-08
1978,2.2514840880560882e-07,6.415838482709546e-08
1979,2.4402730225414615e-07,9.363157582598092e-08
1980,2.1944681571905988e-07,1.080178642087759e-07
1981,2.4669644149710734e-07,9.488324215212174e-08
1982,2.4767933692881883e-07,5.648827172688442e-08
1983,2.734531712178523e-07,8.273063656361046e-08
1984,2.4123875086434765e-07,7.422730519124343e-08
1985,2.57465893938047e-07,8.662403550019349e-08
1986,2.733485249262202e-07,7.253327205525295e-08
1987,2.242669842056344e-07,6.783006867294716e-08
1988,2.482573362994067e-07,8.335209811249911e-08
1989,2.2995231441225172e-07,9.055401761770554e-08
1990,2.457341654604761e-07,8.227462888754644e-08
1991,2.3856163045010703e-07,1.0785095838627967e-07
1992,2.3196864651353621e-07,8.65061258181754e-08
1993,2.1215164908161555e-07,1.0136749795108813e-07
1994,2.3315175168292512e-07,9.705865244846734e-08
1995,2.4509476825862464e-07,1.225473873489591e-07
1996,2.5943127979211056e-07,8.220661773528093e-08
1997,2.6515765927381807e-07,9.062350869726288e-08
1998,2.6081666604227394e-07,8.63031353048882e-08
1999,2.600444461986484e-07,9.871634398805895e-08
2000,2.646400816264105e-07,1.0735816569074075e-07
2001,2.4184288507922425e-07,7.053750783470036e-08
2002,2.536727201629674e-07,6.133710162004036e-08
2003,2.508487697561179e-07,6.125376827981199e-08
2004,2.2816818695536867e-07,3.832168504747102e-08
2005,2.3959947614837773e-07,8.557123987174009e-08
2006,2.507794973349853e-07,7.49455966175816e-08
2007,2.3048146871595954e-07,4.353982707705484e-08
2008,2.597038304963384e-07,5.662394619854183e-08
2009,2.469923630066262e-07,4.1960093621895567e-08
2010,3.0373988002541097e-07,2.0784689358510633e-08
2011,2.9215145988525926e-07,1.7207874236646603e-08
2012,2.961699899772796e-07,3.029784878538777e-08
2013,2.7556556331242987e-07,7.976897853367859e-08
2014,3.120406533163589e-07,9.203141893010525e-08
2015,2.945828785350102e-07,6.53889746793368e-08
2016,2.9661589462381954e-07,5.675471670407717e-08
2017,2.860250092329153e-07,5.987155127229471e-08
2018,2.82154322128747e-07,1.0635642899714526e-07
2019,3.1632247865509555e-07,1.0739658140579422e-07
