year,ayons_VERB omis_VERB,ayons_VERB commis_VERB
1926,4.458455382660986e-09,3.343841648018042e-09
1927,2.2298449753321847e-09,3.3447675740205796e-09
1928,7.998228745975666e-09,1.1426041224282812e-09
1929,0.0,0.0
1930,6.302162347537887e-09,6.302162347537887e-09
1931,0.0,5.7026783295555106e-09
1932,0.0,6.575722188983946e-09
1933,1.1470662197865522e-09,2.2941324395731044e-09
1934,0.0,2.3963160344919743e-09
1935,0.0,0.0
1936,0.0,6.0623572828433225e-09
1937,1.2591118148108649e-09,2.5182236296217297e-09
1938,0.0,0.0
1939,4.588215141154706e-09,3.058810094103137e-09
1940,2.5357829169792012e-09,0.0
1941,0.0,8.854508237732261e-09
1942,0.0,6.068423541449874e-09
1943,2.9032352077962287e-09,0.0
1944,0.0,6.4263723231761105e-09
1945,2.178504043826024e-09,1.3071024262956144e-08
1946,2.7842208538686464e-09,6.960552134671616e-09
1947,4.7683483828109274e-09,8.344609447874518e-09
1948,3.2615663503321457e-09,0.0
1949,1.9634016634739737e-09,2.945102384188658e-09
1950,2.1270722960764488e-09,3.190608444114673e-09
1951,1.0661401761424827e-09,0.0
1952,5.272402070488624e-09,1.0544803918932644e-09
1953,5.386913581872932e-09,1.0773827385790469e-09
1954,2.9317608341017376e-09,3.9090144454689835e-09
1955,3.754243138587299e-09,9.385607846468247e-10
1956,4.360570571293465e-09,2.616342476002842e-09
1957,1.7670075402875796e-09,0.0
1958,0.0,6.617794756635931e-09
1959,2.325224457422337e-09,4.650448914844674e-09
1960,2.7683333403416555e-09,5.536666680683311e-09
1961,6.948159270159238e-10,2.779263708063695e-09
1962,1.9025869768540815e-09,6.341956293454132e-09
1963,3.879631726988464e-09,5.1728425987107585e-09
1964,0.0,8.517555549758526e-09
1965,0.0,2.188817349590977e-09
1966,1.6617224263271169e-09,2.769537488234164e-09
1967,9.860671168482327e-10,9.367637332502454e-09
1968,3.5931326802796093e-09,2.6948494546985557e-09
1969,3.1792304344691047e-09,3.1792304344691047e-09
1970,0.0,4.1388523719376735e-09
1971,5.138397485282553e-10,4.1107179882260425e-09
1972,4.6171320100540925e-09,3.5911027485013847e-09
1973,3.3079223804577396e-09,1.102640756478479e-09
1974,2.812785782069227e-09,7.313243344242437e-09
1975,5.711480177694739e-09,4.569184142155791e-09
1976,3.4281160132820787e-09,1.142705374768127e-09
1977,2.938390863960194e-09,1.7630346071939584e-09
1978,5.940591352171509e-10,3.5643548113029055e-09
1979,1.1703946700691858e-09,4.681578680276743e-09
1980,5.116635559687666e-09,2.2740602734216964e-09
1981,6.325549528618524e-10,3.1627747087981106e-09
1982,1.8622506869903077e-09,1.8622506869903077e-09
1983,4.4207211225000265e-09,1.89459470334441e-09
1984,2.3196033982486597e-09,2.3196033982486597e-09
1985,6.015558051686298e-10,3.0077789148208467e-09
1986,1.7983456945813714e-09,4.196139880008332e-09
1987,2.4443267410134695e-09,4.888653482026939e-09
1988,3.597932174415064e-09,4.197587610832443e-09
1989,2.1952488715726304e-09,2.1952488715726304e-09
1990,4.90378582185258e-09,3.814055737905164e-09
1991,1.1722930404189924e-09,2.9307325455363298e-09
1992,1.1019888335184191e-09,2.2039776670368383e-09
1993,1.661762283333701e-09,6.647049133334804e-09
1994,2.637463358823311e-09,4.2199412852994556e-09
1995,2.1689803286761844e-09,4.880205572987961e-09
1996,1.6014276571496566e-09,5.338092190498855e-10
1997,2.876936688878118e-09,2.3974471297094624e-09
1998,9.536258449571733e-10,4.768129224785866e-10
1999,2.7421207526856506e-09,3.1991407301035224e-09
2000,2.6508188977203417e-09,2.6508188977203417e-09
2001,8.762423564512289e-10,1.3143635069212678e-09
2002,2.1906108038649563e-09,3.504977197366088e-09
2003,3.333538334260311e-09,2.5001538617175356e-09
2004,4.404791198453495e-09,2.2023955992267474e-09
2005,4.5037495954858286e-10,1.8014998381943315e-09
2006,8.235779835885637e-10,2.0589450144825605e-09
2007,1.5977917877663117e-09,4.393927444112933e-09
2008,1.7029758714315335e-09,2.554463751636149e-09
2009,4.76819250749827e-10,1.907277002999308e-09
2010,4.723793023408973e-10,3.7790344187271785e-09
2011,7.64794394481072e-10,4.971163480860241e-09
2012,1.7021263287730903e-09,5.7872298064864935e-09
2013,2.789125042035323e-10,4.462600067256517e-09
2014,1.2992671383216248e-09,4.547434873103384e-09
2015,8.866301581811342e-10,5.319781060109108e-09
2016,1.4499380585064614e-09,2.899876117012923e-09
2017,1.509366853724714e-09,2.0124890642847504e-09
2018,2.0651733656507076e-09,5.6792268665617485e-09
2019,2.55098775436835e-10,3.826481798085979e-09
