year,plusieurs_DET anneaux_NOUN,plusieurs_DET canaux_NOUN
1839,8.389769967642735e-08,2.1393914373390999e-07
1840,1.5223555749344087e-07,2.1083669210497646e-07
1841,6.934192375851467e-08,2.420546767467613e-07
1842,6.238686367510127e-08,1.3148198885204465e-07
1843,1.0159887153804448e-07,2.386392115028002e-07
1844,9.056126254458619e-08,2.557669649405625e-07
1845,7.86812153208416e-08,2.3102143131836783e-07
1846,1.1299187652191733e-07,3.0267771933267795e-07
1847,7.981971261727949e-08,1.876841757564307e-07
1848,6.918890527174426e-08,2.558380458594911e-07
1849,1.1144621714365144e-07,2.1451301779329413e-07
1850,5.091747024010829e-08,2.3354146705401035e-07
1851,5.804494862537979e-08,2.573326067789594e-07
1852,9.89602870760109e-08,1.7838894805777272e-07
1853,7.226037723739864e-08,1.9408778229035306e-07
1854,5.2995776489428437e-08,1.7613302993879643e-07
1855,5.3600064831016425e-08,1.8043585825466835e-07
1856,7.869327589560271e-08,1.413372601177798e-07
1857,6.980558175939677e-08,1.5083863669218545e-07
1858,6.263905566461503e-08,1.287036779373807e-07
1859,7.587338046732839e-08,1.0540799055824834e-07
1860,5.446848758139389e-08,1.1626047324853062e-07
1861,6.790987860938458e-08,1.0563758756632069e-07
1862,6.641440131183174e-08,1.5948491283168664e-07
1863,3.5461807268433176e-08,1.2486551725920947e-07
1864,8.82229951315594e-08,9.397666467236832e-08
1865,7.90749825618775e-08,1.473242337013403e-07
1866,8.417510333202927e-08,7.882292862859686e-08
1867,1.572310939224053e-07,1.1258522647494829e-07
1868,1.0521931415041763e-07,1.1855698023310879e-07
1869,7.764795650899714e-08,6.348574888015435e-08
1870,9.002456780038415e-08,8.027667952603679e-08
1871,9.45284810427438e-08,1.1258448218143258e-07
1872,8.042961452403574e-08,1.03409505403107e-07
1873,1.1373408542736385e-07,1.0176207609902121e-07
1874,8.96191352239839e-08,1.4100078082890377e-07
1875,9.440519965764338e-08,7.724061867886434e-08
1876,7.497058041039395e-08,1.5961478361248282e-07
1877,8.349501912086055e-08,1.1812998290672283e-07
1878,1.219895908177726e-07,7.730033391162294e-08
1879,7.575563010231434e-08,5.926045565374238e-08
1880,1.0589446031161742e-07,1.4183439667192488e-07
1881,8.924809669075273e-08,1.1713812830826953e-07
1882,1.0582062248687407e-07,9.916524135178406e-08
1883,1.2069937138647902e-07,1.0237329028939257e-07
1884,9.110341547824419e-08,1.227915635837462e-07
1885,1.0570842334800545e-07,9.217258822857843e-08
1886,1.0454611243382317e-07,8.454037647709356e-08
1887,8.55289101764356e-08,8.291734143739404e-08
1888,9.764546615720349e-08,8.24279926536775e-08
1889,9.523007749034917e-08,1.1715805658951695e-07
1890,9.045053506184786e-08,1.1535719990352078e-07
1891,7.649063726855587e-08,8.60519673295812e-08
1892,4.826754462783356e-08,1.7865259849259019e-07
1893,6.281585052114735e-08,9.607129691779903e-08
1894,7.498832133023825e-08,9.200247186313959e-08
1895,7.703826510052636e-08,1.0472389000426574e-07
1896,5.425266502712134e-08,1.1145384504196443e-07
1897,5.477110676110897e-08,9.555810009942434e-08
1898,6.846609323929442e-08,9.223118180301526e-08
1899,6.577818467690122e-08,8.29136741486991e-08
1900,7.994221817853031e-08,6.436905741757926e-08
1901,6.76237413288483e-08,6.818261522045788e-08
1902,1.8609975716010752e-07,2.3176540087099795e-07
1903,6.318257561588325e-08,9.55839007943382e-08
1904,5.535863945027586e-08,8.061937428749388e-08
1905,5.7284425925008264e-08,6.50255636003294e-08
1906,3.49804547550292e-08,8.642230309163779e-08
1907,5.8114130396802466e-08,7.662836765121028e-08
1908,6.237464300618001e-08,8.693158992656436e-08
1909,5.0609048840577486e-08,7.536347546022171e-08
1910,5.344150810770998e-08,5.130384583829084e-08
1911,4.096687944432631e-08,5.586392737289003e-08
1912,4.2717254955526585e-08,5.105232919744296e-08
1913,6.416617681637149e-08,5.6211692189833684e-08
1914,6.830678245250965e-08,5.826167059908016e-08
1915,8.364341308464418e-08,2.7095752974659604e-08
1916,4.614733883911981e-08,2.0876177453388323e-08
1917,4.0575772075612804e-08,4.386569685266295e-08
1918,4.020231614276781e-08,4.9391418954769506e-08
1919,4.143531662226252e-08,4.051453139641836e-08
1920,6.057785162383311e-08,6.512119066215405e-08
1921,3.7863738422405646e-08,3.029098993856394e-08
1922,2.951174182808103e-08,4.05786459434232e-08
1923,4.989495749896378e-08,4.0340601970001444e-08
1924,3.222906019839655e-08,3.2229061641686485e-08
1925,3.51941706888681e-08,3.409435223034052e-08
1926,3.1209186346359274e-08,6.464760193836128e-08
1927,3.456259556333663e-08,3.7907363914513326e-08
1928,4.227635130860108e-08,4.684676802035881e-08
1929,3.676334259239411e-08,5.3473950600846365e-08
1930,4.621585714126297e-08,3.15108099613326e-08
1931,6.158892595919951e-08,4.790249885644471e-08
1932,2.739884241709234e-08,4.822196020271008e-08
1933,3.441198770381959e-08,6.997103785266745e-08
1934,4.4331848414458364e-08,4.313368862085554e-08
1935,2.154291145473053e-08,5.385727863682632e-08
1936,4.7286388138445545e-08,4.364897199238271e-08
1937,1.7627565185307503e-08,5.288269544490021e-08
1938,2.7226949583791793e-08,4.537825226691439e-08
1939,1.988226472349197e-08,7.799965562327316e-08
1940,3.550096039361961e-08,4.3108308034334186e-08
1941,5.607854980382854e-08,2.9515025090631752e-08
1942,2.4273694165799498e-08,9.709477932773325e-08
1943,9.00002918857723e-08,9.580676163523094e-08
1944,6.105053884652989e-08,3.855823393905666e-08
1945,4.357008087652048e-09,4.357007954425285e-08
1946,3.062642850437669e-08,4.454753455007676e-08
1947,3.218635202806297e-08,1.7881307101674793e-08
1948,6.631851645622078e-08,4.674911924240632e-08
1949,1.9634016856784342e-08,5.104844347236792e-08
1950,3.403315540495555e-08,4.1477909551446146e-08
1951,2.6653504292539765e-08,3.4116486968827076e-08
1952,6.221434634134937e-08,6.643226369007493e-08
1953,3.5553629373907825e-08,6.033343424860504e-08
1954,2.052232517257835e-08,6.058972457090306e-08
1955,3.003394466460918e-08,7.414630509572362e-08
1956,4.186147939400087e-08,3.0523994887232675e-08
1957,3.003912896204497e-08,7.244730754196738e-08
1958,5.21151335419745e-08,1.034030424063026e-07
1959,3.487836619520124e-08,9.533419831342371e-08
1960,3.460416664324839e-08,7.543708691049034e-08
1961,3.8909690358579496e-08,6.392306522995383e-08
1962,1.0781326054143392e-08,7.102991395058211e-08
1963,4.3969162977219867e-08,8.470529477833111e-08
1964,1.46015243229769e-08,8.700074605183516e-08
1965,4.049312085641077e-08,8.09862399364647e-08
1966,3.157272621123752e-08,9.02869194963074e-08
1967,3.1554148183232655e-08,7.494109799388582e-08
1968,1.8414804736632817e-08,7.365921805835285e-08
1969,2.0437909975523638e-08,9.855614757636744e-08
1970,2.4373242313302512e-08,1.0898978075601917e-07
1971,3.853798036246303e-08,8.272819984611601e-08
1972,3.231992451446786e-08,8.156933395397914e-08
1973,2.095017470615801e-08,9.592974553607192e-08
1974,2.756530048664274e-08,1.1926211673785048e-07
1975,2.1132477545648953e-08,8.395875950029108e-08
1976,2.9710340632149723e-08,1.0055807164732755e-07
1977,2.5270161796431267e-08,1.0343136169765899e-07
1978,2.138612864577283e-08,7.366332921421304e-08
1979,2.0481905949054635e-08,6.788289397263725e-08
1980,1.5349906234973787e-08,7.276992985971731e-08
1981,2.719986330612656e-08,1.2081799471985732e-07
1982,1.8001756418861703e-08,8.566352838190738e-08
1983,2.7787390166622572e-08,8.020451192081168e-08
1984,2.667543930190419e-08,1.0380225445860702e-07
1985,1.1429560076159362e-08,7.038203164722034e-08
1986,2.0980699177997053e-08,8.572114507110484e-08
1987,3.6053820373638246e-08,8.432927600665607e-08
1988,1.5591039570495013e-08,5.756691828784355e-08
1989,2.1952487827547884e-08,5.8722905649233326e-08
1990,1.3076762561681221e-08,7.464651963218216e-08
1991,2.344586091940215e-08,6.388996914852285e-08
1992,1.98357992808873e-08,8.705711507239755e-08
1993,2.4926432917737884e-08,7.200969953657932e-08
1994,1.9517228500021133e-08,8.861876898969001e-08
1995,2.4943273835287272e-08,7.211859598399428e-08
1996,1.4946657245218375e-08,7.793614820172934e-08
1997,1.726162068838022e-08,5.9456690904013954e-08
1998,1.0013071483072622e-08,7.533644263979511e-08
1999,1.9651865745817787e-08,8.409169982570575e-08
2000,1.8555731506886275e-08,7.068850704783358e-08
2001,1.70867264781549e-08,6.396568874578179e-08
2002,1.7524886153363894e-08,7.798574053197171e-08
2003,1.3334153337041244e-08,7.58379981036228e-08
2004,1.4095332012686868e-08,8.192911382653989e-08
2005,1.9366122927522156e-08,9.638023801272766e-08
2006,1.1530091548195287e-08,9.924114863224531e-08
2007,1.5977918210730024e-08,8.348462121610112e-08
2008,2.384166220004147e-08,9.196069905570425e-08
2009,2.384096164931293e-08,8.67811031923793e-08
2010,1.8422792014138878e-08,1.2470813803844294e-07
2011,1.529588808391047e-08,1.1739594252269114e-07
2012,2.6553170995313735e-08,1.2051054465445077e-07
2013,1.6455837581474952e-08,9.510916343380416e-08
2014,2.338680726854392e-08,1.0805571681871129e-07
2015,1.9727520950141297e-08,1.2324158649157368e-07
2016,2.6098883720848676e-08,9.341743933966029e-08
2017,2.0124890753869806e-08,1.1521499598821094e-07
2018,2.0909879938635356e-08,1.0274237816076948e-07
2019,2.3724186837270622e-08,8.749888036341247e-08
