year,avez_VERB osé_VERB,avez_VERB causé_VERB
1892,3.322311670217459e-08,3.13425623232888e-08
1893,4.002970754868329e-08,2.155445777418663e-08
1894,4.7261544011689693e-08,4.0329851458409394e-08
1895,6.379731587458082e-08,4.8750777636996645e-08
1896,5.012474701970859e-08,3.066455178668548e-08
1897,2.9716238358901137e-08,3.437761009195128e-08
1898,5.375436984422777e-08,4.187182511827814e-08
1899,3.537650172802387e-08,4.532614283903058e-08
1900,4.9315005412609025e-08,1.764958135197503e-08
1901,4.3033288932292635e-08,2.6267072072982955e-08
1902,4.4192553616539954e-08,3.0443761289689064e-08
1903,5.778235845355084e-08,3.726151831529023e-08
1904,2.9022976022474722e-08,2.418581246388385e-08
1905,4.283430143914302e-08,3.6641388589941926e-08
1906,4.0639058340730116e-08,2.623534101076075e-08
1907,4.422845378826423e-08,2.9314207949937554e-08
1908,4.174680867663483e-08,2.701263923654551e-08
1909,5.225934529562437e-08,4.510806661528477e-08
1910,5.878565900729882e-08,2.778958396731923e-08
1911,3.511446777793026e-08,2.926205766584644e-08
1912,4.4801023335594437e-08,1.719108944087111e-08
1913,4.613600879110891e-08,3.234823608977422e-08
1914,5.1564928327252346e-08,4.085013571852869e-08
1915,4.830112487752558e-08,4.123266705846618e-08
1916,3.29623865980011e-08,2.966614687238689e-08
1917,5.483212106582869e-08,2.1932848426331475e-08
1918,3.2161853624756986e-08,2.5270027848023346e-08
1919,4.6960025201769895e-08,3.775218004875569e-08
1920,6.360674831284996e-08,3.63467123065675e-08
1921,5.376650591415455e-08,3.710646367949266e-08
1922,4.0578644444622114e-08,3.7627472693202435e-08
1923,5.944930947521243e-08,4.458698299458774e-08
1924,3.738571052736006e-08,7.09039369439779e-08
1925,6.268961527666761e-08,4.9491799103407175e-08
1926,7.467912865877224e-08,4.681378129589575e-08
1927,2.8987985345452216e-08,3.9022285847067906e-08
1928,3.427812345080383e-08,6.055801549109674e-08
1929,3.119313873867213e-08,4.121950425428622e-08
1930,3.571225093423891e-08,3.676261073337628e-08
1931,3.649714130915527e-08,2.9653927313688655e-08
1932,3.3974561830518724e-08,1.9727165678773417e-08
1933,4.473558234963093e-08,4.473558234963093e-08
1934,3.714289675826876e-08,2.036868629318178e-08
1935,3.111753699158726e-08,4.547948151412129e-08
1936,5.456121598967911e-08,1.9399543305098632e-08
1937,3.5255130370615007e-08,2.392312481447334e-08
1938,3.630260181353151e-08,3.3709557811789637e-08
1939,4.435274547631707e-08,3.364691281149135e-08
1940,3.0429394115571995e-08,2.7893612752905028e-08
1941,5.017554371988808e-08,3.246652724442356e-08
1942,2.730790527039062e-08,2.1239483061208375e-08
1943,3.193558839598154e-08,2.322588166236983e-08
1944,1.927911696952833e-08,3.855823393905666e-08
1945,3.703456741277478e-08,2.832055301382752e-08
1946,2.7842208538686464e-08,2.227376683094917e-08
1947,3.695469885656166e-08,3.099426493236024e-08
1948,3.913879709216417e-08,2.0656587551570738e-08
1949,3.8286334103077024e-08,3.141442661558358e-08
1950,4.5732054587688253e-08,1.4889506516624351e-08
1951,5.330700858507953e-08,2.4521224162299404e-08
1952,2.4253049346611988e-08,2.1089608281954497e-08
1953,3.878577814475648e-08,1.508335856215126e-08
1954,4.88626810124515e-08,1.9545073115523337e-08
1955,3.378819002364253e-08,9.385607846468247e-09
1956,3.662879421995058e-08,1.831439710997529e-08
1957,3.8874166108371355e-08,2.6505112771246786e-08
1958,2.7298403537656668e-08,1.4890038535497752e-08
1959,4.727956337546857e-08,2.712761748568937e-08
1960,4.9137916846575536e-08,3.5296249478733444e-08
1961,3.61304266505158e-08,2.431855783413539e-08
1962,4.50278889729816e-08,2.663621678777872e-08
1963,3.814971449855875e-08,2.5217607557692645e-08
1964,5.840609418328313e-08,2.1902286206909594e-08
1965,3.3926667697414814e-08,2.3529786119524942e-08
1966,3.932743197765376e-08,3.0464910594218964e-08
1967,7.001076340884538e-08,3.1554147739143446e-08
1968,6.108325578679796e-08,2.1558795637588446e-08
1969,5.132186231548985e-08,1.9529558414888015e-08
1970,4.184839852428013e-08,1.74751555448438e-08
1971,3.288574390580834e-08,1.6956711590410123e-08
1972,3.026786643545165e-08,9.234264020108185e-09
1973,3.748978727458052e-08,1.8193572870472963e-08
1974,2.3627400480563665e-08,1.406392957647995e-08
1975,3.541117621352896e-08,7.996072248772634e-09
1976,2.628222439682304e-08,9.141642998145016e-09
1977,2.291944944943225e-08,7.639816779203557e-09
1978,3.9801960838303785e-08,1.1881182260253809e-08
1979,3.745262944221395e-08,1.521513048885481e-08
1980,3.013130012163856e-08,1.193881615790815e-08
1981,2.4037088763861902e-08,1.3916208629893845e-08
1982,2.7313010519947056e-08,1.4898005495922462e-08
1983,2.841892232652299e-08,7.57837881337764e-09
1984,3.595385322796574e-08,7.538710988796993e-09
1985,3.2484013701150616e-08,1.142956040922627e-08
1986,3.596691300344901e-08,1.7983456501724504e-08
1987,3.116516467116526e-08,1.5277041853778428e-08
1988,2.938311283173789e-08,1.3192418713003917e-08
1989,2.908704743731505e-08,1.5366742545097622e-08
1990,2.45189291092629e-08,1.689081763345257e-08
1991,2.5204300868608698e-08,2.1101275393675678e-08
1992,1.983579878128694e-08,9.366905473484621e-09
1993,2.3264671966671813e-08,1.606370148010683e-08
1994,3.0594573985354145e-08,8.967375286772494e-09
1995,3.687266669771816e-08,9.760411145975922e-09
1996,2.882569738460461e-08,9.60856638698715e-09
1997,2.7330898433319817e-08,1.2466725429760572e-08
1998,2.3363833534517653e-08,1.0966696883940585e-08
1999,3.3362468343511864e-08,1.0968483010742602e-08
2000,3.446064411605221e-08,1.3695897749244068e-08
2001,3.3735329196815655e-08,1.796296800193886e-08
2002,2.6287329646379476e-08,9.200564754507923e-09
2003,3.083523125724241e-08,1.4167538253673229e-08
2004,2.5107310008820605e-08,1.2773894830786503e-08
2005,2.8373621674404603e-08,1.6213498099659773e-08
2006,3.294312023172097e-08,1.6883348052942893e-08
2007,3.395307501818934e-08,1.7176262190332636e-08
2008,4.5554603644859526e-08,2.3841662866175284e-08
2009,3.4807804638603557e-08,2.574823909640145e-08
2010,5.290648275035892e-08,2.3618964561933353e-08
2011,5.965396354667973e-08,3.518054114692859e-08
2012,7.387228606603458e-08,4.629783845189195e-08
2013,7.949006430862937e-08,5.271446212873343e-08
2014,7.059351503357902e-08,6.32309991033253e-08
2015,9.930257505175177e-08,7.292533155123238e-08
2016,1.0480980705551701e-07,6.856135570387778e-08
2017,7.798394818792076e-08,4.7293493565803146e-08
2018,9.035133530232997e-08,5.989002715978131e-08
2019,9.413145107828313e-08,6.377469219387422e-08
